"chrom"	"V2"	"V3"	"counts"
"58"	"Tfas_chr2"	"24000001"	"2.5e+07"	"30"
"59"	"Tfas_chr2"	"25000001"	"2.6e+07"	"29"
"60"	"Tfas_chr2"	"26000001"	"2.7e+07"	"29"
"61"	"Tfas_chr2"	"27000001"	"2.8e+07"	"36"
"62"	"Tfas_chr2"	"28000001"	"2.9e+07"	"65"
"63"	"Tfas_chr2"	"29000001"	"3e+07"	"87"
"64"	"Tfas_chr2"	"30000001"	"3.1e+07"	"88"
"65"	"Tfas_chr2"	"31000001"	"3.2e+07"	"81"
"66"	"Tfas_chr3"	"1"	"1e+06"	"98"
"67"	"Tfas_chr3"	"1000001"	"2e+06"	"133"
"68"	"Tfas_chr3"	"2000001"	"3e+06"	"121"
"69"	"Tfas_chr3"	"3000001"	"4e+06"	"47"
"70"	"Tfas_chr3"	"4000001"	"5e+06"	"43"
"71"	"Tfas_chr3"	"5000001"	"6e+06"	"27"
"72"	"Tfas_chr3"	"6000001"	"7e+06"	"19"
"73"	"Tfas_chr3"	"7000001"	"8e+06"	"20"
"74"	"Tfas_chr3"	"8000001"	"9e+06"	"31"
"75"	"Tfas_chr3"	"9000001"	"1e+07"	"16"
"76"	"Tfas_chr3"	"10000001"	"1.1e+07"	"15"
"77"	"Tfas_chr3"	"11000001"	"1.2e+07"	"23"
"78"	"Tfas_chr3"	"12000001"	"1.3e+07"	"11"
"79"	"Tfas_chr3"	"13000001"	"1.4e+07"	"10"
"80"	"Tfas_chr3"	"14000001"	"1.5e+07"	"17"
"81"	"Tfas_chr3"	"15000001"	"1.6e+07"	"15"
"82"	"Tfas_chr3"	"16000001"	"1.7e+07"	"13"
"83"	"Tfas_chr3"	"17000001"	"1.8e+07"	"16"
"84"	"Tfas_chr3"	"18000001"	"1.9e+07"	"14"
"85"	"Tfas_chr3"	"19000001"	"2e+07"	"15"
"86"	"Tfas_chr3"	"20000001"	"2.1e+07"	"15"
"87"	"Tfas_chr3"	"21000001"	"2.2e+07"	"23"
"88"	"Tfas_chr3"	"22000001"	"2.3e+07"	"27"
"89"	"Tfas_chr3"	"23000001"	"2.4e+07"	"29"
"90"	"Tfas_chr3"	"24000001"	"2.5e+07"	"33"
"91"	"Tfas_chr3"	"25000001"	"2.6e+07"	"52"
"92"	"Tfas_chr3"	"26000001"	"2.7e+07"	"115"
"93"	"Tfas_chr3"	"27000001"	"2.8e+07"	"100"
"94"	"Tfas_chr3"	"28000001"	"2.9e+07"	"131"
"95"	"Tfas_chr3"	"29000001"	"3e+07"	"127"
"96"	"Tfas_chr3"	"30000001"	"3.1e+07"	"80"
"97"	"Tfas_chr3"	"31000001"	"3.2e+07"	"13"
"98"	"Tfas_chr4"	"1"	"1e+06"	"129"
"99"	"Tfas_chr4"	"1000001"	"2e+06"	"89"
"100"	"Tfas_chr4"	"2000001"	"3e+06"	"39"
"101"	"Tfas_chr4"	"3000001"	"4e+06"	"34"
"102"	"Tfas_chr4"	"4000001"	"5e+06"	"40"
"103"	"Tfas_chr4"	"5000001"	"6e+06"	"31"
"104"	"Tfas_chr4"	"6000001"	"7e+06"	"17"
"105"	"Tfas_chr4"	"7000001"	"8e+06"	"23"
"106"	"Tfas_chr4"	"8000001"	"9e+06"	"18"
"107"	"Tfas_chr4"	"9000001"	"1e+07"	"21"
"108"	"Tfas_chr4"	"10000001"	"1.1e+07"	"14"
"109"	"Tfas_chr4"	"11000001"	"1.2e+07"	"18"
"110"	"Tfas_chr4"	"12000001"	"1.3e+07"	"16"
"111"	"Tfas_chr4"	"13000001"	"1.4e+07"	"14"
"112"	"Tfas_chr4"	"14000001"	"1.5e+07"	"19"
"113"	"Tfas_chr4"	"15000001"	"1.6e+07"	"16"
"114"	"Tfas_chr4"	"16000001"	"1.7e+07"	"14"
"115"	"Tfas_chr4"	"17000001"	"1.8e+07"	"15"
"116"	"Tfas_chr4"	"18000001"	"1.9e+07"	"17"
"117"	"Tfas_chr4"	"19000001"	"2e+07"	"30"
"118"	"Tfas_chr4"	"20000001"	"2.1e+07"	"38"
"119"	"Tfas_chr4"	"21000001"	"2.2e+07"	"23"
"120"	"Tfas_chr4"	"22000001"	"2.3e+07"	"62"
"121"	"Tfas_chr4"	"23000001"	"2.4e+07"	"75"
"122"	"Tfas_chr4"	"24000001"	"2.5e+07"	"99"
"123"	"Tfas_chr4"	"25000001"	"2.6e+07"	"92"
"124"	"Tfas_chr4"	"26000001"	"2.7e+07"	"119"
"125"	"Tfas_chr4"	"27000001"	"2.8e+07"	"128"
"126"	"Tfas_chr4"	"28000001"	"2.9e+07"	"119"
"127"	"Tfas_chr4"	"29000001"	"3e+07"	"104"
"128"	"Tfas_chr4"	"30000001"	"3.1e+07"	"99"
"129"	"Tfas_chr5"	"1"	"1e+06"	"113"
"130"	"Tfas_chr5"	"1000001"	"2e+06"	"121"
"131"	"Tfas_chr5"	"2000001"	"3e+06"	"130"
"132"	"Tfas_chr5"	"3000001"	"4e+06"	"83"
"133"	"Tfas_chr5"	"4000001"	"5e+06"	"76"
"134"	"Tfas_chr5"	"5000001"	"6e+06"	"40"
"135"	"Tfas_chr5"	"6000001"	"7e+06"	"22"
"136"	"Tfas_chr5"	"7000001"	"8e+06"	"27"
"137"	"Tfas_chr5"	"8000001"	"9e+06"	"36"
"138"	"Tfas_chr5"	"9000001"	"1e+07"	"15"
"139"	"Tfas_chr5"	"10000001"	"1.1e+07"	"24"
"140"	"Tfas_chr5"	"11000001"	"1.2e+07"	"9"
"141"	"Tfas_chr5"	"12000001"	"1.3e+07"	"8"
"142"	"Tfas_chr5"	"13000001"	"1.4e+07"	"14"
"143"	"Tfas_chr5"	"14000001"	"1.5e+07"	"17"
"144"	"Tfas_chr5"	"15000001"	"1.6e+07"	"19"
"145"	"Tfas_chr5"	"16000001"	"1.7e+07"	"20"
"146"	"Tfas_chr5"	"17000001"	"1.8e+07"	"13"
"147"	"Tfas_chr5"	"18000001"	"1.9e+07"	"19"
"148"	"Tfas_chr5"	"19000001"	"2e+07"	"13"
"149"	"Tfas_chr5"	"20000001"	"2.1e+07"	"12"
"150"	"Tfas_chr5"	"21000001"	"2.2e+07"	"25"
"151"	"Tfas_chr5"	"22000001"	"2.3e+07"	"27"
"152"	"Tfas_chr5"	"23000001"	"2.4e+07"	"25"
"153"	"Tfas_chr5"	"24000001"	"2.5e+07"	"27"
"154"	"Tfas_chr5"	"25000001"	"2.6e+07"	"46"
"155"	"Tfas_chr5"	"26000001"	"2.7e+07"	"40"
"156"	"Tfas_chr5"	"27000001"	"2.8e+07"	"82"
"157"	"Tfas_chr5"	"28000001"	"2.9e+07"	"121"
"158"	"Tfas_chr5"	"29000001"	"3e+07"	"151"
"159"	"Tfas_chr5"	"30000001"	"3.1e+07"	"14"
"160"	"Tfas_chr6"	"1"	"1e+06"	"96"
"161"	"Tfas_chr6"	"1000001"	"2e+06"	"94"
"162"	"Tfas_chr6"	"2000001"	"3e+06"	"46"
"163"	"Tfas_chr6"	"3000001"	"4e+06"	"25"
"164"	"Tfas_chr6"	"4000001"	"5e+06"	"25"
"165"	"Tfas_chr6"	"5000001"	"6e+06"	"13"
"166"	"Tfas_chr6"	"6000001"	"7e+06"	"15"
"167"	"Tfas_chr6"	"7000001"	"8e+06"	"21"
"168"	"Tfas_chr6"	"8000001"	"9e+06"	"51"
"169"	"Tfas_chr6"	"9000001"	"1e+07"	"16"
"170"	"Tfas_chr6"	"10000001"	"1.1e+07"	"14"
"171"	"Tfas_chr6"	"11000001"	"1.2e+07"	"28"
"172"	"Tfas_chr6"	"12000001"	"1.3e+07"	"21"
"173"	"Tfas_chr6"	"13000001"	"1.4e+07"	"19"
"174"	"Tfas_chr6"	"14000001"	"1.5e+07"	"15"
"175"	"Tfas_chr6"	"15000001"	"1.6e+07"	"18"
"176"	"Tfas_chr6"	"16000001"	"1.7e+07"	"22"
"177"	"Tfas_chr6"	"17000001"	"1.8e+07"	"13"
"178"	"Tfas_chr6"	"18000001"	"1.9e+07"	"14"
"179"	"Tfas_chr6"	"19000001"	"2e+07"	"18"
"180"	"Tfas_chr6"	"20000001"	"2.1e+07"	"36"
"181"	"Tfas_chr6"	"21000001"	"2.2e+07"	"14"
"182"	"Tfas_chr6"	"22000001"	"2.3e+07"	"14"
"183"	"Tfas_chr6"	"23000001"	"2.4e+07"	"52"
"184"	"Tfas_chr6"	"24000001"	"2.5e+07"	"68"
"185"	"Tfas_chr6"	"25000001"	"2.6e+07"	"93"
"186"	"Tfas_chr6"	"26000001"	"2.7e+07"	"127"
"187"	"Tfas_chr6"	"27000001"	"2.8e+07"	"134"
"188"	"Tfas_chr6"	"28000001"	"2.9e+07"	"147"
"189"	"Tfas_chr6"	"29000001"	"3e+07"	"56"
"190"	"Tfas_chr7"	"1"	"1e+06"	"151"
"191"	"Tfas_chr7"	"1000001"	"2e+06"	"130"
"192"	"Tfas_chr7"	"2000001"	"3e+06"	"101"
"193"	"Tfas_chr7"	"3000001"	"4e+06"	"85"
"194"	"Tfas_chr7"	"4000001"	"5e+06"	"75"
"195"	"Tfas_chr7"	"5000001"	"6e+06"	"37"
"196"	"Tfas_chr7"	"6000001"	"7e+06"	"16"
"197"	"Tfas_chr7"	"7000001"	"8e+06"	"48"
"198"	"Tfas_chr7"	"8000001"	"9e+06"	"19"
"199"	"Tfas_chr7"	"9000001"	"1e+07"	"32"
"200"	"Tfas_chr7"	"10000001"	"1.1e+07"	"30"
"201"	"Tfas_chr7"	"11000001"	"1.2e+07"	"36"
"202"	"Tfas_chr7"	"12000001"	"1.3e+07"	"26"
"203"	"Tfas_chr7"	"13000001"	"1.4e+07"	"31"
"204"	"Tfas_chr7"	"14000001"	"1.5e+07"	"24"
"205"	"Tfas_chr7"	"15000001"	"1.6e+07"	"30"
"206"	"Tfas_chr7"	"16000001"	"1.7e+07"	"36"
"207"	"Tfas_chr7"	"17000001"	"1.8e+07"	"41"
"208"	"Tfas_chr7"	"18000001"	"1.9e+07"	"32"
"209"	"Tfas_chr7"	"19000001"	"2e+07"	"30"
"210"	"Tfas_chr7"	"20000001"	"2.1e+07"	"48"
"211"	"Tfas_chr7"	"21000001"	"2.2e+07"	"31"
"212"	"Tfas_chr7"	"22000001"	"2.3e+07"	"82"
"213"	"Tfas_chr7"	"23000001"	"2.4e+07"	"70"
"214"	"Tfas_chr7"	"24000001"	"2.5e+07"	"49"
"215"	"Tfas_chr7"	"25000001"	"2.6e+07"	"53"
"216"	"Tfas_chr7"	"26000001"	"2.7e+07"	"59"
"217"	"Tfas_chr7"	"27000001"	"2.8e+07"	"6"
"218"	"Tfas_chr8"	"1"	"1e+06"	"133"
"219"	"Tfas_chr8"	"1000001"	"2e+06"	"119"
"220"	"Tfas_chr8"	"2000001"	"3e+06"	"85"
"221"	"Tfas_chr8"	"3000001"	"4e+06"	"78"
"222"	"Tfas_chr8"	"4000001"	"5e+06"	"55"
"223"	"Tfas_chr8"	"5000001"	"6e+06"	"53"
"224"	"Tfas_chr8"	"6000001"	"7e+06"	"31"
"225"	"Tfas_chr8"	"7000001"	"8e+06"	"34"
"226"	"Tfas_chr8"	"8000001"	"9e+06"	"14"
"227"	"Tfas_chr8"	"9000001"	"1e+07"	"23"
"228"	"Tfas_chr8"	"10000001"	"1.1e+07"	"36"
"229"	"Tfas_chr8"	"11000001"	"1.2e+07"	"21"
"230"	"Tfas_chr8"	"12000001"	"1.3e+07"	"31"
"231"	"Tfas_chr8"	"13000001"	"1.4e+07"	"21"
"232"	"Tfas_chr8"	"14000001"	"1.5e+07"	"14"
"233"	"Tfas_chr8"	"15000001"	"1.6e+07"	"15"
"234"	"Tfas_chr8"	"16000001"	"1.7e+07"	"21"
"235"	"Tfas_chr8"	"17000001"	"1.8e+07"	"15"
"236"	"Tfas_chr8"	"18000001"	"1.9e+07"	"7"
"237"	"Tfas_chr8"	"19000001"	"2e+07"	"15"
"238"	"Tfas_chr8"	"20000001"	"2.1e+07"	"11"
"239"	"Tfas_chr8"	"21000001"	"2.2e+07"	"41"
"240"	"Tfas_chr8"	"22000001"	"2.3e+07"	"54"
"241"	"Tfas_chr8"	"23000001"	"2.4e+07"	"70"
"242"	"Tfas_chr8"	"24000001"	"2.5e+07"	"85"
"243"	"Tfas_chr8"	"25000001"	"2.6e+07"	"107"
"244"	"Tfas_chr8"	"26000001"	"2.7e+07"	"129"
"245"	"Tfas_chr8"	"27000001"	"2.8e+07"	"22"
"246"	"Tfas_chr9"	"1"	"1e+06"	"145"
"247"	"Tfas_chr9"	"1000001"	"2e+06"	"114"
"248"	"Tfas_chr9"	"2000001"	"3e+06"	"102"
"249"	"Tfas_chr9"	"3000001"	"4e+06"	"40"
"250"	"Tfas_chr9"	"4000001"	"5e+06"	"49"
"251"	"Tfas_chr9"	"5000001"	"6e+06"	"35"
"252"	"Tfas_chr9"	"6000001"	"7e+06"	"21"
"253"	"Tfas_chr9"	"7000001"	"8e+06"	"20"
"254"	"Tfas_chr9"	"8000001"	"9e+06"	"18"
"255"	"Tfas_chr9"	"9000001"	"1e+07"	"15"
"256"	"Tfas_chr9"	"10000001"	"1.1e+07"	"20"
"257"	"Tfas_chr9"	"11000001"	"1.2e+07"	"8"
"258"	"Tfas_chr9"	"12000001"	"1.3e+07"	"14"
"259"	"Tfas_chr9"	"13000001"	"1.4e+07"	"12"
"260"	"Tfas_chr9"	"14000001"	"1.5e+07"	"9"
"261"	"Tfas_chr9"	"15000001"	"1.6e+07"	"16"
"262"	"Tfas_chr9"	"16000001"	"1.7e+07"	"12"
"263"	"Tfas_chr9"	"17000001"	"1.8e+07"	"22"
"264"	"Tfas_chr9"	"18000001"	"1.9e+07"	"20"
"265"	"Tfas_chr9"	"19000001"	"2e+07"	"14"
"266"	"Tfas_chr9"	"20000001"	"2.1e+07"	"15"
"267"	"Tfas_chr9"	"21000001"	"2.2e+07"	"34"
"268"	"Tfas_chr9"	"22000001"	"2.3e+07"	"27"
"269"	"Tfas_chr9"	"23000001"	"2.4e+07"	"35"
"270"	"Tfas_chr9"	"24000001"	"2.5e+07"	"42"
"271"	"Tfas_chr9"	"25000001"	"2.6e+07"	"96"
"272"	"Tfas_chr9"	"26000001"	"2.7e+07"	"50"
"273"	"Tfas_chr10"	"1"	"1e+06"	"92"
"274"	"Tfas_chr10"	"1000001"	"2e+06"	"78"
"275"	"Tfas_chr10"	"2000001"	"3e+06"	"45"
"276"	"Tfas_chr10"	"3000001"	"4e+06"	"33"
"277"	"Tfas_chr10"	"4000001"	"5e+06"	"33"
"278"	"Tfas_chr10"	"5000001"	"6e+06"	"15"
"279"	"Tfas_chr10"	"6000001"	"7e+06"	"15"
"280"	"Tfas_chr10"	"7000001"	"8e+06"	"18"
"281"	"Tfas_chr10"	"8000001"	"9e+06"	"24"
"282"	"Tfas_chr10"	"9000001"	"1e+07"	"23"
"283"	"Tfas_chr10"	"10000001"	"1.1e+07"	"17"
"284"	"Tfas_chr10"	"11000001"	"1.2e+07"	"9"
"285"	"Tfas_chr10"	"12000001"	"1.3e+07"	"12"
"286"	"Tfas_chr10"	"13000001"	"1.4e+07"	"29"
"287"	"Tfas_chr10"	"14000001"	"1.5e+07"	"22"
"288"	"Tfas_chr10"	"15000001"	"1.6e+07"	"24"
"289"	"Tfas_chr10"	"16000001"	"1.7e+07"	"30"
"290"	"Tfas_chr10"	"17000001"	"1.8e+07"	"28"
"291"	"Tfas_chr10"	"18000001"	"1.9e+07"	"30"
"292"	"Tfas_chr10"	"19000001"	"2e+07"	"48"
"293"	"Tfas_chr10"	"20000001"	"2.1e+07"	"86"
"294"	"Tfas_chr10"	"21000001"	"2.2e+07"	"97"
"295"	"Tfas_chr10"	"22000001"	"2.3e+07"	"97"
"296"	"Tfas_chr10"	"23000001"	"2.4e+07"	"143"
"297"	"Tfas_chr10"	"24000001"	"2.5e+07"	"143"
"298"	"Tfas_chr10"	"25000001"	"2.6e+07"	"138"
"299"	"Tfas_chr10"	"26000001"	"2.7e+07"	"3"
"300"	"Tfas_chr11"	"1"	"1e+06"	"120"
"301"	"Tfas_chr11"	"1000001"	"2e+06"	"128"
"302"	"Tfas_chr11"	"2000001"	"3e+06"	"110"
"303"	"Tfas_chr11"	"3000001"	"4e+06"	"133"
"304"	"Tfas_chr11"	"4000001"	"5e+06"	"126"
"305"	"Tfas_chr11"	"5000001"	"6e+06"	"85"
"306"	"Tfas_chr11"	"6000001"	"7e+06"	"82"
"307"	"Tfas_chr11"	"7000001"	"8e+06"	"58"
"308"	"Tfas_chr11"	"8000001"	"9e+06"	"44"
"309"	"Tfas_chr11"	"9000001"	"1e+07"	"43"
"310"	"Tfas_chr11"	"10000001"	"1.1e+07"	"30"
"311"	"Tfas_chr11"	"11000001"	"1.2e+07"	"40"
"312"	"Tfas_chr11"	"12000001"	"1.3e+07"	"42"
"313"	"Tfas_chr11"	"13000001"	"1.4e+07"	"12"
"314"	"Tfas_chr11"	"14000001"	"1.5e+07"	"18"
"315"	"Tfas_chr11"	"15000001"	"1.6e+07"	"21"
"316"	"Tfas_chr11"	"16000001"	"1.7e+07"	"15"
"317"	"Tfas_chr11"	"17000001"	"1.8e+07"	"18"
"318"	"Tfas_chr11"	"18000001"	"1.9e+07"	"30"
"319"	"Tfas_chr11"	"19000001"	"2e+07"	"30"
"320"	"Tfas_chr11"	"20000001"	"2.1e+07"	"25"
"321"	"Tfas_chr11"	"21000001"	"2.2e+07"	"37"
"322"	"Tfas_chr11"	"22000001"	"2.3e+07"	"21"
"323"	"Tfas_chr11"	"23000001"	"2.4e+07"	"69"
"324"	"Tfas_chr11"	"24000001"	"2.5e+07"	"73"
"325"	"Tfas_chr11"	"25000001"	"2.6e+07"	"52"
"326"	"Tfas_chr12"	"1"	"1e+06"	"115"
"327"	"Tfas_chr12"	"1000001"	"2e+06"	"104"
"328"	"Tfas_chr12"	"2000001"	"3e+06"	"94"
"329"	"Tfas_chr12"	"3000001"	"4e+06"	"83"
"330"	"Tfas_chr12"	"4000001"	"5e+06"	"60"
"331"	"Tfas_chr12"	"5000001"	"6e+06"	"48"
"332"	"Tfas_chr12"	"6000001"	"7e+06"	"40"
"333"	"Tfas_chr12"	"7000001"	"8e+06"	"29"
"334"	"Tfas_chr12"	"8000001"	"9e+06"	"24"
"335"	"Tfas_chr12"	"9000001"	"1e+07"	"31"
"336"	"Tfas_chr12"	"10000001"	"1.1e+07"	"20"
"337"	"Tfas_chr12"	"11000001"	"1.2e+07"	"19"
"338"	"Tfas_chr12"	"12000001"	"1.3e+07"	"21"
"339"	"Tfas_chr12"	"13000001"	"1.4e+07"	"13"
"340"	"Tfas_chr12"	"14000001"	"1.5e+07"	"13"
"341"	"Tfas_chr12"	"15000001"	"1.6e+07"	"17"
"342"	"Tfas_chr12"	"16000001"	"1.7e+07"	"10"
"343"	"Tfas_chr12"	"17000001"	"1.8e+07"	"14"
"344"	"Tfas_chr12"	"18000001"	"1.9e+07"	"14"
"345"	"Tfas_chr12"	"19000001"	"2e+07"	"22"
"346"	"Tfas_chr12"	"20000001"	"2.1e+07"	"12"
"347"	"Tfas_chr12"	"21000001"	"2.2e+07"	"38"
"348"	"Tfas_chr12"	"22000001"	"2.3e+07"	"79"
"349"	"Tfas_chr12"	"23000001"	"2.4e+07"	"63"
"350"	"Tfas_chr12"	"24000001"	"2.5e+07"	"75"
"351"	"Tfas_chr12"	"25000001"	"2.6e+07"	"30"
"352"	"Tfas_chr13"	"1"	"1e+06"	"112"
"353"	"Tfas_chr13"	"1000001"	"2e+06"	"112"
"354"	"Tfas_chr13"	"2000001"	"3e+06"	"135"
"355"	"Tfas_chr13"	"3000001"	"4e+06"	"113"
"356"	"Tfas_chr13"	"4000001"	"5e+06"	"87"
"357"	"Tfas_chr13"	"5000001"	"6e+06"	"60"
"358"	"Tfas_chr13"	"6000001"	"7e+06"	"42"
"359"	"Tfas_chr13"	"7000001"	"8e+06"	"33"
"360"	"Tfas_chr13"	"8000001"	"9e+06"	"25"
"361"	"Tfas_chr13"	"9000001"	"1e+07"	"28"
"362"	"Tfas_chr13"	"10000001"	"1.1e+07"	"12"
"363"	"Tfas_chr13"	"11000001"	"1.2e+07"	"16"
"364"	"Tfas_chr13"	"12000001"	"1.3e+07"	"12"
"365"	"Tfas_chr13"	"13000001"	"1.4e+07"	"18"
"366"	"Tfas_chr13"	"14000001"	"1.5e+07"	"18"
"367"	"Tfas_chr13"	"15000001"	"1.6e+07"	"7"
"368"	"Tfas_chr13"	"16000001"	"1.7e+07"	"16"
"369"	"Tfas_chr13"	"17000001"	"1.8e+07"	"27"
"370"	"Tfas_chr13"	"18000001"	"1.9e+07"	"31"
"371"	"Tfas_chr13"	"19000001"	"2e+07"	"39"
"372"	"Tfas_chr13"	"20000001"	"2.1e+07"	"25"
"373"	"Tfas_chr13"	"21000001"	"2.2e+07"	"33"
"374"	"Tfas_chr13"	"22000001"	"2.3e+07"	"33"
"375"	"Tfas_chr13"	"23000001"	"2.4e+07"	"68"
"376"	"Tfas_chr13"	"24000001"	"2.5e+07"	"83"
"377"	"Tfas_chr14"	"1"	"1e+06"	"104"
"378"	"Tfas_chr14"	"1000001"	"2e+06"	"116"
"379"	"Tfas_chr14"	"2000001"	"3e+06"	"118"
"380"	"Tfas_chr14"	"3000001"	"4e+06"	"117"
"381"	"Tfas_chr14"	"4000001"	"5e+06"	"62"
"382"	"Tfas_chr14"	"5000001"	"6e+06"	"32"
"383"	"Tfas_chr14"	"6000001"	"7e+06"	"22"
"384"	"Tfas_chr14"	"7000001"	"8e+06"	"24"
"385"	"Tfas_chr14"	"8000001"	"9e+06"	"22"
"386"	"Tfas_chr14"	"9000001"	"1e+07"	"23"
"387"	"Tfas_chr14"	"10000001"	"1.1e+07"	"24"
"388"	"Tfas_chr14"	"11000001"	"1.2e+07"	"11"
"389"	"Tfas_chr14"	"12000001"	"1.3e+07"	"19"
"390"	"Tfas_chr14"	"13000001"	"1.4e+07"	"23"
"391"	"Tfas_chr14"	"14000001"	"1.5e+07"	"6"
"392"	"Tfas_chr14"	"15000001"	"1.6e+07"	"24"
"393"	"Tfas_chr14"	"16000001"	"1.7e+07"	"13"
"394"	"Tfas_chr14"	"17000001"	"1.8e+07"	"17"
"395"	"Tfas_chr14"	"18000001"	"1.9e+07"	"12"
"396"	"Tfas_chr14"	"19000001"	"2e+07"	"20"
"397"	"Tfas_chr14"	"20000001"	"2.1e+07"	"21"
"398"	"Tfas_chr14"	"21000001"	"2.2e+07"	"24"
"399"	"Tfas_chr14"	"22000001"	"2.3e+07"	"27"
"400"	"Tfas_chr14"	"23000001"	"2.4e+07"	"49"
"401"	"Tfas_chr14"	"24000001"	"2.5e+07"	"52"
"402"	"Tfas_chr15"	"1"	"1e+06"	"101"
"403"	"Tfas_chr15"	"1000001"	"2e+06"	"50"
"404"	"Tfas_chr15"	"2000001"	"3e+06"	"31"
"405"	"Tfas_chr15"	"3000001"	"4e+06"	"37"
"406"	"Tfas_chr15"	"4000001"	"5e+06"	"33"
"407"	"Tfas_chr15"	"5000001"	"6e+06"	"13"
"408"	"Tfas_chr15"	"6000001"	"7e+06"	"17"
"409"	"Tfas_chr15"	"7000001"	"8e+06"	"24"
"410"	"Tfas_chr15"	"8000001"	"9e+06"	"26"
"411"	"Tfas_chr15"	"9000001"	"1e+07"	"17"
"412"	"Tfas_chr15"	"10000001"	"1.1e+07"	"16"
"413"	"Tfas_chr15"	"11000001"	"1.2e+07"	"22"
"414"	"Tfas_chr15"	"12000001"	"1.3e+07"	"18"
"415"	"Tfas_chr15"	"13000001"	"1.4e+07"	"19"
"416"	"Tfas_chr15"	"14000001"	"1.5e+07"	"15"
"417"	"Tfas_chr15"	"15000001"	"1.6e+07"	"16"
"418"	"Tfas_chr15"	"16000001"	"1.7e+07"	"42"
"419"	"Tfas_chr15"	"17000001"	"1.8e+07"	"34"
"420"	"Tfas_chr15"	"18000001"	"1.9e+07"	"47"
"421"	"Tfas_chr15"	"19000001"	"2e+07"	"93"
