gene_id	chrom	start	end
Tfasc_v1.22539-RA	Tfas_chr17	19176615	19177655
Tfasc_v1.22578-RA	Tfas_chr17	19465693	19483393
Tfasc_v1.22716-RA	Tfas_chr17	20434975	20438141
Tfasc_v1.22743-RA	Tfas_chr17	20656550	20661544
Tfasc_v1.22815-RA	Tfas_chr17	21237730	21242553
Tfasc_v1.22832-RA	Tfas_chr17	21360353	21363609
Tfasc_v1.22830-RA	Tfas_chr17	21347564	21349961
Tfasc_v1.22840-RA	Tfas_chr17	21397746	21400493
Tfasc_v1.22843-RA	Tfas_chr17	21422332	21441038
Tfasc_v1.22860-RA	Tfas_chr17	21628935	21633927
Tfasc_v1.24939-RA	Tfas_chr20	98722	99285
Tfasc_v1.24947-RA	Tfas_chr20	119729	121385
Tfasc_v1.24961-RA	Tfas_chr20	202354	204361
Tfasc_v1.24976-RA	Tfas_chr20	296623	299367
Tfasc_v1.25056-RA	Tfas_chr20	1065443	1067765
Tfasc_v1.25055-RB	Tfas_chr20	1057501	1059147
Tfasc_v1.25057-RA	Tfas_chr20	1067855	1069969
Tfasc_v1.25072-RA	Tfas_chr20	1177339	1180388
Tfasc_v1.25084-RA	Tfas_chr20	1254852	1257892
Tfasc_v1.25092-RA	Tfas_chr20	1314404	1320233
Tfasc_v1.25105-RA	Tfas_chr20	1420513	1425125
Tfasc_v1.25107-RA	Tfas_chr20	1436562	1439389
Tfasc_v1.25119-RB	Tfas_chr20	1552787	1554669
Tfasc_v1.25154-RA	Tfas_chr20	1895196	1901850
Tfasc_v1.25178-RA	Tfas_chr20	2140425	2140831
Tfasc_v1.25262-RA	Tfas_chr20	3277705	3281770
Tfasc_v1.25271-RA	Tfas_chr20	3504369	3506760
Tfasc_v1.25279-RA	Tfas_chr20	3589660	3592563
Tfasc_v1.25341-RA	Tfas_chr20	4777486	4784196
Tfasc_v1.25338-RA	Tfas_chr20	4761034	4764615
Tfasc_v1.25343-RA	Tfas_chr20	4826372	4831962
Tfasc_v1.25405-RA	Tfas_chr20	7622516	7624422
Tfasc_v1.25407-RA	Tfas_chr20	7663617	7665617
Tfasc_v1.25482-RA	Tfas_chr20	11522395	11533594
Tfasc_v1.25483-RA	Tfas_chr20	11534942	11535494
Tfasc_v1.25496-RA	Tfas_chr20	12032547	12042350
Tfasc_v1.25528-RA	Tfas_chr20	13287027	13290771
Tfasc_v1.25531-RA	Tfas_chr20	13300060	13300802
Tfasc_v1.25569-RA	Tfas_chr20	14613656	14616634
Tfasc_v1.25578-RA	Tfas_chr20	14917464	14920862
Tfasc_v1.25579-RA	Tfas_chr20	14929959	14932471
Tfasc_v1.25607-RA	Tfas_chr20	15586788	15598128
Tfasc_v1.25606-RA	Tfas_chr20	15535625	15565635
Tfasc_v1.25647-RA	Tfas_chr20	16461119	16462483
Tfasc_v1.25775-RA	Tfas_chr20	18182881	18184080
Tfasc_v1.25809-RA	Tfas_chr20	18602232	18622799
Tfasc_v1.25856-RA	Tfas_chr20	19071079	19073623
Tfasc_v1.29048-RA	Tfas_chr24	1556722	1557027
Tfasc_v1.29068-RA	Tfas_chr24	1832803	1839743
Tfasc_v1.29067-RA	Tfas_chr24	1815243	1829917
Tfasc_v1.29084-RA	Tfas_chr24	2174774	2179233
Tfasc_v1.29220-RA	Tfas_chr24	6266385	6275796
Tfasc_v1.29221-RA	Tfas_chr24	6286190	6288607
Tfasc_v1.29240-RA	Tfas_chr24	6749844	6758275
Tfasc_v1.29247-RA	Tfas_chr24	6998545	7022512
Tfasc_v1.29254-RA	Tfas_chr24	7235165	7240410
Tfasc_v1.29310-RA	Tfas_chr24	8470374	8472068
Tfasc_v1.29346-RA	Tfas_chr24	8905197	8908373
Tfasc_v1.29344-RA	Tfas_chr24	8882332	8887684
Tfasc_v1.29359-RA	Tfas_chr24	9060272	9062139
Tfasc_v1.29377-RA	Tfas_chr24	9227671	9236396
Tfasc_v1.29414-RA	Tfas_chr24	9649370	9662067
Tfasc_v1.29436-RA	Tfas_chr24	9904206	9906513
Tfasc_v1.29491-RA	Tfas_chr24	10289861	10293051
Tfasc_v1.29495-RA	Tfas_chr24	10314776	10318445
Tfasc_v1.29519-RA	Tfas_chr24	10489473	10492692
Tfasc_v1.29521-RA	Tfas_chr24	10495047	10497865
Tfasc_v1.29553-RA	Tfas_chr24	10787041	10791185
Tfasc_v1.29559-RA	Tfas_chr24	10828732	10832753
Tfasc_v1.29554-RA	Tfas_chr24	10794839	10800662
Tfasc_v1.29583-RA	Tfas_chr24	11067881	11069047
Tfasc_v1.29621-RA	Tfas_chr24	11335481	11336077
Tfasc_v1.29633-RA	Tfas_chr24	11464433	11468785
Tfasc_v1.29716-RA	Tfas_chr24	12170269	12173368
Tfasc_v1.29795-RA	Tfas_chr24	12849405	12853049
Tfasc_v1.29806-RA	Tfas_chr24	12908321	12909487
Tfasc_v1.29828-RA	Tfas_chr24	13128918	13141371
Tfasc_v1.29834-RA	Tfas_chr24	13185245	13190380
Tfasc_v1.29840-RA	Tfas_chr24	13220169	13225061
Tfasc_v1.00027-RA	Tfas_chr1	230566	231138
Tfasc_v1.00079-RA	Tfas_chr1	525492	529882
Tfasc_v1.00141-RA	Tfas_chr1	913202	920168
Tfasc_v1.00158-RA	Tfas_chr1	1029578	1031961
Tfasc_v1.00175-RA	Tfas_chr1	1131108	1139631
Tfasc_v1.00221-RA	Tfas_chr1	1574889	1577740
Tfasc_v1.00219-RA	Tfas_chr1	1563107	1567425
Tfasc_v1.00228-RA	Tfas_chr1	1627465	1634876
Tfasc_v1.00256-RA	Tfas_chr1	1878990	1880699
Tfasc_v1.00259-RA	Tfas_chr1	1913681	1917630
Tfasc_v1.00287-RA	Tfas_chr1	2118103	2120132
Tfasc_v1.00539-RA	Tfas_chr1	4916525	4919731
Tfasc_v1.00558-RA	Tfas_chr1	5220125	5232318
Tfasc_v1.00598-RA	Tfas_chr1	5734117	5735453
Tfasc_v1.00709-RA	Tfas_chr1	7695553	7698579
Tfasc_v1.00747-RA	Tfas_chr1	9436344	9438837
Tfasc_v1.00779-RA	Tfas_chr1	11254920	11267303
Tfasc_v1.00839-RA	Tfas_chr1	14933335	14950981
Tfasc_v1.00840-RA	Tfas_chr1	14988866	14990474
Tfasc_v1.00866-RA	Tfas_chr1	17130593	17130947
Tfasc_v1.00925-RA	Tfas_chr1	19680336	19714007
Tfasc_v1.00957-RA	Tfas_chr1	20891822	20896748
Tfasc_v1.00958-RA	Tfas_chr1	20984148	20996334
Tfasc_v1.01001-RA	Tfas_chr1	23192288	23195429
Tfasc_v1.01059-RA	Tfas_chr1	25186837	25191453
Tfasc_v1.01114-RA	Tfas_chr1	26717950	26721305
Tfasc_v1.01113-RA	Tfas_chr1	26686092	26686619
Tfasc_v1.01152-RA	Tfas_chr1	27618865	27625976
Tfasc_v1.01161-RA	Tfas_chr1	27674100	27676988
Tfasc_v1.01158-RA	Tfas_chr1	27643397	27652330
Tfasc_v1.01242-RA	Tfas_chr1	28783742	28789625
Tfasc_v1.01258-RA	Tfas_chr1	28943963	28951406
Tfasc_v1.01301-RA	Tfas_chr1	29294778	29297130
Tfasc_v1.01496-RA	Tfas_chr1	30824200	30828768
Tfasc_v1.01511-RA	Tfas_chr1	30922612	30923602
Tfasc_v1.01545-RA	Tfas_chr1	31158263	31163392
Tfasc_v1.01560-RA	Tfas_chr1	31254782	31255912
Tfasc_v1.01567-RA	Tfas_chr1	31319031	31322666
Tfasc_v1.01669-RA	Tfas_chr1	32065324	32066678
Tfasc_v1.01674-RA	Tfas_chr1	32098272	32099476
Tfasc_v1.04856-RA	Tfas_chr4	74373	76335
Tfasc_v1.04905-RA	Tfas_chr4	432331	434648
Tfasc_v1.04911-RA	Tfas_chr4	499807	507138
Tfasc_v1.04936-RA	Tfas_chr4	717691	720522
Tfasc_v1.04956-RA	Tfas_chr4	871952	877486
Tfasc_v1.04996-RA	Tfas_chr4	1247480	1248442
Tfasc_v1.05024-RA	Tfas_chr4	1541604	1555520
Tfasc_v1.05045-RA	Tfas_chr4	1772572	1772817
Tfasc_v1.05063-RA	Tfas_chr4	1983939	1993714
Tfasc_v1.05070-RA	Tfas_chr4	2120335	2121901
Tfasc_v1.05098-RA	Tfas_chr4	2883012	2888173
Tfasc_v1.05126-RA	Tfas_chr4	3692317	3695580
Tfasc_v1.05150-RA	Tfas_chr4	4386555	4388765
Tfasc_v1.05233-RA	Tfas_chr4	6855460	6858768
Tfasc_v1.05249-RA	Tfas_chr4	7418486	7423152
Tfasc_v1.05269-RB	Tfas_chr4	8581066	8587237
Tfasc_v1.05279-RA	Tfas_chr4	9138866	9144553
Tfasc_v1.05384-RA	Tfas_chr4	14679457	14706320
Tfasc_v1.05402-RC	Tfas_chr4	15795788	15810741
Tfasc_v1.05504-RA	Tfas_chr4	20238250	20240662
Tfasc_v1.05519-RA	Tfas_chr4	20739818	20744003
Tfasc_v1.05612-RA	Tfas_chr4	22853282	22863824
Tfasc_v1.05623-RA	Tfas_chr4	23078021	23081938
Tfasc_v1.05629-RA	Tfas_chr4	23142916	23143493
Tfasc_v1.05649-RA	Tfas_chr4	23451997	23455904
Tfasc_v1.05681-RA	Tfas_chr4	23738751	23739266
Tfasc_v1.05682-RA	Tfas_chr4	23742748	23753246
Tfasc_v1.05688-RA	Tfas_chr4	23844303	23845283
Tfasc_v1.05714-RA	Tfas_chr4	24181125	24185945
Tfasc_v1.05738-RA	Tfas_chr4	24405916	24410992
Tfasc_v1.05780-RA	Tfas_chr4	24793715	24795706
Tfasc_v1.05902-RA	Tfas_chr4	26102615	26104381
Tfasc_v1.05908-RA	Tfas_chr4	26165043	26169565
Tfasc_v1.05995-RC	Tfas_chr4	26883282	26901318
Tfasc_v1.06021-RA	Tfas_chr4	27102461	27106040
Tfasc_v1.06040-RA	Tfas_chr4	27226531	27230779
Tfasc_v1.06094-RA	Tfas_chr4	27649272	27651629
Tfasc_v1.06111-RA	Tfas_chr4	27761985	27773244
Tfasc_v1.06125-RA	Tfas_chr4	27849137	27850336
Tfasc_v1.06152-RA	Tfas_chr4	28136273	28140388
Tfasc_v1.06165-RA	Tfas_chr4	28234631	28240825
Tfasc_v1.06217-RA	Tfas_chr4	28718256	28720294
Tfasc_v1.06225-RA	Tfas_chr4	28807623	28808536
Tfasc_v1.06259-RA	Tfas_chr4	29058037	29062702
Tfasc_v1.06258-RA	Tfas_chr4	29055932	29056072
Tfasc_v1.06268-RA	Tfas_chr4	29140661	29142182
Tfasc_v1.06305-RA	Tfas_chr4	29479812	29484133
Tfasc_v1.06380-RA	Tfas_chr4	30154630	30175305
Tfasc_v1.06437-RA	Tfas_chr4	30670478	30675732
Tfasc_v1.20556-RA	Tfas_chr16	80494	82058
Tfasc_v1.20599-RA	Tfas_chr16	502623	506200
Tfasc_v1.20609-RA	Tfas_chr16	586637	594398
Tfasc_v1.20621-RA	Tfas_chr16	719769	722598
Tfasc_v1.20633-RA	Tfas_chr16	821747	826066
Tfasc_v1.20655-RA	Tfas_chr16	1026320	1040503
Tfasc_v1.20716-RA	Tfas_chr16	1582098	1584760
Tfasc_v1.20759-RA	Tfas_chr16	2279734	2280756
Tfasc_v1.20771-RA	Tfas_chr16	2525435	2533952
Tfasc_v1.20789-RA	Tfas_chr16	2644218	2645605
Tfasc_v1.20786-RA	Tfas_chr16	2634646	2636063
Tfasc_v1.20785-RA	Tfas_chr16	2633591	2634213
Tfasc_v1.20784-RA	Tfas_chr16	2629449	2631662
Tfasc_v1.20788-RA	Tfas_chr16	2636647	2637147
Tfasc_v1.20816-RA	Tfas_chr16	3143961	3148105
Tfasc_v1.20865-RA	Tfas_chr16	4403478	4407006
Tfasc_v1.20893-RA	Tfas_chr16	5709985	5714554
Tfasc_v1.21011-RA	Tfas_chr16	11385540	11385761
Tfasc_v1.21008-RA	Tfas_chr16	11293432	11299039
Tfasc_v1.21017-RA	Tfas_chr16	11721519	11721806
Tfasc_v1.21051-RA	Tfas_chr16	12710767	12723750
Tfasc_v1.21144-RA	Tfas_chr16	16881594	16882475
Tfasc_v1.21145-RA	Tfas_chr16	16885840	16901274
Tfasc_v1.21175-RA	Tfas_chr16	18244015	18246685
Tfasc_v1.21180-RA	Tfas_chr16	18321733	18326170
Tfasc_v1.21208-RA	Tfas_chr16	18892837	18898681
Tfasc_v1.21267-RA	Tfas_chr16	19764690	19771638
Tfasc_v1.21335-RA	Tfas_chr16	20460938	20464972
Tfasc_v1.21339-RA	Tfas_chr16	20503060	20507985
Tfasc_v1.21344-RA	Tfas_chr16	20537134	20543534
Tfasc_v1.21461-RA	Tfas_chr16	21762437	21766933
Tfasc_v1.21514-RA	Tfas_chr16	22089820	22092897
Tfasc_v1.21542-RA	Tfas_chr16	22259157	22263085
Tfasc_v1.21568-RA	Tfas_chr16	22430401	22444371
Tfasc_v1.21643-RA	Tfas_chr16	23044892	23047819
Tfasc_v1.21678-RA	Tfas_chr16	23212025	23217230
Tfasc_v1.25887-RA	Tfas_chr21	21797	24922
Tfasc_v1.26073-RA	Tfas_chr21	2246904	2249481
Tfasc_v1.26137-RA	Tfas_chr21	3516630	3524171
Tfasc_v1.26173-RA	Tfas_chr21	4188468	4193579
Tfasc_v1.26185-RB	Tfas_chr21	4544278	4554267
Tfasc_v1.26206-RA	Tfas_chr21	4956440	4960369
Tfasc_v1.26280-RA	Tfas_chr21	6822131	6831389
Tfasc_v1.26302-RA	Tfas_chr21	7488667	7491628
Tfasc_v1.26429-RA	Tfas_chr21	11891134	11899985
Tfasc_v1.26433-RA	Tfas_chr21	11961905	11962249
Tfasc_v1.26452-RA	Tfas_chr21	12565753	12576221
Tfasc_v1.26485-RA	Tfas_chr21	13115993	13120120
Tfasc_v1.26545-RA	Tfas_chr21	13986777	13996615
Tfasc_v1.26606-RA	Tfas_chr21	14677072	14680775
Tfasc_v1.26649-RA	Tfas_chr21	15043790	15048624
Tfasc_v1.26701-RB	Tfas_chr21	15514297	15519543
Tfasc_v1.26701-RA	Tfas_chr21	15514207	15519543
Tfasc_v1.26784-RA	Tfas_chr21	16236053	16242734
Tfasc_v1.26819-RA	Tfas_chr21	16464251	16483556
Tfasc_v1.26860-RA	Tfas_chr21	16762365	16771879
Tfasc_v1.26899-RA	Tfas_chr21	17076263	17082366
Tfasc_v1.26921-RA	Tfas_chr21	17248280	17250811
Tfasc_v1.26913-RA	Tfas_chr21	17190039	17196670
Tfasc_v1.26941-RA	Tfas_chr21	17392853	17397251
Tfasc_v1.26962-RA	Tfas_chr21	17519094	17528696
Tfasc_v1.16060-RA	Tfas_chr12	241111	248709
Tfasc_v1.16080-RA	Tfas_chr12	386064	388727
Tfasc_v1.16132-RA	Tfas_chr12	880067	883559
Tfasc_v1.16139-RA	Tfas_chr12	923891	925403
Tfasc_v1.16200-RA	Tfas_chr12	1440538	1447682
Tfasc_v1.16210-RA	Tfas_chr12	1570594	1571234
Tfasc_v1.16223-RA	Tfas_chr12	1660421	1672055
Tfasc_v1.16247-RA	Tfas_chr12	1964239	1977506
Tfasc_v1.16259-RA	Tfas_chr12	2142239	2142799
Tfasc_v1.16264-RA	Tfas_chr12	2163307	2165762
Tfasc_v1.16297-RA	Tfas_chr12	2423259	2425334
Tfasc_v1.16311-RA	Tfas_chr12	2596961	2603139
Tfasc_v1.16313-RA	Tfas_chr12	2609563	2613026
Tfasc_v1.16334-RA	Tfas_chr12	2815171	2819008
Tfasc_v1.16347-RA	Tfas_chr12	2990337	2993689
Tfasc_v1.16359-RA	Tfas_chr12	3199179	3206043
Tfasc_v1.16390-RA	Tfas_chr12	3513075	3514493
Tfasc_v1.16410-RA	Tfas_chr12	3674675	3675352
Tfasc_v1.16433-RA	Tfas_chr12	3960373	3961371
Tfasc_v1.16447-RA	Tfas_chr12	4156996	4159432
Tfasc_v1.16456-RA	Tfas_chr12	4287704	4293805
Tfasc_v1.16469-RA	Tfas_chr12	4513359	4516393
Tfasc_v1.16492-RA	Tfas_chr12	4855258	4864633
Tfasc_v1.16534-RA	Tfas_chr12	5641977	5645518
Tfasc_v1.16552-RA	Tfas_chr12	6101704	6121393
Tfasc_v1.16562-RA	Tfas_chr12	6370736	6380895
Tfasc_v1.16595-RA	Tfas_chr12	7336799	7345855
Tfasc_v1.16619-RA	Tfas_chr12	8237511	8243865
Tfasc_v1.16647-RA	Tfas_chr12	9091154	9097617
Tfasc_v1.16718-RA	Tfas_chr12	12104123	12110644
Tfasc_v1.16730-RA	Tfas_chr12	12698691	12722720
Tfasc_v1.16794-RA	Tfas_chr12	16292465	16302798
Tfasc_v1.16899-RA	Tfas_chr12	21950344	21953611
Tfasc_v1.17015-RA	Tfas_chr12	23469107	23469496
Tfasc_v1.17034-RA	Tfas_chr12	23805742	23812794
Tfasc_v1.17064-RA	Tfas_chr12	24159979	24165602
Tfasc_v1.17113-RA	Tfas_chr12	24863737	24868716
Tfasc_v1.17141-RA	Tfas_chr12	25173138	25175936
Tfasc_v1.17152-RA	Tfas_chr12	25265220	25270105
Tfasc_v1.22890-RA	Tfas_chr18	259911	263824
Tfasc_v1.22969-RA	Tfas_chr18	780636	789785
Tfasc_v1.22994-RA	Tfas_chr18	931622	936334
Tfasc_v1.23022-RA	Tfas_chr18	1072660	1077311
Tfasc_v1.23043-RA	Tfas_chr18	1198045	1204066
Tfasc_v1.23066-RA	Tfas_chr18	1413018	1418728
Tfasc_v1.23142-RA	Tfas_chr18	1945926	1950502
Tfasc_v1.23181-RA	Tfas_chr18	2216927	2217592
Tfasc_v1.23183-RA	Tfas_chr18	2242330	2245175
Tfasc_v1.23216-RA	Tfas_chr18	2521618	2521980
Tfasc_v1.23240-RA	Tfas_chr18	2749554	2756080
Tfasc_v1.23317-RA	Tfas_chr18	3686036	3691459
Tfasc_v1.23348-RA	Tfas_chr18	4115447	4117491
Tfasc_v1.23353-RA	Tfas_chr18	4229675	4232777
Tfasc_v1.23376-RA	Tfas_chr18	4716905	4721715
Tfasc_v1.23396-RA	Tfas_chr18	5159645	5170225
Tfasc_v1.23417-RA	Tfas_chr18	5593205	5598703
Tfasc_v1.23485-RA	Tfas_chr18	7716940	7719643
Tfasc_v1.23596-RA	Tfas_chr18	12350626	12353015
Tfasc_v1.23614-RA	Tfas_chr18	13568239	13581241
Tfasc_v1.23631-RA	Tfas_chr18	13939078	13946297
Tfasc_v1.23645-RA	Tfas_chr18	14283091	14284278
Tfasc_v1.23651-RA	Tfas_chr18	14482043	14499214
Tfasc_v1.23682-RA	Tfas_chr18	15100496	15110266
Tfasc_v1.23700-RA	Tfas_chr18	15370826	15376948
Tfasc_v1.23715-RA	Tfas_chr18	15602068	15604976
Tfasc_v1.23793-RA	Tfas_chr18	17190105	17200201
Tfasc_v1.23850-RA	Tfas_chr18	19005298	19006938
Tfasc_v1.23851-RA	Tfas_chr18	19026127	19033468
Tfasc_v1.01733-RA	Tfas_chr2	608340	613015
Tfasc_v1.01740-RA	Tfas_chr2	695229	705286
Tfasc_v1.01748-RA	Tfas_chr2	798440	802471
Tfasc_v1.01790-RA	Tfas_chr2	1265507	1270440
Tfasc_v1.01823-RA	Tfas_chr2	1580184	1583331
Tfasc_v1.01883-RA	Tfas_chr2	2157971	2162743
Tfasc_v1.01928-RA	Tfas_chr2	2567665	2569272
Tfasc_v1.01949-RA	Tfas_chr2	2811778	2816501
Tfasc_v1.01957-RA	Tfas_chr2	2897506	2899760
Tfasc_v1.01974-RA	Tfas_chr2	3019333	3034672
Tfasc_v1.02087-RA	Tfas_chr2	4075666	4079597
Tfasc_v1.02106-RA	Tfas_chr2	4233891	4235769
Tfasc_v1.02109-RA	Tfas_chr2	4255380	4257287
Tfasc_v1.02110-RA	Tfas_chr2	4264856	4265463
Tfasc_v1.02154-RA	Tfas_chr2	4593583	4599837
Tfasc_v1.02163-RA	Tfas_chr2	4677426	4679980
Tfasc_v1.02213-RA	Tfas_chr2	5030411	5031491
Tfasc_v1.02224-RA	Tfas_chr2	5146951	5149310
Tfasc_v1.02234-RA	Tfas_chr2	5275824	5281297
Tfasc_v1.02314-RA	Tfas_chr2	5807318	5808655
Tfasc_v1.02322-RA	Tfas_chr2	5849522	5853672
Tfasc_v1.02412-RA	Tfas_chr2	6961348	6971052
Tfasc_v1.02434-RA	Tfas_chr2	7323015	7325070
Tfasc_v1.02456-RA	Tfas_chr2	7661359	7663295
Tfasc_v1.02452-RA	Tfas_chr2	7635366	7636043
Tfasc_v1.02533-RA	Tfas_chr2	8819722	8828120
Tfasc_v1.02566-RA	Tfas_chr2	9538005	9543830
Tfasc_v1.02618-RA	Tfas_chr2	11150845	11161692
Tfasc_v1.02815-RA	Tfas_chr2	20055416	20056105
Tfasc_v1.02909-RA	Tfas_chr2	24741087	24742565
Tfasc_v1.02978-RA	Tfas_chr2	26928658	26929740
Tfasc_v1.03095-RB	Tfas_chr2	29085725	29088921
Tfasc_v1.03113-RA	Tfas_chr2	29182811	29184995
Tfasc_v1.03124-RA	Tfas_chr2	29397355	29403943
Tfasc_v1.03126-RA	Tfas_chr2	29415148	29420456
Tfasc_v1.03128-RA	Tfas_chr2	29496608	29498435
Tfasc_v1.03307-RA	Tfas_chr2	31296505	31307326
Tfasc_v1.03333-RA	Tfas_chr2	31476269	31479899
Tfasc_v1.03325-RA	Tfas_chr2	31441473	31445399
Tfasc_v1.03344-RA	Tfas_chr2	31594019	31609015
Tfasc_v1.29924-RA	Tfas_chr25	356735	357757
Tfasc_v1.29923-RA	Tfas_chr25	350850	356432
Tfasc_v1.29969-RA	Tfas_chr25	615947	617932
Tfasc_v1.29994-RA	Tfas_chr25	918737	926100
Tfasc_v1.30120-RA	Tfas_chr25	1907342	1909381
Tfasc_v1.30147-RA	Tfas_chr25	2130866	2136738
Tfasc_v1.30149-RA	Tfas_chr25	2171258	2178670
