og_id	Acom	Tfas	Tlei
OG0001674	3	2	1
OG0001676	1	2	1
OG0001679	1	4	1
OG0001682	2	2	1
OG0001687	1	3	1
OG0001700	1	2	1
OG0001704	1	13	1
OG0001706	1	5	1
OG0001707	1	3	1
OG0001710	1	2	1
OG0001717	1	4	1
OG0001718	1	2	1
OG0001739	2	9	1
OG0001741	1	2	1
OG0001745	3	2	1
OG0001748	2	4	1
OG0001751	1	2	1
OG0001759	1	3	2
OG0001763	2	2	1
OG0001771	1	3	1
OG0001774	1	5	2
OG0001777	1	3	1
OG0001782	0	4	1
OG0001786	0	4	1
OG0001787	0	3	2
OG0001789	0	3	1
OG0001790	0	7	2
OG0001792	0	2	1
OG0001793	0	9	2
OG0001794	0	5	1
OG0001795	0	7	1
OG0001797	0	5	2
OG0001803	0	3	1
OG0001805	0	3	2
OG0001806	0	3	1
OG0001810	0	2	1
OG0001813	0	3	1
OG0001815	0	4	2
OG0001816	0	3	2
OG0001818	0	3	1
OG0001819	0	4	1
OG0001820	0	5	3
OG0001828	0	7	1
OG0001831	0	2	1
OG0001863	1	2	1
OG0001865	1	2	1
OG0001869	1	3	1
OG0001873	2	2	1
OG0001875	1	3	1
OG0001879	2	2	1
OG0001884	1	2	1
OG0001885	2	2	1
OG0001891	2	2	1
OG0001911	2	2	1
OG0001913	2	2	1
OG0001914	1	2	1
OG0001928	1	2	1
OG0001930	2	2	1
OG0001936	2	2	1
OG0001949	1	3	1
OG0001956	1	3	1
OG0001960	1	3	2
OG0001965	2	2	1
OG0001969	2	2	1
OG0001972	2	2	1
OG0001979	1	4	1
OG0001980	1	3	1
OG0001981	2	2	1
OG0001986	1	3	1
OG0001988	1	2	1
OG0001989	2	2	1
OG0001992	2	2	1
OG0001997	1	3	1
OG0002003	1	3	1
OG0002005	2	2	1
OG0002013	2	2	1
OG0002014	1	2	1
OG0002036	2	2	1
OG0002048	1	2	1
OG0002058	2	2	1
OG0002059	2	2	1
OG0002075	2	2	1
OG0002087	2	2	1
OG0002089	1	3	1
OG0002090	2	2	1
OG0002111	2	2	1
OG0002116	2	2	1
OG0002122	2	2	1
OG0002130	2	2	1
OG0002135	1	3	1
OG0002147	2	2	1
OG0002153	2	2	1
OG0002154	1	2	1
OG0002159	2	2	1
OG0002161	2	2	1
OG0002164	2	2	1
OG0002177	2	2	1
OG0002185	2	2	1
OG0002190	2	2	1
OG0002192	1	2	1
OG0002200	2	2	1
OG0002206	1	2	1
OG0002217	2	2	1
OG0002233	1	3	1
OG0002235	2	2	1
OG0002238	1	3	1
OG0002243	1	2	1
OG0002246	1	3	1
OG0002252	2	2	1
OG0002253	1	2	1
OG0002257	1	2	1
OG0002260	1	3	1
OG0002261	1	2	1
OG0002269	1	2	1
OG0002286	1	3	1
OG0002287	1	2	1
OG0002289	1	3	1
OG0002296	2	2	1
OG0002321	1	2	1
OG0002345	2	2	1
OG0002349	2	2	1
OG0002359	2	2	1
OG0002362	2	2	1
OG0002377	2	2	1
OG0002382	2	2	1
OG0002384	2	2	1
OG0002393	2	3	1
OG0002401	2	3	1
OG0002413	2	2	1
OG0002415	1	2	1
OG0002418	2	2	1
OG0002423	1	2	1
OG0002428	2	2	1
OG0002429	1	2	1
OG0002433	2	2	1
OG0002434	1	2	1
OG0002436	2	2	1
OG0002439	1	2	1
OG0002441	1	2	1
OG0002458	1	3	1
OG0002460	1	3	1
OG0002483	2	2	1
OG0002488	2	2	1
OG0002498	1	2	1
OG0002506	1	2	1
OG0002523	1	2	1
OG0002524	2	2	1
OG0002526	1	2	1
OG0002527	1	2	1
OG0002529	1	2	1
OG0002537	2	2	1
OG0002550	1	2	1
OG0002554	1	2	1
OG0002557	2	2	1
OG0002559	2	2	1
OG0002563	2	2	1
OG0002565	1	2	1
OG0002590	2	2	1
OG0002601	2	2	1
OG0002614	1	2	1
OG0002629	1	2	1
OG0002645	1	3	1
OG0002650	1	2	1
OG0002651	1	3	1
OG0002656	2	2	1
OG0002665	1	2	1
OG0002668	1	2	1
OG0002669	1	2	1
OG0002673	2	2	1
OG0002677	1	3	1
OG0002684	1	2	1
OG0002685	2	5	1
OG0002687	1	3	1
OG0002688	1	2	1
OG0002691	1	3	1
OG0002694	1	3	1
OG0002711	1	2	1
OG0002712	2	2	1
OG0002718	1	3	1
OG0002729	2	2	1
OG0002730	1	4	1
OG0002732	2	2	1
OG0002747	1	2	1
OG0002752	1	4	1
OG0002753	2	2	1
OG0002755	1	2	1
OG0002758	1	2	1
OG0002771	0	2	1
OG0002772	0	2	1
OG0002776	0	4	1
OG0002777	0	3	1
OG0002789	0	5	1
OG0002790	0	3	1
OG0002794	0	3	1
OG0002795	0	6	1
OG0002798	0	5	1
OG0002804	0	4	1
OG0002806	0	6	3
OG0002807	0	3	1
OG0002808	0	2	1
OG0002814	0	4	1
OG0002815	0	3	2
OG0002820	0	6	1
OG0002821	0	2	1
OG0002826	0	3	1
OG0002827	0	4	1
OG0002828	0	3	2
OG0002834	0	3	1
OG0002838	0	3	2
OG0002839	0	4	1
OG0002842	0	2	1
OG0002843	0	2	1
OG0002848	0	2	1
OG0002901	1	2	1
OG0002912	1	2	1
OG0002930	1	2	1
OG0002939	1	2	1
OG0002945	1	2	1
OG0002956	1	2	1
OG0002976	1	2	1
OG0002983	1	2	1
OG0003009	1	2	1
OG0003013	1	2	1
OG0003023	1	2	1
OG0003030	1	2	1
OG0003032	1	2	1
OG0003046	1	2	1
OG0003047	1	3	1
OG0003049	1	2	1
OG0003076	1	2	1
OG0003084	1	2	1
OG0003092	1	2	1
OG0003109	1	2	1
OG0003129	1	2	1
OG0003131	1	2	1
OG0003137	1	2	1
OG0003144	1	2	1
OG0003163	1	2	1
OG0003180	1	3	1
OG0003207	1	3	1
OG0003208	1	2	1
OG0003213	1	2	1
OG0003217	1	2	1
OG0003233	1	2	1
OG0003247	1	2	1
OG0003248	1	2	1
OG0003271	1	2	1
OG0003277	1	2	1
OG0003289	1	2	1
OG0003298	1	2	1
OG0003303	1	2	1
OG0003308	1	2	1
OG0003327	1	4	1
OG0003331	1	2	1
OG0003337	1	2	1
OG0003338	1	2	1
OG0003339	1	2	1
OG0003377	1	2	1
OG0003378	1	2	1
OG0003407	1	2	1
OG0003430	1	2	1
OG0003437	1	2	1
OG0003463	1	2	1
OG0003466	1	2	1
OG0003467	1	2	1
OG0003477	1	2	1
OG0003495	1	2	1
OG0003531	1	2	1
OG0003547	1	2	1
OG0003555	1	2	1
OG0003595	1	2	1
OG0003619	1	2	1
OG0003621	1	3	1
OG0003622	1	2	1
OG0003649	1	2	1
OG0003659	1	2	1
OG0003683	1	2	1
OG0003692	1	3	1
OG0003696	1	2	1
OG0003704	1	2	1
OG0003709	1	2	1
OG0003718	1	3	1
OG0003739	1	2	1
OG0003748	1	2	1
OG0003751	1	2	1
OG0003752	1	2	1
OG0003762	1	3	1
OG0003773	1	2	1
OG0003780	1	2	1
OG0003795	1	2	1
OG0003829	1	2	1
OG0003831	1	3	1
OG0003837	1	2	1
OG0003867	1	2	1
OG0003888	1	3	1
OG0003889	1	2	1
OG0003910	1	2	1
OG0003926	1	2	1
OG0003959	1	3	1
OG0003972	1	2	1
OG0003980	1	2	1
OG0003982	1	2	1
OG0003990	1	2	1
OG0003991	1	2	1
OG0004017	1	2	1
OG0004073	1	2	1
OG0004082	1	2	1
OG0004096	1	2	1
OG0004098	1	2	1
OG0004145	1	2	1
OG0004161	1	2	1
OG0004183	1	2	1
OG0004186	1	2	1
OG0004201	1	2	1
OG0004222	1	2	1
OG0004228	1	2	1
OG0004236	1	2	1
OG0004241	1	2	1
OG0004269	1	2	1
OG0004271	1	2	1
OG0004320	1	2	1
OG0004339	1	2	1
OG0004384	1	2	1
OG0004385	1	2	1
OG0004404	1	2	1
OG0004426	1	2	1
OG0004427	1	2	1
OG0004446	1	8	1
OG0004461	1	2	1
OG0004463	1	2	1
OG0004487	1	2	1
OG0004488	1	2	1
OG0004511	1	2	1
OG0004518	1	2	1
OG0004558	1	2	1
OG0004579	1	2	1
OG0004611	1	2	1
OG0004627	1	2	1
OG0004629	1	2	1
OG0004645	1	2	1
OG0004651	1	2	1
OG0004672	1	3	1
OG0004677	1	2	1
OG0004682	1	2	1
OG0004687	1	2	1
OG0004705	1	2	1
OG0004709	1	2	1
OG0004713	1	2	1
OG0004754	1	3	1
OG0004755	1	2	1
OG0004771	1	2	1
OG0004775	1	2	1
OG0004781	1	2	1
OG0004801	1	5	1
OG0004802	1	3	1
OG0004804	1	2	1
OG0004808	1	2	1
OG0004809	1	2	1
OG0004816	1	2	1
OG0004827	1	2	1
OG0004830	1	2	1
OG0004831	1	2	1
OG0004860	1	2	1
OG0004886	1	2	1
OG0004902	1	2	1
OG0004921	1	2	1
OG0004934	1	2	1
OG0004937	1	2	1
OG0004938	1	2	1
OG0004961	1	2	1
OG0004967	1	2	1
OG0004972	1	2	1
OG0004975	1	2	1
OG0004986	1	2	1
OG0004987	1	2	1
OG0004990	1	2	1
OG0004998	1	2	1
OG0005022	1	2	1
OG0005035	1	2	1
OG0005043	1	2	1
OG0005044	1	2	1
OG0005045	1	3	1
OG0005053	1	2	1
OG0005061	1	2	1
OG0005093	1	2	1
OG0005094	1	2	1
OG0005100	1	2	1
OG0005106	1	2	1
OG0005122	1	2	1
OG0005149	1	2	1
OG0005157	1	7	1
OG0005161	1	3	1
OG0005165	1	2	1
OG0005172	1	2	1
OG0005175	1	3	1
OG0005177	1	2	1
OG0005182	1	2	1
OG0005183	1	2	1
OG0005185	1	2	1
OG0005189	1	2	1
OG0005200	1	3	1
OG0005220	1	5	1
OG0005223	1	3	1
OG0005233	1	2	1
OG0005242	1	2	1
OG0005278	1	2	1
OG0005281	1	2	1
OG0005322	1	2	1
OG0005323	1	2	1
OG0005340	1	54	1
OG0005349	1	2	1
OG0005354	1	2	1
OG0005356	1	2	1
OG0005357	1	2	1
OG0005364	1	2	1
OG0005370	1	2	1
OG0005373	1	4	1
OG0005375	1	2	1
OG0005381	1	2	1
OG0005389	1	2	1
OG0005390	1	2	1
OG0005391	1	3	1
OG0005399	1	2	1
OG0005401	1	2	1
OG0005403	1	2	1
OG0005411	1	2	1
OG0005428	1	2	1
OG0005430	1	2	1
OG0005434	1	2	1
OG0005447	0	2	1
OG0005449	0	2	1
OG0005451	0	8	1
OG0005452	0	6	1
OG0005471	0	2	1
OG0005474	0	7	1
OG0005475	0	3	1
OG0005476	0	4	1
OG0005477	0	2	1
OG0005479	0	2	1
OG0005483	0	3	1
OG0005484	0	3	1
OG0005486	0	2	1
OG0005487	0	3	1
OG0005494	0	2	1
OG0005496	0	3	2
OG0005499	0	2	1
OG0005503	0	2	1
OG0005505	0	2	1
OG0005508	0	3	1
OG0005510	0	3	1
OG0005513	0	2	1
OG0005514	0	3	1
OG0005517	0	2	1
OG0005518	0	2	1
OG0005519	0	3	1
OG0005523	0	2	1
OG0005524	0	2	1
OG0005526	0	4	1
OG0005527	0	2	1
OG0005530	0	2	1
OG0005536	0	2	1
OG0005539	0	3	1
OG0005540	0	2	1
OG0005541	0	3	1
OG0005552	0	4	1
OG0005555	0	3	1
OG0005556	0	2	1
OG0005561	0	2	1
OG0005570	0	2	1
OG0005573	0	2	1
OG0005574	0	3	1
OG0005575	0	2	1
OG0005576	0	2	1
OG0005578	0	2	1
OG0005580	0	3	2
OG0005582	0	7	1
OG0005583	0	3	1
OG0005592	0	3	1
OG0005593	0	3	1
OG0005594	0	3	1
OG0005595	0	2	1
OG0005598	0	2	1
OG0005599	0	2	1
OG0005606	0	2	1
OG0016097	0	2	1
OG0016099	0	3	1
OG0016103	0	2	1
OG0016107	0	2	1
OG0016119	0	2	1
OG0016127	0	2	1
OG0016130	0	2	1
OG0016131	0	2	1
OG0016133	0	2	1
OG0016135	0	2	1
OG0016141	0	2	1
OG0016148	0	2	1
OG0016152	0	2	1
OG0016153	0	2	1
OG0016157	0	2	1
OG0016168	0	2	1
OG0016170	0	2	1
OG0016171	0	2	1
OG0016174	0	2	1
OG0016175	0	2	1
OG0016182	0	2	1
OG0016184	0	2	1
OG0016185	0	3	1
OG0016191	0	2	1
OG0016196	0	2	1
OG0016197	0	2	1
OG0016200	0	2	1
OG0016203	0	2	1
OG0016211	0	2	1
OG0016213	0	2	1
OG0016216	0	2	1
OG0016217	0	5	1
OG0016224	0	2	1
OG0016226	0	2	1
OG0016228	0	2	1
OG0016235	0	2	1
OG0016236	0	2	1
OG0016237	0	2	1
OG0016251	0	2	1
OG0016255	0	2	1
OG0016260	0	4	1
OG0016268	0	2	1
OG0016272	0	2	1
OG0016275	0	42	1
OG0016276	0	2	1
OG0016279	0	2	1
OG0016291	0	4	1
OG0016299	0	2	1
OG0016304	0	2	1
OG0016306	0	2	1
OG0016307	0	2	1
OG0016310	0	2	1
OG0016314	0	2	1
OG0016316	0	2	1
OG0016321	0	4	1
OG0016331	0	2	1
OG0016335	0	2	1
OG0016338	0	3	1
OG0016339	0	2	1
OG0016358	0	2	1
OG0016363	0	2	1
OG0016365	0	2	1
OG0016370	0	2	1
OG0016379	0	2	1
OG0016395	0	2	1
OG0016403	0	2	1
OG0016405	0	2	1
OG0016409	0	2	1
OG0016420	0	7	1
OG0016421	0	2	1
OG0016425	0	2	1
OG0016426	0	3	1
OG0016436	0	2	1
OG0016439	0	2	1
OG0016440	0	2	1
OG0016441	0	2	1
