Gene_id	orthogroup
Tlei_v1.08950-RA	OG0000695
Tlei_v1.04481-RA	OG0000695
Tlei_v1.10708-RA	OG0000695
Tlei_v1.10693-RA	OG0000695
Tlei_v1.11843-RA	OG0000695
Tlei_v1.00518-RA	OG0000695
Tlei_v1.00338-RA	OG0000695
Tlei_v1.20092-RA	OG0016532
Tlei_v1.18777-RA	OG0016532
Tlei_v1.24203-RA	OG0016532
Tlei_v1.10146-RA	OG0019641
Tlei_v1.08435-RA	OG0000508
Tlei_v1.21581-RA	OG0000502
Tlei_v1.21576-RA	OG0000502
Tlei_v1.21580-RA	OG0000502
Tlei_v1.24469-RA	OG0000506
Tlei_v1.22077-RA	OG0000504
Tlei_v1.18936-RA	OG0001119
Tlei_v1.06410-RA	OG0001112
Tlei_v1.06414-RA	OG0001112
Tlei_v1.06407-RA	OG0001112
Tlei_v1.24586-RA	OG0001113
Tlei_v1.25210-RA	OG0001117
Tlei_v1.25213-RA	OG0001117
Tlei_v1.15553-RA	OG0001115
Tlei_v1.15552-RC	OG0001115
Tlei_v1.15532-RA	OG0001115
Tlei_v1.02766-RA	OG0000446
Tlei_v1.31967-RA	OG0000442
Tlei_v1.03802-RA	OG0019760
Tlei_v1.03016-RA	OG0019760
Tlei_v1.09205-RA	OG0000449
Tlei_v1.31913-RA	OG0000999
Tlei_v1.31911-RA	OG0000999
Tlei_v1.08172-RA	OG0000998
Tlei_v1.24012-RA	OG0000994
Tlei_v1.24199-RA	OG0000991
Tlei_v1.24200-RA	OG0000991
Tlei_v1.21884-RA	OG0019670
Tlei_v1.06481-RA	OG0019671
Tlei_v1.21893-RA	OG0019671
Tlei_v1.22388-RA	OG0019677
Tlei_v1.22389-RA	OG0019677
Tlei_v1.22044-RA	OG0019675
Tlei_v1.31017-RA	OG0001470
Tlei_v1.31023-RA	OG0001470
Tlei_v1.10699-RA	OG0005104
Tlei_v1.19375-RA	OG0013319
Tlei_v1.19378-RA	OG0013319
Tlei_v1.02994-RA	OG0004309
Tlei_v1.30152-RA	OG0004307
Tlei_v1.03737-RA	OG0002579
Tlei_v1.23384-RA	OG0002578
Tlei_v1.23379-RA	OG0002578
Tlei_v1.09657-RA	OG0002571
Tlei_v1.09659-RA	OG0002571
Tlei_v1.01536-RA	OG0001900
Tlei_v1.26683-RA	OG0001902
Tlei_v1.01461-RA	OG0001907
Tlei_v1.17528-RA	OG0001906
Tlei_v1.19012-RA	OG0001906
Tlei_v1.24810-RA	OG0001906
Tlei_v1.02690-RA	OG0012193
Tlei_v1.24948-RA	OG0012193
Tlei_v1.08293-RA	OG0002101
Tlei_v1.08209-RA	OG0002106
Tlei_v1.24598-RA	OG0002818
Tlei_v1.27909-RA	OG0002818
Tlei_v1.31986-RA	OG0002812
Tlei_v1.31021-RA	OG0002810
Tlei_v1.10771-RA	OG0002810
Tlei_v1.25333-RA	OG0002810
Tlei_v1.26646-RB	OG0002811
Tlei_v1.02076-RA	OG0002811
Tlei_v1.21738-RA	OG0019668
Tlei_v1.05762-RA	OG0016571
Tlei_v1.28113-RA	OG0005590
Tlei_v1.26040-RA	OG0005590
Tlei_v1.03211-RA	OG0005591
Tlei_v1.22681-RA	OG0005591
Tlei_v1.11161-RA	OG0005597
Tlei_v1.28068-RA	OG0001281
Tlei_v1.15239-RA	OG0001281
Tlei_v1.18092-RA	OG0001287
Tlei_v1.14018-RA	OG0001287
Tlei_v1.11664-RA	OG0002741
Tlei_v1.27898-RA	OG0002746
Tlei_v1.27897-RA	OG0002746
Tlei_v1.27718-RA	OG0002745
Tlei_v1.03929-RA	OG0000520
Tlei_v1.15384-RA	OG0000520
Tlei_v1.09525-RA	OG0000521
Tlei_v1.09530-RA	OG0000522
Tlei_v1.18471-RA	OG0000522
Tlei_v1.27230-RA	OG0000526
Tlei_v1.17204-RA	OG0000526
Tlei_v1.03710-RA	OG0001130
Tlei_v1.12413-RA	OG0001130
Tlei_v1.26041-RA	OG0001132
Tlei_v1.11989-RA	OG0001133
Tlei_v1.15417-RA	OG0001136
Tlei_v1.22826-RA	OG0001136
Tlei_v1.16615-RA	OG0001139
Tlei_v1.16593-RA	OG0001139
Tlei_v1.15575-RA	OG0016575
Tlei_v1.15577-RA	OG0016575
Tlei_v1.09518-RA	OG0000428
Tlei_v1.09537-RA	OG0000428
Tlei_v1.09536-RA	OG0000428
Tlei_v1.09512-RA	OG0000428
Tlei_v1.09527-RA	OG0000428
Tlei_v1.16824-RA	OG0000421
Tlei_v1.21990-RA	OG0000420
Tlei_v1.24209-RA	OG0000423
Tlei_v1.18825-RA	OG0019782
Tlei_v1.18844-RA	OG0019783
Tlei_v1.22968-RA	OG0019783
Tlei_v1.28114-RA	OG0019780
Tlei_v1.18631-RA	OG0019780
Tlei_v1.18646-RA	OG0019781
Tlei_v1.26881-RA	OG0019781
Tlei_v1.19047-RA	OG0019786
Tlei_v1.06457-RA	OG0019787
Tlei_v1.02988-RA	OG0019784
Tlei_v1.18868-RA	OG0019784
Tlei_v1.18931-RA	OG0019785
Tlei_v1.19073-RA	OG0019788
Tlei_v1.19392-RA	OG0019789
Tlei_v1.13810-RA	OG0019789
Tlei_v1.23206-RA	OG0019836
Tlei_v1.23209-RA	OG0019836
Tlei_v1.27570-RA	OG0016231
Tlei_v1.17462-RA	OG0016231
Tlei_v1.16589-RA	OG0001737
Tlei_v1.08835-RA	OG0001735
Tlei_v1.25638-RA	OG0001456
Tlei_v1.29887-RA	OG0001456
Tlei_v1.10328-RA	OG0013501
Tlei_v1.10315-RA	OG0013501
Tlei_v1.16862-RA	OG0005123
Tlei_v1.30953-RA	OG0004650
Tlei_v1.11655-RA	OG0016404
Tlei_v1.21162-RA	OG0002556
Tlei_v1.21227-RA	OG0002553
Tlei_v1.27755-RA	OG0002552
Tlei_v1.27730-RA	OG0002552
Tlei_v1.17790-RA	OG0012201
Tlei_v1.17324-RA	OG0012201
Tlei_v1.01108-RA	OG0001922
Tlei_v1.01145-RA	OG0001920
Tlei_v1.06398-RB	OG0019728
Tlei_v1.20743-RA	OG0002165
Tlei_v1.23107-RA	OG0019833
Tlei_v1.22923-RA	OG0019833
Tlei_v1.16584-RA	OG0005352
Tlei_v1.03843-RA	OG0002838
Tlei_v1.03841-RA	OG0002838
Tlei_v1.05749-RA	OG0004409
Tlei_v1.00801-RA	OG0000090
Tlei_v1.25751-RA	OG0000090
Tlei_v1.07407-RA	OG0000090
Tlei_v1.07519-RA	OG0000090
Tlei_v1.13414-RA	OG0000090
Tlei_v1.06147-RA	OG0000090
Tlei_v1.10236-RA	OG0000090
Tlei_v1.02745-RA	OG0000090
Tlei_v1.15300-RA	OG0000090
Tlei_v1.00611-RA	OG0000090
Tlei_v1.00610-RA	OG0000090
Tlei_v1.08859-RA	OG0000090
Tlei_v1.13833-RA	OG0000090
Tlei_v1.19007-RA	OG0000090
Tlei_v1.05933-RA	OG0000090
Tlei_v1.06892-RA	OG0000090
Tlei_v1.06056-RA	OG0000090
Tlei_v1.06055-RA	OG0000090
Tlei_v1.10510-RA	OG0000090
Tlei_v1.00535-RA	OG0000090
Tlei_v1.06891-RA	OG0000090
Tlei_v1.13526-RA	OG0000090
Tlei_v1.26713-RA	OG0000090
Tlei_v1.11750-RA	OG0000090
Tlei_v1.22545-RA	OG0000090
Tlei_v1.13676-RA	OG0000090
Tlei_v1.23317-RA	OG0000090
Tlei_v1.04539-RA	OG0000090
Tlei_v1.11877-RA	OG0000090
Tlei_v1.31382-RA	OG0000091
Tlei_v1.25059-RA	OG0000094
Tlei_v1.25113-RA	OG0000094
Tlei_v1.25091-RA	OG0000094
Tlei_v1.25052-RA	OG0000094
Tlei_v1.27915-RA	OG0000095
Tlei_v1.08581-RA	OG0000095
Tlei_v1.02162-RA	OG0000095
Tlei_v1.11912-RA	OG0000095
Tlei_v1.20058-RA	OG0000095
Tlei_v1.07380-RA	OG0000098
Tlei_v1.06228-RA	OG0000098
Tlei_v1.23157-RA	OG0000098
Tlei_v1.18708-RA	OG0000098
Tlei_v1.08965-RA	OG0000098
Tlei_v1.16213-RA	OG0000098
Tlei_v1.08896-RA	OG0000098
Tlei_v1.07324-RA	OG0000098
Tlei_v1.18707-RA	OG0000098
Tlei_v1.11794-RA	OG0000098
Tlei_v1.16520-RA	OG0000098
Tlei_v1.05936-RA	OG0000098
Tlei_v1.23145-RA	OG0000098
Tlei_v1.11756-RA	OG0000098
Tlei_v1.22091-RA	OG0002768
Tlei_v1.22088-RA	OG0002768
Tlei_v1.07977-RA	OG0005550
Tlei_v1.10777-RA	OG0002761
Tlei_v1.10789-RA	OG0002761
Tlei_v1.08544-RA	OG0002763
Tlei_v1.00709-RA	OG0002765
Tlei_v1.16313-RA	OG0002765
Tlei_v1.26150-RA	OG0000546
Tlei_v1.21446-RA	OG0000547
Tlei_v1.21444-RB	OG0000547
Tlei_v1.14405-RA	OG0000542
Tlei_v1.11471-RA	OG0000543
Tlei_v1.11458-RA	OG0000543
Tlei_v1.26332-RA	OG0000540
Tlei_v1.15543-RA	OG0000541
Tlei_v1.15550-RA	OG0000541
Tlei_v1.15557-RA	OG0000541
Tlei_v1.23013-RA	OG0016229
Tlei_v1.16979-RA	OG0000549
Tlei_v1.12783-RA	OG0001157
Tlei_v1.04865-RA	OG0001157
Tlei_v1.21916-RA	OG0001157
Tlei_v1.31322-RA	OG0001157
Tlei_v1.16623-RA	OG0001155
Tlei_v1.16609-RA	OG0001155
Tlei_v1.12818-RA	OG0002496
Tlei_v1.12021-RA	OG0002497
Tlei_v1.07556-RA	OG0002497
Tlei_v1.14784-RA	OG0002493
Tlei_v1.27440-RA	OG0002493
Tlei_v1.29231-RA	OG0000403
Tlei_v1.20472-RA	OG0000403
Tlei_v1.00327-RA	OG0000403
Tlei_v1.26806-RA	OG0000403
Tlei_v1.09225-RA	OG0000403
Tlei_v1.10358-RA	OG0000402
Tlei_v1.15228-RA	OG0000402
Tlei_v1.09099-RA	OG0000402
Tlei_v1.10302-RA	OG0000401
Tlei_v1.17637-RA	OG0000401
Tlei_v1.04585-RA	OG0000401
Tlei_v1.02539-RA	OG0000401
Tlei_v1.07409-RA	OG0000401
Tlei_v1.02872-RA	OG0000401
Tlei_v1.08958-RA	OG0000401
Tlei_v1.15163-RA	OG0000401
Tlei_v1.17950-RA	OG0000401
Tlei_v1.07398-RA	OG0000401
Tlei_v1.07399-RA	OG0000401
Tlei_v1.06024-RA	OG0000401
Tlei_v1.29000-RA	OG0000400
Tlei_v1.15556-RA	OG0000400
Tlei_v1.17862-RA	OG0000400
Tlei_v1.17407-RA	OG0000400
Tlei_v1.10130-RA	OG0000400
Tlei_v1.05225-RA	OG0000400
Tlei_v1.23072-RA	OG0000400
Tlei_v1.11437-RA	OG0000400
Tlei_v1.27256-RA	OG0000400
Tlei_v1.25067-RA	OG0000407
Tlei_v1.25109-RA	OG0000407
Tlei_v1.25125-RA	OG0000407
Tlei_v1.25050-RA	OG0000407
Tlei_v1.25054-RA	OG0000407
Tlei_v1.25078-RA	OG0000407
Tlei_v1.03200-RA	OG0000406
Tlei_v1.03236-RA	OG0000406
Tlei_v1.03213-RA	OG0000406
Tlei_v1.03233-RA	OG0000406
Tlei_v1.03234-RA	OG0000406
Tlei_v1.03183-RA	OG0000406
Tlei_v1.03194-RA	OG0000406
Tlei_v1.03217-RA	OG0000406
Tlei_v1.03311-RA	OG0000405
Tlei_v1.07337-RA	OG0000405
Tlei_v1.18043-RA	OG0000405
Tlei_v1.01208-RA	OG0000405
Tlei_v1.03975-RA	OG0000405
Tlei_v1.04070-RA	OG0000405
Tlei_v1.13415-RA	OG0000405
Tlei_v1.00339-RA	OG0000405
Tlei_v1.13984-RA	OG0000405
Tlei_v1.28106-RB	OG0000405
Tlei_v1.13611-RA	OG0000404
Tlei_v1.13753-RA	OG0000404
Tlei_v1.00605-RA	OG0000404
Tlei_v1.04373-RA	OG0000404
Tlei_v1.22323-RA	OG0000404
Tlei_v1.28147-RA	OG0000404
Tlei_v1.19173-RB	OG0000409
Tlei_v1.01064-RA	OG0016254
Tlei_v1.01183-RA	OG0016254
Tlei_v1.14873-RA	OG0019763
Tlei_v1.23189-RA	OG0016551
Tlei_v1.08704-RA	OG0016551
Tlei_v1.06380-RA	OG0001718
Tlei_v1.24172-RA	OG0016556
Tlei_v1.24174-RA	OG0016556
Tlei_v1.08384-RA	OG0001437
Tlei_v1.11159-RA	OG0001437
Tlei_v1.04627-RA	OG0000394
Tlei_v1.07712-RA	OG0000394
Tlei_v1.26650-RA	OG0000394
Tlei_v1.02591-RA	OG0000394
Tlei_v1.23272-RA	OG0000394
Tlei_v1.15037-RA	OG0000394
Tlei_v1.00269-RA	OG0000394
Tlei_v1.22956-RA	OG0000399
Tlei_v1.22947-RA	OG0000399
Tlei_v1.22895-RA	OG0000399
Tlei_v1.22922-RA	OG0000399
Tlei_v1.22911-RA	OG0000399
Tlei_v1.23103-RA	OG0000399
Tlei_v1.22963-RA	OG0000399
Tlei_v1.27452-RA	OG0000398
Tlei_v1.11590-RA	OG0000398
Tlei_v1.09683-RA	OG0000398
Tlei_v1.24529-RA	OG0000398
Tlei_v1.05607-RA	OG0001382
Tlei_v1.22690-RA	OG0005604
Tlei_v1.21855-RB	OG0005604
Tlei_v1.14670-RA	OG0005604
Tlei_v1.27207-RA	OG0004092
Tlei_v1.04084-RA	OG0000021
Tlei_v1.00758-RA	OG0000021
Tlei_v1.26603-RA	OG0010310
Tlei_v1.23890-RA	OG0010310
Tlei_v1.10200-RA	OG0002534
Tlei_v1.05815-RA	OG0002885
Tlei_v1.13745-RA	OG0002885
Tlei_v1.13480-RA	OG0002885
Tlei_v1.29119-RA	OG0002885
Tlei_v1.19044-RA	OG0002884
Tlei_v1.09049-RA	OG0002884
Tlei_v1.03208-RA	OG0019829
Tlei_v1.03210-RA	OG0019829
Tlei_v1.31041-RA	OG0002144
Tlei_v1.31040-RA	OG0002144
Tlei_v1.30983-RA	OG0002146
Tlei_v1.28889-RA	OG0002856
Tlei_v1.10013-RA	OG0002857
Tlei_v1.03014-RA	OG0002857
Tlei_v1.01360-RA	OG0002857
Tlei_v1.04989-RA	OG0002857
Tlei_v1.24074-RA	OG0002857
Tlei_v1.07031-RA	OG0002853
Tlei_v1.04157-RA	OG0002851
Tlei_v1.25325-RA	OG0002851
Tlei_v1.13515-RA	OG0002858
Tlei_v1.11940-RA	OG0002858
Tlei_v1.10368-RA	OG0002858
Tlei_v1.10352-RA	OG0002858
Tlei_v1.07507-RA	OG0002858
Tlei_v1.23430-RA	OG0011867
Tlei_v1.25000-RA	OG0002704
Tlei_v1.24998-RA	OG0002704
Tlei_v1.17770-RA	OG0002703
Tlei_v1.15344-RA	OG0002703
Tlei_v1.06369-RA	OG0002703
Tlei_v1.07962-RA	OG0002700
Tlei_v1.20720-RA	OG0000568
Tlei_v1.28886-RA	OG0000568
Tlei_v1.03214-RA	OG0000568
Tlei_v1.24633-RA	OG0000568
Tlei_v1.01015-RA	OG0000568
Tlei_v1.25027-RA	OG0000568
Tlei_v1.05327-RA	OG0000568
Tlei_v1.32047-RB	OG0000568
Tlei_v1.24960-RA	OG0000568
Tlei_v1.03390-RA	OG0000568
Tlei_v1.08768-RA	OG0000569
Tlei_v1.16574-RA	OG0000569
Tlei_v1.09118-RA	OG0000569
Tlei_v1.12096-RA	OG0000569
Tlei_v1.00721-RB	OG0000569
Tlei_v1.08721-RB	OG0000569
Tlei_v1.04611-RA	OG0000566
Tlei_v1.07400-RA	OG0000566
Tlei_v1.02892-RA	OG0000566
Tlei_v1.16516-RA	OG0000566
Tlei_v1.10576-RA	OG0000566
Tlei_v1.07514-RA	OG0000566
Tlei_v1.08989-RA	OG0000566
Tlei_v1.10509-RA	OG0000566
Tlei_v1.00344-RA	OG0000566
Tlei_v1.13727-RA	OG0000562
Tlei_v1.07933-RA	OG0000562
Tlei_v1.07999-RA	OG0000562
Tlei_v1.07931-RA	OG0000562
Tlei_v1.10288-RA	OG0000563
Tlei_v1.10646-RA	OG0001179
Tlei_v1.11466-RA	OG0001175
Tlei_v1.11465-RA	OG0001175
Tlei_v1.25051-RA	OG0001176
Tlei_v1.25105-RA	OG0001176
Tlei_v1.25034-RA	OG0001176
Tlei_v1.25817-RA	OG0001170
Tlei_v1.17921-RB	OG0001170
Tlei_v1.09187-RA	OG0001170
Tlei_v1.24926-RA	OG0001172
Tlei_v1.24548-RB	OG0001172
Tlei_v1.31764-RA	OG0001172
Tlei_v1.22576-RA	OG0016472
Tlei_v1.05724-RA	OG0016472
Tlei_v1.14983-RA	OG0016472
Tlei_v1.01176-RA	OG0003034
Tlei_v1.01166-RA	OG0003033
Tlei_v1.01167-RA	OG0003033
Tlei_v1.25650-RA	OG0003594
Tlei_v1.09819-RA	OG0001881
Tlei_v1.30475-RA	OG0001883
Tlei_v1.11027-RA	OG0001773
Tlei_v1.11028-RA	OG0001773
Tlei_v1.01786-RA	OG0001773
Tlei_v1.01788-RA	OG0001773
Tlei_v1.05120-RA	OG0002283
Tlei_v1.11118-RA	OG0002282
Tlei_v1.11806-RA	OG0002282
Tlei_v1.07001-RA	OG0002282
Tlei_v1.29350-RA	OG0000829
Tlei_v1.16470-RA	OG0000828
Tlei_v1.16495-RA	OG0000828
Tlei_v1.03199-RA	OG0000823
Tlei_v1.03202-RA	OG0000823
Tlei_v1.03228-RA	OG0000823
Tlei_v1.09812-RA	OG0000825
Tlei_v1.09811-RA	OG0000825
Tlei_v1.09810-RA	OG0000825
Tlei_v1.03189-RA	OG0000824
Tlei_v1.03191-RA	OG0000824
Tlei_v1.23266-RA	OG0005251
Tlei_v1.26065-RA	OG0005253
Tlei_v1.21517-RA	OG0005254
Tlei_v1.02179-RA	OG0001414
Tlei_v1.07889-RA	OG0001418
Tlei_v1.11157-RA	OG0004072
Tlei_v1.13511-RA	OG0004074
Tlei_v1.08821-RA	OG0019661
Tlei_v1.10895-RA	OG0019660
Tlei_v1.00302-RA	OG0019660
Tlei_v1.19674-RA	OG0019663
Tlei_v1.21416-RA	OG0019665
Tlei_v1.10907-RA	OG0002513
Tlei_v1.20228-RA	OG0002514
Tlei_v1.20227-RA	OG0002514
Tlei_v1.11313-RA	OG0000612
Tlei_v1.09415-RA	OG0000612
Tlei_v1.11277-RA	OG0000610
Tlei_v1.17748-RA	OG0000611
Tlei_v1.11021-RA	OG0000615
Tlei_v1.28132-RB	OG0000618
Tlei_v1.27184-RA	OG0000633
Tlei_v1.14580-RA	OG0000633
Tlei_v1.07907-RA	OG0005063
Tlei_v1.18807-RA	OG0005063
Tlei_v1.09048-RA	OG0002874
Tlei_v1.26682-RA	OG0002874
Tlei_v1.15346-RA	OG0002875
Tlei_v1.07160-RA	OG0002875
Tlei_v1.24580-RA	OG0002871
Tlei_v1.09176-RA	OG0002871
Tlei_v1.06852-RA	OG0002728
Tlei_v1.16448-RA	OG0002728
Tlei_v1.16829-RA	OG0000585
Tlei_v1.08191-RA	OG0000589
Tlei_v1.11321-RA	OG0000589
Tlei_v1.11629-RA	OG0001192
Tlei_v1.22896-RA	OG0001192
Tlei_v1.22677-RA	OG0001192
Tlei_v1.28073-RA	OG0001192
Tlei_v1.11518-RA	OG0001192
Tlei_v1.22373-RA	OG0001193
Tlei_v1.07590-RA	OG0001193
Tlei_v1.08870-RA	OG0001193
Tlei_v1.20295-RA	OG0001193
Tlei_v1.09119-RA	OG0001193
Tlei_v1.31095-RA	OG0001196
Tlei_v1.08785-RA	OG0001196
Tlei_v1.23427-RA	OG0001195
Tlei_v1.26053-RA	OG0001195
Tlei_v1.31016-RA	OG0001198
Tlei_v1.31019-RA	OG0001198
Tlei_v1.25542-RA	OG0003582
Tlei_v1.15579-RA	OG0019914
Tlei_v1.15568-RA	OG0019914
Tlei_v1.00400-RA	OG0001758
Tlei_v1.08739-RA	OG0001758
Tlei_v1.22909-RA	OG0001756
Tlei_v1.22924-RA	OG0001756
Tlei_v1.23196-RA	OG0001756
Tlei_v1.03146-RA	OG0001750
Tlei_v1.03141-RA	OG0001750
Tlei_v1.03235-RA	OG0001750
Tlei_v1.26776-RA	OG0000809
Tlei_v1.22174-RA	OG0000808
Tlei_v1.06110-RA	OG0000806
Tlei_v1.13702-RA	OG0000805
Tlei_v1.13701-RA	OG0000805
Tlei_v1.07295-RA	OG0005270
Tlei_v1.03832-RA	OG0005270
Tlei_v1.21307-RA	OG0005431
Tlei_v1.21301-RA	OG0005431
Tlei_v1.01981-RA	OG0000152
Tlei_v1.23979-RA	OG0000152
Tlei_v1.07805-RA	OG0000152
Tlei_v1.28742-RA	OG0000152
Tlei_v1.27994-RA	OG0000152
Tlei_v1.06974-RA	OG0000152
Tlei_v1.18902-RA	OG0000152
Tlei_v1.18097-RA	OG0000152
Tlei_v1.26045-RA	OG0000152
Tlei_v1.10742-RA	OG0000152
Tlei_v1.30180-RA	OG0000152
Tlei_v1.04195-RA	OG0000152
Tlei_v1.12251-RA	OG0000152
Tlei_v1.24615-RA	OG0000152
Tlei_v1.30040-RA	OG0000152
Tlei_v1.14857-RA	OG0000152
Tlei_v1.27636-RA	OG0000152
Tlei_v1.00946-RA	OG0000152
Tlei_v1.29629-RA	OG0000152
Tlei_v1.31696-RA	OG0000152
Tlei_v1.02118-RA	OG0000152
Tlei_v1.19867-RA	OG0000152
Tlei_v1.01523-RA	OG0000152
Tlei_v1.16235-RA	OG0016330
Tlei_v1.14570-RA	OG0004583
Tlei_v1.01584-RA	OG0015218
Tlei_v1.01767-RA	OG0015218
Tlei_v1.24173-RA	OG0000249
Tlei_v1.24176-RA	OG0000249
Tlei_v1.25883-RA	OG0000249
Tlei_v1.24175-RA	OG0000249
Tlei_v1.24851-RA	OG0000243
Tlei_v1.24836-RA	OG0000243
Tlei_v1.24860-RA	OG0000243
Tlei_v1.24798-RA	OG0000243
Tlei_v1.24867-RA	OG0000243
Tlei_v1.10788-RA	OG0000243
Tlei_v1.24835-RA	OG0000243
Tlei_v1.24752-RA	OG0000243
Tlei_v1.24745-RA	OG0000243
Tlei_v1.24829-RA	OG0000243
Tlei_v1.24869-RA	OG0000243
Tlei_v1.25278-RA	OG0000243
Tlei_v1.07979-RA	OG0000244
Tlei_v1.07952-RA	OG0000244
Tlei_v1.07959-RA	OG0000244
Tlei_v1.07984-RA	OG0000244
Tlei_v1.07951-RA	OG0000244
Tlei_v1.07985-RA	OG0000244
Tlei_v1.07949-RA	OG0000244
Tlei_v1.07974-RA	OG0000244
Tlei_v1.07983-RA	OG0000244
Tlei_v1.07980-RA	OG0000244
Tlei_v1.07964-RA	OG0000244
Tlei_v1.11112-RA	OG0000247
Tlei_v1.00114-RA	OG0004529
Tlei_v1.00112-RA	OG0004529
Tlei_v1.28724-RA	OG0001035
Tlei_v1.14278-RA	OG0001037
Tlei_v1.14277-RA	OG0001037
Tlei_v1.09406-RA	OG0001036
Tlei_v1.15501-RA	OG0001036
Tlei_v1.28866-RA	OG0000639
Tlei_v1.15489-RA	OG0000630
Tlei_v1.26831-RA	OG0000635
Tlei_v1.04040-RA	OG0019764
Tlei_v1.04039-RA	OG0019764
Tlei_v1.03919-RA	OG0019761
Tlei_v1.29014-RA	OG0004805
Tlei_v1.29007-RA	OG0004805
Tlei_v1.31839-RA	OG0019691
Tlei_v1.31843-RA	OG0019691
Tlei_v1.08431-RA	OG0002097
Tlei_v1.03088-RB	OG0005511
Tlei_v1.03071-RA	OG0005511
Tlei_v1.04020-RA	OG0005046
Tlei_v1.04267-RA	OG0005049
Tlei_v1.22223-RA	OG0001202
Tlei_v1.17964-RA	OG0001202
Tlei_v1.02655-RA	OG0001202
Tlei_v1.18958-RA	OG0001202
Tlei_v1.21174-RB	OG0001203
Tlei_v1.02192-RA	OG0001203
Tlei_v1.21213-RA	OG0001206
Tlei_v1.29454-RA	OG0001206
Tlei_v1.29447-RA	OG0001206
Tlei_v1.29433-RA	OG0001205
Tlei_v1.28987-RA	OG0001208
Tlei_v1.23371-RA	OG0001208
Tlei_v1.07819-RA	OG0001208
Tlei_v1.23182-RA	OG0002893
Tlei_v1.08882-RA	OG0002893
Tlei_v1.23181-RA	OG0002893
Tlei_v1.23176-RA	OG0002893
Tlei_v1.23185-RA	OG0002893
Tlei_v1.28014-RA	OG0002890
Tlei_v1.18823-RA	OG0002890
Tlei_v1.03059-RA	OG0002891
Tlei_v1.03055-RB	OG0002891
