Gene_id	orthology	CDS_length	startcodon	stopcodon	expression	robust
Tfasc_v1.30861-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.30863-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32478-RA	NO_ORTHOLOGY	96	True	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.32479-RA	NO_ORTHOLOGY	96	True	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.32480-RA	NO_ORTHOLOGY	600	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33828-RA	NO_ORTHOLOGY	819	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33827-RA	NO_ORTHOLOGY	294	False	no_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.31479-RA	NO_ORTHOLOGY	717	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.31480-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.31481-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.31482-RA	NO_ORTHOLOGY	537	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33441-RA	NO_ORTHOLOGY	129	True	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.33597-RA	NO_ORTHOLOGY	882	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33598-RA	NO_ORTHOLOGY	363	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32667-RA	NO_ORTHOLOGY	192	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33231-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33813-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.31884-RA	NO_ORTHOLOGY	786	False	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.31883-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33132-RA	NO_ORTHOLOGY	1281	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33680-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32802-RA	NO_ORTHOLOGY	1971	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32803-RA	NO_ORTHOLOGY	318	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33792-RA	NO_ORTHOLOGY	129	True	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.32101-RA	NO_ORTHOLOGY	813	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32104-RA	NO_ORTHOLOGY	900	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32100-RA	NO_ORTHOLOGY	903	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32102-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32103-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32105-RA	NO_ORTHOLOGY	813	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32106-RA	NO_ORTHOLOGY	906	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33326-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33480-RA	NO_ORTHOLOGY	375	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33481-RA	NO_ORTHOLOGY	96	True	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.32172-RA	NO_ORTHOLOGY	183	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32173-RA	NO_ORTHOLOGY	303	False	no_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.33391-RA	NO_ORTHOLOGY	669	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33295-RA	NO_ORTHOLOGY	198	False	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.32045-RA	NO_ORTHOLOGY	390	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32638-RA	NO_ORTHOLOGY	390	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33450-RA	NO_ORTHOLOGY	63	True	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.32269-RA	NO_ORTHOLOGY	729	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32272-RA	NO_ORTHOLOGY	414	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.32271-RA	NO_ORTHOLOGY	651	True	no_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.32270-RA	NO_ORTHOLOGY	576	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33699-RA	NO_ORTHOLOGY	714	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33891-RA	NO_ORTHOLOGY	543	True	one_stopcodon	no_features	ROBUST
Tfasc_v1.33890-RA	NO_ORTHOLOGY	120	True	one_stopcodon	no_features	NOT_ROBUST
Tfasc_v1.03352-RA	OG0003573	483	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03353-RA	OG0013388	1125	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03348-RA	OG0000112	276	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03349-RA	NO_ORTHOLOGY	483	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03350-RA	OG0000126	312	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03351-RA	NO_ORTHOLOGY	324	False	no_stopcodon	1.0	ROBUST
Tfasc_v1.03358-RA	OG0013389	666	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03360-RA	OG0013387	1329	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03354-RA	OG0013391	1431	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03355-RA	OG0013394	1005	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03357-RA	OG0002549	2361	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03356-RA	OG0017922	690	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03359-RA	OG0002367	816	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03362-RA	NO_ORTHOLOGY	108	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03370-RA	OG0003854	1617	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03363-RA	OG0013390	417	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03369-RA	OG0009930	804	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03367-RA	OG0000760	1569	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03371-RA	OG0009927	1656	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03366-RA	OG0003855	1278	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03361-RA	OG0013392	738	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03365-RA	OG0004801	1299	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03364-RA	OG0013393	672	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03368-RA	OG0003853	2871	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03372-RA	OG0009925	1665	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03382-RA	OG0009924	576	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03380-RA	OG0003852	2127	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03381-RA	OG0003852	1932	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03375-RA	OG0009926	1581	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03374-RA	OG0009928	1410	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03373-RA	OG0009929	567	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03378-RA	OG0009923	1026	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03379-RA	OG0003850	906	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tfasc_v1.03377-RA	OG0009922	957	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03376-RA	OG0009921	288	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03388-RA	OG0009915	948	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03390-RA	OG0009919	999	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03391-RA	OG0017923	999	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03383-RA	OG0000429	2022	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03385-RA	OG0000628	1479	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03392-RA	OG0009912	1356	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03389-RA	OG0009913	1668	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03393-RA	OG0000273	516	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03386-RA	OG0009920	1620	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03387-RA	OG0009914	2370	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03384-RA	OG0001513	879	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03399-RA	OG0009910	1560	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03397-RA	OG0003849	2094	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03394-RA	OG0009918	1050	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03398-RA	OG0009916	2721	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03396-RA	OG0009917	2133	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03395-RA	OG0003848	243	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03401-RA	NO_ORTHOLOGY	372	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03400-RA	OG0005078	153	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03410-RA	OG0009907	789	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03403-RA	OG0002205	249	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03411-RA	OG0009905	6456	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03412-RA	OG0009909	555	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03404-RA	OG0009908	1527	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03402-RB	OG0009911	4233	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03402-RA	NO_ORTHOLOGY	4167	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03407-RA	OG0009906	954	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03405-RA	OG0009902	1347	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03408-RA	OG0009904	2244	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03406-RA	OG0009903	1020	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03409-RA	NO_ORTHOLOGY	1674	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03416-RA	OG0017025	426	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03415-RA	OG0009901	2304	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03417-RA	NO_ORTHOLOGY	597	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03413-RA	NO_ORTHOLOGY	2889	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03418-RA	NO_ORTHOLOGY	237	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03414-RA	NO_ORTHOLOGY	489	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03423-RA	OG0009900	678	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03424-RA	OG0009899	564	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03419-RA	OG0000077	1011	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03421-RA	OG0001425	219	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03422-RA	NO_ORTHOLOGY	1233	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tfasc_v1.03420-RA	NO_ORTHOLOGY	291	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tfasc_v1.03436-RA	NO_ORTHOLOGY	837	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03434-RA	NO_ORTHOLOGY	288	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03441-RA	OG0009896	708	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03438-RA	NO_ORTHOLOGY	1080	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03444-RA	OG0001036	1545	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tfasc_v1.03443-RA	NO_ORTHOLOGY	1554	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03428-RA	OG0003846	444	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03432-RA	NO_ORTHOLOGY	561	True	no_stopcodon	1.0	ROBUST
Tfasc_v1.03439-RA	OG0003845	489	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03430-RA	NO_ORTHOLOGY	918	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03433-RA	OG0000854	420	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03442-RA	OG0017024	813	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03427-RA	OG0009893	3921	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03425-RA	OG0001167	4053	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03429-RA	OG0001033	588	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03435-RA	OG0001033	309	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03431-RA	NO_ORTHOLOGY	480	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03437-RA	OG0001033	429	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03440-RA	OG0017924	318	True	no_stopcodon	1.0	ROBUST
Tfasc_v1.03426-RA	NO_ORTHOLOGY	96	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03447-RA	OG0009898	969	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03446-RA	OG0009897	561	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03450-RA	NO_ORTHOLOGY	84	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03452-RA	OG0017925	231	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tfasc_v1.03445-RA	OG0009894	1941	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03448-RA	OG0009895	720	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03453-RA	OG0017023	2610	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03449-RB	OG0001034	2109	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03449-RA	NO_ORTHOLOGY	2109	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tfasc_v1.03455-RA	OG0009887	2265	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03451-RA	OG0001035	309	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03454-RA	OG0009888	1962	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03457-RA	OG0009889	387	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03473-RA	OG0009880	483	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03472-RA	OG0003843	642	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03460-RA	OG0009890	3459	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03465-RA	OG0009883	594	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03458-RA	OG0009892	1824	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03467-RA	OG0017926	1026	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03468-RA	OG0009884	930	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03459-RA	OG0009891	2184	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03463-RA	NO_ORTHOLOGY	153	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03469-RA	OG0009876	450	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03470-RA	OG0009878	318	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03471-RA	OG0009874	3069	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03456-RA	OG0000612	882	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03464-RA	NO_ORTHOLOGY	1311	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03464-RB	OG0009877	1347	True	one_stopcodon	0.07692307692307693	ROBUST
Tfasc_v1.03461-RA	OG0009886	1260	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03462-RA	NO_ORTHOLOGY	870	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03466-RA	NO_ORTHOLOGY	303	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03479-RA	OG0009881	606	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03475-RA	OG0003844	1449	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03481-RA	OG0009885	345	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03482-RA	OG0017927	1416	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03477-RA	OG0009882	2043	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03483-RA	NO_ORTHOLOGY	639	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03485-RA	OG0009871	738	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03487-RA	OG0017928	495	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03474-RA	OG0001511	570	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03484-RA	OG0017929	1020	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03478-RA	OG0009873	1065	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03480-RA	OG0009875	1041	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03490-RA	OG0000312	870	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03486-RA	OG0009867	993	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03488-RA	OG0001510	1281	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03489-RA	OG0009870	1446	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03476-RA	OG0009879	1251	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03494-RA	OG0009872	1581	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03498-RA	OG0003841	1497	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03503-RA	OG0003842	783	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03496-RA	OG0009513	615	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03500-RA	OG0003838	1161	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03492-RA	OG0017930	2715	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03501-RA	OG0009861	2403	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03499-RA	OG0009863	2376	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03491-RA	OG0009868	2232	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03497-RA	OG0003840	1326	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03493-RA	OG0009869	1536	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03495-RA	OG0009864	1269	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03506-RA	OG0003839	459	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03502-RA	NO_ORTHOLOGY	591	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03505-RA	OG0017931	324	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03504-RA	NO_ORTHOLOGY	162	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03517-RA	OG0009859	1074	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03508-RA	OG0009866	2226	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03513-RA	OG0003837	1989	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03518-RA	OG0009858	1278	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03516-RA	OG0017932	2766	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03515-RA	OG0009857	1992	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03507-RA	OG0009860	1269	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03514-RA	OG0009856	333	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03511-RA	OG0009865	1758	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03509-RA	OG0009862	1344	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03510-RA	OG0017022	1419	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03512-RA	NO_ORTHOLOGY	528	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03520-RA	OG0009852	1839	False	one_stopcodon	1.0	ROBUST
Tfasc_v1.03526-RA	OG0009853	528	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03523-RA	OG0009854	531	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03519-RA	OG0002203	3240	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03522-RA	NO_ORTHOLOGY	858	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03525-RA	NO_ORTHOLOGY	99	True	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tfasc_v1.03527-RA	OG0009850	981	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tfasc_v1.03524-RA	OG0009849	360	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03521-RA	OG0009851	867	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03528-RA	OG0001032	342	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03532-RA	OG0001031	3336	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03536-RA	OG0003835	600	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03533-RB	NO_ORTHOLOGY	885	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03533-RA	OG0003836	2982	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tfasc_v1.03534-RA	OG0003834	1758	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03531-RA	OG0001031	2946	True	one_stopcodon	1.0	ROBUST
Tfasc_v1.03529-RA	OG0001031	3573	True	one_stopcodon	1.0	ROBUST
