Gene_id	orthology	CDS_length	startcodon	stopcodon	expression	robust
Tlei_v1.00097-RA	NO_ORTHOLOGY	324	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00098-RA	OG0015905	882	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00099-RA	NO_ORTHOLOGY	1251	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00100-RA	NO_ORTHOLOGY	894	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00100-RB	OG0018431	1002	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00101-RA	OG0000126	312	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00102-RA	OG0012495	942	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00103-RA	OG0018430	942	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00104-RA	OG0012494	999	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00105-RA	NO_ORTHOLOGY	135	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00106-RA	OG0012493	1551	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00107-RA	OG0004531	417	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00108-RA	OG0002453	372	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00109-RA	OG0012491	1944	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00110-RA	OG0012492	6648	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00110-RB	NO_ORTHOLOGY	6627	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00111-RA	OG0012490	1002	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00112-RA	OG0004529	1380	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00113-RA	NO_ORTHOLOGY	633	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00114-RA	OG0004529	1380	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00115-RA	OG0002452	1374	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00115-RB	NO_ORTHOLOGY	270	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00116-RA	OG0017338	1305	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00117-RA	OG0001587	2352	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00117-RB	NO_ORTHOLOGY	2349	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00118-RA	NO_ORTHOLOGY	333	False	one_stopcodon	1.0	ROBUST
Tlei_v1.00119-RA	NO_ORTHOLOGY	204	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00120-RA	OG0004530	1221	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00121-RA	OG0012488	1281	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00122-RA	OG0012489	1977	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00123-RA	OG0012487	480	False	one_stopcodon	1.0	ROBUST
Tlei_v1.00124-RA	OG0017336	3294	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00125-RA	OG0016237	2859	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00126-RA	OG0005521	339	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00127-RA	OG0001640	2934	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00128-RA	OG0001640	2970	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00129-RA	NO_ORTHOLOGY	183	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00130-RA	OG0000650	1089	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00131-RA	NO_ORTHOLOGY	477	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00132-RA	NO_ORTHOLOGY	849	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00133-RA	OG0000650	648	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00134-RA	OG0000650	1437	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00135-RA	OG0000650	2856	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00136-RA	OG0005644	2766	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00137-RA	OG0000650	1284	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00138-RA	OG0001586	1380	False	one_stopcodon	1.0	ROBUST
Tlei_v1.00139-RA	OG0012486	1179	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00140-RA	OG0004526	2490	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00141-RA	OG0019726	882	False	one_stopcodon	1.0	ROBUST
Tlei_v1.00142-RA	OG0004527	1500	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00143-RA	NO_ORTHOLOGY	99	False	one_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00144-RA	OG0019725	255	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00145-RA	OG0004528	2067	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00146-RA	OG0000790	2526	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00147-RA	OG0001492	1893	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00148-RA	OG0004525	2580	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00149-RA	NO_ORTHOLOGY	252	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00150-RA	OG0012481	1491	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00151-RA	OG0002883	1878	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00152-RA	OG0002451	996	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00153-RA	OG0002451	294	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00154-RA	OG0002451	879	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00155-RA	NO_ORTHOLOGY	4020	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00156-RA	OG0012484	837	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00157-RA	OG0012483	291	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00158-RA	OG0012482	1860	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00159-RA	NO_ORTHOLOGY	354	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00160-RA	OG0001100	1110	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00161-RA	NO_ORTHOLOGY	456	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00162-RA	NO_ORTHOLOGY	624	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00163-RA	OG0004523	828	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00164-RA	OG0012479	825	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00165-RA	OG0012480	1371	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00166-RA	OG0012478	1839	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00167-RA	OG0004524	2103	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00167-RB	NO_ORTHOLOGY	2019	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00168-RA	OG0012475	1959	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00169-RA	NO_ORTHOLOGY	357	False	one_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00169-RB	OG0018433	360	False	one_stopcodon	1.0	ROBUST
Tlei_v1.00170-RA	OG0002133	1488	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00171-RA	OG0002450	2349	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00172-RA	OG0012476	1188	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00173-RA	NO_ORTHOLOGY	147	True	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00174-RA	OG0012474	519	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00175-RA	OG0012477	2082	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00176-RA	OG0012473	1623	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00177-RA	OG0012472	1446	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00178-RA	OG0012471	450	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00179-RA	OG0012465	864	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00180-RA	NO_ORTHOLOGY	714	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00181-RA	OG0018434	2790	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00182-RA	OG0012466	981	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00183-RA	OG0012468	1302	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00184-RA	OG0012469	741	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00185-RA	OG0012470	1932	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00186-RA	NO_ORTHOLOGY	693	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00187-RA	NO_ORTHOLOGY	147	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00188-RA	NO_ORTHOLOGY	3144	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00188-RB	OG0012467	3147	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00189-RA	OG0012461	918	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00190-RA	OG0012462	1353	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00191-RA	OG0012463	1146	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00192-RA	OG0000231	774	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00193-RA	NO_ORTHOLOGY	795	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00194-RA	OG0012464	1308	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00195-RA	NO_ORTHOLOGY	1155	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00196-RA	OG0012455	1305	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00197-RA	OG0012451	1227	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00198-RA	OG0012450	603	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00199-RA	OG0001490	1305	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00200-RA	OG0012449	2448	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00201-RA	OG0012452	3867	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00202-RA	OG0018435	204	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00203-RA	OG0012453	4392	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00204-RA	NO_ORTHOLOGY	417	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00205-RA	OG0000052	2358	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00206-RA	OG0000023	2019	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00207-RA	OG0012447	1860	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00208-RA	OG0018436	453	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00209-RA	OG0012448	642	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00210-RA	OG0012446	894	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00211-RA	OG0000609	480	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00211-RB	NO_ORTHOLOGY	450	True	no_stopcodon	0.2	NOT_ROBUST
Tlei_v1.00212-RA	OG0002449	1059	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00213-RA	OG0004514	315	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00214-RA	OG0000205	1002	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00215-RA	OG0000262	162	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00216-RA	NO_ORTHOLOGY	330	False	no_stopcodon	1.0	ROBUST
Tlei_v1.00217-RA	OG0003740	1371	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00218-RA	NO_ORTHOLOGY	609	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00219-RA	OG0012443	1419	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00220-RA	OG0000571	186	False	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00221-RA	OG0012444	930	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00222-RA	OG0012445	1326	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00222-RB	NO_ORTHOLOGY	1323	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00223-RA	OG0001098	408	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00224-RA	OG0012440	3462	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00225-RA	OG0012438	1740	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00226-RA	NO_ORTHOLOGY	1092	False	one_stopcodon	1.0	ROBUST
Tlei_v1.00227-RA	OG0000023	1839	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00228-RA	OG0012442	648	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00229-RA	OG0012439	1479	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00230-RA	OG0012441	828	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00231-RA	OG0000282	639	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00232-RA	OG0012437	4098	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00233-RA	OG0012436	918	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00234-RA	OG0004512	588	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00235-RA	NO_ORTHOLOGY	282	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00236-RA	OG0005647	246	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00237-RA	OG0005647	201	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00238-RA	OG0016496	240	False	one_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00239-RA	OG0002821	225	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00240-RA	NO_ORTHOLOGY	273	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00241-RA	OG0016496	162	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00242-RA	OG0005647	408	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00243-RA	OG0005647	201	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00244-RA	OG0016496	240	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00245-RA	OG0002821	225	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00246-RA	OG0012434	603	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00247-RA	OG0004511	750	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00248-RA	OG0012435	2031	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00249-RA	OG0001726	240	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00250-RA	OG0012432	4602	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00251-RA	OG0012430	1293	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00252-RA	NO_ORTHOLOGY	2556	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00253-RA	NO_ORTHOLOGY	981	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00254-RA	NO_ORTHOLOGY	891	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00255-RA	NO_ORTHOLOGY	675	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00255-RB	OG0012431	1365	True	one_stopcodon	0.25	ROBUST
Tlei_v1.00256-RA	NO_ORTHOLOGY	816	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00257-RA	NO_ORTHOLOGY	840	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00258-RA	OG0019727	393	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00259-RA	OG0000186	1161	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00260-RA	OG0012428	537	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00261-RA	NO_ORTHOLOGY	369	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00262-RA	NO_ORTHOLOGY	876	False	one_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00263-RA	NO_ORTHOLOGY	663	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00264-RA	OG0000680	807	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00265-RA	OG0012429	417	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00266-RA	OG0001820	624	True	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00267-RA	OG0000394	360	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00268-RA	NO_ORTHOLOGY	573	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00269-RA	OG0000394	252	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00270-RA	OG0012426	1566	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00271-RA	OG0005576	2781	False	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00272-RA	OG0012425	1914	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00273-RA	NO_ORTHOLOGY	1437	True	no_stopcodon	not_expressed_0_exons	NOT_ROBUST
Tlei_v1.00274-RA	NO_ORTHOLOGY	585	False	one_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00274-RB	NO_ORTHOLOGY	612	False	one_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00274-RC	OG0001822	618	False	one_stopcodon	1.0	ROBUST
Tlei_v1.00274-RD	NO_ORTHOLOGY	603	False	no_stopcodon	not_expressed_0_gene	NOT_ROBUST
Tlei_v1.00275-RA	NO_ORTHOLOGY	777	True	no_stopcodon	1.0	ROBUST
Tlei_v1.00276-RA	NO_ORTHOLOGY	2166	True	one_stopcodon	not_expressed_0_gene	ROBUST
Tlei_v1.00277-RA	NO_ORTHOLOGY	660	True	one_stopcodon	not_expressed_0_exons	ROBUST
Tlei_v1.00278-RA	OG0018439	570	True	one_stopcodon	1.0	ROBUST
Tlei_v1.00279-RA	OG0016239	891	True	one_stopcodon	1.0	ROBUST
