Gene_id	orthogroup	CDS_length	exon_count	startcodon	stopcodon	expressed_Tfas	expressed_Tlei	diff_largest_exon_count	diff_longest_CDS
Tlei_v1.01657-RA	OG0006145	1368	1	True	False	True	True	0	1
Tlei_v1.04489-RA	OG0013402	525	1	False	True	True	True	0	1
Tlei_v1.07725-RA	OG0016184	165	2	False	True	True	True	0	1
Tlei_v1.04366-RA	OG0019352	675	4	True	False	True	True	0	1
Tlei_v1.09499-RA	OG0009848	348	1	True	False	True	True	0	1
Tlei_v1.06125-RA	OG0019520	360	4	False	True	True	True	0	1
Tlei_v1.25566-RA	OG0008874	2799	1	True	False	True	True	0	1
Tlei_v1.25551-RA	OG0008871	1911	1	True	False	True	True	0	1
Tlei_v1.23401-RA	OG0015179	699	3	False	False	True	True	0	1
Tlei_v1.31642-RA	OG0018257	687	1	True	False	True	True	0	1
Tlei_v1.27036-RB	OG0013293	1233	10	True	False	True	True	0	1
Tlei_v1.27045-RA	OG0013296	1950	7	False	True	True	True	0	1
Tlei_v1.27035-RA	OG0013297	1515	6	True	False	True	True	0	1
Tlei_v1.27037-RA	OG0013295	1431	7	True	False	True	True	0	1
Tlei_v1.17240-RA	OG0012077	684	1	True	False	True	True	0	1
Tlei_v1.13962-RA	OG0017564	228	2	False	True	False	False	0	1
Tlei_v1.19290-RA	OG0005789	456	3	True	False	True	True	0	1
Tlei_v1.06581-RA	OG0004167	870	5	True	False	True	True	0	1
Tlei_v1.19269-RC	OG0005784	3423	23	True	False	True	True	0	1
Tlei_v1.19822-RA	OG0007433	1662	1	True	False	True	True	0	1
Tlei_v1.28701-RA	OG0009600	375	1	True	False	True	True	0	1
Tlei_v1.00199-RA	OG0001490	1305	7	True	False	True	True	0	0.880566801619433
Tlei_v1.05638-RA	OG0007633	531	1	True	False	True	True	0	1
Tlei_v1.03020-RA	OG0011290	1107	5	False	True	True	True	0	1
Tlei_v1.01502-RA	OG0006203	450	2	True	False	True	True	0	1
Tlei_v1.03022-RA	OG0011293	435	5	True	False	True	True	0	1
Tlei_v1.03030-RA	OG0011294	231	2	True	False	True	True	0	1
Tlei_v1.10197-RA	OG0005167	1596	1	True	False	True	True	0	1
Tlei_v1.26149-RA	OG0005165	1467	12	False	True	True	True	0	1
Tlei_v1.15382-RA	OG0005161	348	3	True	False	True	True	0	1
Tlei_v1.23694-RA	OG0011500	1230	1	True	False	True	True	0	1
Tlei_v1.23697-RA	OG0011501	1035	6	True	False	True	True	0	1
Tlei_v1.15459-RA	OG0019442	228	2	True	False	True	True	0	1
Tlei_v1.26786-RA	OG0004785	960	3	True	False	True	True	0	1
Tlei_v1.27003-RA	OG0004781	483	2	True	False	True	True	0	1
Tlei_v1.23699-RA	OG0011504	960	1	True	False	True	True	0	1
Tlei_v1.08139-RA	OG0008690	1158	1	True	False	True	True	0	1
Tlei_v1.08135-RA	OG0008691	3066	7	False	True	True	True	0	1
Tlei_v1.08126-RA	OG0008694	1152	5	True	False	True	True	0	1
Tlei_v1.19500-RA	OG0015089	894	1	True	False	True	True	0	1
Tlei_v1.08121-RA	OG0008699	1869	17	True	False	True	True	0	1
Tlei_v1.28799-RA	OG0010236	2511	1	True	False	True	True	0	1
Tlei_v1.19166-RA	OG0019197	267	1	True	False	True	True	0	1
Tlei_v1.02401-RA	OG0019196	168	1	False	True	False	True	0	1
Tlei_v1.23913-RA	OG0008439	2613	3	True	False	True	True	0	1
Tlei_v1.20390-RA	OG0015861	1968	8	False	True	True	True	0	1
Tlei_v1.18299-RA	OG0004595	627	2	True	False	True	True	0	1
Tlei_v1.12375-RA	OG0019256	261	1	True	False	True	True	0	1
Tlei_v1.04440-RA	OG0016416	408	4	False	True	True	True	0	0.944444444444444
Tlei_v1.07187-RA	OG0004042	567	5	False	True	True	True	0	1
Tlei_v1.28573-RA	OG0015733	2013	1	True	False	True	True	0	1
Tlei_v1.02689-RA	OG0014523	1380	1	True	False	True	True	0	1
Tlei_v1.29272-RA	OG0004040	678	2	True	False	True	True	0	1
Tlei_v1.28572-RA	OG0015731	705	5	False	True	True	True	0	1
Tlei_v1.21240-RA	OG0013408	381	2	True	False	True	True	0	1
Tlei_v1.13049-RA	OG0016742	558	1	True	False	True	True	0	1
Tlei_v1.06576-RA	OG0011158	732	1	True	False	True	False	0	1
Tlei_v1.31270-RA	OG0003643	522	1	True	False	True	True	1	1
Tlei_v1.31274-RA	OG0003643	258	2	False	True	True	True	0	0.494252873563218
Tlei_v1.30747-RA	OG0003645	357	1	True	False	True	True	0	1
Tlei_v1.19525-RA	OG0003646	795	1	True	False	True	True	0	1
Tlei_v1.31081-RB	OG0003648	1041	2	True	False	True	True	0	0.85679012345679
Tlei_v1.25299-RA	OG0003648	1215	2	False	False	True	True	0	1
Tlei_v1.31079-RA	OG0003649	3321	7	True	False	True	True	0	1
Tlei_v1.03633-RA	OG0015296	822	1	True	False	True	True	0	1
Tlei_v1.03615-RA	OG0015290	966	1	True	False	True	True	0	1
Tlei_v1.03624-RA	OG0015291	897	2	True	False	True	True	0	1
Tlei_v1.03623-RA	OG0015292	1131	1	False	False	True	True	0	1
Tlei_v1.18743-RA	OG0017838	573	1	True	False	True	True	0	1
Tlei_v1.22801-RA	OG0017832	588	4	False	True	True	True	0	1
Tlei_v1.18891-RA	OG0017830	969	2	False	True	True	True	0	1
Tlei_v1.29319-RB	OG0015363	2127	23	False	True	True	True	0	1
Tlei_v1.17455-RA	OG0012243	765	3	True	False	True	True	0	1
Tlei_v1.17448-RA	OG0012240	1323	1	True	False	True	True	0	1
Tlei_v1.17458-RA	OG0012249	1296	4	True	False	True	True	0	1
Tlei_v1.29913-RA	OG0006926	444	1	True	False	True	True	0	1
Tlei_v1.29916-RA	OG0006925	1251	1	False	False	True	True	0	1
Tlei_v1.29917-RA	OG0006923	930	3	True	False	True	True	0	1
Tlei_v1.01463-RA	OG0018507	2283	5	False	True	True	True	0	1
Tlei_v1.02618-RA	OG0016408	207	4	True	False	True	True	0	1
Tlei_v1.15177-RA	OG0016408	144	3	True	False	True	True	1	0.695652173913043
Tlei_v1.11464-RA	OG0016409	336	3	True	False	True	True	0	1
Tlei_v1.25220-RA	OG0018057	384	2	True	False	False	True	0	1
Tlei_v1.02187-RA	OG0018405	711	6	True	False	True	True	0	1
Tlei_v1.08478-RA	OG0010696	213	2	True	False	True	True	0	0.75531914893617
Tlei_v1.11075-RA	OG0010696	282	2	True	False	True	True	0	1
Tlei_v1.26666-RA	OG0018829	1689	4	True	False	True	True	0	1
Tlei_v1.12919-RA	OG0003251	735	6	True	False	True	True	0	1
Tlei_v1.12914-RA	OG0003251	735	6	True	False	True	True	0	1
Tlei_v1.12925-RA	OG0003250	312	2	True	False	True	True	0	1
Tlei_v1.26049-RA	OG0004977	927	10	False	True	True	True	0	1
Tlei_v1.12913-RA	OG0003254	444	2	True	False	True	True	0	0.192457737321196
Tlei_v1.00224-RA	OG0012440	3462	15	True	False	True	True	0	1
Tlei_v1.00230-RA	OG0012441	828	1	True	False	True	True	0	1
Tlei_v1.00219-RA	OG0012443	1419	2	True	False	True	True	0	1
Tlei_v1.13913-RA	OG0002878	252	2	True	False	True	True	1	1
Tlei_v1.13912-RA	OG0002878	252	2	True	False	True	True	1	1
Tlei_v1.07445-RA	OG0002878	252	2	True	False	True	True	1	1
Tlei_v1.07484-RA	OG0002878	174	2	False	True	True	True	1	0.69047619047619
Tlei_v1.02885-RA	OG0002878	210	3	False	False	True	False	0	0.833333333333333
Tlei_v1.13536-RA	OG0002879	228	2	False	False	True	True	1	0.266666666666667
Tlei_v1.15245-RA	OG0002879	249	3	False	True	True	True	0	0.291228070175439
Tlei_v1.05106-RA	OG0002879	795	3	True	False	True	True	0	0.929824561403509
Tlei_v1.19801-RA	OG0007411	1056	1	True	False	True	True	0	1
Tlei_v1.15826-RA	OG0010371	618	2	True	False	True	True	0	1
Tlei_v1.19797-RA	OG0007415	849	1	True	False	True	True	0	1
Tlei_v1.07592-RA	OG0002876	783	6	False	False	True	True	2	0.752161383285303
Tlei_v1.14965-RA	OG0002876	213	4	False	True	True	True	4	0.204610951008646
Tlei_v1.24691-RA	OG0016534	1011	8	False	True	True	True	0	1
Tlei_v1.12326-RA	OG0016534	660	4	False	True	True	True	4	0.652818991097923
Tlei_v1.18786-RA	OG0016534	537	4	False	True	True	True	4	0.531157270029674
Tlei_v1.15825-RA	OG0010372	1053	13	False	True	True	True	0	1
Tlei_v1.23298-RA	OG0016536	387	1	False	True	False	False	1	0.617224880382775
Tlei_v1.19400-RA	OG0016536	564	1	True	False	False	False	1	0.899521531100478
Tlei_v1.30945-RA	OG0009207	777	1	True	False	True	True	0	1
Tlei_v1.22716-RB	OG0000698	1185	7	True	False	True	True	4	0.461448598130841
Tlei_v1.13195-RA	OG0000698	1422	4	True	False	True	True	7	0.553738317757009
Tlei_v1.24996-RA	OG0000698	1773	6	True	False	True	True	5	0.690420560747664
Tlei_v1.12280-RA	OG0000698	1173	2	True	False	True	True	9	0.456775700934579
Tlei_v1.01085-RA	OG0000699	909	4	True	False	False	True	0	0.940993788819876
Tlei_v1.15122-RA	OG0000699	705	4	True	False	False	False	0	0.729813664596273
Tlei_v1.23300-RA	OG0000699	966	4	False	False	False	True	0	1
Tlei_v1.14056-RA	OG0000699	771	2	True	False	False	False	2	0.798136645962733
Tlei_v1.23814-RA	OG0011571	1125	6	True	False	True	True	0	1
Tlei_v1.24508-RA	OG0000692	2556	4	False	False	True	True	2	1
Tlei_v1.24541-RA	OG0000692	1767	6	False	True	True	True	0	0.69131455399061
Tlei_v1.22900-RA	OG0000692	1656	2	False	False	False	False	4	0.647887323943662
Tlei_v1.22082-RA	OG0000692	1731	2	False	True	False	False	4	0.677230046948357
Tlei_v1.03205-RA	OG0000692	2178	3	True	False	True	False	3	0.852112676056338
Tlei_v1.03388-RA	OG0000692	1017	2	True	False	False	True	4	0.397887323943662
Tlei_v1.11167-RA	OG0000692	2556	3	True	False	True	True	3	1
Tlei_v1.10213-RA	OG0000692	1542	1	True	False	False	False	5	0.603286384976526
Tlei_v1.27383-RA	OG0000693	324	2	False	True	False	True	3	0.463519313304721
Tlei_v1.10303-RA	OG0000693	288	2	False	True	True	True	3	0.412017167381974
Tlei_v1.08757-RA	OG0000693	201	2	False	True	True	True	3	0.28755364806867
Tlei_v1.05710-RB	OG0000691	327	4	True	False	True	True	20	0.156384505021521
Tlei_v1.29806-RA	OG0000691	2091	24	False	True	True	True	0	1
Tlei_v1.24905-RA	OG0000691	459	2	False	True	True	True	22	0.219512195121951
Tlei_v1.23426-RA	OG0000691	324	2	False	True	True	True	22	0.154949784791966
Tlei_v1.16453-RB	OG0000691	351	5	False	False	True	True	19	0.167862266857963
Tlei_v1.04449-RA	OG0000691	228	5	False	False	True	True	19	0.109038737446198
Tlei_v1.10202-RA	OG0000691	393	5	False	False	True	True	19	0.187948350071736
Tlei_v1.09376-RA	OG0000696	831	2	True	False	False	False	2	0.664268585131894
Tlei_v1.21225-RA	OG0000696	1251	2	False	True	True	True	2	1
Tlei_v1.22644-RA	OG0000696	660	2	False	True	False	True	2	0.52757793764988
Tlei_v1.09377-RA	OG0000696	894	3	False	True	False	False	1	0.71462829736211
Tlei_v1.12378-RA	OG0000696	768	3	False	True	False	False	1	0.613908872901679
Tlei_v1.12415-RB	OG0000697	423	2	False	False	False	False	1	0.992957746478873
Tlei_v1.12213-RB	OG0000697	423	2	False	False	False	False	1	0.992957746478873
Tlei_v1.27873-RB	OG0000697	423	2	False	False	True	True	1	0.992957746478873
Tlei_v1.19382-RA	OG0000697	333	3	True	False	False	True	0	0.78169014084507
Tlei_v1.04641-RA	OG0000697	201	3	False	True	True	True	0	0.471830985915493
Tlei_v1.21780-RA	OG0000697	426	2	False	True	True	True	1	1
Tlei_v1.27869-RA	OG0000697	234	2	False	True	False	True	1	0.549295774647887
Tlei_v1.24451-RA	OG0000697	225	2	True	False	True	True	1	0.528169014084507
Tlei_v1.10750-RB	OG0000694	231	2	False	True	False	True	0	0.636363636363636
Tlei_v1.10518-RA	OG0000694	201	2	True	False	True	True	0	0.553719008264463
Tlei_v1.15204-RA	OG0000694	363	1	True	False	True	True	1	1
Tlei_v1.31705-RA	OG0000694	150	2	False	True	True	True	0	0.413223140495868
Tlei_v1.15499-RA	OG0000694	174	2	True	False	True	True	0	0.479338842975207
Tlei_v1.15500-RA	OG0000694	315	2	True	False	True	True	0	0.867768595041322
Tlei_v1.15134-RA	OG0000695	159	2	False	True	False	False	0	0.883333333333333
Tlei_v1.02462-RA	OG0000695	159	2	False	True	False	True	0	0.883333333333333
Tlei_v1.08950-RA	OG0000695	159	2	False	True	False	False	0	0.883333333333333
Tlei_v1.04481-RA	OG0000695	159	2	False	True	False	False	0	0.883333333333333
Tlei_v1.10708-RA	OG0000695	165	2	False	True	False	False	0	0.916666666666667
Tlei_v1.10693-RA	OG0000695	180	2	False	True	False	False	0	1
Tlei_v1.11843-RA	OG0000695	180	2	False	True	False	False	0	1
Tlei_v1.00518-RA	OG0000695	180	2	False	True	False	False	0	1
Tlei_v1.00338-RA	OG0000695	180	2	False	True	False	False	0	1
Tlei_v1.15823-RA	OG0010373	1500	1	True	False	True	True	0	1
Tlei_v1.20092-RA	OG0016532	249	2	True	False	True	True	0	1
Tlei_v1.18777-RA	OG0016532	249	2	True	False	True	True	0	1
Tlei_v1.24203-RA	OG0016532	249	2	True	False	True	True	0	1
Tlei_v1.03796-RA	OG0013620	876	1	True	False	True	True	0	1
Tlei_v1.21647-RA	OG0007930	2805	2	True	False	True	True	0	1
Tlei_v1.09300-RA	OG0019264	210	1	True	False	True	True	0	1
Tlei_v1.21076-RA	OG0013522	702	9	False	True	True	True	0	1
Tlei_v1.21767-RA	OG0008004	2088	13	True	False	True	True	0	1
Tlei_v1.16652-RA	OG0019266	411	1	False	True	True	True	0	1
Tlei_v1.22879-RA	OG0013017	1224	10	True	False	True	True	0	1
Tlei_v1.10146-RA	OG0019641	774	1	False	True	True	False	0	1
Tlei_v1.29550-RA	OG0014446	1950	1	True	False	True	True	0	1
Tlei_v1.01728-RA	OG0006098	1092	1	True	False	True	True	0	1
Tlei_v1.08714-RA	OG0015791	882	1	True	False	True	True	0	1
Tlei_v1.21070-RA	OG0014359	1422	7	False	True	True	True	0	1
Tlei_v1.13069-RA	OG0016740	1305	1	True	False	True	True	0	1
Tlei_v1.11553-RB	OG0019276	741	7	True	False	True	True	0	1
Tlei_v1.28292-RA	OG0010025	3351	9	True	False	True	True	0	1
Tlei_v1.28293-RA	OG0010026	1986	9	False	True	True	True	0	1
Tlei_v1.28283-RA	OG0010020	204	1	True	False	True	True	0	1
Tlei_v1.28278-RA	OG0010021	966	8	False	True	True	True	0	1
Tlei_v1.28299-RA	OG0010023	1932	5	True	False	True	True	0	1
Tlei_v1.12846-RA	OG0012870	396	1	True	False	True	True	0	1
Tlei_v1.12833-RA	OG0012873	498	1	True	False	True	True	0	1
Tlei_v1.12832-RA	OG0012872	1062	4	True	False	True	True	0	1
Tlei_v1.12821-RA	OG0012875	351	1	True	False	True	True	0	1
Tlei_v1.12808-RA	OG0012878	333	1	True	False	True	True	0	1
Tlei_v1.11799-RA	OG0019273	300	2	False	True	True	True	0	1
Tlei_v1.10573-RA	OG0005318	630	5	True	False	True	True	0	1
Tlei_v1.06937-RA	OG0008996	333	1	True	False	True	True	0	1
Tlei_v1.06157-RA	OG0005310	1329	8	False	True	True	True	0	1
Tlei_v1.18506-RA	OG0005314	891	5	True	False	True	True	0	1
Tlei_v1.22794-RB	OG0012189	1053	4	True	False	True	True	0	1
Tlei_v1.02694-RA	OG0014780	3201	19	False	True	True	True	0	1
Tlei_v1.12748-RA	OG0003415	1701	8	True	False	True	True	0	1
Tlei_v1.21847-RA	OG0003417	699	2	True	False	True	True	0	1
Tlei_v1.23422-RA	OG0004370	2658	3	True	False	True	True	0	1
Tlei_v1.09467-RA	OG0009862	1341	10	True	False	True	True	0	1
Tlei_v1.09462-RA	OG0009861	3051	1	True	False	True	True	0	1
Tlei_v1.24381-RA	OG0008199	1080	1	True	False	True	True	0	1
Tlei_v1.09600-RA	OG0013542	1440	3	True	False	True	True	0	1
Tlei_v1.21397-RA	OG0016429	1494	2	True	False	True	True	0	1
Tlei_v1.01792-RA	OG0004199	843	1	True	False	True	True	0	1
Tlei_v1.17495-RA	OG0017307	606	1	True	False	False	True	0	1
Tlei_v1.26338-RA	OG0014471	1758	1	True	False	True	True	0	1
Tlei_v1.24890-RA	OG0018063	489	2	False	True	True	True	0	1
Tlei_v1.04981-RA	OG0011377	1947	2	True	False	True	True	0	1
Tlei_v1.04990-RA	OG0011375	666	7	True	False	True	True	0	1
Tlei_v1.04979-RA	OG0011374	1614	1	True	False	True	True	0	1
Tlei_v1.05001-RA	OG0011371	1689	3	True	False	True	True	0	1
Tlei_v1.04993-RA	OG0011370	1710	1	True	False	True	True	0	1
Tlei_v1.05472-RA	OG0019561	549	3	True	False	True	True	0	1
Tlei_v1.12439-RA	OG0019252	489	1	True	False	True	True	0	1
Tlei_v1.25598-RA	OG0008900	636	4	False	True	True	True	0	1
Tlei_v1.17401-RA	OG0017301	468	2	True	False	True	True	0	1
Tlei_v1.21151-RA	OG0013446	240	1	True	False	False	False	0	1
Tlei_v1.08435-RA	OG0000508	1068	3	True	False	True	True	0	0.997198879551821
Tlei_v1.21581-RA	OG0000502	3441	2	True	False	True	True	0	1
Tlei_v1.21576-RA	OG0000502	2541	1	True	False	True	True	1	0.7384481255449
Tlei_v1.21580-RA	OG0000502	2544	1	True	False	True	True	1	0.739319965126417
Tlei_v1.09602-RA	OG0013546	1302	1	True	False	True	True	0	1
Tlei_v1.24469-RA	OG0000506	1095	2	False	True	True	True	0	1
Tlei_v1.22077-RA	OG0000504	1455	5	True	False	True	True	0	0.501551189245088
Tlei_v1.18936-RA	OG0001119	150	3	True	False	True	True	20	0.0174947515745276
Tlei_v1.12394-RA	OG0013833	945	6	True	False	True	True	0	1
Tlei_v1.03891-RA	OG0009815	900	5	True	False	True	True	0	1
Tlei_v1.12399-RA	OG0013831	1494	6	True	False	True	True	0	1
Tlei_v1.06410-RA	OG0001112	1044	2	True	False	True	True	0	1
Tlei_v1.06414-RA	OG0001112	1035	2	True	False	True	True	0	0.991379310344828
Tlei_v1.06407-RA	OG0001112	1035	2	True	False	True	True	0	0.991379310344828
Tlei_v1.24586-RA	OG0001113	1983	8	True	False	True	True	2	0.66633064516129
Tlei_v1.25210-RA	OG0001117	1086	4	False	True	True	True	0	1
Tlei_v1.25213-RA	OG0001117	1032	4	False	True	True	True	0	0.950276243093923
Tlei_v1.10769-RA	OG0001114	1971	3	False	True	True	True	0	1
Tlei_v1.15553-RA	OG0001115	3630	25	False	True	True	True	0	1
Tlei_v1.15552-RC	OG0001115	3015	19	False	False	True	True	6	0.830578512396694
Tlei_v1.15532-RA	OG0001115	1416	9	True	False	True	True	16	0.390082644628099
Tlei_v1.17424-RA	OG0017303	435	1	True	False	False	True	0	1
Tlei_v1.24937-RA	OG0018067	276	3	True	False	True	True	0	1
Tlei_v1.03777-RA	OG0004884	1422	2	True	False	True	False	0	1
Tlei_v1.09909-RA	OG0011745	2688	16	True	False	True	True	0	1
Tlei_v1.02766-RA	OG0000446	291	1	False	True	False	False	4	0.248717948717949
Tlei_v1.31967-RA	OG0000442	2055	1	True	False	True	True	8	1
Tlei_v1.03802-RA	OG0019760	537	1	True	False	True	True	0	1
Tlei_v1.03016-RA	OG0019760	537	1	True	False	False	True	0	1
Tlei_v1.01194-RA	OG0018482	528	1	True	False	True	True	0	1
Tlei_v1.09205-RA	OG0000449	420	2	True	False	True	True	13	0.163170163170163
Tlei_v1.27119-RA	OG0017435	1137	2	True	False	True	True	0	1
Tlei_v1.16956-RA	OG0015815	207	1	True	False	True	False	0	1
Tlei_v1.20735-RA	OG0009413	459	2	True	False	True	True	0	1
Tlei_v1.31913-RA	OG0000999	1146	8	False	False	True	True	7	0.471604938271605
Tlei_v1.31911-RA	OG0000999	2430	15	True	False	True	True	0	1
Tlei_v1.08172-RA	OG0000998	1434	2	True	False	True	True	0	0.989648033126294
Tlei_v1.24012-RA	OG0000994	696	5	False	True	True	True	2	0.745980707395498
Tlei_v1.24199-RA	OG0000991	714	2	True	False	True	True	0	1
Tlei_v1.24200-RA	OG0000991	612	1	True	False	True	True	1	0.857142857142857
Tlei_v1.28858-RA	OG0010565	1686	15	True	False	True	True	0	1
Tlei_v1.00081-RA	OG0012504	423	1	True	False	True	True	0	1
Tlei_v1.17199-RA	OG0012056	348	1	True	False	True	True	0	1
Tlei_v1.21129-RA	OG0013454	2229	1	True	False	True	True	0	1
Tlei_v1.21120-RA	OG0013456	345	1	True	False	True	True	0	1
Tlei_v1.25951-RA	OG0013459	1641	14	True	False	True	True	0	1
Tlei_v1.12579-RA	OG0010907	2487	15	False	True	True	True	0	1
Tlei_v1.12566-RA	OG0010905	2604	1	True	False	True	True	0	1
Tlei_v1.12588-RA	OG0010908	510	1	True	False	True	True	0	1
Tlei_v1.30576-RA	OG0016605	585	1	True	False	True	True	0	1
Tlei_v1.01678-RA	OG0006123	771	1	True	False	True	True	0	1
Tlei_v1.19689-RA	OG0007355	1440	12	False	True	True	True	0	1
Tlei_v1.19819-RA	OG0018210	312	1	True	False	True	True	0	1
Tlei_v1.11536-RA	OG0016601	246	1	False	True	True	False	0	1
Tlei_v1.28710-RA	OG0010293	1404	1	False	False	True	True	0	1
Tlei_v1.09364-RA	OG0009912	1362	5	True	False	True	True	0	1
Tlei_v1.07801-RA	OG0014528	1338	3	True	False	True	True	0	1
Tlei_v1.28715-RB	OG0010292	765	5	True	False	True	True	0	1
Tlei_v1.06639-RA	OG0009660	441	2	True	False	True	True	0	1
Tlei_v1.28705-RA	OG0010296	1704	1	True	False	True	True	0	1
Tlei_v1.01841-RA	OG0006690	288	1	True	False	True	True	0	1
Tlei_v1.01837-RA	OG0006693	1362	3	False	True	True	True	0	1
Tlei_v1.28706-RA	OG0010294	2391	15	False	True	True	True	0	1
Tlei_v1.27533-RA	OG0006698	1155	1	True	False	True	True	0	1
Tlei_v1.16796-RA	OG0014598	1779	7	True	False	True	True	0	1
Tlei_v1.21884-RA	OG0019670	525	2	True	False	True	True	0	1
Tlei_v1.09372-RA	OG0009910	1545	2	True	False	True	True	0	1
Tlei_v1.06481-RA	OG0019671	222	2	False	True	True	True	0	0.770833333333333
Tlei_v1.21893-RA	OG0019671	288	2	False	True	True	True	0	1
Tlei_v1.19693-RA	OG0007358	732	1	True	False	True	True	0	1
Tlei_v1.22388-RA	OG0019677	159	2	True	False	True	True	0	1
Tlei_v1.22389-RA	OG0019677	159	2	True	False	True	True	0	1
Tlei_v1.12393-RA	OG0013834	936	1	True	False	True	True	0	1
Tlei_v1.22044-RA	OG0019675	351	2	True	False	True	True	0	0.696428571428571
Tlei_v1.26213-RA	OG0014022	1326	2	True	False	True	True	0	1
Tlei_v1.19229-RA	OG0005761	930	3	True	False	True	True	0	1
Tlei_v1.19215-RA	OG0005760	846	2	False	True	True	True	0	1
Tlei_v1.19234-RA	OG0005764	1737	1	True	False	True	True	0	1
Tlei_v1.19245-RA	OG0005769	1365	1	True	False	True	True	0	1
Tlei_v1.31752-RA	OG0018273	324	1	True	False	True	True	0	1
Tlei_v1.31017-RA	OG0001470	2067	1	True	False	True	True	0	0.978693181818182
Tlei_v1.31023-RA	OG0001470	2112	1	True	False	True	True	0	1
Tlei_v1.17085-RA	OG0011985	429	3	True	False	True	True	0	1
Tlei_v1.31188-RB	OG0009100	4314	32	True	False	True	True	0	1
Tlei_v1.31177-RA	OG0009104	1329	6	True	False	True	True	0	1
Tlei_v1.05698-RA	OG0007616	1113	4	True	False	True	True	0	1
Tlei_v1.06564-RA	OG0019498	384	1	False	False	True	True	0	1
Tlei_v1.10699-RA	OG0005104	657	4	False	True	True	True	6	0.463983050847458
Tlei_v1.02695-RA	OG0005107	1311	7	False	True	True	True	0	1
Tlei_v1.10713-RA	OG0005103	639	1	True	False	True	True	0	1
Tlei_v1.14190-RA	OG0011075	1752	15	False	True	True	True	0	1
Tlei_v1.22351-RA	OG0018060	189	2	True	False	False	True	0	1
Tlei_v1.22737-RA	OG0012157	2142	3	True	False	True	True	0	1
Tlei_v1.31135-RA	OG0018333	273	2	False	True	True	False	0	1
Tlei_v1.19375-RA	OG0013319	606	4	False	True	True	True	1	0.7890625
Tlei_v1.19378-RA	OG0013319	768	5	False	True	True	True	0	1
Tlei_v1.12122-RA	OG0014609	1641	7	False	True	True	True	0	1
Tlei_v1.20278-RA	OG0014977	1317	12	False	True	True	True	0	1
Tlei_v1.22693-RA	OG0019494	447	1	True	False	True	True	0	1
Tlei_v1.22636-RA	OG0019495	240	2	True	False	True	True	0	1
Tlei_v1.31618-RA	OG0009473	588	7	True	False	True	True	0	1
Tlei_v1.17070-RA	OG0011981	753	2	True	False	True	True	0	1
Tlei_v1.03655-RA	OG0015311	339	1	True	False	True	True	0	1
Tlei_v1.31608-RA	OG0009475	645	1	True	False	True	True	0	1
Tlei_v1.23361-RA	OG0015170	2052	12	True	False	True	True	0	1
Tlei_v1.24393-RA	OG0015315	750	1	True	False	True	True	0	1
Tlei_v1.27645-RA	OG0018598	459	1	True	False	True	True	0	1
Tlei_v1.31609-RA	OG0009477	1434	1	True	False	True	True	0	1
Tlei_v1.27634-RA	OG0018596	159	2	True	False	True	True	0	1
