Gene_id	orthogroup	CDS_length	exon_count	startcodon	stopcodon	expressed_Tfas	expressed_Tlei	diff_largest_exon_count	diff_longest_CDS
Tlei_v1.17229-RA	OG0012074	204	1	True	True	True	True	0	1.0
Tfasc_v1.10135-RA	OG0000303	3597	8	False	True	True	True	0	0.8257575757575758
Tfasc_v1.10635-RA	OG0000303	3756	3	True	True	True	True	5	0.8622589531680441
Tfasc_v1.10688-RA	OG0000303	4356	5	True	True	True	True	3	1.0
Tfasc_v1.10148-RA	OG0000303	3846	7	True	True	True	True	1	0.8829201101928374
Tlei_v1.24735-RA	OG0000303	3834	6	True	False	True	True	7	0.7307032590051458
Tlei_v1.24881-RA	OG0000303	4677	4	True	False	True	True	9	0.89136649514008
Tlei_v1.24848-RA	OG0000303	4296	3	True	False	True	True	10	0.8187535734705546
Tlei_v1.25262-RA	OG0000303	4014	5	False	False	True	True	8	0.7650085763293311
Tlei_v1.25280-RA	OG0000303	4374	13	True	False	True	True	0	0.8336192109777015
Tlei_v1.25264-RA	OG0000303	4452	4	True	False	True	True	9	0.8484848484848485
Tlei_v1.24864-RA	OG0000303	5247	7	True	False	True	True	6	1.0
Tlei_v1.07053-RA	OG0000303	357	1	True	True	True	True	12	0.06803887935963408
Tlei_v1.25274-RA	OG0000303	2610	1	True	True	True	True	12	0.4974271012006861
Tlei_v1.25257-RA	OG0000303	4620	9	True	False	True	True	4	0.8805031446540881
Tfasc_v1.21485-RA	OG0012076	750	7	True	True	True	True	0	1.0
Tlei_v1.17245-RA	OG0012076	759	5	True	True	True	True	0	1.0
Tfasc_v1.14601-RA	OG0014938	2661	22	True	True	True	True	0	1.0
Tlei_v1.21368-RA	OG0014938	2676	18	True	True	True	True	0	1.0
Tfasc_v1.06170-RA	OG0006209	1962	3	True	True	True	True	0	1.0
Tlei_v1.01476-RA	OG0006209	2778	4	True	True	True	True	0	1.0
Tfasc_v1.06176-RA	OG0006208	1650	2	True	True	True	True	0	1.0
Tlei_v1.01482-RA	OG0006208	1743	1	True	False	True	True	0	1.0
Tfasc_v1.06175-RA	OG0006207	495	2	True	True	True	True	0	1.0
Tlei_v1.01480-RA	OG0006207	492	2	True	False	True	True	0	1.0
Tfasc_v1.06187-RA	OG0006206	540	5	True	True	True	True	0	1.0
Tlei_v1.01494-RA	OG0006206	558	3	True	False	True	True	0	1.0
Tfasc_v1.06203-RA	OG0006205	1251	6	True	True	True	True	0	1.0
Tlei_v1.01508-RA	OG0006205	825	3	False	True	True	True	0	1.0
Tfasc_v1.06199-RA	OG0006204	4245	22	True	True	True	True	0	1.0
Tlei_v1.01503-RA	OG0006204	4041	18	True	True	True	True	0	1.0
Tfasc_v1.06551-RA	OG0005005	624	1	True	True	True	True	0	1.0
Tlei_v1.14432-RA	OG0005005	639	1	True	False	True	True	0	1.0
Tfasc_v1.06200-RA	OG0006202	1071	7	True	True	True	True	0	1.0
Tlei_v1.01504-RA	OG0006202	1071	7	True	True	True	True	0	1.0
Tfasc_v1.06197-RA	OG0006201	1050	8	True	True	True	True	0	1.0
Tlei_v1.01501-RA	OG0006201	1050	8	True	True	True	True	0	1.0
Tfasc_v1.06202-RA	OG0006200	447	2	True	True	True	True	0	1.0
Tlei_v1.01506-RA	OG0006200	261	2	True	True	True	True	0	1.0
Tfasc_v1.24981-RA	OG0009606	885	5	True	True	True	True	0	1.0
Tlei_v1.28680-RA	OG0009606	1026	6	True	True	True	True	0	1.0
Tfasc_v1.19233-RA	OG0015868	1749	7	True	True	True	True	0	1.0
Tlei_v1.16158-RA	OG0015868	1764	8	True	True	True	True	0	1.0
Tfasc_v1.11691-RA	OG0013478	903	8	True	True	True	True	0	1.0
Tlei_v1.11426-RA	OG0013478	1083	10	True	True	True	True	0	1.0
Tfasc_v1.11684-RA	OG0013479	1206	4	True	True	True	True	0	1.0
Tlei_v1.11436-RA	OG0013479	798	4	True	True	True	True	0	1.0
Tfasc_v1.11686-RA	OG0013476	2979	5	True	True	True	True	0	1.0
Tlei_v1.11433-RA	OG0013476	3021	6	True	True	True	True	0	1.0
Tfasc_v1.11687-RB	OG0013477	1851	19	True	True	True	True	0	1.0
Tlei_v1.11432-RA	OG0013477	1938	20	True	True	True	True	0	1.0
Tfasc_v1.11703-RA	OG0013474	1191	12	True	True	True	True	0	1.0
Tlei_v1.11414-RA	OG0013474	1212	13	True	True	True	True	0	1.0
Tfasc_v1.11693-RA	OG0013475	1170	8	True	True	True	True	0	1.0
Tlei_v1.11424-RA	OG0013475	1083	7	True	True	True	True	0	1.0
Tfasc_v1.11702-RA	OG0013472	1017	3	True	True	True	True	0	1.0
Tlei_v1.11415-RA	OG0013472	1002	4	True	True	True	True	0	1.0
Tfasc_v1.11704-RA	OG0013473	1002	8	True	True	True	True	0	1.0
Tlei_v1.11413-RA	OG0013473	975	8	True	True	True	True	0	1.0
Tfasc_v1.11710-RA	OG0013470	354	2	True	True	True	True	0	1.0
Tlei_v1.11406-RA	OG0013470	228	2	True	False	True	True	0	1.0
Tfasc_v1.11709-RA	OG0013471	945	10	True	True	True	True	0	1.0
Tlei_v1.11407-RA	OG0013471	945	9	True	True	True	True	0	1.0
Tfasc_v1.10925-RA	OG0010921	825	5	False	True	True	True	0	1.0
Tlei_v1.12598-RA	OG0010921	825	6	True	False	True	True	0	1.0
Tfasc_v1.10930-RA	OG0010920	1683	13	True	True	True	True	0	1.0
Tlei_v1.12593-RA	OG0010920	1683	12	True	True	True	True	0	1.0
Tfasc_v1.10903-RA	OG0010923	6600	13	True	True	True	True	0	1.0
Tlei_v1.12618-RA	OG0010923	6900	17	True	False	True	True	0	1.0
Tfasc_v1.10926-RA	OG0010922	621	1	True	True	True	True	0	1.0
Tlei_v1.12597-RA	OG0010922	615	1	True	False	True	True	0	1.0
Tfasc_v1.26952-RA	OG0015737	915	4	True	True	True	True	0	1.0
Tlei_v1.28588-RA	OG0015737	990	4	True	True	True	True	0	1.0
Tfasc_v1.10902-RA	OG0010924	423	2	True	True	True	True	0	1.0
Tlei_v1.12619-RA	OG0010924	420	2	True	False	True	True	0	1.0
Tfasc_v1.10910-RA	OG0010927	2118	11	True	True	True	True	0	1.0
Tlei_v1.12612-RA	OG0010927	2250	13	True	True	True	True	0	1.0
Tfasc_v1.10916-RA	OG0010926	735	1	True	True	True	True	0	1.0
Tlei_v1.12606-RA	OG0010926	774	1	True	False	True	True	0	1.0
Tfasc_v1.10917-RA	OG0010929	624	5	True	True	True	True	0	1.0
Tlei_v1.12605-RA	OG0010929	624	5	True	True	True	True	0	1.0
Tfasc_v1.10915-RA	OG0010928	1062	11	True	True	True	True	0	1.0
Tlei_v1.12607-RA	OG0010928	1065	9	True	True	True	True	0	1.0
Tfasc_v1.06555-RA	OG0005006	819	2	False	True	True	True	0	1.0
Tlei_v1.14435-RA	OG0005006	423	1	True	False	True	True	0	1.0
Tfasc_v1.26941-RA	OG0015738	1200	6	True	True	True	True	0	1.0
Tlei_v1.28581-RA	OG0015738	1257	7	True	True	True	True	0	1.0
Tfasc_v1.06380-RA	OG0006148	2265	16	False	True	True	True	0	1.0
Tlei_v1.01663-RA	OG0006148	2244	17	True	True	True	True	0	1.0
Tfasc_v1.06378-RA	OG0006149	3744	9	True	True	True	True	0	1.0
Tlei_v1.01661-RA	OG0006149	3885	8	True	True	True	True	0	1.0
Tfasc_v1.17773-RA	OG0017593	429	2	True	True	False	False	0	1.0
Tlei_v1.12057-RA	OG0017592	414	2	False	True	True	True	0.0	1.0
Tlei_v1.31850-RA	OG0017595	825	3	True	True	True	True	0.0	1.0
Tfasc_v1.25987-RA	OG0015316	729	1	True	True	False	True	0	1.0
Tlei_v1.27667-RA	OG0015316	726	1	True	False	True	True	0	1.0
Tlei_v1.31919-RA	OG0017597	801	3	True	False	True	True	0.0	1.0
Tfasc_v1.25770-RA	OG0017596	228	1	False	True	False	True	0	1.0
Tfasc_v1.06383-RA	OG0006140	1572	1	True	True	True	True	0	1.0
Tlei_v1.01667-RA	OG0006140	1569	1	True	False	True	True	0	1.0
Tfasc_v1.06369-RA	OG0006141	3957	4	True	True	True	True	0	1.0
Tlei_v1.01650-RA	OG0006141	3801	4	True	True	True	True	0	1.0
Tfasc_v1.06381-RA	OG0006142	1512	4	True	False	True	True	0	1.0
Tlei_v1.01664-RA	OG0006142	1551	5	True	True	True	True	0	1.0
Tfasc_v1.06372-RA	OG0006143	2046	5	True	True	True	True	0	1.0
Tlei_v1.01655-RA	OG0006143	2205	7	True	True	True	True	0	1.0
Tfasc_v1.06382-RA	OG0006144	1650	5	True	True	True	True	0	1.0
Tlei_v1.01665-RA	OG0006144	1653	5	True	True	True	True	0	1.0
Tfasc_v1.06374-RA	OG0006145	1371	1	True	True	True	True	0	1.0
Tlei_v1.01657-RA	OG0006145	1368	1	True	False	True	True	0	1.0
Tfasc_v1.06379-RA	OG0006146	1068	9	True	True	True	True	0	1.0
Tlei_v1.01662-RA	OG0006146	1155	9	True	True	True	True	0	1.0
Tfasc_v1.06375-RA	OG0006147	3750	1	True	True	True	True	0	1.0
Tlei_v1.01658-RA	OG0006147	3762	1	True	True	True	True	0	1.0
Tfasc_v1.15846-RA	OG0016181	261	2	True	True	True	True	3	0.6692307692307692
Tfasc_v1.15847-RA	OG0016181	390	5	True	True	True	True	0	1.0
Tfasc_v1.21942-RB	OG0016181	219	3	True	True	True	True	2	0.5615384615384615
Tfasc_v1.21934-RA	OG0016180	1782	2	True	True	True	True	0	0.9867109634551495
Tfasc_v1.21936-RA	OG0016180	1806	2	True	True	True	True	0	1.0
Tlei_v1.20474-RA	OG0016180	1806	2	True	True	True	True	0	1.0
Tfasc_v1.22030-RA	OG0016183	216	5	True	True	True	True	4	0.46153846153846156
Tfasc_v1.29864-RB	OG0016183	468	9	True	True	True	True	0	1.0
Tfasc_v1.26999-RA	OG0016183	249	7	True	True	True	True	2	0.532051282051282
Tfasc_v1.14824-RA	OG0016182	981	9	True	True	True	True	0	1.0
Tfasc_v1.21986-RA	OG0016182	363	5	True	True	True	True	4	0.37003058103975534
Tlei_v1.21566-RA	OG0016182	975	9	True	True	True	True	0	1.0
Tfasc_v1.28509-RA	OG0013402	525	2	True	True	True	True	0	1.0
Tlei_v1.04489-RA	OG0013402	525	1	False	True	True	True	0	1.0
Tfasc_v1.22039-RA	OG0016184	789	11	False	True	True	True	0	1.0
Tfasc_v1.22043-RA	OG0016184	570	4	False	False	True	True	7	0.7224334600760456
Tlei_v1.07725-RA	OG0016184	165	2	False	True	True	True	0	1.0
Tfasc_v1.17454-RA	OG0014458	1320	9	True	True	True	True	0	1.0
Tlei_v1.26361-RA	OG0014458	1320	9	True	True	True	True	0	1.0
Tfasc_v1.22161-RA	OG0016186	195	4	False	True	True	True	3	0.6190476190476191
Tfasc_v1.00753-RA	OG0016186	210	5	False	True	True	True	2	0.6666666666666666
Tfasc_v1.13574-RA	OG0016186	315	7	False	True	True	True	0	1.0
Tfasc_v1.05737-RA	OG0016189	321	7	True	True	True	True	0	0.5023474178403756
Tfasc_v1.22617-RA	OG0016189	639	5	True	True	True	True	2	1.0
Tfasc_v1.21248-RA	OG0016189	381	7	True	True	True	True	0	0.596244131455399
Tfasc_v1.16552-RA	OG0016188	729	5	True	True	True	True	0	1.0
Tfasc_v1.22519-RA	OG0016188	321	4	True	True	True	True	1	0.4403292181069959
Tfasc_v1.08818-RA	OG0016188	393	4	True	True	True	True	1	0.5390946502057613
Tfasc_v1.24988-RA	OG0009604	930	5	True	True	True	True	0	1.0
Tlei_v1.28686-RA	OG0009604	939	17	True	True	True	True	0	1.0
Tfasc_v1.03788-RB	OG0014211	1947	15	True	True	True	True	0	1.0
Tlei_v1.09190-RA	OG0014211	1911	14	True	True	True	True	0	1.0
Tfasc_v1.28884-RA	OG0010239	1653	3	True	True	True	True	0	1.0
Tlei_v1.28807-RA	OG0010239	1632	3	True	True	True	True	0	1.0
Tfasc_v1.06863-RA	OG0019081	501	2	True	True	True	True	0	1.0
Tlei_v1.14719-RA	OG0019081	501	2	True	True	True	True	0	1.0
Tfasc_v1.17912-RA	OG0019352	837	4	True	True	False	True	0	1.0
Tlei_v1.04366-RA	OG0019352	675	4	True	False	True	True	0	1.0
Tfasc_v1.24851-RA	OG0005000	681	2	True	True	True	True	0	1.0
Tlei_v1.26186-RA	OG0005000	645	2	True	True	True	True	0	1.0
Tfasc_v1.24986-RA	OG0009605	1452	10	True	True	True	True	0	1.0
Tlei_v1.28685-RA	OG0009605	1368	10	True	True	True	True	0	1.0
Tfasc_v1.03540-RA	OG0009848	351	1	True	True	True	True	0	1.0
Tlei_v1.09499-RA	OG0009848	348	1	True	False	True	True	0	1.0
Tfasc_v1.19707-RA	OG0019520	189	3	False	True	True	True	0	1.0
Tlei_v1.06125-RA	OG0019520	360	4	False	True	True	True	0	1.0
Tfasc_v1.24218-RA	OG0008878	1875	6	True	True	True	True	0	1.0
Tlei_v1.25564-RA	OG0008878	1542	7	True	True	True	True	0	1.0
Tfasc_v1.24211-RA	OG0008879	357	1	True	True	True	True	0	1.0
Tlei_v1.25557-RA	OG0008879	348	11	True	True	True	True	0	1.0
Tfasc_v1.24213-RA	OG0008876	1266	3	True	True	True	True	0	1.0
Tfasc_v1.24214-RA	OG0008876	1092	2	True	True	True	True	1	0.8625592417061612
Tfasc_v1.24220-RA	OG0008877	1560	12	True	True	True	True	0	1.0
Tlei_v1.25565-RA	OG0008877	1563	12	True	True	True	True	0	1.0
Tfasc_v1.24221-RA	OG0008874	2805	1	True	True	True	True	0	1.0
Tlei_v1.25566-RA	OG0008874	2799	1	True	False	True	True	0	1.0
Tfasc_v1.24212-RA	OG0008875	2844	5	True	True	True	True	0	1.0
Tlei_v1.25558-RA	OG0008875	2850	8	True	True	True	True	0	1.0
Tfasc_v1.24201-RA	OG0008872	540	8	True	True	True	True	0	1.0
Tlei_v1.25553-RA	OG0008872	801	7	True	True	True	True	0	1.0
Tfasc_v1.24200-RA	OG0008873	681	4	True	True	True	True	0	1.0
Tlei_v1.25552-RA	OG0008873	681	4	True	True	True	True	0	1.0
Tfasc_v1.24196-RA	OG0008870	1824	7	True	True	True	True	0	1.0
Tlei_v1.25548-RA	OG0008870	1677	8	True	True	True	True	0	1.0
Tfasc_v1.24199-RA	OG0008871	1908	3	True	True	True	True	0	1.0
Tlei_v1.25551-RA	OG0008871	1911	1	True	False	True	True	0	1.0
Tfasc_v1.02153-RA	OG0013298	1434	7	True	True	True	True	0	1.0
Tlei_v1.27047-RA	OG0013298	1473	7	True	True	True	True	0	1.0
Tfasc_v1.23378-RA	OG0015179	330	1	True	True	True	True	0	1.0
Tlei_v1.23401-RA	OG0015179	699	3	False	False	True	True	0	1.0
Tfasc_v1.25402-RA	OG0018257	690	1	True	True	True	True	0	1.0
Tlei_v1.31642-RA	OG0018257	687	1	True	False	True	True	0	1.0
Tfasc_v1.13980-RA	OG0002928	561	3	True	True	True	True	0	1.0
Tlei_v1.19313-RA	OG0002928	555	3	True	True	True	True	0	1.0
Tfasc_v1.02158-RA	OG0013292	2064	4	True	True	True	True	0	1.0
Tlei_v1.27041-RA	OG0013292	2310	5	True	True	True	True	0	1.0
Tfasc_v1.02165-RA	OG0013293	1095	9	True	True	True	True	0	1.0
Tlei_v1.27036-RB	OG0013293	1233	10	True	False	True	True	0	1.0
Tfasc_v1.24983-RA	OG0009602	2490	5	True	True	True	True	0	1.0
Tlei_v1.28682-RA	OG0009602	2520	5	True	True	True	True	0	1.0
Tfasc_v1.02149-RA	OG0013291	4530	11	True	True	True	True	0	1.0
Tlei_v1.27051-RA	OG0013291	4461	10	True	True	True	True	0	1.0
Tfasc_v1.02155-RA	OG0013296	1869	5	True	True	True	True	0	1.0
Tlei_v1.27045-RA	OG0013296	1950	7	False	True	True	True	0	1.0
Tfasc_v1.02166-RA	OG0013297	1398	5	True	True	True	True	0	1.0
Tlei_v1.27035-RA	OG0013297	1515	6	True	False	True	True	0	1.0
Tfasc_v1.02154-RA	OG0013294	1950	14	True	True	True	True	0	1.0
Tlei_v1.27046-RA	OG0013294	1746	12	True	True	True	True	0	1.0
Tfasc_v1.02162-RA	OG0013295	1071	5	True	True	True	True	0	1.0
Tlei_v1.27037-RA	OG0013295	1431	7	True	False	True	True	0	1.0
Tfasc_v1.12874-RA	OG0014509	1314	13	True	True	True	True	0	1.0
Tlei_v1.10690-RA	OG0014509	1548	15	True	True	True	True	0	1.0
Tfasc_v1.29596-RA	OG0014837	2424	15	True	True	True	True	0	1.0
Tlei_v1.31234-RA	OG0014837	2445	15	True	True	True	True	0	1.0
Tfasc_v1.21491-RA	OG0012077	645	2	True	True	True	True	0	1.0
Tlei_v1.17240-RA	OG0012077	684	1	True	False	True	True	0	1.0
Tfasc_v1.13344-RA	OG0015257	1548	12	True	True	True	True	0	1.0
Tlei_v1.18501-RA	OG0015257	1620	13	True	True	True	True	0	1.0
Tfasc_v1.19803-RA	OG0014890	960	4	False	True	True	True	0	1.0
Tlei_v1.05992-RA	OG0014890	693	2	True	True	True	True	0	1.0
Tfasc_v1.22813-RA	OG0015082	1503	12	True	True	True	True	0	1.0
Tlei_v1.19494-RB	OG0015082	1506	13	True	True	False	True	0	1.0
Tlei_v1.13962-RA	OG0017564	228	2	False	True	False	False	0.0	1.0
Tfasc_v1.24996-RA	OG0009603	9807	41	True	True	True	True	0	1.0
Tlei_v1.28696-RA	OG0009603	390	3	True	True	True	True	0	1.0
Tfasc_v1.20145-RA	OG0019560	1068	10	True	True	True	True	0	1.0
Tlei_v1.05504-RA	OG0019560	543	7	True	True	True	True	0	1.0
Tfasc_v1.29588-RA	OG0014836	852	7	True	True	True	True	0	1.0
Tlei_v1.31240-RA	OG0014836	852	7	True	True	True	True	0	1.0
Tfasc_v1.14006-RA	OG0005789	360	1	True	True	True	False	0	1.0
Tlei_v1.19290-RA	OG0005789	456	3	True	False	True	True	0	1.0
Tfasc_v1.14007-RA	OG0005788	783	3	True	True	True	True	0	1.0
Tlei_v1.19289-RA	OG0005788	2862	5	True	True	True	True	0	1.0
Tfasc_v1.14029-RA	OG0005783	330	2	True	True	True	True	0	1.0
Tlei_v1.19270-RA	OG0005783	330	2	True	True	True	True	0	1.0
Tfasc_v1.14034-RA	OG0005782	681	6	True	True	True	True	0	1.0
Tlei_v1.19265-RA	OG0005782	762	7	True	True	True	True	0	1.0
Tfasc_v1.19380-RA	OG0004167	822	5	True	True	True	True	0	0.9351535836177475
Tfasc_v1.19376-RA	OG0004167	879	5	True	True	True	True	0	1.0
Tlei_v1.06581-RA	OG0004167	870	5	True	False	True	True	0	1.0
Tfasc_v1.14041-RA	OG0005780	1761	9	True	True	True	True	0	1.0
Tlei_v1.19258-RA	OG0005780	3552	11	True	True	True	True	0	1.0
Tfasc_v1.14004-RA	OG0005787	2064	2	True	True	True	True	0	1.0
Tlei_v1.19293-RA	OG0005787	2064	2	True	True	True	True	0	1.0
Tfasc_v1.14001-RA	OG0005786	828	2	True	True	True	True	0	1.0
Tlei_v1.19296-RA	OG0005786	903	2	True	True	True	True	0	1.0
Tfasc_v1.14005-RA	OG0005785	4359	2	True	True	True	True	0	1.0
Tlei_v1.19292-RA	OG0005785	4356	2	True	True	True	True	0	1.0
Tfasc_v1.14030-RA	OG0005784	3477	21	True	True	True	True	0	1.0
Tlei_v1.19269-RC	OG0005784	3423	23	True	False	True	True	0	1.0
Tfasc_v1.17292-RA	OG0014020	1053	8	False	True	True	True	0	1.0
Tlei_v1.26212-RA	OG0014020	855	8	True	True	True	True	0	1.0
Tfasc_v1.17287-RA	OG0014021	1047	3	True	True	True	True	0	1.0
Tlei_v1.26206-RA	OG0014021	924	3	True	True	True	True	0	1.0
Tfasc_v1.14561-RA	OG0001499	2445	4	True	True	True	True	0	1.0
Tlei_v1.21341-RA	OG0001499	2445	3	True	True	True	True	0	1.0
Tfasc_v1.16040-RA	OG0001499	2442	3	True	True	True	True	1	0.9987730061349693
Tlei_v1.06599-RA	OG0001499	2442	3	True	True	True	True	0	0.9987730061349693
Tfasc_v1.24964-RA	OG0001498	411	4	True	True	True	True	1	1.0
Tlei_v1.28662-RA	OG0001498	510	7	True	True	True	True	0	0.5014749262536873
Tfasc_v1.10797-RA	OG0001498	396	5	True	True	True	True	0	0.9635036496350365
Tlei_v1.12733-RA	OG0001498	1017	7	True	True	True	True	0	1.0
Tfasc_v1.17289-RA	OG0014024	1533	4	True	True	True	True	0	1.0
Tlei_v1.26209-RA	OG0014024	1299	4	True	True	True	True	0	1.0
Tfasc_v1.22470-RA	OG0007433	414	2	True	True	True	True	0	1.0
Tlei_v1.19822-RA	OG0007433	1662	1	True	False	True	True	0	1.0
Tfasc_v1.25000-RA	OG0009600	375	1	True	True	True	True	0	1.0
Tlei_v1.28701-RA	OG0009600	375	1	True	False	True	True	0	1.0
Tfasc_v1.20547-RA	OG0014027	168	2	True	True	True	True	0	1.0
Tfasc_v1.20549-RA	OG0014027	168	2	True	True	True	True	0	1.0
Tfasc_v1.26799-RA	OG0001493	753	7	True	True	True	True	2	0.9543726235741445
Tlei_v1.28441-RA	OG0001493	753	7	True	True	True	True	0	0.98046875
Tfasc_v1.25171-RA	OG0001493	789	9	False	True	True	True	0	1.0
Tlei_v1.31486-RA	OG0001493	768	7	True	True	True	True	0	1.0
Tfasc_v1.25213-RA	OG0001492	1995	2	True	True	True	True	1	0.9750733137829912
Tlei_v1.31523-RA	OG0001492	1995	2	True	True	True	True	0	1.0
Tfasc_v1.05015-RA	OG0001492	2046	3	False	True	True	True	0	1.0
Tlei_v1.00147-RA	OG0001492	1893	2	True	True	True	True	0	0.9488721804511279
Tfasc_v1.25238-RA	OG0001491	1158	2	True	True	True	True	0	1.0
Tlei_v1.31547-RA	OG0001491	1389	4	True	True	True	True	0	1.0
Tfasc_v1.25249-RA	OG0001490	1290	6	True	True	True	True	0	1.0
Tlei_v1.31559-RA	OG0001490	1482	5	True	True	True	True	2	1.0
Tfasc_v1.05071-RA	OG0001490	1284	5	True	True	True	True	1	0.9953488372093023
Tlei_v1.00199-RA	OG0001490	1305	7	True	False	True	True	0	0.8805668016194332
Tfasc_v1.24990-RA	OG0001497	1233	12	True	True	True	True	1	1.0
Tlei_v1.28687-RA	OG0001497	1269	13	True	True	True	True	13	0.7747252747252747
Tfasc_v1.26913-RA	OG0001497	1203	13	True	True	True	True	0	0.975669099756691
Tlei_v1.28551-RA	OG0001497	1638	26	True	True	True	True	0	1.0
Tfasc_v1.26921-RA	OG0001496	360	6	True	True	True	True	0	0.8955223880597015
Tfasc_v1.24998-RA	OG0001496	402	6	True	True	True	True	0	1.0
Tlei_v1.31336-RA	OG0001496	402	7	True	True	True	True	0	1.0
Tfasc_v1.11903-RA	OG0001495	414	5	True	True	True	True	0	0.9857142857142858
Tlei_v1.11249-RA	OG0001495	414	5	True	True	True	True	0	1.0
Tfasc_v1.25010-RA	OG0001495	420	5	True	True	True	True	0	1.0
Tfasc_v1.25071-RA	OG0001494	288	1	True	True	True	True	0	0.9896907216494846
Tfasc_v1.25070-RA	OG0001494	279	1	True	True	True	True	0	0.9587628865979382
Tfasc_v1.23603-RA	OG0001494	291	1	True	True	True	True	0	1.0
Tlei_v1.31394-RA	OG0001494	384	2	True	True	True	True	0	1.0
Tlei_v1.23029-RA	OG0001494	258	1	True	True	True	True	1	0.671875
Tfasc_v1.19989-RA	OG0007639	1083	6	True	True	True	True	0	1.0
Tlei_v1.05649-RA	OG0007639	1248	8	True	True	True	True	0	1.0
Tfasc_v1.19979-RA	OG0007638	516	3	True	True	True	True	0	1.0
Tlei_v1.05658-RA	OG0007638	519	3	True	True	True	True	0	1.0
Tfasc_v1.16285-RA	OG0009769	1224	11	True	True	True	True	0	1.0
Tlei_v1.06857-RA	OG0009769	1194	11	True	True	True	True	0	1.0
Tfasc_v1.15835-RA	OG0014276	1806	6	True	True	True	True	0	1.0
Tlei_v1.22585-RA	OG0014276	1803	6	True	True	True	True	0	1.0
Tfasc_v1.19980-RA	OG0007631	1365	5	True	True	True	True	0	1.0
Tlei_v1.05657-RA	OG0007631	1839	5	True	True	True	True	0	1.0
Tfasc_v1.19986-RA	OG0007630	660	7	True	True	True	True	0	1.0
Tlei_v1.05652-RA	OG0007630	660	7	True	True	True	True	0	1.0
Tfasc_v1.20000-RA	OG0007633	531	1	True	True	True	True	0	1.0
Tlei_v1.05638-RA	OG0007633	531	1	True	False	True	True	0	1.0
Tfasc_v1.04272-RA	OG0007632	321	4	True	True	False	False	0	1.0
Tfasc_v1.28571-RA	OG0007632	321	4	True	True	True	True	0	1.0
Tfasc_v1.19994-RA	OG0007635	1554	3	True	True	True	True	0	1.0
Tlei_v1.05643-RA	OG0007635	1536	3	True	True	True	True	0	1.0
