Gene_id	orthogroup
Tlei_v1.23337-RA	OG0005288
Tlei_v1.02368-RA	OG0001931
Tlei_v1.26455-RA	OG0001937
Tlei_v1.00109-RA	OG0012491
Tlei_v1.23202-RA	OG0000573
Tlei_v1.05461-RA	OG0007740
Tlei_v1.30100-RA	OG0003145
Tlei_v1.17596-RA	OG0013201
Tlei_v1.14270-RA	OG0011116
Tlei_v1.20463-RA	OG0012803
Tlei_v1.31644-RA	OG0014750
Tlei_v1.30423-RA	OG0016612
Tlei_v1.13674-RA	OG0001749
Tlei_v1.12479-RA	OG0002295
Tlei_v1.22988-RA	OG0000837
Tlei_v1.02870-RA	OG0004871
Tlei_v1.07919-RA	OG0014285
Tlei_v1.29937-RA	OG0001977
Tlei_v1.17970-RA	OG0000622
Tlei_v1.06073-RA	OG0014778
Tlei_v1.08706-RA	OG0001217
Tlei_v1.07798-RA	OG0002880
Tlei_v1.03351-RA	OG0003040
Tlei_v1.15935-RA	OG0013719
Tlei_v1.17232-RA	OG0004020
Tlei_v1.18414-RA	OG0000255
Tlei_v1.14677-RA	OG0012384
Tlei_v1.19464-RA	OG0015061
Tlei_v1.10589-RA	OG0001838
Tlei_v1.18241-RA	OG0017362
Tlei_v1.31321-RA	OG0005204
Tlei_v1.08486-RA	OG0008488
Tlei_v1.31869-RA	OG0000272
Tlei_v1.09624-RA	OG0000663
Tlei_v1.28155-RA	OG0000666
Tlei_v1.29211-RA	OG0001645
Tlei_v1.24233-RA	OG0008273
Tlei_v1.21664-RA	OG0007942
Tlei_v1.00854-RB	OG0005482
Tlei_v1.07772-RA	OG0018699
Tlei_v1.17559-RA	OG0000216
Tlei_v1.22507-RA	OG0001060
Tlei_v1.13275-RA	OG0007082
Tlei_v1.06901-RA	OG0008978
Tlei_v1.30041-RA	OG0006867
Tlei_v1.11848-RA	OG0001661
Tlei_v1.10320-RA	OG0019406
Tlei_v1.16463-RA	OG0016516
Tlei_v1.26071-RA	OG0001594
Tlei_v1.27566-RA	OG0000232
Tlei_v1.15076-RA	OG0019092
Tlei_v1.31397-RA	OG0009572
Tlei_v1.13858-RA	OG0013322
Tlei_v1.11705-RA	OG0001851
Tlei_v1.10209-RA	OG0016000
Tlei_v1.04243-RA	OG0017517
Tlei_v1.03809-RA	OG0000704
Tlei_v1.19006-RA	OG0016489
Tlei_v1.25989-RA	OG0016482
Tlei_v1.29228-RA	OG0010628
Tlei_v1.23835-RA	OG0001598
Tlei_v1.06869-RA	OG0003805
Tlei_v1.30400-RA	OG0006022
Tlei_v1.17263-RA	OG0001553
Tlei_v1.29082-RA	OG0005648
Tlei_v1.05204-RA	OG0007866
Tlei_v1.29570-RA	OG0005091
Tlei_v1.08229-RA	OG0008639
Tlei_v1.01913-RA	OG0000486
Tlei_v1.09618-RA	OG0001688
Tlei_v1.25443-RA	OG0008818
Tlei_v1.15911-RA	OG0013731
Tlei_v1.12481-RA	OG0019247
Tlei_v1.12793-RA	OG0012891
Tlei_v1.14335-RA	OG0019185
