Gene_id orthogroup
Tfasc_v1.05691-RA OG0003039
Tfasc_v1.07907-RA OG0003030
Tfasc_v1.05815-RA OG0003030
Tfasc_v1.25885-RA OG0018227
Tfasc_v1.24928-RA OG0018227
Tfasc_v1.14516-RA OG0001887
Tfasc_v1.29558-RA OG0001776
Tfasc_v1.00817-RA OG0001776
Tfasc_v1.17951-RB OG0001776
Tfasc_v1.24764-RA OG0002286
Tfasc_v1.28228-RA OG0000829
Tfasc_v1.00489-RA OG0000824
Tfasc_v1.29548-RA OG0000826
Tfasc_v1.24387-RA OG0004619
Tfasc_v1.24383-RA OG0004619
Tfasc_v1.13070-RA OG0002513
Tfasc_v1.14881-RA OG0019003
Tfasc_v1.27804-RA OG0001967
Tfasc_v1.24077-RA OG0000613
Tfasc_v1.17752-RA OG0000610
Tfasc_v1.13216-RA OG0000610
Tfasc_v1.11881-RA OG0000610
Tfasc_v1.15542-RA OG0005061
Tfasc_v1.13640-RA OG0019189
Tfasc_v1.05695-RA OG0000585
Tfasc_v1.26399-RA OG0001193
Tfasc_v1.25455-RA OG0001193
Tfasc_v1.26019-RA OG0001190
Tfasc_v1.22028-RA OG0001190
Tfasc_v1.27001-RA OG0001190
Tfasc_v1.21723-RA OG0001190
Tfasc_v1.18512-RA OG0001190
Tfasc_v1.14540-RA OG0001190
Tfasc_v1.12857-RA OG0001194
Tfasc_v1.12856-RA OG0001194
Tfasc_v1.08496-RA OG0001194
Tfasc_v1.05406-RA OG0001194
Tfasc_v1.18929-RA OG0001194
Tfasc_v1.16780-RA OG0001194
Tfasc_v1.25456-RA OG0001194
Tfasc_v1.22312-RA OG0017953
Tfasc_v1.24757-RA OG0018147
Tfasc_v1.10683-RA OG0018089
Tfasc_v1.23813-RA OG0001754
Tfasc_v1.00770-RA OG0001754
Tfasc_v1.02289-RA OG0001755
Tfasc_v1.28843-RA OG0002261
Tfasc_v1.02484-RA OG0000809
Tfasc_v1.15468-RA OG0000808
Tfasc_v1.28574-RA OG0000156
Tfasc_v1.28568-RA OG0000156
Tfasc_v1.09019-RA OG0000156
Tfasc_v1.11243-RA OG0005182
Tfasc_v1.13025-RA OG0000248
Tfasc_v1.18829-RA OG0000240
Tfasc_v1.05441-RA OG0000240
Tfasc_v1.03444-RA OG0001036
Tfasc_v1.10924-RA OG0000638
Tfasc_v1.07623-RA OG0000638
Tfasc_v1.07514-RA OG0000630
Tfasc_v1.00470-RA OG0018368
Tfasc_v1.08105-RA OG0018368
Tfasc_v1.11456-RA OG0018897
Tfasc_v1.12160-RA OG0004961
Tfasc_v1.00798-RA OG0001201
Tfasc_v1.06424-RA OG0001206
Tfasc_v1.04851-RA OG0001204
Tfasc_v1.20545-RA OG0001204
Tfasc_v1.21724-RA OG0001204
Tfasc_v1.28159-RA OG0001205
Tfasc_v1.28157-RA OG0001205
Tfasc_v1.28158-RA OG0001205
Tfasc_v1.05327-RA OG0001205
Tfasc_v1.21135-RA OG0002897
Tfasc_v1.23392-RA OG0017979
Tfasc_v1.18992-RA OG0019149
Tfasc_v1.18973-RA OG0019149
Tfasc_v1.01620-RA OG0003115
Tfasc_v1.01622-RA OG0003115
Tfasc_v1.17075-RA OG0002246
Tfasc_v1.24189-RA OG0000865
Tfasc_v1.19209-RA OG0000867
Tfasc_v1.13722-RA OG0000867
Tfasc_v1.06964-RA OG0000867
Tfasc_v1.24635-RA OG0000867
Tfasc_v1.02913-RA OG0000867
Tfasc_v1.20788-RA OG0000867
Tfasc_v1.27298-RA OG0000867
Tfasc_v1.24842-RA OG0000867
Tfasc_v1.04845-RA OG0000860
Tfasc_v1.19140-RA OG0000863
Tfasc_v1.25451-RA OG0000862
Tfasc_v1.16624-RA OG0000862
Tfasc_v1.26210-RA OG0000868
Tfasc_v1.23486-RA OG0000868
Tfasc_v1.29560-RA OG0000868
Tfasc_v1.24922-RA OG0000868
Tfasc_v1.24841-RA OG0000868
Tfasc_v1.07429-RA OG0016219
Tfasc_v1.07430-RA OG0016219
Tfasc_v1.11600-RA OG0016365
Tfasc_v1.28400-RA OG0004038
Tfasc_v1.28401-RA OG0004039
Tfasc_v1.07904-RA OG0005512
Tfasc_v1.02686-RA OG0005512
Tfasc_v1.19520-RA OG0005512
Tfasc_v1.00916-RA OG0005512
Tfasc_v1.11417-RB OG0005514
Tfasc_v1.16927-RA OG0005514
Tfasc_v1.13828-RA OG0000038
Tfasc_v1.17697-RA OG0000038
Tfasc_v1.10513-RA OG0018076
Tfasc_v1.10410-RA OG0018076
Tfasc_v1.05919-RA OG0000264
Tfasc_v1.03254-RA OG0000264
Tfasc_v1.23897-RA OG0001018
Tfasc_v1.23915-RA OG0001018
Tfasc_v1.17840-RA OG0001014
Tfasc_v1.26231-RA OG0018614
Tfasc_v1.08425-RA OG0018614
Tfasc_v1.20696-RA OG0018528
Tfasc_v1.20679-RA OG0018528
Tfasc_v1.13056-RA OG0005539
Tfasc_v1.17853-RA OG0005530
Tfasc_v1.26152-RA OG0005534
Tfasc_v1.26153-RA OG0005534
Tfasc_v1.26411-RA OG0005537
Tfasc_v1.21220-RA OG0018559
Tfasc_v1.21223-RA OG0018559
Tfasc_v1.13479-RA OG0004771
Tfasc_v1.23622-RA OG0004775
Tfasc_v1.01434-RA OG0003095
Tfasc_v1.01436-RA OG0003095
Tfasc_v1.02969-RA OG0001822
Tfasc_v1.12765-RA OG0001823
Tfasc_v1.17784-RA OG0001829
Tfasc_v1.19210-RA OG0001790
Tfasc_v1.24636-RA OG0001790
Tfasc_v1.20789-RA OG0001790
Tfasc_v1.23077-RA OG0001792
Tfasc_v1.04897-RA OG0001792
Tfasc_v1.21957-RA OG0001794
Tfasc_v1.22000-RA OG0001795
Tfasc_v1.12855-RA OG0001795
Tfasc_v1.08197-RA OG0001795
Tfasc_v1.22620-RA OG0001797
Tfasc_v1.20338-RA OG0000843
Tfasc_v1.20339-RA OG0000843
Tfasc_v1.01297-RA OG0000843
Tfasc_v1.23701-RA OG0000843
Tfasc_v1.30448-RA OG0000842
Tfasc_v1.17792-RA OG0000841
Tfasc_v1.04214-RA OG0017973
Tfasc_v1.18130-RA OG0017973
Tfasc_v1.08701-RA OG0016344
Tfasc_v1.08697-RA OG0016344
Tfasc_v1.10315-RA OG0005231
Tfasc_v1.10317-RA OG0005231
Tfasc_v1.03237-RA OG0004017
Tfasc_v1.19235-RA OG0016379
Tfasc_v1.15784-RA OG0016379
Tfasc_v1.12653-RA OG0005495
Tfasc_v1.21131-RA OG0005495
Tfasc_v1.25432-RA OG0005492
Tfasc_v1.25434-RA OG0005492
Tfasc_v1.25433-RA OG0005492
Tfasc_v1.12783-RA OG0005492
Tfasc_v1.00147-RA OG0005491
Tfasc_v1.02474-RA OG0005490
Tfasc_v1.20728-RA OG0002800
Tfasc_v1.22212-RA OG0002806
Tfasc_v1.03179-RA OG0000204
Tfasc_v1.23004-RA OG0001074
Tfasc_v1.22984-RA OG0001074
Tfasc_v1.00305-RA OG0001077
Tfasc_v1.28144-RA OG0001073
Tfasc_v1.20606-RA OG0001073
Tfasc_v1.26068-RA OG0001072
Tfasc_v1.00291-RA OG0001078
Tfasc_v1.27565-RA OG0019032
Tfasc_v1.24350-RA OG0018117
Tfasc_v1.01749-RA OG0018117
Tfasc_v1.30356-RA OG0000675
Tfasc_v1.10713-RA OG0000675
Tfasc_v1.17074-RA OG0000675
Tfasc_v1.21998-RA OG0003327
Tfasc_v1.19144-RA OG0001675
Tfasc_v1.02099-RA OG0001673
Tfasc_v1.07076-RA OG0001673
Tfasc_v1.09020-RA OG0000079
Tfasc_v1.10074-RA OG0000079
Tfasc_v1.01750-RA OG0000079
Tfasc_v1.11041-RA OG0000079
Tfasc_v1.01040-RA OG0000079
Tfasc_v1.30580-RA OG0000079
Tfasc_v1.07425-RA OG0000079
Tfasc_v1.13444-RA OG0000079
Tfasc_v1.13433-RA OG0000079
Tfasc_v1.19691-RA OG0005557
Tfasc_v1.19687-RA OG0005557
Tfasc_v1.02576-RA OG0005557
Tfasc_v1.06279-RA OG0001244
Tfasc_v1.27516-RA OG0006666
Tfasc_v1.25962-RA OG0018597
Tfasc_v1.17804-RA OG0002695
Tfasc_v1.17794-RA OG0002695
Tfasc_v1.16684-RA OG0001808
Tfasc_v1.29626-RA OG0001801
Tfasc_v1.14539-RA OG0001802
Tfasc_v1.06935-RA OG0001803
Tfasc_v1.28667-RA OG0001803
Tfasc_v1.07012-RA OG0001804
Tfasc_v1.12602-RA OG0002345
Tfasc_v1.12807-RA OG0002348
Tfasc_v1.18222-RA OG0002349
Tfasc_v1.02450-RA OG0002206
Tfasc_v1.28480-RA OG0000140
Tfasc_v1.15441-RA OG0000140
Tfasc_v1.21786-RA OG0000140
Tfasc_v1.05320-RA OG0000140
Tfasc_v1.15773-RA OG0000140
Tfasc_v1.10114-RA OG0000141
Tfasc_v1.10627-RA OG0000141
Tfasc_v1.10662-RA OG0000141
Tfasc_v1.18816-RA OG0004981
Tfasc_v1.08254-RA OG0004986
Tfasc_v1.12791-RA OG0002976
Tfasc_v1.12520-RA OG0000199
Tfasc_v1.07568-RA OG0000199
Tfasc_v1.08267-RA OG0000198
Tfasc_v1.02856-RA OG0000198
Tfasc_v1.12734-RA OG0000198
Tfasc_v1.04092-RA OG0000198
Tfasc_v1.13629-RA OG0000198
Tfasc_v1.22085-RA OG0000198
Tfasc_v1.21153-RA OG0000198
Tfasc_v1.13728-RA OG0000198
Tfasc_v1.02852-RA OG0001585
Tfasc_v1.29476-RA OG0000228
Tfasc_v1.29482-RA OG0000228
Tfasc_v1.29457-RA OG0000228
Tfasc_v1.10652-RA OG0000221
Tfasc_v1.05173-RA OG0000220
Tfasc_v1.11183-RA OG0000224
Tfasc_v1.11181-RA OG0000224
Tfasc_v1.11184-RA OG0000224
Tfasc_v1.11016-RA OG0001059
Tfasc_v1.10283-RA OG0004697
Tfasc_v1.08770-RA OG0018978
Tfasc_v1.23923-RA OG0003547
Tfasc_v1.20961-RA OG0001088
Tfasc_v1.24776-RA OG0001089
Tfasc_v1.07839-RA OG0003960
Tfasc_v1.25684-RA OG0016200
Tfasc_v1.22530-RA OG0001265
Tfasc_v1.25044-RA OG0018233
Tfasc_v1.25034-RA OG0018233
Tfasc_v1.07528-RA OG0004735
Tfasc_v1.05545-RA OG0004738
Tfasc_v1.13015-RA OG0019419
Tfasc_v1.13010-RA OG0019419
Tfasc_v1.13793-RA OG0001863
Tfasc_v1.20797-RA OG0002360
Tfasc_v1.25496-RA OG0002362
Tfasc_v1.12777-RA OG0000730
Tfasc_v1.30608-RA OG0000885
Tfasc_v1.20705-RA OG0000882
Tfasc_v1.20706-RA OG0000882
Tfasc_v1.12988-RA OG0000881
Tfasc_v1.05526-RA OG0000881
Tfasc_v1.23767-RA OG0016303
Tfasc_v1.17789-RA OG0003289
Tfasc_v1.16721-RA OG0018690
Tfasc_v1.16720-RA OG0018690
Tfasc_v1.21862-RA OG0000001
Tfasc_v1.03995-RA OG0000001
Tfasc_v1.22066-RA OG0000001
Tfasc_v1.02740-RA OG0000001
Tfasc_v1.11609-RA OG0000001
Tfasc_v1.07239-RA OG0000001
Tfasc_v1.19165-RA OG0000001
Tfasc_v1.28235-RA OG0005032
Tfasc_v1.14801-RA OG0018830
Tfasc_v1.05230-RA OG0018326
Tfasc_v1.29546-RA OG0018326
Tfasc_v1.00185-RA OG0000949
Tfasc_v1.13212-RA OG0003949
Tfasc_v1.26058-RA OG0004240
Tfasc_v1.24720-RA OG0018143
Tfasc_v1.24469-RA OG0000712
Tfasc_v1.04152-RA OG0017967
Tfasc_v1.23018-RA OG0018726
Tfasc_v1.23013-RA OG0018726
Tfasc_v1.13667-RA OG0000136
Tfasc_v1.10359-RA OG0000136
Tfasc_v1.08470-RA OG0000151
Tfasc_v1.07522-RA OG0000151
Tfasc_v1.15392-RA OG0000151
Tfasc_v1.23548-RA OG0000151
Tfasc_v1.17888-RA OG0000151
Tfasc_v1.02585-RA OG0000151
Tfasc_v1.00831-RA OG0000151
Tfasc_v1.11360-RA OG0000150
Tfasc_v1.11357-RA OG0000150
Tfasc_v1.23663-RA OG0000150
Tfasc_v1.15516-RA OG0000150
Tfasc_v1.04029-RA OG0000150
Tfasc_v1.12728-RA OG0000150
Tfasc_v1.16793-RA OG0000150
Tfasc_v1.03850-RA OG0000150
Tfasc_v1.05341-RA OG0000150
Tfasc_v1.13553-RA OG0000150
Tfasc_v1.27195-RA OG0000150
Tfasc_v1.03855-RA OG0000150
Tfasc_v1.07310-RA OG0000150
Tfasc_v1.25545-RA OG0000150
Tfasc_v1.00784-RB OG0000150
Tfasc_v1.13670-RA OG0000150
Tfasc_v1.05364-RA OG0000150
Tfasc_v1.23876-RA OG0000150
Tfasc_v1.03977-RA OG0000150
Tfasc_v1.26368-RA OG0000150
Tfasc_v1.04075-RA OG0000150
Tfasc_v1.19182-RA OG0000150
Tfasc_v1.27321-RA OG0000150
Tfasc_v1.15591-RA OG0000153
Tfasc_v1.12704-RA OG0000153
Tfasc_v1.25592-RA OG0000153
Tfasc_v1.19777-RA OG0000154
Tfasc_v1.16757-RA OG0000154
Tfasc_v1.27396-RA OG0005381
Tfasc_v1.27444-RA OG0005381
Tfasc_v1.02363-RA OG0001540
Tfasc_v1.06073-RA OG0001545
Tfasc_v1.05013-RA OG0004528
Tfasc_v1.27561-RA OG0002815
Tfasc_v1.00612-RA OG0002815
Tfasc_v1.11279-RA OG0001093
Tfasc_v1.21791-RA OG0018165
Tfasc_v1.23687-RA OG0018756
Tfasc_v1.23685-RB OG0018756
Tfasc_v1.11458-RA OG0003718
Tfasc_v1.06843-RA OG0002445
Tfasc_v1.05045-RA OG0002446
Tfasc_v1.19529-RA OG0000968
Tfasc_v1.22182-RA OG0016112
Tfasc_v1.25556-RA OG0016112
Tfasc_v1.04224-RA OG0016112
Tfasc_v1.27769-RA OG0000361
Tfasc_v1.30179-RA OG0000366
Tfasc_v1.25839-RA OG0002637
Tfasc_v1.15111-RA OG0019459
Tfasc_v1.11174-RA OG0000172
Tfasc_v1.16880-RA OG0000172
Tfasc_v1.06610-RA OG0001787
Tfasc_v1.24084-RA OG0001787
Tfasc_v1.13607-RA OG0001786
Tfasc_v1.10243-RA OG0001786
Tfasc_v1.00932-RA OG0001786
Tfasc_v1.19594-RA OG0001786
Tfasc_v1.25867-RA OG0001566
Tfasc_v1.23567-RA OG0001788
Tfasc_v1.01055-RA OG0001788
Tfasc_v1.08173-RA OG0001788
Tfasc_v1.08532-RA OG0001788
Tfasc_v1.24420-RA OG0001788
Tfasc_v1.02537-RA OG0000280
Tfasc_v1.01741-RA OG0018196
Tfasc_v1.29488-RA OG0000018
Tfasc_v1.15748-RA OG0000018
Tfasc_v1.12693-RA OG0002460
Tfasc_v1.27424-RA OG0000010
Tfasc_v1.21933-RA OG0000010
Tfasc_v1.30450-RA OG0000010
Tfasc_v1.17988-RA OG0016280
Tfasc_v1.26557-RA OG0016280
Tfasc_v1.16325-RA OG0016285
Tfasc_v1.24729-RA OG0016134
Tfasc_v1.10106-RA OG0016134
Tfasc_v1.24619-RA OG0016135
Tfasc_v1.17774-RA OG0018292
Tfasc_v1.29167-RA OG0018292
Tfasc_v1.29267-RA OG0018299
Tfasc_v1.12684-RA OG0018299
Tfasc_v1.03664-RA OG0000342
Tfasc_v1.03653-RA OG0000342
Tfasc_v1.19916-RA OG0000345
Tfasc_v1.16088-RA OG0000347
Tfasc_v1.17286-RA OG0002614
Tfasc_v1.14747-RA OG0000750
Tfasc_v1.24374-RA OG0000756
Tfasc_v1.04996-RA OG0016237
Tfasc_v1.21990-RA OG0018178
Tfasc_v1.26143-RA OG0004000
Tfasc_v1.28691-RA OG0004007
Tfasc_v1.08837-RA OG0001996
Tfasc_v1.02386-RA OG0001997
Tfasc_v1.26384-RA OG0000014
Tfasc_v1.12663-RA OG0000014
Tfasc_v1.21091-RA OG0000014
Tfasc_v1.23792-RA OG0000014
Tfasc_v1.23842-RA OG0000014
Tfasc_v1.18979-RA OG0000014
Tfasc_v1.02465-RA OG0000014
Tfasc_v1.11841-RA OG0000014
Tfasc_v1.26476-RA OG0000014
Tfasc_v1.03812-RA OG0000014
Tfasc_v1.17987-RA OG0000015
Tfasc_v1.13602-RA OG0000015
Tfasc_v1.05413-RA OG0000015
Tfasc_v1.24843-RA OG0005479
Tfasc_v1.23485-RA OG0005479
Tfasc_v1.11583-RA OG0000118
Tfasc_v1.10454-RA OG0005474
Tfasc_v1.10449-RA OG0005474
Tfasc_v1.10500-RA OG0005474
Tfasc_v1.15326-RA OG0000116
Tfasc_v1.15319-RA OG0000116
Tfasc_v1.15305-RA OG0000116
Tfasc_v1.15333-RA OG0000116
Tfasc_v1.15334-RA OG0000116
Tfasc_v1.15330-RA OG0000116
Tfasc_v1.15335-RA OG0000116
Tfasc_v1.10226-RA OG0005470
Tfasc_v1.08417-RA OG0005472
Tfasc_v1.10482-RA OG0018078
Tfasc_v1.10437-RA OG0018078
Tfasc_v1.17949-RA OG0002405
Tfasc_v1.28942-RA OG0002409
Tfasc_v1.06297-RA OG0000921
Tfasc_v1.06287-RA OG0000922
Tfasc_v1.09774-RA OG0002077
Tfasc_v1.24414-RA OG0016156
Tfasc_v1.23630-RA OG0016150
Tfasc_v1.10478-RA OG0016150
Tfasc_v1.10554-RA OG0016151
Tfasc_v1.15241-RA OG0000320
Tfasc_v1.02673-RA OG0002679
Tfasc_v1.18999-RA OG0002677
Tfasc_v1.18970-RA OG0002677
Tfasc_v1.10561-RA OG0002673
Tfasc_v1.10197-RA OG0002670
Tfasc_v1.16391-RA OG0000033
Tfasc_v1.12593-RA OG0000033
Tfasc_v1.13656-RA OG0000033
Tfasc_v1.08160-RA OG0000033
Tfasc_v1.06332-RB OG0000033
Tfasc_v1.09835-RA OG0000033
Tfasc_v1.29353-RA OG0000033
Tfasc_v1.00998-RA OG0000033
Tfasc_v1.26532-RA OG0000033
Tfasc_v1.30141-RA OG0000033
Tfasc_v1.13178-RA OG0016381
Tfasc_v1.14541-RA OG0016381
Tfasc_v1.13743-RA OG0019192
Tfasc_v1.13754-RA OG0019192
Tfasc_v1.02254-RA OG0005330
Tfasc_v1.09983-RA OG0004910
Tfasc_v1.26407-RA OG0005450
Tfasc_v1.19782-RA OG0005450
Tfasc_v1.26255-RA OG0005456
Tfasc_v1.02327-RA OG0005329
Tfasc_v1.04424-RA OG0005459
Tfasc_v1.13744-RA OG0005459
Tfasc_v1.30622-RA OG0005459
Tfasc_v1.24717-RA OG0005458
Tfasc_v1.26766-RA OG0001522
Tfasc_v1.16898-RA OG0004328
Tfasc_v1.08060-RA OG0004149
Tfasc_v1.24586-RB OG0002797
Tfasc_v1.22153-RB OG0002797
Tfasc_v1.05221-RA OG0002796
Tfasc_v1.19139-RA OG0002796
Tfasc_v1.11397-RA OG0002796
Tfasc_v1.24563-RA OG0002796
Tfasc_v1.15589-RA OG0002796
