"og_id"	"Tfas_length"	"Tlei_length"	"difference"	"diff_per_Tfas"	"diff_per_Tlei"	"completeness"
"OG0001959"	447	447	0	0	0	"both complete"
"OG0001961"	1242	1260	18	0.0144927536231884	0.0142857142857143	"both complete"
"OG0001962"	1362	1038	-324	-0.237885462555066	-0.312138728323699	"both complete"
"OG0001964"	750	747	-3	-0.004	-0.00401606425702811	"one complete"
"OG0001968"	1050	885	-165	-0.157142857142857	-0.186440677966102	"both complete"
"OG0001970"	1110	1131	21	0.0189189189189189	0.0185676392572944	"both complete"
"OG0001975"	2586	2595	9	0.00348027842227378	0.00346820809248555	"both complete"
"OG0001976"	918	927	9	0.00980392156862745	0.00970873786407767	"both complete"
"OG0001978"	2886	2919	33	0.0114345114345114	0.0113052415210689	"both complete"
"OG0001984"	2337	2343	6	0.00256739409499358	0.00256081946222791	"both complete"
"OG0002002"	2427	3069	642	0.264524103831891	0.209188660801564	"both complete"
"OG0002006"	1395	1266	-129	-0.0924731182795699	-0.101895734597156	"one complete"
"OG0002008"	417	300	-117	-0.280575539568345	-0.39	"one complete"
"OG0002011"	1845	1833	-12	-0.00650406504065041	-0.00654664484451719	"both complete"
"OG0002012"	699	942	243	0.347639484978541	0.25796178343949	"both complete"
"OG0002016"	414	414	0	0	0	"both complete"
"OG0002017"	609	603	-6	-0.00985221674876847	-0.00995024875621891	"one complete"
"OG0002018"	900	900	0	0	0	"both complete"
"OG0002019"	723	723	0	0	0	"both complete"
"OG0002020"	2250	4749	2499	1.11066666666667	0.52621604548326	"one complete"
"OG0002023"	240	240	0	0	0	"both complete"
"OG0002024"	1620	1980	360	0.222222222222222	0.181818181818182	"both complete"
"OG0002025"	465	462	-3	-0.00645161290322581	-0.00649350649350649	"one complete"
"OG0002027"	1398	1443	45	0.0321888412017167	0.0311850311850312	"0 complete"
"OG0002028"	1014	1023	9	0.00887573964497041	0.00879765395894428	"both complete"
"OG0002029"	3267	1218	-2049	-0.627180899908173	-1.68226600985222	"both complete"
"OG0002030"	1167	1167	0	0	0	"both complete"
"OG0002037"	495	558	63	0.127272727272727	0.112903225806452	"both complete"
"OG0002042"	429	765	336	0.783216783216783	0.43921568627451	"both complete"
"OG0002043"	669	669	0	0	0	"one complete"
"OG0002045"	1689	1701	12	0.00710479573712256	0.00705467372134039	"one complete"
"OG0002049"	1134	1182	48	0.0423280423280423	0.0406091370558376	"both complete"
"OG0002052"	1782	1677	-105	-0.0589225589225589	-0.0626118067978533	"one complete"
"OG0002053"	717	699	-18	-0.0251046025104603	-0.0257510729613734	"both complete"
"OG0002054"	795	795	0	0	0	"both complete"
"OG0002055"	3081	3234	153	0.0496592015579357	0.0473098330241187	"both complete"
"OG0002060"	564	564	0	0	0	"both complete"
"OG0002061"	1863	1872	9	0.00483091787439614	0.00480769230769231	"one complete"
"OG0002065"	702	702	0	0	0	"both complete"
"OG0002066"	1575	2919	1344	0.853333333333333	0.460431654676259	"both complete"
"OG0002067"	2082	2088	6	0.00288184438040346	0.0028735632183908	"both complete"
"OG0002068"	315	315	0	0	0	"one complete"
"OG0002070"	2103	2097	-6	-0.00285306704707561	-0.00286123032904149	"both complete"
"OG0002071"	2475	3546	1071	0.432727272727273	0.302030456852792	"both complete"
"OG0002079"	375	786	411	1.096	0.522900763358779	"one complete"
"OG0002091"	465	435	-30	-0.0645161290322581	-0.0689655172413793	"both complete"
"OG0002092"	1119	1119	0	0	0	"both complete"
"OG0002094"	1779	1797	18	0.0101180438448567	0.010016694490818	"both complete"
"OG0002096"	1155	1242	87	0.0753246753246753	0.070048309178744	"both complete"
"OG0002099"	309	270	-39	-0.12621359223301	-0.144444444444444	"both complete"
"OG0002102"	1323	1272	-51	-0.0385487528344671	-0.0400943396226415	"one complete"
"OG0002103"	1131	1305	174	0.153846153846154	0.133333333333333	"both complete"
"OG0002105"	1056	1254	198	0.1875	0.157894736842105	"both complete"
"OG0002108"	1377	1281	-96	-0.0697167755991285	-0.0749414519906323	"both complete"
"OG0002109"	1419	1386	-33	-0.0232558139534884	-0.0238095238095238	"one complete"
"OG0002110"	1872	1866	-6	-0.00320512820512821	-0.00321543408360129	"one complete"
"OG0002113"	3189	3186	-3	-0.000940733772342427	-0.000941619585687382	"both complete"
"OG0002123"	1515	1515	0	0	0	"both complete"
"OG0002124"	1596	1689	93	0.0582706766917293	0.0550621669626998	"both complete"
"OG0002125"	900	996	96	0.106666666666667	0.0963855421686747	"both complete"
"OG0002129"	552	555	3	0.00543478260869565	0.00540540540540541	"both complete"
"OG0002131"	1341	1386	45	0.0335570469798658	0.0324675324675325	"both complete"
"OG0002132"	798	954	156	0.195488721804511	0.163522012578616	"both complete"
"OG0002134"	429	429	0	0	0	"both complete"
"OG0002139"	840	834	-6	-0.00714285714285714	-0.00719424460431655	"both complete"
"OG0002140"	459	201	-258	-0.562091503267974	-1.28358208955224	"one complete"
"OG0002141"	1224	597	-627	-0.512254901960784	-1.05025125628141	"one complete"
"OG0002156"	1602	1602	0	0	0	"both complete"
"OG0002157"	1023	1011	-12	-0.0117302052785924	-0.0118694362017804	"one complete"
"OG0002160"	1824	1791	-33	-0.0180921052631579	-0.0184254606365159	"both complete"
"OG0002162"	2604	2532	-72	-0.0276497695852535	-0.028436018957346	"both complete"
"OG0002163"	1476	1509	33	0.0223577235772358	0.0218687872763419	"both complete"
"OG0002167"	1452	1548	96	0.0661157024793388	0.062015503875969	"both complete"
"OG0002174"	3036	3111	75	0.024703557312253	0.0241080038572806	"both complete"
"OG0002175"	345	342	-3	-0.00869565217391304	-0.0087719298245614	"one complete"
"OG0002178"	837	831	-6	-0.00716845878136201	-0.0072202166064982	"both complete"
"OG0002181"	1905	2745	840	0.440944881889764	0.306010928961749	"both complete"
"OG0002183"	351	351	0	0	0	"both complete"
"OG0002186"	558	573	15	0.0268817204301075	0.0261780104712042	"both complete"
"OG0002187"	1374	363	-1011	-0.735807860262009	-2.78512396694215	"both complete"
"OG0002189"	1122	1122	0	0	0	"one complete"
"OG0002196"	936	924	-12	-0.0128205128205128	-0.012987012987013	"one complete"
"OG0002197"	1413	1413	0	0	0	"both complete"
"OG0002199"	2100	2100	0	0	0	"both complete"
"OG0002201"	678	639	-39	-0.0575221238938053	-0.0610328638497653	"both complete"
"OG0002203"	3240	3162	-78	-0.0240740740740741	-0.0246679316888046	"both complete"
"OG0002207"	3345	3048	-297	-0.0887892376681614	-0.0974409448818898	"both complete"
"OG0002209"	1041	837	-204	-0.195965417867435	-0.243727598566308	"both complete"
"OG0002212"	1599	1596	-3	-0.00187617260787992	-0.0018796992481203	"one complete"
"OG0002213"	1020	1017	-3	-0.00294117647058824	-0.00294985250737463	"one complete"
"OG0002214"	396	393	-3	-0.00757575757575758	-0.00763358778625954	"one complete"
"OG0002215"	1170	1161	-9	-0.00769230769230769	-0.00775193798449612	"both complete"
"OG0002216"	585	546	-39	-0.0666666666666667	-0.0714285714285714	"one complete"
"OG0002220"	1524	1200	-324	-0.21259842519685	-0.27	"one complete"
"OG0002221"	735	855	120	0.163265306122449	0.140350877192982	"one complete"
"OG0002222"	252	246	-6	-0.0238095238095238	-0.024390243902439	"both complete"
"OG0002223"	2403	7827	5424	2.25717852684145	0.692985818321196	"both complete"
"OG0002224"	525	525	0	0	0	"both complete"
"OG0002225"	1509	1509	0	0	0	"both complete"
"OG0002226"	1059	1173	114	0.107648725212465	0.0971867007672634	"both complete"
"OG0002229"	1341	1404	63	0.0469798657718121	0.0448717948717949	"one complete"
"OG0002231"	231	246	15	0.0649350649350649	0.0609756097560976	"one complete"
"OG0002234"	1308	1302	-6	-0.00458715596330275	-0.00460829493087558	"both complete"
"OG0002236"	978	1017	39	0.0398773006134969	0.0383480825958702	"both complete"
"OG0002237"	549	414	-135	-0.245901639344262	-0.326086956521739	"one complete"
"OG0002242"	786	786	0	0	0	"both complete"
"OG0002245"	741	735	-6	-0.00809716599190283	-0.00816326530612245	"both complete"
"OG0002247"	516	513	-3	-0.00581395348837209	-0.00584795321637427	"both complete"
"OG0002248"	606	705	99	0.163366336633663	0.140425531914894	"both complete"
"OG0002249"	726	1287	561	0.772727272727273	0.435897435897436	"both complete"
"OG0002258"	432	468	36	0.0833333333333333	0.0769230769230769	"one complete"
"OG0002263"	2784	2799	15	0.00538793103448276	0.00535905680600214	"both complete"
"OG0002264"	2037	2004	-33	-0.01620029455081	-0.0164670658682635	"one complete"
"OG0002271"	1554	1317	-237	-0.152509652509653	-0.17995444191344	"both complete"
"OG0002274"	765	741	-24	-0.0313725490196078	-0.0323886639676113	"both complete"
"OG0002275"	2820	2817	-3	-0.00106382978723404	-0.00106496272630458	"one complete"
"OG0002277"	1278	990	-288	-0.225352112676056	-0.290909090909091	"one complete"
"OG0002278"	708	708	0	0	0	"both complete"
"OG0002281"	1233	1212	-21	-0.0170316301703163	-0.0173267326732673	"one complete"
"OG0002293"	1113	1110	-3	-0.00269541778975741	-0.0027027027027027	"both complete"
"OG0002294"	2766	2877	111	0.0401301518438178	0.0385818561001043	"both complete"
"OG0002297"	1428	1188	-240	-0.168067226890756	-0.202020202020202	"both complete"
"OG0002298"	555	555	0	0	0	"both complete"
"OG0002299"	405	405	0	0	0	"both complete"
"OG0002300"	684	675	-9	-0.0131578947368421	-0.0133333333333333	"one complete"
"OG0002301"	1779	1707	-72	-0.0404721753794266	-0.0421792618629174	"both complete"
"OG0002303"	1896	1974	78	0.0411392405063291	0.0395136778115502	"both complete"
"OG0002305"	1026	984	-42	-0.0409356725146199	-0.0426829268292683	"one complete"
"OG0002309"	2007	1995	-12	-0.00597907324364723	-0.00601503759398496	"both complete"
"OG0002311"	1896	2070	174	0.0917721518987342	0.0840579710144927	"both complete"
"OG0002312"	1473	1482	9	0.00610997963340122	0.00607287449392713	"both complete"
"OG0002317"	447	1440	993	2.22147651006711	0.689583333333333	"both complete"
"OG0002322"	216	345	129	0.597222222222222	0.373913043478261	"one complete"
"OG0002323"	1419	1440	21	0.0147991543340381	0.0145833333333333	"one complete"
"OG0002327"	1131	1131	0	0	0	"both complete"
"OG0002330"	3633	5157	1524	0.419488026424443	0.295520651541594	"both complete"
"OG0002337"	4224	4191	-33	-0.0078125	-0.0078740157480315	"both complete"
"OG0002338"	276	267	-9	-0.0326086956521739	-0.0337078651685393	"both complete"
"OG0002340"	546	2499	1953	3.57692307692308	0.781512605042017	"one complete"
"OG0002344"	1578	1443	-135	-0.0855513307984791	-0.0935550935550936	"both complete"
"OG0002350"	1065	1074	9	0.00845070422535211	0.00837988826815642	"both complete"
"OG0002352"	1059	1062	3	0.0028328611898017	0.00282485875706215	"both complete"
"OG0002355"	876	759	-117	-0.133561643835616	-0.154150197628458	"one complete"
"OG0002357"	867	1116	249	0.28719723183391	0.223118279569892	"both complete"
"OG0002361"	354	600	246	0.694915254237288	0.41	"both complete"
"OG0002363"	510	510	0	0	0	"one complete"
"OG0002365"	603	297	-306	-0.507462686567164	-1.03030303030303	"both complete"
"OG0002371"	600	690	90	0.15	0.130434782608696	"one complete"
"OG0002375"	1155	1305	150	0.12987012987013	0.114942528735632	"both complete"
"OG0002378"	399	417	18	0.0451127819548872	0.0431654676258993	"one complete"
"OG0002379"	1584	1176	-408	-0.257575757575758	-0.346938775510204	"both complete"
"OG0002381"	1533	1551	18	0.0117416829745597	0.011605415860735	"both complete"
"OG0002383"	1842	1569	-273	-0.148208469055375	-0.173996175908222	"one complete"
"OG0002389"	864	975	111	0.128472222222222	0.113846153846154	"both complete"
"OG0002390"	2016	2067	51	0.025297619047619	0.0246734397677794	"both complete"
"OG0002394"	690	1221	531	0.769565217391304	0.434889434889435	"both complete"
"OG0002395"	1296	1263	-33	-0.025462962962963	-0.0261282660332542	"both complete"
"OG0002400"	4584	4584	0	0	0	"both complete"
"OG0002402"	1908	1821	-87	-0.0455974842767296	-0.0477759472817133	"both complete"
"OG0002403"	852	969	117	0.137323943661972	0.120743034055728	"one complete"
"OG0002404"	1278	1167	-111	-0.0868544600938967	-0.0951156812339332	"both complete"
"OG0002407"	2313	2298	-15	-0.00648508430609598	-0.00652741514360313	"one complete"
"OG0002408"	1668	1695	27	0.0161870503597122	0.015929203539823	"both complete"
"OG0002410"	3273	3237	-36	-0.0109990834097159	-0.0111214087117702	"both complete"
"OG0002411"	2343	2343	0	0	0	"both complete"
"OG0002417"	4770	3168	-1602	-0.335849056603774	-0.505681818181818	"one complete"
"OG0002420"	1518	1797	279	0.183794466403162	0.155258764607679	"one complete"
"OG0002422"	1563	1662	99	0.0633397312859885	0.0595667870036101	"one complete"
"OG0002425"	960	1047	87	0.090625	0.0830945558739255	"one complete"
"OG0002432"	1065	1116	51	0.047887323943662	0.0456989247311828	"both complete"
"OG0002435"	1107	1107	0	0	0	"0 complete"
"OG0002437"	3021	2991	-30	-0.0099304865938431	-0.0100300902708124	"both complete"
"OG0002444"	2079	2001	-78	-0.0375180375180375	-0.0389805097451274	"one complete"
"OG0002447"	810	486	-324	-0.4	-0.666666666666667	"one complete"
"OG0002449"	1029	1059	30	0.0291545189504373	0.028328611898017	"both complete"
"OG0002452"	1500	1374	-126	-0.084	-0.091703056768559	"one complete"
"OG0002453"	369	372	3	0.00813008130081301	0.00806451612903226	"one complete"
"OG0002454"	1545	1695	150	0.0970873786407767	0.0884955752212389	"one complete"
"OG0002461"	1074	882	-192	-0.17877094972067	-0.217687074829932	"both complete"
"OG0002464"	1026	1026	0	0	0	"both complete"
"OG0002465"	2214	2202	-12	-0.00542005420054201	-0.00544959128065395	"both complete"
"OG0002467"	2016	2088	72	0.0357142857142857	0.0344827586206897	"both complete"
"OG0002471"	2139	1935	-204	-0.0953716690042076	-0.105426356589147	"both complete"
"OG0002473"	333	276	-57	-0.171171171171171	-0.206521739130435	"both complete"
"OG0002477"	873	798	-75	-0.0859106529209622	-0.093984962406015	"one complete"
"OG0002482"	696	567	-129	-0.185344827586207	-0.227513227513228	"both complete"
"OG0002485"	2178	2310	132	0.0606060606060606	0.0571428571428571	"both complete"
"OG0002487"	4293	4497	204	0.0475192173305381	0.0453635757171448	"both complete"
"OG0002494"	3174	3663	489	0.15406427221172	0.133497133497133	"one complete"
"OG0002495"	1275	1323	48	0.0376470588235294	0.036281179138322	"one complete"
"OG0002499"	534	534	0	0	0	"both complete"
"OG0002509"	1410	1644	234	0.165957446808511	0.142335766423358	"both complete"
"OG0002517"	840	699	-141	-0.167857142857143	-0.201716738197425	"both complete"
"OG0002518"	1584	1791	207	0.130681818181818	0.115577889447236	"both complete"
"OG0002531"	1494	1494	0	0	0	"both complete"
"OG0002532"	831	825	-6	-0.0072202166064982	-0.00727272727272727	"both complete"
"OG0002535"	1383	1416	33	0.0238611713665944	0.0233050847457627	"both complete"
"OG0002539"	921	873	-48	-0.0521172638436482	-0.0549828178694158	"one complete"
"OG0002541"	2253	2088	-165	-0.0732356857523302	-0.0790229885057471	"both complete"
"OG0002542"	1683	1680	-3	-0.0017825311942959	-0.00178571428571429	"one complete"
"OG0002549"	2361	2748	387	0.163913595933926	0.140829694323144	"both complete"
"OG0002567"	711	402	-309	-0.434599156118143	-0.76865671641791	"both complete"
"OG0002573"	702	837	135	0.192307692307692	0.161290322580645	"one complete"
"OG0002574"	3333	3393	60	0.018001800180018	0.017683465959328	"0 complete"
"OG0002575"	459	684	225	0.490196078431373	0.328947368421053	"both complete"
"OG0002577"	666	666	0	0	0	"both complete"
"OG0002581"	1053	1059	6	0.0056980056980057	0.0056657223796034	"both complete"
"OG0002583"	408	552	144	0.352941176470588	0.260869565217391	"one complete"
"OG0002584"	411	411	0	0	0	"both complete"
"OG0002599"	627	636	9	0.0143540669856459	0.0141509433962264	"one complete"
"OG0002602"	789	789	0	0	0	"one complete"
"OG0002603"	909	528	-381	-0.419141914191419	-0.721590909090909	"both complete"
"OG0002610"	1617	1047	-570	-0.352504638218924	-0.544412607449857	"0 complete"
"OG0002611"	591	591	0	0	0	"both complete"
"OG0002612"	1428	1605	177	0.123949579831933	0.110280373831776	"both complete"
"OG0002617"	2019	1986	-33	-0.0163447251114413	-0.0166163141993958	"both complete"
"OG0002619"	2310	2148	-162	-0.0701298701298701	-0.0754189944134078	"both complete"
"OG0002627"	1329	1332	3	0.00225733634311512	0.00225225225225225	"both complete"
"OG0002630"	684	441	-243	-0.355263157894737	-0.551020408163265	"both complete"
"OG0002636"	2739	2733	-6	-0.00219058050383352	-0.0021953896816685	"one complete"
"OG0002638"	1095	1392	297	0.271232876712329	0.213362068965517	"one complete"
"OG0002646"	636	633	-3	-0.00471698113207547	-0.004739336492891	"both complete"
"OG0002652"	1143	1461	318	0.278215223097113	0.217659137577002	"one complete"
"OG0002682"	5448	4938	-510	-0.0936123348017621	-0.103280680437424	"both complete"
