chrom	start_window	end_window	DE_counts	proportion
60	Tlei_chr1	59000001	6e+07	3	0.0263157894736842
61	Tlei_chr1	60000001	6.1e+07	2	0.0689655172413793
62	Tlei_chr2	1	1e+06	6	0.0521739130434783
63	Tlei_chr2	1000001	2e+06	3	0.024390243902439
64	Tlei_chr2	2000001	3e+06	1	0.00952380952380952
65	Tlei_chr2	3000001	4e+06	1	0.010989010989011
66	Tlei_chr2	4000001	5e+06	1	0.0208333333333333
67	Tlei_chr2	5000001	6e+06	1	0.0238095238095238
68	Tlei_chr2	6000001	7e+06	2	0.0740740740740741
69	Tlei_chr2	7000001	8e+06	1	0.0344827586206897
70	Tlei_chr2	8000001	9e+06	0	0
71	Tlei_chr2	9000001	1e+07	0	0
72	Tlei_chr2	10000001	1.1e+07	0	0
73	Tlei_chr2	11000001	1.2e+07	0	0
74	Tlei_chr2	12000001	1.3e+07	0	0
75	Tlei_chr2	13000001	1.4e+07	0	0
76	Tlei_chr2	14000001	1.5e+07	0	0
77	Tlei_chr2	15000001	1.6e+07	0	0
78	Tlei_chr2	16000001	1.7e+07	1	0.111111111111111
79	Tlei_chr2	17000001	1.8e+07	1	0.125
80	Tlei_chr2	18000001	1.9e+07	0	0
81	Tlei_chr2	19000001	2e+07	0	0
82	Tlei_chr2	20000001	2.1e+07	0	0
83	Tlei_chr2	21000001	2.2e+07	0	0
84	Tlei_chr2	22000001	2.3e+07	0	0
85	Tlei_chr2	23000001	2.4e+07	0	0
86	Tlei_chr2	24000001	2.5e+07	0	0
87	Tlei_chr2	25000001	2.6e+07	0	0
88	Tlei_chr2	26000001	2.7e+07	0	0
89	Tlei_chr2	27000001	2.8e+07	0	0
90	Tlei_chr2	28000001	2.9e+07	1	0.0909090909090909
91	Tlei_chr2	29000001	3e+07	0	0
92	Tlei_chr2	30000001	3.1e+07	0	0
93	Tlei_chr2	31000001	3.2e+07	2	0.222222222222222
94	Tlei_chr2	32000001	3.3e+07	0	0
95	Tlei_chr2	33000001	3.4e+07	3	0.272727272727273
96	Tlei_chr2	34000001	3.5e+07	0	0
97	Tlei_chr2	35000001	3.6e+07	1	0.0625
98	Tlei_chr2	36000001	3.7e+07	0	0
99	Tlei_chr2	37000001	3.8e+07	0	0
100	Tlei_chr2	38000001	3.9e+07	1	0.2
101	Tlei_chr2	39000001	4e+07	0	0
102	Tlei_chr2	40000001	4.1e+07	2	0.181818181818182
103	Tlei_chr2	41000001	4.2e+07	3	0.230769230769231
104	Tlei_chr2	42000001	4.3e+07	0	0
105	Tlei_chr2	43000001	4.4e+07	0	0
106	Tlei_chr2	44000001	4.5e+07	0	0
107	Tlei_chr2	45000001	4.6e+07	0	0
108	Tlei_chr2	46000001	4.7e+07	0	0
109	Tlei_chr2	47000001	4.8e+07	0	0
110	Tlei_chr2	48000001	4.9e+07	0	0
111	Tlei_chr2	49000001	5e+07	0	0
112	Tlei_chr2	50000001	5.1e+07	1	0.0158730158730159
113	Tlei_chr2	51000001	5.2e+07	0	0
114	Tlei_chr2	52000001	5.3e+07	2	0.032258064516129
115	Tlei_chr2	53000001	5.4e+07	0	0
116	Tlei_chr2	54000001	5.5e+07	1	0.0161290322580645
117	Tlei_chr2	55000001	5.6e+07	3	0.0288461538461538
118	Tlei_chr2	56000001	5.7e+07	5	0.036231884057971
119	Tlei_chr2	57000001	5.8e+07	0	0
120	Tlei_chr3	1	1e+06	3	0.036144578313253
121	Tlei_chr3	1000001	2e+06	5	0.0588235294117647
122	Tlei_chr3	2000001	3e+06	1	0.0172413793103448
123	Tlei_chr3	3000001	4e+06	0	0
124	Tlei_chr3	4000001	5e+06	0	0
125	Tlei_chr3	5000001	6e+06	0	0
126	Tlei_chr3	6000001	7e+06	1	0.0714285714285714
127	Tlei_chr3	7000001	8e+06	1	0.1
128	Tlei_chr3	8000001	9e+06	2	0.142857142857143
129	Tlei_chr3	9000001	1e+07	0	0
130	Tlei_chr3	10000001	1.1e+07	0	0
131	Tlei_chr3	11000001	1.2e+07	1	0.0833333333333333
132	Tlei_chr3	12000001	1.3e+07	1	0.0454545454545455
133	Tlei_chr3	13000001	1.4e+07	0	0
134	Tlei_chr3	14000001	1.5e+07	0	0
135	Tlei_chr3	15000001	1.6e+07	0	0
136	Tlei_chr3	16000001	1.7e+07	0	0
137	Tlei_chr3	17000001	1.8e+07	0	0
138	Tlei_chr3	18000001	1.9e+07	1	0.0714285714285714
139	Tlei_chr3	19000001	2e+07	0	0
140	Tlei_chr3	20000001	2.1e+07	4	0.166666666666667
141	Tlei_chr3	21000001	2.2e+07	0	0
142	Tlei_chr3	22000001	2.3e+07	0	0
143	Tlei_chr3	23000001	2.4e+07	0	0
144	Tlei_chr3	24000001	2.5e+07	0	0
145	Tlei_chr3	25000001	2.6e+07	0	0
146	Tlei_chr3	26000001	2.7e+07	0	0
147	Tlei_chr3	27000001	2.8e+07	0	0
148	Tlei_chr3	28000001	2.9e+07	0	0
149	Tlei_chr3	29000001	3e+07	1	0.125
150	Tlei_chr3	30000001	3.1e+07	0	0
151	Tlei_chr3	31000001	3.2e+07	0	0
152	Tlei_chr3	32000001	3.3e+07	0	0
153	Tlei_chr3	33000001	3.4e+07	0	0
154	Tlei_chr3	34000001	3.5e+07	0	0
155	Tlei_chr3	35000001	3.6e+07	0	0
156	Tlei_chr3	36000001	3.7e+07	0	0
157	Tlei_chr3	37000001	3.8e+07	0	0
158	Tlei_chr3	38000001	3.9e+07	0	0
159	Tlei_chr3	39000001	4e+07	3	0.3
160	Tlei_chr3	40000001	4.1e+07	0	0
161	Tlei_chr3	41000001	4.2e+07	0	0
162	Tlei_chr3	42000001	4.3e+07	0	0
163	Tlei_chr3	43000001	4.4e+07	0	0
164	Tlei_chr3	44000001	4.5e+07	0	0
165	Tlei_chr3	45000001	4.6e+07	0	0
166	Tlei_chr3	46000001	4.7e+07	0	0
167	Tlei_chr3	47000001	4.8e+07	1	0.0434782608695652
168	Tlei_chr3	48000001	4.9e+07	0	0
169	Tlei_chr3	49000001	5e+07	1	0.03125
170	Tlei_chr3	50000001	5.1e+07	0	0
171	Tlei_chr3	51000001	5.2e+07	2	0.0392156862745098
172	Tlei_chr3	52000001	5.3e+07	5	0.0568181818181818
173	Tlei_chr3	53000001	5.4e+07	4	0.0373831775700935
174	Tlei_chr3	54000001	5.5e+07	3	0.046875
175	Tlei_chr3	55000001	5.6e+07	3	0.0857142857142857
176	Tlei_chr4	1	1e+06	7	0.0588235294117647
177	Tlei_chr4	1000001	2e+06	4	0.0305343511450382
178	Tlei_chr4	2000001	3e+06	5	0.0462962962962963
179	Tlei_chr4	3000001	4e+06	1	0.00909090909090909
180	Tlei_chr4	4000001	5e+06	0	0
181	Tlei_chr4	5000001	6e+06	1	0.0384615384615385
182	Tlei_chr4	6000001	7e+06	1	0.0263157894736842
183	Tlei_chr4	7000001	8e+06	0	0
184	Tlei_chr4	8000001	9e+06	0	0
185	Tlei_chr4	9000001	1e+07	0	0
186	Tlei_chr4	10000001	1.1e+07	0	0
187	Tlei_chr4	11000001	1.2e+07	0	0
188	Tlei_chr4	12000001	1.3e+07	0	0
189	Tlei_chr4	13000001	1.4e+07	0	0
190	Tlei_chr4	14000001	1.5e+07	0	0
191	Tlei_chr4	15000001	1.6e+07	0	0
192	Tlei_chr4	16000001	1.7e+07	0	0
193	Tlei_chr4	17000001	1.8e+07	0	0
194	Tlei_chr4	18000001	1.9e+07	0	0
195	Tlei_chr4	19000001	2e+07	0	0
196	Tlei_chr4	20000001	2.1e+07	0	0
197	Tlei_chr4	21000001	2.2e+07	0	0
198	Tlei_chr4	22000001	2.3e+07	0	0
199	Tlei_chr4	23000001	2.4e+07	0	0
200	Tlei_chr4	24000001	2.5e+07	0	0
201	Tlei_chr4	25000001	2.6e+07	0	0
202	Tlei_chr4	26000001	2.7e+07	1	0.0769230769230769
203	Tlei_chr4	27000001	2.8e+07	0	0
204	Tlei_chr4	28000001	2.9e+07	2	0.285714285714286
205	Tlei_chr4	29000001	3e+07	1	0.111111111111111
206	Tlei_chr4	30000001	3.1e+07	0	0
207	Tlei_chr4	31000001	3.2e+07	1	0.1
208	Tlei_chr4	32000001	3.3e+07	0	0
209	Tlei_chr4	33000001	3.4e+07	0	0
210	Tlei_chr4	34000001	3.5e+07	0	0
211	Tlei_chr4	35000001	3.6e+07	0	0
212	Tlei_chr4	36000001	3.7e+07	0	0
213	Tlei_chr4	37000001	3.8e+07	1	0.1
214	Tlei_chr4	38000001	3.9e+07	0	0
215	Tlei_chr4	39000001	4e+07	1	0.0909090909090909
216	Tlei_chr4	40000001	4.1e+07	1	0.25
217	Tlei_chr4	41000001	4.2e+07	0	0
218	Tlei_chr4	42000001	4.3e+07	0	0
219	Tlei_chr4	43000001	4.4e+07	0	0
220	Tlei_chr4	44000001	4.5e+07	0	0
221	Tlei_chr4	45000001	4.6e+07	0	0
222	Tlei_chr4	46000001	4.7e+07	0	0
223	Tlei_chr4	47000001	4.8e+07	0	0
224	Tlei_chr4	48000001	4.9e+07	0	0
225	Tlei_chr4	49000001	5e+07	0	0
226	Tlei_chr4	50000001	5.1e+07	0	0
227	Tlei_chr4	51000001	5.2e+07	0	0
228	Tlei_chr4	52000001	5.3e+07	2	0.0909090909090909
229	Tlei_chr4	53000001	5.4e+07	2	0.0540540540540541
230	Tlei_chr4	54000001	5.5e+07	1	0.0169491525423729
231	Tlei_chr4	55000001	5.6e+07	1	0.0303030303030303
232	Tlei_chr5	1	1e+06	5	0.0520833333333333
233	Tlei_chr5	1000001	2e+06	1	0.01
234	Tlei_chr5	2000001	3e+06	6	0.08
235	Tlei_chr5	3000001	4e+06	4	0.0459770114942529
236	Tlei_chr5	4000001	5e+06	3	0.0535714285714286
237	Tlei_chr5	5000001	6e+06	1	0.0263157894736842
238	Tlei_chr5	6000001	7e+06	1	0.032258064516129
239	Tlei_chr5	7000001	8e+06	1	0.05
240	Tlei_chr5	8000001	9e+06	0	0
241	Tlei_chr5	9000001	1e+07	0	0
242	Tlei_chr5	10000001	1.1e+07	0	0
243	Tlei_chr5	11000001	1.2e+07	1	0.0909090909090909
244	Tlei_chr5	12000001	1.3e+07	0	0
245	Tlei_chr5	13000001	1.4e+07	0	0
246	Tlei_chr5	14000001	1.5e+07	1	0.125
247	Tlei_chr5	15000001	1.6e+07	0	0
248	Tlei_chr5	16000001	1.7e+07	0	0
249	Tlei_chr5	17000001	1.8e+07	0	0
250	Tlei_chr5	18000001	1.9e+07	0	0
251	Tlei_chr5	19000001	2e+07	0	0
252	Tlei_chr5	20000001	2.1e+07	0	0
253	Tlei_chr5	21000001	2.2e+07	0	0
254	Tlei_chr5	22000001	2.3e+07	0	0
255	Tlei_chr5	23000001	2.4e+07	0	0
256	Tlei_chr5	24000001	2.5e+07	0	0
257	Tlei_chr5	25000001	2.6e+07	0	0
258	Tlei_chr5	26000001	2.7e+07	0	0
259	Tlei_chr5	27000001	2.8e+07	0	0
260	Tlei_chr5	28000001	2.9e+07	0	0
261	Tlei_chr5	29000001	3e+07	0	0
262	Tlei_chr5	30000001	3.1e+07	0	0
263	Tlei_chr5	31000001	3.2e+07	0	0
264	Tlei_chr5	32000001	3.3e+07	0	0
265	Tlei_chr5	33000001	3.4e+07	0	0
266	Tlei_chr5	34000001	3.5e+07	0	0
267	Tlei_chr5	35000001	3.6e+07	0	0
268	Tlei_chr5	36000001	3.7e+07	0	0
269	Tlei_chr5	37000001	3.8e+07	0	0
270	Tlei_chr5	38000001	3.9e+07	1	0.125
271	Tlei_chr5	39000001	4e+07	3	0.272727272727273
272	Tlei_chr5	40000001	4.1e+07	0	0
273	Tlei_chr5	41000001	4.2e+07	0	0
274	Tlei_chr5	42000001	4.3e+07	1	0.2
275	Tlei_chr5	43000001	4.4e+07	0	0
276	Tlei_chr5	44000001	4.5e+07	0	0
277	Tlei_chr5	45000001	4.6e+07	0	0
278	Tlei_chr5	46000001	4.7e+07	1	0.2
279	Tlei_chr5	47000001	4.8e+07	0	0
280	Tlei_chr5	48000001	4.9e+07	2	0.25
281	Tlei_chr5	49000001	5e+07	0	0
282	Tlei_chr5	50000001	5.1e+07	1	0.142857142857143
283	Tlei_chr5	51000001	5.2e+07	2	0.0714285714285714
284	Tlei_chr5	52000001	5.3e+07	0	0
285	Tlei_chr5	53000001	5.4e+07	3	0.0441176470588235
286	Tlei_chr5	54000001	5.5e+07	2	0.0285714285714286
287	Tlei_chr6	1	1e+06	3	0.0379746835443038
288	Tlei_chr6	1000001	2e+06	5	0.0454545454545455
289	Tlei_chr6	2000001	3e+06	3	0.027027027027027
290	Tlei_chr6	3000001	4e+06	3	0.03125
291	Tlei_chr6	4000001	5e+06	4	0.0384615384615385
292	Tlei_chr6	5000001	6e+06	0	0
293	Tlei_chr6	6000001	7e+06	0	0
294	Tlei_chr6	7000001	8e+06	0	0
295	Tlei_chr6	8000001	9e+06	1	0.0434782608695652
296	Tlei_chr6	9000001	1e+07	0	0
297	Tlei_chr6	10000001	1.1e+07	0	0
298	Tlei_chr6	11000001	1.2e+07	1	0.0909090909090909
299	Tlei_chr6	12000001	1.3e+07	0	0
300	Tlei_chr6	13000001	1.4e+07	0	0
301	Tlei_chr6	14000001	1.5e+07	0	0
302	Tlei_chr6	15000001	1.6e+07	0	0
303	Tlei_chr6	16000001	1.7e+07	0	0
304	Tlei_chr6	17000001	1.8e+07	0	0
305	Tlei_chr6	18000001	1.9e+07	0	0
306	Tlei_chr6	19000001	2e+07	0	0
307	Tlei_chr6	20000001	2.1e+07	0	0
308	Tlei_chr6	21000001	2.2e+07	1	0.2
309	Tlei_chr6	22000001	2.3e+07	0	0
310	Tlei_chr6	23000001	2.4e+07	0	0
311	Tlei_chr6	24000001	2.5e+07	1	0.142857142857143
312	Tlei_chr6	25000001	2.6e+07	2	0.0869565217391304
313	Tlei_chr6	26000001	2.7e+07	1	0.125
314	Tlei_chr6	27000001	2.8e+07	0	0
315	Tlei_chr6	28000001	2.9e+07	0	0
316	Tlei_chr6	29000001	3e+07	0	0
317	Tlei_chr6	30000001	3.1e+07	0	0
318	Tlei_chr6	31000001	3.2e+07	0	0
319	Tlei_chr6	32000001	3.3e+07	0	0
320	Tlei_chr6	33000001	3.4e+07	0	0
321	Tlei_chr6	34000001	3.5e+07	0	0
322	Tlei_chr6	35000001	3.6e+07	0	0
323	Tlei_chr6	36000001	3.7e+07	0	0
324	Tlei_chr6	37000001	3.8e+07	0	0
325	Tlei_chr6	38000001	3.9e+07	0	0
326	Tlei_chr6	39000001	4e+07	0	0
327	Tlei_chr6	40000001	4.1e+07	1	0.25
328	Tlei_chr6	41000001	4.2e+07	1	0.25
329	Tlei_chr6	42000001	4.3e+07	0	0
330	Tlei_chr6	43000001	4.4e+07	1	0.0909090909090909
331	Tlei_chr6	44000001	4.5e+07	0	0
332	Tlei_chr6	45000001	4.6e+07	0	0
333	Tlei_chr6	46000001	4.7e+07	3	0.0909090909090909
334	Tlei_chr6	47000001	4.8e+07	1	0.0285714285714286
335	Tlei_chr6	48000001	4.9e+07	3	0.0508474576271186
336	Tlei_chr6	49000001	5e+07	2	0.025974025974026
337	Tlei_chr6	50000001	5.1e+07	1	0.00833333333333333
338	Tlei_chr6	51000001	5.2e+07	3	0.0254237288135593
339	Tlei_chr6	52000001	5.3e+07	2	0.0526315789473684
340	Tlei_chr7	1	1e+06	4	0.032
341	Tlei_chr7	1000001	2e+06	4	0.04
342	Tlei_chr7	2000001	3e+06	1	0.0133333333333333
343	Tlei_chr7	3000001	4e+06	1	0.0212765957446809
344	Tlei_chr7	4000001	5e+06	1	0.03125
345	Tlei_chr7	5000001	6e+06	0	0
346	Tlei_chr7	6000001	7e+06	1	0.0476190476190476
347	Tlei_chr7	7000001	8e+06	0	0
348	Tlei_chr7	8000001	9e+06	0	0
349	Tlei_chr7	9000001	1e+07	3	0.272727272727273
350	Tlei_chr7	10000001	1.1e+07	0	0
351	Tlei_chr7	11000001	1.2e+07	1	0.0588235294117647
352	Tlei_chr7	12000001	1.3e+07	2	0.25
353	Tlei_chr7	13000001	1.4e+07	1	0.0833333333333333
354	Tlei_chr7	14000001	1.5e+07	1	0.333333333333333
355	Tlei_chr7	15000001	1.6e+07	0	0
356	Tlei_chr7	16000001	1.7e+07	0	0
357	Tlei_chr7	17000001	1.8e+07	0	0
358	Tlei_chr7	18000001	1.9e+07	1	0.2
359	Tlei_chr7	19000001	2e+07	0	0
360	Tlei_chr7	20000001	2.1e+07	1	0.111111111111111
361	Tlei_chr7	21000001	2.2e+07	0	0
362	Tlei_chr7	22000001	2.3e+07	0	0
363	Tlei_chr7	23000001	2.4e+07	0	0
364	Tlei_chr7	24000001	2.5e+07	0	0
365	Tlei_chr7	25000001	2.6e+07	0	0
366	Tlei_chr7	26000001	2.7e+07	0	0
367	Tlei_chr7	27000001	2.8e+07	0	0
368	Tlei_chr7	28000001	2.9e+07	0	0
369	Tlei_chr7	29000001	3e+07	0	0
370	Tlei_chr7	30000001	3.1e+07	0	0
371	Tlei_chr7	31000001	3.2e+07	0	0
372	Tlei_chr7	32000001	3.3e+07	0	0
373	Tlei_chr7	33000001	3.4e+07	0	0
374	Tlei_chr7	34000001	3.5e+07	0	0
375	Tlei_chr7	35000001	3.6e+07	0	0
376	Tlei_chr7	36000001	3.7e+07	1	0.0714285714285714
377	Tlei_chr7	37000001	3.8e+07	0	0
378	Tlei_chr7	38000001	3.9e+07	0	0
379	Tlei_chr7	39000001	4e+07	1	0.166666666666667
380	Tlei_chr7	40000001	4.1e+07	0	0
381	Tlei_chr7	41000001	4.2e+07	0	0
382	Tlei_chr7	42000001	4.3e+07	0	0
383	Tlei_chr7	43000001	4.4e+07	1	0.125
384	Tlei_chr7	44000001	4.5e+07	0	0
385	Tlei_chr7	45000001	4.6e+07	0	0
386	Tlei_chr7	46000001	4.7e+07	0	0
387	Tlei_chr7	47000001	4.8e+07	2	0.0645161290322581
388	Tlei_chr7	48000001	4.9e+07	2	0.153846153846154
389	Tlei_chr7	49000001	5e+07	1	0.0294117647058824
390	Tlei_chr7	50000001	5.1e+07	1	0.024390243902439
391	Tlei_chr7	51000001	5.2e+07	2	0.0212765957446809
392	Tlei_chr7	52000001	5.3e+07	3	0.103448275862069
393	Tlei_chr8	1	1e+06	9	0.0661764705882353
394	Tlei_chr8	1000001	2e+06	0	0
395	Tlei_chr8	2000001	3e+06	1	0.0125
396	Tlei_chr8	3000001	4e+06	2	0.0266666666666667
397	Tlei_chr8	4000001	5e+06	3	0.0769230769230769
398	Tlei_chr8	5000001	6e+06	4	0.117647058823529
399	Tlei_chr8	6000001	7e+06	1	0.037037037037037
400	Tlei_chr8	7000001	8e+06	1	0.0714285714285714
401	Tlei_chr8	8000001	9e+06	0	0
402	Tlei_chr8	9000001	1e+07	0	0
403	Tlei_chr8	10000001	1.1e+07	1	0.0714285714285714
404	Tlei_chr8	11000001	1.2e+07	0	0
405	Tlei_chr8	12000001	1.3e+07	0	0
406	Tlei_chr8	13000001	1.4e+07	0	0
407	Tlei_chr8	14000001	1.5e+07	0	0
408	Tlei_chr8	15000001	1.6e+07	2	0.166666666666667
409	Tlei_chr8	16000001	1.7e+07	0	0
410	Tlei_chr8	17000001	1.8e+07	1	0.142857142857143
411	Tlei_chr8	18000001	1.9e+07	0	0
412	Tlei_chr8	19000001	2e+07	0	0
413	Tlei_chr8	20000001	2.1e+07	0	0
414	Tlei_chr8	21000001	2.2e+07	0	0
415	Tlei_chr8	22000001	2.3e+07	0	0
416	Tlei_chr8	23000001	2.4e+07	0	0
417	Tlei_chr8	24000001	2.5e+07	0	0
418	Tlei_chr8	25000001	2.6e+07	0	0
419	Tlei_chr8	26000001	2.7e+07	1	0.333333333333333
420	Tlei_chr8	27000001	2.8e+07	0	0
421	Tlei_chr8	28000001	2.9e+07	0	0
422	Tlei_chr8	29000001	3e+07	1	0.2
423	Tlei_chr8	30000001	3.1e+07	0	0
424	Tlei_chr8	31000001	3.2e+07	0	0
425	Tlei_chr8	32000001	3.3e+07	0	0
426	Tlei_chr8	33000001	3.4e+07	0	0
427	Tlei_chr8	34000001	3.5e+07	1	0.0138888888888889
428	Tlei_chr8	35000001	3.6e+07	0	0
429	Tlei_chr8	36000001	3.7e+07	0	0
430	Tlei_chr8	37000001	3.8e+07	0	0
431	Tlei_chr8	38000001	3.9e+07	0	0
432	Tlei_chr8	39000001	4e+07	3	0.25
433	Tlei_chr8	40000001	4.1e+07	0	0
434	Tlei_chr8	41000001	4.2e+07	0	0
435	Tlei_chr8	42000001	4.3e+07	0	0
436	Tlei_chr8	43000001	4.4e+07	0	0
437	Tlei_chr8	44000001	4.5e+07	0	0
438	Tlei_chr8	45000001	4.6e+07	0	0
439	Tlei_chr8	46000001	4.7e+07	0	0
440	Tlei_chr8	47000001	4.8e+07	1	0.0158730158730159
441	Tlei_chr8	48000001	4.9e+07	2	0.032258064516129
442	Tlei_chr8	49000001	5e+07	5	0.0505050505050505
443	Tlei_chr8	50000001	5.1e+07	2	0.0135135135135135
444	Tlei_chr8	51000001	5.2e+07	0	0
445	Tlei_chr9	1	1e+06	6	0.0422535211267606
446	Tlei_chr9	1000001	2e+06	6	0.0465116279069767
447	Tlei_chr9	2000001	3e+06	3	0.0263157894736842
448	Tlei_chr9	3000001	4e+06	1	0.0123456790123457
449	Tlei_chr9	4000001	5e+06	2	0.027027027027027
450	Tlei_chr9	5000001	6e+06	2	0.037037037037037
451	Tlei_chr9	6000001	7e+06	2	0.0606060606060606
452	Tlei_chr9	7000001	8e+06	0	0
453	Tlei_chr9	8000001	9e+06	2	0.0740740740740741
454	Tlei_chr9	9000001	1e+07	0	0
455	Tlei_chr9	10000001	1.1e+07	1	0.166666666666667
456	Tlei_chr9	11000001	1.2e+07	0	0
457	Tlei_chr9	12000001	1.3e+07	0	0
458	Tlei_chr9	13000001	1.4e+07	0	0
459	Tlei_chr9	14000001	1.5e+07	0	0
460	Tlei_chr9	15000001	1.6e+07	1	0.0714285714285714
461	Tlei_chr9	16000001	1.7e+07	0	0
462	Tlei_chr9	17000001	1.8e+07	1	0.0769230769230769
463	Tlei_chr9	18000001	1.9e+07	0	0
464	Tlei_chr9	19000001	2e+07	0	0
465	Tlei_chr9	20000001	2.1e+07	1	0.125
466	Tlei_chr9	21000001	2.2e+07	0	0
467	Tlei_chr9	22000001	2.3e+07	0	0
468	Tlei_chr9	23000001	2.4e+07	0	0
469	Tlei_chr9	24000001	2.5e+07	0	0
470	Tlei_chr9	25000001	2.6e+07	0	0
471	Tlei_chr9	26000001	2.7e+07	0	0
472	Tlei_chr9	27000001	2.8e+07	0	0
473	Tlei_chr9	28000001	2.9e+07	0	0
474	Tlei_chr9	29000001	3e+07	0	0
475	Tlei_chr9	30000001	3.1e+07	0	0
476	Tlei_chr9	31000001	3.2e+07	2	0.25
477	Tlei_chr9	32000001	3.3e+07	1	0.0555555555555556
478	Tlei_chr9	33000001	3.4e+07	0	0
479	Tlei_chr9	34000001	3.5e+07	0	0
480	Tlei_chr9	35000001	3.6e+07	1	0.111111111111111
481	Tlei_chr9	36000001	3.7e+07	0	0
482	Tlei_chr9	37000001	3.8e+07	0	0
483	Tlei_chr9	38000001	3.9e+07	0	0
484	Tlei_chr9	39000001	4e+07	0	0
485	Tlei_chr9	40000001	4.1e+07	0	0
486	Tlei_chr9	41000001	4.2e+07	0	0
487	Tlei_chr9	42000001	4.3e+07	1	0.111111111111111
488	Tlei_chr9	43000001	4.4e+07	0	0
489	Tlei_chr9	44000001	4.5e+07	0	0
490	Tlei_chr9	45000001	4.6e+07	0	0
491	Tlei_chr9	46000001	4.7e+07	1	0.0344827586206897
492	Tlei_chr9	47000001	4.8e+07	0	0
493	Tlei_chr9	48000001	4.9e+07	5	0.078125
494	Tlei_chr9	49000001	5e+07	3	0.03
495	Tlei_chr9	50000001	5.1e+07	2	0.0666666666666667
496	Tlei_chr10	1	1e+06	4	0.0384615384615385
497	Tlei_chr10	1000001	2e+06	2	0.015748031496063
498	Tlei_chr10	2000001	3e+06	5	0.0446428571428571
499	Tlei_chr10	3000001	4e+06	2	0.04
500	Tlei_chr10	4000001	5e+06	1	0.0208333333333333
501	Tlei_chr10	5000001	6e+06	0	0
502	Tlei_chr10	6000001	7e+06	3	0.214285714285714
503	Tlei_chr10	7000001	8e+06	5	0.416666666666667
504	Tlei_chr10	8000001	9e+06	1	0.2
505	Tlei_chr10	9000001	1e+07	0	0
506	Tlei_chr10	10000001	1.1e+07	0	0
507	Tlei_chr10	11000001	1.2e+07	0	0
