"chrom"	"V2"	"V3"	"counts"
"118"	"Tlei_chr2"	"56000001"	"5.7e+07"	"138"
"119"	"Tlei_chr2"	"57000001"	"5.8e+07"	"12"
"120"	"Tlei_chr3"	"1"	"1e+06"	"83"
"121"	"Tlei_chr3"	"1000001"	"2e+06"	"85"
"122"	"Tlei_chr3"	"2000001"	"3e+06"	"58"
"123"	"Tlei_chr3"	"3000001"	"4e+06"	"27"
"124"	"Tlei_chr3"	"4000001"	"5e+06"	"29"
"125"	"Tlei_chr3"	"5000001"	"6e+06"	"18"
"126"	"Tlei_chr3"	"6000001"	"7e+06"	"14"
"127"	"Tlei_chr3"	"7000001"	"8e+06"	"10"
"128"	"Tlei_chr3"	"8000001"	"9e+06"	"14"
"129"	"Tlei_chr3"	"9000001"	"1e+07"	"13"
"130"	"Tlei_chr3"	"10000001"	"1.1e+07"	"12"
"131"	"Tlei_chr3"	"11000001"	"1.2e+07"	"12"
"132"	"Tlei_chr3"	"12000001"	"1.3e+07"	"22"
"133"	"Tlei_chr3"	"13000001"	"1.4e+07"	"21"
"134"	"Tlei_chr3"	"14000001"	"1.5e+07"	"15"
"135"	"Tlei_chr3"	"15000001"	"1.6e+07"	"7"
"136"	"Tlei_chr3"	"16000001"	"1.7e+07"	"9"
"137"	"Tlei_chr3"	"17000001"	"1.8e+07"	"19"
"138"	"Tlei_chr3"	"18000001"	"1.9e+07"	"14"
"139"	"Tlei_chr3"	"19000001"	"2e+07"	"6"
"140"	"Tlei_chr3"	"20000001"	"2.1e+07"	"24"
"141"	"Tlei_chr3"	"21000001"	"2.2e+07"	"17"
"142"	"Tlei_chr3"	"22000001"	"2.3e+07"	"11"
"143"	"Tlei_chr3"	"23000001"	"2.4e+07"	"11"
"144"	"Tlei_chr3"	"24000001"	"2.5e+07"	"10"
"145"	"Tlei_chr3"	"25000001"	"2.6e+07"	"11"
"146"	"Tlei_chr3"	"26000001"	"2.7e+07"	"4"
"147"	"Tlei_chr3"	"27000001"	"2.8e+07"	"3"
"148"	"Tlei_chr3"	"28000001"	"2.9e+07"	"6"
"149"	"Tlei_chr3"	"29000001"	"3e+07"	"8"
"150"	"Tlei_chr3"	"30000001"	"3.1e+07"	"12"
"151"	"Tlei_chr3"	"31000001"	"3.2e+07"	"12"
"152"	"Tlei_chr3"	"32000001"	"3.3e+07"	"5"
"153"	"Tlei_chr3"	"33000001"	"3.4e+07"	"10"
"154"	"Tlei_chr3"	"34000001"	"3.5e+07"	"3"
"155"	"Tlei_chr3"	"35000001"	"3.6e+07"	"9"
"156"	"Tlei_chr3"	"36000001"	"3.7e+07"	"4"
"157"	"Tlei_chr3"	"37000001"	"3.8e+07"	"8"
"158"	"Tlei_chr3"	"38000001"	"3.9e+07"	"16"
"159"	"Tlei_chr3"	"39000001"	"4e+07"	"10"
"160"	"Tlei_chr3"	"40000001"	"4.1e+07"	"3"
"161"	"Tlei_chr3"	"41000001"	"4.2e+07"	"4"
"162"	"Tlei_chr3"	"42000001"	"4.3e+07"	"1"
"163"	"Tlei_chr3"	"43000001"	"4.4e+07"	"3"
"164"	"Tlei_chr3"	"44000001"	"4.5e+07"	"8"
"165"	"Tlei_chr3"	"45000001"	"4.6e+07"	"5"
"166"	"Tlei_chr3"	"46000001"	"4.7e+07"	"6"
"167"	"Tlei_chr3"	"47000001"	"4.8e+07"	"23"
"168"	"Tlei_chr3"	"48000001"	"4.9e+07"	"13"
"169"	"Tlei_chr3"	"49000001"	"5e+07"	"32"
"170"	"Tlei_chr3"	"50000001"	"5.1e+07"	"35"
"171"	"Tlei_chr3"	"51000001"	"5.2e+07"	"51"
"172"	"Tlei_chr3"	"52000001"	"5.3e+07"	"88"
"173"	"Tlei_chr3"	"53000001"	"5.4e+07"	"107"
"174"	"Tlei_chr3"	"54000001"	"5.5e+07"	"64"
"175"	"Tlei_chr3"	"55000001"	"5.6e+07"	"35"
"176"	"Tlei_chr4"	"1"	"1e+06"	"119"
"177"	"Tlei_chr4"	"1000001"	"2e+06"	"131"
"178"	"Tlei_chr4"	"2000001"	"3e+06"	"108"
"179"	"Tlei_chr4"	"3000001"	"4e+06"	"110"
"180"	"Tlei_chr4"	"4000001"	"5e+06"	"56"
"181"	"Tlei_chr4"	"5000001"	"6e+06"	"26"
"182"	"Tlei_chr4"	"6000001"	"7e+06"	"38"
"183"	"Tlei_chr4"	"7000001"	"8e+06"	"16"
"184"	"Tlei_chr4"	"8000001"	"9e+06"	"19"
"185"	"Tlei_chr4"	"9000001"	"1e+07"	"4"
"186"	"Tlei_chr4"	"10000001"	"1.1e+07"	"7"
"187"	"Tlei_chr4"	"11000001"	"1.2e+07"	"5"
"188"	"Tlei_chr4"	"12000001"	"1.3e+07"	"6"
"189"	"Tlei_chr4"	"13000001"	"1.4e+07"	"1"
"190"	"Tlei_chr4"	"14000001"	"1.5e+07"	"10"
"191"	"Tlei_chr4"	"15000001"	"1.6e+07"	"7"
"192"	"Tlei_chr4"	"16000001"	"1.7e+07"	"7"
"193"	"Tlei_chr4"	"17000001"	"1.8e+07"	"1"
"194"	"Tlei_chr4"	"18000001"	"1.9e+07"	"2"
"195"	"Tlei_chr4"	"19000001"	"2e+07"	"9"
"196"	"Tlei_chr4"	"20000001"	"2.1e+07"	"5"
"197"	"Tlei_chr4"	"21000001"	"2.2e+07"	"6"
"198"	"Tlei_chr4"	"22000001"	"2.3e+07"	"9"
"199"	"Tlei_chr4"	"23000001"	"2.4e+07"	"7"
"200"	"Tlei_chr4"	"24000001"	"2.5e+07"	"2"
"201"	"Tlei_chr4"	"25000001"	"2.6e+07"	"5"
"202"	"Tlei_chr4"	"26000001"	"2.7e+07"	"13"
"203"	"Tlei_chr4"	"27000001"	"2.8e+07"	"10"
"204"	"Tlei_chr4"	"28000001"	"2.9e+07"	"7"
"205"	"Tlei_chr4"	"29000001"	"3e+07"	"9"
"206"	"Tlei_chr4"	"30000001"	"3.1e+07"	"7"
"207"	"Tlei_chr4"	"31000001"	"3.2e+07"	"10"
"208"	"Tlei_chr4"	"32000001"	"3.3e+07"	"10"
"209"	"Tlei_chr4"	"33000001"	"3.4e+07"	"1"
"210"	"Tlei_chr4"	"34000001"	"3.5e+07"	"4"
"211"	"Tlei_chr4"	"35000001"	"3.6e+07"	"9"
"212"	"Tlei_chr4"	"36000001"	"3.7e+07"	"11"
"213"	"Tlei_chr4"	"37000001"	"3.8e+07"	"10"
"214"	"Tlei_chr4"	"38000001"	"3.9e+07"	"11"
"215"	"Tlei_chr4"	"39000001"	"4e+07"	"11"
"216"	"Tlei_chr4"	"40000001"	"4.1e+07"	"4"
"217"	"Tlei_chr4"	"41000001"	"4.2e+07"	"0"
"218"	"Tlei_chr4"	"42000001"	"4.3e+07"	"5"
"219"	"Tlei_chr4"	"43000001"	"4.4e+07"	"4"
"220"	"Tlei_chr4"	"44000001"	"4.5e+07"	"3"
"221"	"Tlei_chr4"	"45000001"	"4.6e+07"	"9"
"222"	"Tlei_chr4"	"46000001"	"4.7e+07"	"5"
"223"	"Tlei_chr4"	"47000001"	"4.8e+07"	"8"
"224"	"Tlei_chr4"	"48000001"	"4.9e+07"	"18"
"225"	"Tlei_chr4"	"49000001"	"5e+07"	"13"
"226"	"Tlei_chr4"	"50000001"	"5.1e+07"	"19"
"227"	"Tlei_chr4"	"51000001"	"5.2e+07"	"17"
"228"	"Tlei_chr4"	"52000001"	"5.3e+07"	"22"
"229"	"Tlei_chr4"	"53000001"	"5.4e+07"	"37"
"230"	"Tlei_chr4"	"54000001"	"5.5e+07"	"59"
"231"	"Tlei_chr4"	"55000001"	"5.6e+07"	"33"
"232"	"Tlei_chr5"	"1"	"1e+06"	"96"
"233"	"Tlei_chr5"	"1000001"	"2e+06"	"100"
"234"	"Tlei_chr5"	"2000001"	"3e+06"	"75"
"235"	"Tlei_chr5"	"3000001"	"4e+06"	"87"
"236"	"Tlei_chr5"	"4000001"	"5e+06"	"56"
"237"	"Tlei_chr5"	"5000001"	"6e+06"	"38"
"238"	"Tlei_chr5"	"6000001"	"7e+06"	"31"
"239"	"Tlei_chr5"	"7000001"	"8e+06"	"20"
"240"	"Tlei_chr5"	"8000001"	"9e+06"	"6"
"241"	"Tlei_chr5"	"9000001"	"1e+07"	"8"
"242"	"Tlei_chr5"	"10000001"	"1.1e+07"	"5"
"243"	"Tlei_chr5"	"11000001"	"1.2e+07"	"11"
"244"	"Tlei_chr5"	"12000001"	"1.3e+07"	"16"
"245"	"Tlei_chr5"	"13000001"	"1.4e+07"	"14"
"246"	"Tlei_chr5"	"14000001"	"1.5e+07"	"8"
"247"	"Tlei_chr5"	"15000001"	"1.6e+07"	"8"
"248"	"Tlei_chr5"	"16000001"	"1.7e+07"	"9"
"249"	"Tlei_chr5"	"17000001"	"1.8e+07"	"3"
"250"	"Tlei_chr5"	"18000001"	"1.9e+07"	"11"
"251"	"Tlei_chr5"	"19000001"	"2e+07"	"11"
"252"	"Tlei_chr5"	"20000001"	"2.1e+07"	"7"
"253"	"Tlei_chr5"	"21000001"	"2.2e+07"	"3"
"254"	"Tlei_chr5"	"22000001"	"2.3e+07"	"11"
"255"	"Tlei_chr5"	"23000001"	"2.4e+07"	"7"
"256"	"Tlei_chr5"	"24000001"	"2.5e+07"	"1"
"257"	"Tlei_chr5"	"25000001"	"2.6e+07"	"5"
"258"	"Tlei_chr5"	"26000001"	"2.7e+07"	"5"
"259"	"Tlei_chr5"	"27000001"	"2.8e+07"	"7"
"260"	"Tlei_chr5"	"28000001"	"2.9e+07"	"6"
"261"	"Tlei_chr5"	"29000001"	"3e+07"	"4"
"262"	"Tlei_chr5"	"30000001"	"3.1e+07"	"4"
"263"	"Tlei_chr5"	"31000001"	"3.2e+07"	"2"
"264"	"Tlei_chr5"	"32000001"	"3.3e+07"	"5"
"265"	"Tlei_chr5"	"33000001"	"3.4e+07"	"2"
"266"	"Tlei_chr5"	"34000001"	"3.5e+07"	"6"
"267"	"Tlei_chr5"	"35000001"	"3.6e+07"	"46"
"268"	"Tlei_chr5"	"36000001"	"3.7e+07"	"8"
"269"	"Tlei_chr5"	"37000001"	"3.8e+07"	"7"
"270"	"Tlei_chr5"	"38000001"	"3.9e+07"	"8"
"271"	"Tlei_chr5"	"39000001"	"4e+07"	"11"
"272"	"Tlei_chr5"	"40000001"	"4.1e+07"	"6"
"273"	"Tlei_chr5"	"41000001"	"4.2e+07"	"12"
"274"	"Tlei_chr5"	"42000001"	"4.3e+07"	"5"
"275"	"Tlei_chr5"	"43000001"	"4.4e+07"	"6"
"276"	"Tlei_chr5"	"44000001"	"4.5e+07"	"7"
"277"	"Tlei_chr5"	"45000001"	"4.6e+07"	"7"
"278"	"Tlei_chr5"	"46000001"	"4.7e+07"	"5"
"279"	"Tlei_chr5"	"47000001"	"4.8e+07"	"3"
"280"	"Tlei_chr5"	"48000001"	"4.9e+07"	"8"
"281"	"Tlei_chr5"	"49000001"	"5e+07"	"19"
"282"	"Tlei_chr5"	"50000001"	"5.1e+07"	"7"
"283"	"Tlei_chr5"	"51000001"	"5.2e+07"	"28"
"284"	"Tlei_chr5"	"52000001"	"5.3e+07"	"55"
"285"	"Tlei_chr5"	"53000001"	"5.4e+07"	"68"
"286"	"Tlei_chr5"	"54000001"	"5.5e+07"	"70"
"287"	"Tlei_chr6"	"1"	"1e+06"	"79"
"288"	"Tlei_chr6"	"1000001"	"2e+06"	"110"
"289"	"Tlei_chr6"	"2000001"	"3e+06"	"111"
"290"	"Tlei_chr6"	"3000001"	"4e+06"	"96"
"291"	"Tlei_chr6"	"4000001"	"5e+06"	"104"
"292"	"Tlei_chr6"	"5000001"	"6e+06"	"44"
"293"	"Tlei_chr6"	"6000001"	"7e+06"	"33"
"294"	"Tlei_chr6"	"7000001"	"8e+06"	"27"
"295"	"Tlei_chr6"	"8000001"	"9e+06"	"23"
"296"	"Tlei_chr6"	"9000001"	"1e+07"	"10"
"297"	"Tlei_chr6"	"10000001"	"1.1e+07"	"3"
"298"	"Tlei_chr6"	"11000001"	"1.2e+07"	"11"
"299"	"Tlei_chr6"	"12000001"	"1.3e+07"	"8"
"300"	"Tlei_chr6"	"13000001"	"1.4e+07"	"11"
"301"	"Tlei_chr6"	"14000001"	"1.5e+07"	"9"
"302"	"Tlei_chr6"	"15000001"	"1.6e+07"	"5"
"303"	"Tlei_chr6"	"16000001"	"1.7e+07"	"7"
"304"	"Tlei_chr6"	"17000001"	"1.8e+07"	"0"
"305"	"Tlei_chr6"	"18000001"	"1.9e+07"	"9"
"306"	"Tlei_chr6"	"19000001"	"2e+07"	"2"
"307"	"Tlei_chr6"	"20000001"	"2.1e+07"	"8"
"308"	"Tlei_chr6"	"21000001"	"2.2e+07"	"5"
"309"	"Tlei_chr6"	"22000001"	"2.3e+07"	"2"
"310"	"Tlei_chr6"	"23000001"	"2.4e+07"	"6"
"311"	"Tlei_chr6"	"24000001"	"2.5e+07"	"7"
"312"	"Tlei_chr6"	"25000001"	"2.6e+07"	"23"
"313"	"Tlei_chr6"	"26000001"	"2.7e+07"	"8"
"314"	"Tlei_chr6"	"27000001"	"2.8e+07"	"1"
"315"	"Tlei_chr6"	"28000001"	"2.9e+07"	"2"
"316"	"Tlei_chr6"	"29000001"	"3e+07"	"4"
"317"	"Tlei_chr6"	"30000001"	"3.1e+07"	"8"
"318"	"Tlei_chr6"	"31000001"	"3.2e+07"	"5"
"319"	"Tlei_chr6"	"32000001"	"3.3e+07"	"8"
"320"	"Tlei_chr6"	"33000001"	"3.4e+07"	"4"
"321"	"Tlei_chr6"	"34000001"	"3.5e+07"	"7"
"322"	"Tlei_chr6"	"35000001"	"3.6e+07"	"6"
"323"	"Tlei_chr6"	"36000001"	"3.7e+07"	"4"
"324"	"Tlei_chr6"	"37000001"	"3.8e+07"	"2"
"325"	"Tlei_chr6"	"38000001"	"3.9e+07"	"7"
"326"	"Tlei_chr6"	"39000001"	"4e+07"	"3"
"327"	"Tlei_chr6"	"40000001"	"4.1e+07"	"4"
"328"	"Tlei_chr6"	"41000001"	"4.2e+07"	"4"
"329"	"Tlei_chr6"	"42000001"	"4.3e+07"	"8"
"330"	"Tlei_chr6"	"43000001"	"4.4e+07"	"11"
"331"	"Tlei_chr6"	"44000001"	"4.5e+07"	"16"
"332"	"Tlei_chr6"	"45000001"	"4.6e+07"	"4"
"333"	"Tlei_chr6"	"46000001"	"4.7e+07"	"33"
"334"	"Tlei_chr6"	"47000001"	"4.8e+07"	"35"
"335"	"Tlei_chr6"	"48000001"	"4.9e+07"	"59"
"336"	"Tlei_chr6"	"49000001"	"5e+07"	"77"
"337"	"Tlei_chr6"	"50000001"	"5.1e+07"	"120"
"338"	"Tlei_chr6"	"51000001"	"5.2e+07"	"118"
"339"	"Tlei_chr6"	"52000001"	"5.3e+07"	"38"
"340"	"Tlei_chr7"	"1"	"1e+06"	"125"
"341"	"Tlei_chr7"	"1000001"	"2e+06"	"100"
"342"	"Tlei_chr7"	"2000001"	"3e+06"	"75"
"343"	"Tlei_chr7"	"3000001"	"4e+06"	"47"
"344"	"Tlei_chr7"	"4000001"	"5e+06"	"32"
"345"	"Tlei_chr7"	"5000001"	"6e+06"	"17"
"346"	"Tlei_chr7"	"6000001"	"7e+06"	"21"
"347"	"Tlei_chr7"	"7000001"	"8e+06"	"16"
"348"	"Tlei_chr7"	"8000001"	"9e+06"	"5"
"349"	"Tlei_chr7"	"9000001"	"1e+07"	"11"
"350"	"Tlei_chr7"	"10000001"	"1.1e+07"	"5"
"351"	"Tlei_chr7"	"11000001"	"1.2e+07"	"17"
"352"	"Tlei_chr7"	"12000001"	"1.3e+07"	"8"
"353"	"Tlei_chr7"	"13000001"	"1.4e+07"	"12"
"354"	"Tlei_chr7"	"14000001"	"1.5e+07"	"3"
"355"	"Tlei_chr7"	"15000001"	"1.6e+07"	"2"
"356"	"Tlei_chr7"	"16000001"	"1.7e+07"	"4"
"357"	"Tlei_chr7"	"17000001"	"1.8e+07"	"0"
"358"	"Tlei_chr7"	"18000001"	"1.9e+07"	"5"
"359"	"Tlei_chr7"	"19000001"	"2e+07"	"8"
"360"	"Tlei_chr7"	"20000001"	"2.1e+07"	"9"
"361"	"Tlei_chr7"	"21000001"	"2.2e+07"	"2"
"362"	"Tlei_chr7"	"22000001"	"2.3e+07"	"5"
"363"	"Tlei_chr7"	"23000001"	"2.4e+07"	"3"
"364"	"Tlei_chr7"	"24000001"	"2.5e+07"	"8"
"365"	"Tlei_chr7"	"25000001"	"2.6e+07"	"2"
"366"	"Tlei_chr7"	"26000001"	"2.7e+07"	"4"
"367"	"Tlei_chr7"	"27000001"	"2.8e+07"	"9"
"368"	"Tlei_chr7"	"28000001"	"2.9e+07"	"3"
"369"	"Tlei_chr7"	"29000001"	"3e+07"	"3"
"370"	"Tlei_chr7"	"30000001"	"3.1e+07"	"4"
"371"	"Tlei_chr7"	"31000001"	"3.2e+07"	"8"
"372"	"Tlei_chr7"	"32000001"	"3.3e+07"	"5"
"373"	"Tlei_chr7"	"33000001"	"3.4e+07"	"5"
"374"	"Tlei_chr7"	"34000001"	"3.5e+07"	"1"
"375"	"Tlei_chr7"	"35000001"	"3.6e+07"	"1"
"376"	"Tlei_chr7"	"36000001"	"3.7e+07"	"14"
"377"	"Tlei_chr7"	"37000001"	"3.8e+07"	"4"
"378"	"Tlei_chr7"	"38000001"	"3.9e+07"	"7"
"379"	"Tlei_chr7"	"39000001"	"4e+07"	"6"
"380"	"Tlei_chr7"	"40000001"	"4.1e+07"	"9"
"381"	"Tlei_chr7"	"41000001"	"4.2e+07"	"12"
"382"	"Tlei_chr7"	"42000001"	"4.3e+07"	"8"
"383"	"Tlei_chr7"	"43000001"	"4.4e+07"	"8"
"384"	"Tlei_chr7"	"44000001"	"4.5e+07"	"8"
"385"	"Tlei_chr7"	"45000001"	"4.6e+07"	"8"
"386"	"Tlei_chr7"	"46000001"	"4.7e+07"	"15"
"387"	"Tlei_chr7"	"47000001"	"4.8e+07"	"31"
"388"	"Tlei_chr7"	"48000001"	"4.9e+07"	"13"
"389"	"Tlei_chr7"	"49000001"	"5e+07"	"34"
"390"	"Tlei_chr7"	"50000001"	"5.1e+07"	"41"
"391"	"Tlei_chr7"	"51000001"	"5.2e+07"	"94"
"392"	"Tlei_chr7"	"52000001"	"5.3e+07"	"29"
"393"	"Tlei_chr8"	"1"	"1e+06"	"136"
"394"	"Tlei_chr8"	"1000001"	"2e+06"	"99"
"395"	"Tlei_chr8"	"2000001"	"3e+06"	"80"
"396"	"Tlei_chr8"	"3000001"	"4e+06"	"75"
"397"	"Tlei_chr8"	"4000001"	"5e+06"	"39"
"398"	"Tlei_chr8"	"5000001"	"6e+06"	"34"
"399"	"Tlei_chr8"	"6000001"	"7e+06"	"27"
"400"	"Tlei_chr8"	"7000001"	"8e+06"	"14"
"401"	"Tlei_chr8"	"8000001"	"9e+06"	"8"
"402"	"Tlei_chr8"	"9000001"	"1e+07"	"11"
"403"	"Tlei_chr8"	"10000001"	"1.1e+07"	"14"
"404"	"Tlei_chr8"	"11000001"	"1.2e+07"	"10"
"405"	"Tlei_chr8"	"12000001"	"1.3e+07"	"16"
"406"	"Tlei_chr8"	"13000001"	"1.4e+07"	"11"
"407"	"Tlei_chr8"	"14000001"	"1.5e+07"	"14"
"408"	"Tlei_chr8"	"15000001"	"1.6e+07"	"12"
"409"	"Tlei_chr8"	"16000001"	"1.7e+07"	"4"
"410"	"Tlei_chr8"	"17000001"	"1.8e+07"	"7"
"411"	"Tlei_chr8"	"18000001"	"1.9e+07"	"4"
"412"	"Tlei_chr8"	"19000001"	"2e+07"	"6"
"413"	"Tlei_chr8"	"20000001"	"2.1e+07"	"1"
"414"	"Tlei_chr8"	"21000001"	"2.2e+07"	"6"
"415"	"Tlei_chr8"	"22000001"	"2.3e+07"	"8"
"416"	"Tlei_chr8"	"23000001"	"2.4e+07"	"16"
"417"	"Tlei_chr8"	"24000001"	"2.5e+07"	"5"
