chrom	start_window	end_window	DE_counts	proportion
133	Tfas_chr5	4000001	5e+06	1	0.0142857142857143
134	Tfas_chr5	5000001	6e+06	1	0.0277777777777778
135	Tfas_chr5	6000001	7e+06	1	0.0666666666666667
136	Tfas_chr5	7000001	8e+06	0	0
137	Tfas_chr5	8000001	9e+06	2	0.105263157894737
138	Tfas_chr5	9000001	1e+07	0	0
139	Tfas_chr5	10000001	1.1e+07	1	0.2
140	Tfas_chr5	11000001	1.2e+07	0	0
141	Tfas_chr5	12000001	1.3e+07	0	0
142	Tfas_chr5	13000001	1.4e+07	0	0
143	Tfas_chr5	14000001	1.5e+07	2	0.222222222222222
144	Tfas_chr5	15000001	1.6e+07	3	0.25
145	Tfas_chr5	16000001	1.7e+07	2	0.153846153846154
146	Tfas_chr5	17000001	1.8e+07	0	0
147	Tfas_chr5	18000001	1.9e+07	0	0
148	Tfas_chr5	19000001	2e+07	1	0.142857142857143
149	Tfas_chr5	20000001	2.1e+07	0	0
150	Tfas_chr5	21000001	2.2e+07	2	0.2
151	Tfas_chr5	22000001	2.3e+07	0	0
152	Tfas_chr5	23000001	2.4e+07	1	0.0526315789473684
153	Tfas_chr5	24000001	2.5e+07	0	0
154	Tfas_chr5	25000001	2.6e+07	0	0
155	Tfas_chr5	26000001	2.7e+07	1	0.0277777777777778
156	Tfas_chr5	27000001	2.8e+07	3	0.0410958904109589
157	Tfas_chr5	28000001	2.9e+07	4	0.0336134453781513
158	Tfas_chr5	29000001	3e+07	8	0.0625
159	Tfas_chr5	30000001	3.1e+07	2	0.142857142857143
160	Tfas_chr6	1	1e+06	3	0.037037037037037
161	Tfas_chr6	1000001	2e+06	6	0.0714285714285714
162	Tfas_chr6	2000001	3e+06	3	0.0769230769230769
163	Tfas_chr6	3000001	4e+06	0	0
164	Tfas_chr6	4000001	5e+06	0	0
165	Tfas_chr6	5000001	6e+06	0	0
166	Tfas_chr6	6000001	7e+06	1	0.0769230769230769
167	Tfas_chr6	7000001	8e+06	2	0.142857142857143
168	Tfas_chr6	8000001	9e+06	1	0.0344827586206897
169	Tfas_chr6	9000001	1e+07	0	0
170	Tfas_chr6	10000001	1.1e+07	1	0.111111111111111
171	Tfas_chr6	11000001	1.2e+07	1	0.0588235294117647
172	Tfas_chr6	12000001	1.3e+07	0	0
173	Tfas_chr6	13000001	1.4e+07	0	0
174	Tfas_chr6	14000001	1.5e+07	0	0
175	Tfas_chr6	15000001	1.6e+07	1	0.142857142857143
176	Tfas_chr6	16000001	1.7e+07	3	0.2
177	Tfas_chr6	17000001	1.8e+07	0	0
178	Tfas_chr6	18000001	1.9e+07	0	0
179	Tfas_chr6	19000001	2e+07	1	0.125
180	Tfas_chr6	20000001	2.1e+07	2	0.08
181	Tfas_chr6	21000001	2.2e+07	2	0.181818181818182
182	Tfas_chr6	22000001	2.3e+07	0	0
183	Tfas_chr6	23000001	2.4e+07	5	0.116279069767442
184	Tfas_chr6	24000001	2.5e+07	1	0.0169491525423729
185	Tfas_chr6	25000001	2.6e+07	3	0.0352941176470588
186	Tfas_chr6	26000001	2.7e+07	4	0.036036036036036
187	Tfas_chr6	27000001	2.8e+07	8	0.0650406504065041
188	Tfas_chr6	28000001	2.9e+07	6	0.0465116279069767
189	Tfas_chr6	29000001	3e+07	3	0.0625
190	Tfas_chr7	1	1e+06	3	0.0229007633587786
191	Tfas_chr7	1000001	2e+06	3	0.025
192	Tfas_chr7	2000001	3e+06	1	0.0103092783505155
193	Tfas_chr7	3000001	4e+06	2	0.0273972602739726
194	Tfas_chr7	4000001	5e+06	2	0.0303030303030303
195	Tfas_chr7	5000001	6e+06	0	0
196	Tfas_chr7	6000001	7e+06	0	0
197	Tfas_chr7	7000001	8e+06	3	0.0909090909090909
198	Tfas_chr7	8000001	9e+06	0	0
199	Tfas_chr7	9000001	1e+07	2	0.08
200	Tfas_chr7	10000001	1.1e+07	0	0
201	Tfas_chr7	11000001	1.2e+07	0	0
202	Tfas_chr7	12000001	1.3e+07	0	0
203	Tfas_chr7	13000001	1.4e+07	0	0
204	Tfas_chr7	14000001	1.5e+07	0	0
205	Tfas_chr7	15000001	1.6e+07	0	0
206	Tfas_chr7	16000001	1.7e+07	0	0
207	Tfas_chr7	17000001	1.8e+07	0	0
208	Tfas_chr7	18000001	1.9e+07	0	0
209	Tfas_chr7	19000001	2e+07	0	0
210	Tfas_chr7	20000001	2.1e+07	0	0
211	Tfas_chr7	21000001	2.2e+07	0	0
212	Tfas_chr7	22000001	2.3e+07	0	0
213	Tfas_chr7	23000001	2.4e+07	1	0.0217391304347826
214	Tfas_chr7	24000001	2.5e+07	0	0
215	Tfas_chr7	25000001	2.6e+07	0	0
216	Tfas_chr7	26000001	2.7e+07	5	0.108695652173913
217	Tfas_chr7	27000001	2.8e+07	0	0
218	Tfas_chr8	1	1e+06	3	0.0254237288135593
219	Tfas_chr8	1000001	2e+06	4	0.0380952380952381
220	Tfas_chr8	2000001	3e+06	5	0.0694444444444444
221	Tfas_chr8	3000001	4e+06	2	0.0344827586206897
222	Tfas_chr8	4000001	5e+06	1	0.025
223	Tfas_chr8	5000001	6e+06	3	0.0697674418604651
224	Tfas_chr8	6000001	7e+06	1	0.0416666666666667
225	Tfas_chr8	7000001	8e+06	1	0.0357142857142857
226	Tfas_chr8	8000001	9e+06	0	0
227	Tfas_chr8	9000001	1e+07	0	0
228	Tfas_chr8	10000001	1.1e+07	3	0.142857142857143
229	Tfas_chr8	11000001	1.2e+07	0	0
230	Tfas_chr8	12000001	1.3e+07	1	0.0714285714285714
231	Tfas_chr8	13000001	1.4e+07	0	0
232	Tfas_chr8	14000001	1.5e+07	0	0
233	Tfas_chr8	15000001	1.6e+07	0	0
234	Tfas_chr8	16000001	1.7e+07	0	0
235	Tfas_chr8	17000001	1.8e+07	1	0.125
236	Tfas_chr8	18000001	1.9e+07	2	0.666666666666667
237	Tfas_chr8	19000001	2e+07	0	0
238	Tfas_chr8	20000001	2.1e+07	1	0.142857142857143
239	Tfas_chr8	21000001	2.2e+07	1	0.0333333333333333
240	Tfas_chr8	22000001	2.3e+07	5	0.125
241	Tfas_chr8	23000001	2.4e+07	2	0.0357142857142857
242	Tfas_chr8	24000001	2.5e+07	7	0.102941176470588
243	Tfas_chr8	25000001	2.6e+07	0	0
244	Tfas_chr8	26000001	2.7e+07	8	0.0672268907563025
245	Tfas_chr8	27000001	2.8e+07	3	0.176470588235294
246	Tfas_chr9	1	1e+06	4	0.0327868852459016
247	Tfas_chr9	1000001	2e+06	4	0.0404040404040404
248	Tfas_chr9	2000001	3e+06	3	0.0375
249	Tfas_chr9	3000001	4e+06	0	0
250	Tfas_chr9	4000001	5e+06	2	0.0526315789473684
251	Tfas_chr9	5000001	6e+06	0	0
252	Tfas_chr9	6000001	7e+06	0	0
253	Tfas_chr9	7000001	8e+06	1	0.0714285714285714
254	Tfas_chr9	8000001	9e+06	3	0.3
255	Tfas_chr9	9000001	1e+07	1	0.111111111111111
256	Tfas_chr9	10000001	1.1e+07	1	0.0833333333333333
257	Tfas_chr9	11000001	1.2e+07	0	0
258	Tfas_chr9	12000001	1.3e+07	0	0
259	Tfas_chr9	13000001	1.4e+07	1	0.2
260	Tfas_chr9	14000001	1.5e+07	1	0.142857142857143
261	Tfas_chr9	15000001	1.6e+07	0	0
262	Tfas_chr9	16000001	1.7e+07	0	0
263	Tfas_chr9	17000001	1.8e+07	0	0
264	Tfas_chr9	18000001	1.9e+07	3	0.25
265	Tfas_chr9	19000001	2e+07	1	0.25
266	Tfas_chr9	20000001	2.1e+07	0	0
267	Tfas_chr9	21000001	2.2e+07	0	0
268	Tfas_chr9	22000001	2.3e+07	1	0.0434782608695652
269	Tfas_chr9	23000001	2.4e+07	1	0.0357142857142857
270	Tfas_chr9	24000001	2.5e+07	0	0
271	Tfas_chr9	25000001	2.6e+07	3	0.0394736842105263
272	Tfas_chr9	26000001	2.7e+07	2	0.0454545454545455
273	Tfas_chr10	1	1e+06	1	0.0123456790123457
274	Tfas_chr10	1000001	2e+06	4	0.0563380281690141
275	Tfas_chr10	2000001	3e+06	1	0.0277777777777778
276	Tfas_chr10	3000001	4e+06	0	0
277	Tfas_chr10	4000001	5e+06	0	0
278	Tfas_chr10	5000001	6e+06	1	0.166666666666667
279	Tfas_chr10	6000001	7e+06	0	0
280	Tfas_chr10	7000001	8e+06	0	0
281	Tfas_chr10	8000001	9e+06	1	0.0555555555555556
282	Tfas_chr10	9000001	1e+07	0	0
283	Tfas_chr10	10000001	1.1e+07	3	0.333333333333333
284	Tfas_chr10	11000001	1.2e+07	0	0
285	Tfas_chr10	12000001	1.3e+07	0	0
286	Tfas_chr10	13000001	1.4e+07	0	0
287	Tfas_chr10	14000001	1.5e+07	1	0.0666666666666667
288	Tfas_chr10	15000001	1.6e+07	2	0.166666666666667
289	Tfas_chr10	16000001	1.7e+07	2	0.117647058823529
290	Tfas_chr10	17000001	1.8e+07	0	0
291	Tfas_chr10	18000001	1.9e+07	1	0.0476190476190476
292	Tfas_chr10	19000001	2e+07	3	0.0833333333333333
293	Tfas_chr10	20000001	2.1e+07	0	0
294	Tfas_chr10	21000001	2.2e+07	3	0.0375
295	Tfas_chr10	22000001	2.3e+07	2	0.0235294117647059
296	Tfas_chr10	23000001	2.4e+07	4	0.0327868852459016
297	Tfas_chr10	24000001	2.5e+07	8	0.0683760683760684
298	Tfas_chr10	25000001	2.6e+07	4	0.0317460317460317
299	Tfas_chr10	26000001	2.7e+07	0	0
300	Tfas_chr11	1	1e+06	3	0.032258064516129
301	Tfas_chr11	1000001	2e+06	5	0.0476190476190476
302	Tfas_chr11	2000001	3e+06	7	0.0707070707070707
303	Tfas_chr11	3000001	4e+06	1	0.00854700854700855
304	Tfas_chr11	4000001	5e+06	5	0.0458715596330275
305	Tfas_chr11	5000001	6e+06	3	0.0405405405405405
306	Tfas_chr11	6000001	7e+06	1	0.0149253731343284
307	Tfas_chr11	7000001	8e+06	1	0.0222222222222222
308	Tfas_chr11	8000001	9e+06	0	0
309	Tfas_chr11	9000001	1e+07	3	0.0810810810810811
310	Tfas_chr11	10000001	1.1e+07	0	0
311	Tfas_chr11	11000001	1.2e+07	1	0.0344827586206897
312	Tfas_chr11	12000001	1.3e+07	2	0.0714285714285714
313	Tfas_chr11	13000001	1.4e+07	0	0
314	Tfas_chr11	14000001	1.5e+07	2	0.285714285714286
315	Tfas_chr11	15000001	1.6e+07	0	0
316	Tfas_chr11	16000001	1.7e+07	1	0.111111111111111
317	Tfas_chr11	17000001	1.8e+07	0	0
318	Tfas_chr11	18000001	1.9e+07	0	0
319	Tfas_chr11	19000001	2e+07	2	0.0769230769230769
320	Tfas_chr11	20000001	2.1e+07	2	0.1
321	Tfas_chr11	21000001	2.2e+07	1	0.05
322	Tfas_chr11	22000001	2.3e+07	1	0.0769230769230769
323	Tfas_chr11	23000001	2.4e+07	2	0.0392156862745098
324	Tfas_chr11	24000001	2.5e+07	1	0.015625
325	Tfas_chr11	25000001	2.6e+07	3	0.0638297872340425
326	Tfas_chr12	1	1e+06	4	0.0404040404040404
327	Tfas_chr12	1000001	2e+06	4	0.0434782608695652
328	Tfas_chr12	2000001	3e+06	7	0.0786516853932584
329	Tfas_chr12	3000001	4e+06	4	0.0615384615384615
330	Tfas_chr12	4000001	5e+06	4	0.0769230769230769
331	Tfas_chr12	5000001	6e+06	1	0.03125
332	Tfas_chr12	6000001	7e+06	2	0.0869565217391304
333	Tfas_chr12	7000001	8e+06	1	0.0526315789473684
334	Tfas_chr12	8000001	9e+06	1	0.0714285714285714
335	Tfas_chr12	9000001	1e+07	1	0.0666666666666667
336	Tfas_chr12	10000001	1.1e+07	0	0
337	Tfas_chr12	11000001	1.2e+07	0	0
338	Tfas_chr12	12000001	1.3e+07	2	0.2
339	Tfas_chr12	13000001	1.4e+07	0	0
340	Tfas_chr12	14000001	1.5e+07	0	0
341	Tfas_chr12	15000001	1.6e+07	0	0
342	Tfas_chr12	16000001	1.7e+07	1	0.25
343	Tfas_chr12	17000001	1.8e+07	0	0
344	Tfas_chr12	18000001	1.9e+07	0	0
345	Tfas_chr12	19000001	2e+07	0	0
346	Tfas_chr12	20000001	2.1e+07	0	0
347	Tfas_chr12	21000001	2.2e+07	1	0.0277777777777778
348	Tfas_chr12	22000001	2.3e+07	0	0
349	Tfas_chr12	23000001	2.4e+07	2	0.0408163265306122
350	Tfas_chr12	24000001	2.5e+07	2	0.0392156862745098
351	Tfas_chr12	25000001	2.6e+07	2	0.0769230769230769
352	Tfas_chr13	1	1e+06	8	0.0816326530612245
353	Tfas_chr13	1000001	2e+06	3	0.03125
354	Tfas_chr13	2000001	3e+06	5	0.0384615384615385
355	Tfas_chr13	3000001	4e+06	8	0.0824742268041237
356	Tfas_chr13	4000001	5e+06	2	0.0289855072463768
357	Tfas_chr13	5000001	6e+06	2	0.0416666666666667
358	Tfas_chr13	6000001	7e+06	2	0.0555555555555556
359	Tfas_chr13	7000001	8e+06	5	0.208333333333333
360	Tfas_chr13	8000001	9e+06	0	0
361	Tfas_chr13	9000001	1e+07	0	0
362	Tfas_chr13	10000001	1.1e+07	0	0
363	Tfas_chr13	11000001	1.2e+07	2	0.333333333333333
364	Tfas_chr13	12000001	1.3e+07	1	0.166666666666667
365	Tfas_chr13	13000001	1.4e+07	1	0.1
366	Tfas_chr13	14000001	1.5e+07	1	0.125
367	Tfas_chr13	15000001	1.6e+07	0	0
368	Tfas_chr13	16000001	1.7e+07	0	0
369	Tfas_chr13	17000001	1.8e+07	1	0.0625
370	Tfas_chr13	18000001	1.9e+07	2	0.133333333333333
371	Tfas_chr13	19000001	2e+07	0	0
372	Tfas_chr13	20000001	2.1e+07	0	0
373	Tfas_chr13	21000001	2.2e+07	1	0.0555555555555556
374	Tfas_chr13	22000001	2.3e+07	1	0.0416666666666667
375	Tfas_chr13	23000001	2.4e+07	3	0.0566037735849057
376	Tfas_chr13	24000001	2.5e+07	3	0.04
377	Tfas_chr14	1	1e+06	0	0
378	Tfas_chr14	1000001	2e+06	5	0.0462962962962963
379	Tfas_chr14	2000001	3e+06	0	0
380	Tfas_chr14	3000001	4e+06	0	0
381	Tfas_chr14	4000001	5e+06	3	0.0612244897959184
382	Tfas_chr14	5000001	6e+06	1	0.04
383	Tfas_chr14	6000001	7e+06	0	0
384	Tfas_chr14	7000001	8e+06	1	0.0909090909090909
385	Tfas_chr14	8000001	9e+06	0	0
386	Tfas_chr14	9000001	1e+07	0	0
387	Tfas_chr14	10000001	1.1e+07	0	0
388	Tfas_chr14	11000001	1.2e+07	0	0
389	Tfas_chr14	12000001	1.3e+07	0	0
390	Tfas_chr14	13000001	1.4e+07	1	0.0769230769230769
391	Tfas_chr14	14000001	1.5e+07	0	0
392	Tfas_chr14	15000001	1.6e+07	0	0
393	Tfas_chr14	16000001	1.7e+07	0	0
394	Tfas_chr14	17000001	1.8e+07	0	0
395	Tfas_chr14	18000001	1.9e+07	0	0
396	Tfas_chr14	19000001	2e+07	0	0
397	Tfas_chr14	20000001	2.1e+07	0	0
398	Tfas_chr14	21000001	2.2e+07	0	0
399	Tfas_chr14	22000001	2.3e+07	1	0.0526315789473684
400	Tfas_chr14	23000001	2.4e+07	2	0.0487804878048781
401	Tfas_chr14	24000001	2.5e+07	0	0
402	Tfas_chr15	1	1e+06	2	0.0229885057471264
403	Tfas_chr15	1000001	2e+06	1	0.0238095238095238
404	Tfas_chr15	2000001	3e+06	0	0
405	Tfas_chr15	3000001	4e+06	0	0
406	Tfas_chr15	4000001	5e+06	0	0
407	Tfas_chr15	5000001	6e+06	1	0.166666666666667
408	Tfas_chr15	6000001	7e+06	1	0.1
409	Tfas_chr15	7000001	8e+06	1	0.0526315789473684
410	Tfas_chr15	8000001	9e+06	0	0
411	Tfas_chr15	9000001	1e+07	1	0.1
412	Tfas_chr15	10000001	1.1e+07	2	0.2
413	Tfas_chr15	11000001	1.2e+07	1	0.0769230769230769
414	Tfas_chr15	12000001	1.3e+07	1	0.1
415	Tfas_chr15	13000001	1.4e+07	1	0.142857142857143
416	Tfas_chr15	14000001	1.5e+07	0	0
417	Tfas_chr15	15000001	1.6e+07	0	0
418	Tfas_chr15	16000001	1.7e+07	0	0
419	Tfas_chr15	17000001	1.8e+07	1	0.03125
420	Tfas_chr15	18000001	1.9e+07	1	0.0285714285714286
421	Tfas_chr15	19000001	2e+07	1	0.0120481927710843
422	Tfas_chr15	20000001	2.1e+07	3	0.0285714285714286
423	Tfas_chr15	21000001	2.2e+07	2	0.0206185567010309
424	Tfas_chr15	22000001	2.3e+07	5	0.04
425	Tfas_chr15	23000001	2.4e+07	5	0.0625
426	Tfas_chr16	1	1e+06	5	0.0625
427	Tfas_chr16	1000001	2e+06	2	0.0512820512820513
428	Tfas_chr16	2000001	3e+06	7	0.137254901960784
429	Tfas_chr16	3000001	4e+06	1	0.0294117647058824
430	Tfas_chr16	4000001	5e+06	1	0.0526315789473684
431	Tfas_chr16	5000001	6e+06	1	0.111111111111111
432	Tfas_chr16	6000001	7e+06	0	0
433	Tfas_chr16	7000001	8e+06	0	0
434	Tfas_chr16	8000001	9e+06	0	0
435	Tfas_chr16	9000001	1e+07	0	0
436	Tfas_chr16	10000001	1.1e+07	0	0
437	Tfas_chr16	11000001	1.2e+07	3	0.230769230769231
438	Tfas_chr16	12000001	1.3e+07	1	0.0833333333333333
439	Tfas_chr16	13000001	1.4e+07	0	0
440	Tfas_chr16	14000001	1.5e+07	0	0
441	Tfas_chr16	15000001	1.6e+07	0	0
442	Tfas_chr16	16000001	1.7e+07	2	0.142857142857143
443	Tfas_chr16	17000001	1.8e+07	0	0
444	Tfas_chr16	18000001	1.9e+07	3	0.0789473684210526
445	Tfas_chr16	19000001	2e+07	1	0.0158730158730159
446	Tfas_chr16	20000001	2.1e+07	3	0.038961038961039
447	Tfas_chr16	21000001	2.2e+07	1	0.0106382978723404
448	Tfas_chr16	22000001	2.3e+07	3	0.024
449	Tfas_chr16	23000001	2.4e+07	2	0.0266666666666667
450	Tfas_chr17	1	1e+06	0	0
451	Tfas_chr17	1000001	2e+06	0	0
452	Tfas_chr17	2000001	3e+06	0	0
453	Tfas_chr17	3000001	4e+06	0	0
454	Tfas_chr17	4000001	5e+06	0	0
455	Tfas_chr17	5000001	6e+06	0	0
456	Tfas_chr17	6000001	7e+06	1	0.0833333333333333
457	Tfas_chr17	7000001	8e+06	0	0
458	Tfas_chr17	8000001	9e+06	2	0.0740740740740741
459	Tfas_chr17	9000001	1e+07	2	0.0465116279069767
460	Tfas_chr17	10000001	1.1e+07	0	0
461	Tfas_chr17	11000001	1.2e+07	1	0.166666666666667
462	Tfas_chr17	12000001	1.3e+07	0	0
463	Tfas_chr17	13000001	1.4e+07	0	0
464	Tfas_chr17	14000001	1.5e+07	0	0
465	Tfas_chr17	15000001	1.6e+07	0	0
466	Tfas_chr17	16000001	1.7e+07	1	0.0181818181818182
467	Tfas_chr17	17000001	1.8e+07	0	0
468	Tfas_chr17	18000001	1.9e+07	0	0
469	Tfas_chr17	19000001	2e+07	2	0.0163934426229508
470	Tfas_chr17	20000001	2.1e+07	2	0.0168067226890756
471	Tfas_chr17	21000001	2.2e+07	6	0.0895522388059701
472	Tfas_chr18	1	1e+06	3	0.0245901639344262
473	Tfas_chr18	1000001	2e+06	4	0.032520325203252
474	Tfas_chr18	2000001	3e+06	4	0.0388349514563107
475	Tfas_chr18	3000001	4e+06	1	0.0147058823529412
476	Tfas_chr18	4000001	5e+06	3	0.0769230769230769
477	Tfas_chr18	5000001	6e+06	2	0.0666666666666667
478	Tfas_chr18	6000001	7e+06	0	0
479	Tfas_chr18	7000001	8e+06	1	0.0909090909090909
480	Tfas_chr18	8000001	9e+06	0	0
481	Tfas_chr18	9000001	1e+07	0	0
482	Tfas_chr18	10000001	1.1e+07	0	0
483	Tfas_chr18	11000001	1.2e+07	0	0
484	Tfas_chr18	12000001	1.3e+07	1	0.0909090909090909
485	Tfas_chr18	13000001	1.4e+07	2	0.111111111111111
486	Tfas_chr18	14000001	1.5e+07	2	0.0645161290322581
487	Tfas_chr18	15000001	1.6e+07	3	0.0697674418604651
488	Tfas_chr18	16000001	1.7e+07	0	0
