gene_id	median_cov	mean_cov	og_id	Acom_count	Tfas_count	Tlei_count
Tlei_v1.01480-RA	51	49.364009860312244	OG0006207	1	1	1
Tlei_v1.01494-RA	25.0	29.50128205128205	OG0006206	1	1	1
Tlei_v1.01508-RA	51	49.28339837886521	OG0006205	1	1	1
Tlei_v1.01503-RA	58	57.275342347773666	OG0006204	1	1	1
Tlei_v1.14432-RA	29.0	29.935736677115987	OG0005005	2	1	1
Tlei_v1.01504-RA	33	33.48882998864067	OG0006202	1	1	1
Tlei_v1.01501-RA	56.0	52.65496017378711	OG0006201	1	1	1
Tlei_v1.01506-RA	60	58.690271570986596	OG0006200	1	1	1
Tlei_v1.28680-RA	57.0	55.64716417910448	OG0009606	1	1	1
Tlei_v1.16158-RA	42	44.27963439017424	OG0015868	1	1	1
Tlei_v1.11426-RA	54	53.30639298695745	OG0013478	1	1	1
Tlei_v1.11436-RA	47	44.71651442060967	OG0013479	1	1	1
Tlei_v1.11433-RA	57.0	55.67158671586716	OG0013476	1	1	1
Tlei_v1.11432-RA	54.0	52.83263224313808	OG0013477	1	1	1
Tlei_v1.11414-RA	55	51.65561189529944	OG0013474	1	1	1
Tlei_v1.11424-RA	58.0	56.45115094008083	OG0013475	1	1	1
Tlei_v1.11415-RA	44.0	41.87652811735941	OG0013472	1	1	1
Tlei_v1.11413-RA	53.0	53.001254180602004	OG0013473	1	1	1
Tlei_v1.11406-RA	51.0	50.07409224730127	OG0013470	1	1	1
Tlei_v1.11407-RA	58.0	55.86598440545809	OG0013471	1	1	1
Tlei_v1.12598-RA	46	44.20637056976223	OG0010921	1	1	1
Tlei_v1.12593-RA	57	56.359747434885556	OG0010920	1	1	1
Tlei_v1.12618-RA	53	52.93577092008442	OG0010923	1	1	1
Tlei_v1.12597-RA	28	31.70309951060359	OG0010922	1	1	1
Tlei_v1.28588-RA	45.0	43.53452380952381	OG0015737	1	1	1
Tlei_v1.12619-RA	55.0	53.876363636363635	OG0010924	1	1	1
Tlei_v1.12612-RA	62.0	57.71956132497762	OG0010927	1	1	1
Tlei_v1.12606-RA	15.0	19.156735751295336	OG0010926	1	1	1
Tlei_v1.12605-RA	48.0	48.2184	OG0010929	1	1	1
Tlei_v1.12607-RA	49	49.08544087491456	OG0010928	1	1	1
Tlei_v1.14435-RA	47	46.280285035629454	OG0005006	2	1	1
Tlei_v1.28581-RA	53.0	52.153214113098116	OG0015738	1	1	1
Tlei_v1.01663-RA	55.0	53.959927440633244	OG0006148	1	1	1
Tlei_v1.01661-RA	46	45.39329627758127	OG0006149	1	1	1
Tlei_v1.12057-RA	895.0	821.998041775457	OG0017592	1	0	1
Tlei_v1.31850-RA	48.0	46.875	OG0017595	1	0	1
Tlei_v1.27667-RA	40.0	39.229281767955804	OG0015316	1	1	1
Tlei_v1.31919-RA	64	62.75283772981615	OG0017597	1	0	1
Tlei_v1.01667-RA	51	51.171665603063175	OG0006140	1	1	1
Tlei_v1.01650-RA	42	40.26638115631692	OG0006141	1	1	1
Tlei_v1.01664-RA	50	48.19826576048746	OG0006142	1	1	1
Tlei_v1.01655-RA	42	42.35844350212023	OG0006143	1	1	1
Tlei_v1.01665-RA	53	51.23071002501443	OG0006144	1	1	1
Tlei_v1.01657-RA	54.0	52.85505124450952	OG0006145	1	1	1
Tlei_v1.01662-RA	55	51.60955835289098	OG0006146	1	1	1
Tlei_v1.01658-RA	47.0	46.81515957446808	OG0006147	1	1	1
Tlei_v1.20474-RA	35	32.723890063424946	OG0016180	0	2	1
Tlei_v1.21566-RA	59	56.37088837088837	OG0016182	0	2	1
Tlei_v1.04489-RA	49	47.08221797323136	OG0013402	1	1	1
Tlei_v1.07725-RA	48.0	47.56744186046512	OG0016184	0	2	1
Tlei_v1.26361-RA	53.0	50.25290390707497	OG0014458	1	1	1
Tlei_v1.28686-RA	52	49.29846629151495	OG0009604	1	1	1
Tlei_v1.09190-RA	48	45.099408617290905	OG0014211	1	1	1
Tlei_v1.28807-RA	50.0	50.90019665683383	OG0010239	1	1	1
Tlei_v1.14719-RA	31.0	33.38825214899713	OG0019081	0	1	1
Tlei_v1.04366-RA	44.0	45.308059825508934	OG0019352	0	1	1
Tlei_v1.26186-RA	52.0	50.43171402383135	OG0005000	2	1	1
Tlei_v1.28685-RA	51	49.9207326007326	OG0009605	1	1	1
Tlei_v1.09499-RA	28.0	27.57514450867052	OG0009848	1	1	1
Tlei_v1.06125-RA	57	56.71561051004637	OG0019520	0	1	1
Tlei_v1.25564-RA	55.0	52.72570951585977	OG0008878	1	1	1
Tlei_v1.25557-RA	52.0	48.25631222045881	OG0008879	1	1	1
Tlei_v1.25565-RA	57.0	56.22967409948542	OG0008877	1	1	1
Tlei_v1.25566-RA	49	42.94172327493743	OG0008874	1	1	1
Tlei_v1.25558-RA	53	53.11055490467569	OG0008875	1	1	1
Tlei_v1.25553-RA	55.0	51.52582417582418	OG0008872	1	1	1
Tlei_v1.25552-RA	50	47.812314339724544	OG0008873	1	1	1
Tlei_v1.25548-RA	45.0	42.6795970852979	OG0008870	1	1	1
Tlei_v1.25551-RA	38	35.075955997904664	OG0008871	1	1	1
Tlei_v1.27047-RA	50.0	46.71869782971619	OG0013298	1	1	1
Tlei_v1.23401-RA	45	44.028272435474655	OG0015179	1	1	1
Tlei_v1.31642-RA	8	10.913868613138686	OG0018257	0	1	1
Tlei_v1.19313-RA	39	38.868480725623584	OG0002928	2	1	1
Tlei_v1.27041-RA	52	47.54171562867215	OG0013292	1	1	1
Tlei_v1.27036-RB	56.0	53.79319852941177	OG0013293	1	1	1
Tlei_v1.28682-RA	49.0	51.680297397769515	OG0009602	1	1	1
Tlei_v1.27051-RA	56	54.799758015728976	OG0013291	1	1	1
Tlei_v1.27045-RA	60.0	58.91270925862658	OG0013296	1	1	1
Tlei_v1.27035-RA	54.0	53.531611410948344	OG0013297	1	1	1
Tlei_v1.27046-RA	58.0	56.28174713926877	OG0013294	1	1	1
Tlei_v1.27037-RA	55.0	57.18116249469665	OG0013295	1	1	1
Tlei_v1.10690-RA	55	158.03403974305098	OG0014509	1	1	1
Tlei_v1.31234-RA	54.0	54.26670591698558	OG0014837	1	1	1
Tlei_v1.17240-RA	40.0	41.16715542521994	OG0012077	1	1	1
Tlei_v1.18501-RA	53.0	50.943364797334816	OG0015257	1	1	1
Tlei_v1.05992-RA	39	38.55209187858901	OG0014890	1	1	1
Tlei_v1.19494-RB	42	40.77338173018754	OG0015082	1	1	1
Tlei_v1.13962-RA	55	54.12040133779264	OG0017564	1	0	1
Tlei_v1.28696-RA	7.0	17.181880108991827	OG0009603	1	1	1
Tlei_v1.05504-RA	51	44.421805624074985	OG0019560	0	1	1
Tlei_v1.31240-RA	53.0	51.804577464788736	OG0014836	1	1	1
Tlei_v1.19290-RA	49.0	51.020786767992846	OG0005789	1	1	1
Tlei_v1.19289-RA	51.0	50.54935019318581	OG0005788	1	1	1
Tlei_v1.19270-RA	39.0	39.037323037323034	OG0005783	1	1	1
Tlei_v1.19265-RA	39	39.331700596969235	OG0005782	1	1	1
Tlei_v1.06581-RA	53	52.6375366568915	OG0004167	1	2	1
Tlei_v1.19258-RA	52.0	51.29922111639983	OG0005780	1	1	1
Tlei_v1.19293-RA	53	48.096687555953444	OG0005787	1	1	1
Tlei_v1.19296-RA	32.0	35.59949302915082	OG0005786	1	1	1
Tlei_v1.19292-RA	46.0	43.59484114501416	OG0005785	1	1	1
Tlei_v1.19269-RC	59	58.20821067706262	OG0005784	1	1	1
Tlei_v1.26212-RA	42.0	40.335402999062794	OG0014020	1	1	1
Tlei_v1.26206-RA	51	45.36813329862015	OG0014021	1	1	1
Tlei_v1.21341-RA	46.0	45.49744680851064	OG0001499	2	2	2
Tlei_v1.06599-RA	50.0	48.946128731343286	OG0001499	2	2	2
Tlei_v1.28662-RA	49.0	49.30186170212766	OG0001498	2	2	2
Tlei_v1.12733-RA	59.0	56.31242707117853	OG0001498	2	2	2
Tlei_v1.26209-RA	63	65.98697287888146	OG0014024	1	1	1
Tlei_v1.19822-RA	46.0	44.646987951807226	OG0007433	1	1	1
Tlei_v1.28701-RA	6	6.656836461126005	OG0009600	1	1	1
Tlei_v1.28441-RA	41	42.348597799077034	OG0001493	2	2	2
Tlei_v1.31486-RA	45	44.11438649533888	OG0001493	2	2	2
Tlei_v1.31523-RA	48.0	47.220588235294116	OG0001492	2	2	2
Tlei_v1.00147-RA	47	45.364763626969776	OG0001492	2	2	2
Tlei_v1.31547-RA	34.0	35.73957621326042	OG0001491	4	1	1
Tlei_v1.31559-RA	51	49.24456835223995	OG0001490	2	2	2
Tlei_v1.00199-RA	56	53.11405295315682	OG0001490	2	2	2
Tlei_v1.28687-RA	57	55.2151704940849	OG0001497	2	2	2
Tlei_v1.28551-RA	46	46.805504210310126	OG0001497	2	2	2
Tlei_v1.31336-RA	28.0	26.34095860566449	OG0001496	3	2	1
Tlei_v1.11249-RA	51	50.3176748901656	OG0001495	3	2	1
Tlei_v1.31394-RA	36	36.99876695437731	OG0001494	1	3	2
Tlei_v1.23029-RA	38.0	36.4765625	OG0001494	1	3	2
Tlei_v1.05649-RA	49.0	49.49416103257529	OG0007639	1	1	1
Tlei_v1.05658-RA	35	38.75503478579275	OG0007638	1	1	1
Tlei_v1.06857-RA	54.0	52.40797041906327	OG0009769	1	1	1
Tlei_v1.22585-RA	48	46.00108735048931	OG0014276	1	1	1
Tlei_v1.05657-RA	48.0	45.85942596216569	OG0007631	1	1	1
Tlei_v1.05652-RA	53.0	50.13738601823708	OG0007630	1	1	1
Tlei_v1.05638-RA	33	33.98298676748582	OG0007633	1	1	1
Tlei_v1.05643-RA	51.0	49.91042687193842	OG0007635	1	1	1
Tlei_v1.05641-RB	58	55.65766755611364	OG0007634	1	1	1
Tlei_v1.05636-RA	57.0	55.61272204806688	OG0007637	1	1	1
Tlei_v1.05651-RA	56.0	54.18408551068884	OG0007636	1	1	1
Tlei_v1.17271-RA	40.0	39.28484565014032	OG0004423	2	1	1
Tlei_v1.03278-RA	56.0	54.149578651685395	OG0011299	1	1	1
Tlei_v1.19840-RA	57	54.14272453005338	OG0007432	1	1	1
Tlei_v1.28690-RA	53	52.30677449290733	OG0009601	1	1	1
Tlei_v1.03020-RA	50	48.63066853669939	OG0011290	1	1	1
Tlei_v1.01502-RA	53	49.97255574614065	OG0006203	1	1	1
Tlei_v1.03029-RA	58	54.665471830437156	OG0011292	1	1	1
Tlei_v1.03022-RA	46	45.37839837248012	OG0011293	1	1	1
Tlei_v1.03030-RA	40	36.99931717309662	OG0011294	1	1	1
Tlei_v1.03291-RA	55	50.83624616036437	OG0011295	1	1	1
Tlei_v1.03282-RA	47.0	48.46860986547085	OG0011296	1	1	1
Tlei_v1.03283-RA	58	58.12617654540829	OG0011297	1	1	1
Tlei_v1.04795-RA	45.0	43.31519138755981	OG0010234	1	1	1
Tlei_v1.25688-RB	58.0	56.368502475247524	OG0008953	1	1	1
Tlei_v1.24555-RA	46.0	45.66233766233766	OG0014129	1	1	1
Tlei_v1.24558-RA	60	58.5703211517165	OG0014128	1	1	1
Tlei_v1.16528-RA	40.0	39.95924453280318	OG0005169	1	2	1
Tlei_v1.16509-RA	46.0	43.909879336349924	OG0005168	3	0	1
Tlei_v1.10197-RA	47.0	47.714554579673774	OG0005167	1	2	1
Tlei_v1.16530-RA	50	49.83270817704426	OG0005166	1	2	1
Tlei_v1.26149-RA	54	52.91559415712594	OG0005165	1	2	1
Tlei_v1.04031-RA	49	47.728813559322035	OG0005164	2	1	1
Tlei_v1.15356-RA	52	50.749546888635294	OG0005163	1	2	1
Tlei_v1.15365-RA	54.0	52.260761176666115	OG0005162	1	2	1
Tlei_v1.15382-RA	52	50.41654571843251	OG0005161	1	2	1
Tlei_v1.22163-RA	50	51.1870073389508	OG0005160	2	1	1
Tlei_v1.23694-RA	21.0	25.683224755700326	OG0011500	1	1	1
Tlei_v1.23697-RA	42	41.67398119122257	OG0011501	1	1	1
Tlei_v1.03971-RA	59	53.397674629848304	OG0017020	1	0	1
Tlei_v1.15459-RA	41	40.039603960396036	OG0019442	0	1	1
Tlei_v1.16165-RA	45.0	42.451453308596165	OG0015869	1	1	1
Tlei_v1.28812-RA	48.0	48.19501879699248	OG0010237	1	1	1
Tlei_v1.03118-RA	49.0	49.93390514631685	OG0004784	2	1	1
Tlei_v1.26786-RA	36	34.12124667426834	OG0004785	1	2	1
Tlei_v1.26764-RA	41.0	36.73643006263048	OG0004786	1	2	1
Tlei_v1.26759-RA	28	27.387622149837135	OG0004787	1	2	1
Tlei_v1.26998-RA	46.0	44.894672131147544	OG0004780	2	1	1
Tlei_v1.27003-RA	58	57.90403337969402	OG0004781	1	2	1
Tlei_v1.26997-RA	48	48.91838926174496	OG0004783	2	1	1
Tlei_v1.23699-RA	39.0	37.274530271398746	OG0011504	1	1	1
Tlei_v1.11119-RA	48	43.986859152322786	OG0019306	0	1	1
Tlei_v1.26730-RA	57	57.51652609984044	OG0004788	1	2	1
Tlei_v1.26738-RA	52.5	51.474365234375	OG0004789	1	2	1
Tlei_v1.08128-RA	58.0	58.34526051475204	OG0008692	1	1	1
Tlei_v1.08124-RA	49	48.44824902723735	OG0008693	1	1	1
Tlei_v1.08139-RA	40.0	37.529411764705884	OG0008690	1	1	1
Tlei_v1.08135-RA	52.0	51.6967674970344	OG0008691	1	1	1
Tlei_v1.08122-RA	50	48.93204712310057	OG0008696	1	1	1
Tlei_v1.08120-RA	52	51.950012132977434	OG0008697	1	1	1
Tlei_v1.08126-RA	55	53.981471083660864	OG0008694	1	1	1
Tlei_v1.08127-RA	47.0	49.055747126436785	OG0008695	1	1	1
Tlei_v1.19500-RA	27.0	28.68834080717489	OG0015089	1	1	1
Tlei_v1.08113-RA	46	44.186737566468565	OG0008698	1	1	1
Tlei_v1.08121-RA	60.0	57.28883610451307	OG0008699	1	1	1
Tlei_v1.28799-RA	46	40.59824631327222	OG0010236	1	1	1
Tlei_v1.19052-RA	45.0	44.625	OG0019193	0	1	1
Tlei_v1.23714-RA	47.0	47.52712100139082	OG0011508	1	1	1
Tlei_v1.15169-RA	58	59.03468208092485	OG0019191	0	1	1
Tlei_v1.06587-RA	50.0	49.17768411712511	OG0011154	1	1	1
Tlei_v1.19166-RA	46	45.490566037735846	OG0019197	0	1	1
Tlei_v1.02401-RA	23.0	22.92168674698795	OG0019196	0	1	1
Tlei_v1.23913-RA	46	47.698605830164766	OG0008439	1	1	1
Tlei_v1.23709-RA	53.0	49.627727514635446	OG0011509	1	1	1
Tlei_v1.11099-RA	45	45.39384878257155	OG0019307	0	1	1
Tlei_v1.19491-RA	59.0	59.98726114649681	OG0016417	0	1	2
Tlei_v1.04276-RA	51.0	49.444866920152094	OG0016417	0	1	2
Tlei_v1.20390-RA	55.0	55.52682589131187	OG0015861	1	1	1
Tlei_v1.18299-RA	47.0	44.94537220492499	OG0004595	2	1	1
Tlei_v1.20412-RA	43.0	44.46739811912226	OG0015860	1	1	1
Tlei_v1.01768-RA	54.0	53.1890243902439	OG0004046	3	0	1
Tlei_v1.16151-RA	53	53.691588785046726	OG0015867	1	1	1
Tlei_v1.28813-RA	51.0	50.91384261918438	OG0010231	1	1	1
Tlei_v1.12375-RA	40	40.084942084942085	OG0019256	0	1	1
Tlei_v1.03087-RA	46	44.21253646892406	OG0004045	1	2	1
Tlei_v1.04469-RA	41.0	41.01918412348401	OG0015866	1	1	1
Tlei_v1.10059-RA	46	43.48239326893113	OG0011806	1	1	1
Tlei_v1.04452-RA	56.0	56.194252873563215	OG0015865	1	1	1
Tlei_v1.11138-RA	47	44.262092624356775	OG0019304	0	1	1
Tlei_v1.17605-RA	57.0	56.39689265536723	OG0016416	0	1	2
Tlei_v1.04440-RA	66	65.30652503793627	OG0016416	0	1	2
Tlei_v1.26911-RA	60	57.95061728395062	OG0015368	1	1	1
Tlei_v1.04453-RA	54.0	52.35813953488372	OG0015864	1	1	1
Tlei_v1.07187-RA	60	61.33509127789047	OG0004042	2	1	1
Tlei_v1.28573-RA	21	22.40029835902536	OG0015733	1	1	1
Tlei_v1.28574-RC	55	54.08497563043018	OG0015732	1	1	1
Tlei_v1.04793-RB	47.0	45.10955084154965	OG0010230	1	1	1
Tlei_v1.02689-RA	39.0	39.64804063860667	OG0014523	1	1	1
Tlei_v1.29272-RA	31	29.43847072879331	OG0004040	2	1	1
Tlei_v1.28572-RA	62	58.3436111836948	OG0015731	1	1	1
Tlei_v1.21240-RA	40.5	34.56481481481482	OG0013408	1	1	1
Tlei_v1.12879-RA	50.0	44.768406961178044	OG0016749	1	0	1
Tlei_v1.28576-RA	58	56.88008189529102	OG0015730	1	1	1
Tlei_v1.11132-RA	40.0	41.31140350877193	OG0019305	0	1	1
Tlei_v1.17293-RA	51.0	50.61245772266065	OG0004426	1	2	1
Tlei_v1.13049-RA	38.0	34.61330935251799	OG0016742	1	0	1
Tlei_v1.06576-RA	39.0	38.967123287671235	OG0011158	1	1	1
Tlei_v1.12960-RA	61	60.11416437671746	OG0016747	1	0	1
Tlei_v1.26900-RA	47	44.462032085561496	OG0015366	1	1	1
Tlei_v1.13048-RA	46.0	47.894588744588745	OG0016745	1	0	1
Tlei_v1.28577-RA	38.0	37.13428120063191	OG0015736	1	1	1
Tlei_v1.31190-RA	53	50.85886875343218	OG0003640	2	1	1
Tlei_v1.09924-RA	58.0	52.43980233602875	OG0003641	2	1	1
Tlei_v1.31153-RA	52	50.48166179811749	OG0003642	2	1	1
Tlei_v1.31270-RA	45.0	45.81730769230769	OG0003643	2	0	2
Tlei_v1.31274-RA	43.0	53.39078855547802	OG0003643	2	0	2
Tlei_v1.31113-RA	53.0	53.15214352283318	OG0003644	2	1	1
Tlei_v1.30747-RA	52	53.47605633802817	OG0003645	2	1	1
Tlei_v1.19525-RA	25	23.814627994955863	OG0003646	1	2	1
Tlei_v1.31089-RA	53	53.0436275499899	OG0003647	1	2	1
Tlei_v1.31081-RB	57	56.986283037805286	OG0003648	1	1	2
Tlei_v1.25299-RA	118.0	182.51148482362592	OG0003648	1	1	2
Tlei_v1.31079-RA	46.0	42.15028797696184	OG0003649	1	2	1
Tlei_v1.03633-RA	20.0	20.26829268292683	OG0015296	1	1	1
Tlei_v1.03632-RA	51	48.34519692067388	OG0015297	1	1	1
Tlei_v1.03615-RA	28.0	26.800829875518673	OG0015290	1	1	1
Tlei_v1.03624-RA	55.0	52.60839469808542	OG0015291	1	1	1
Tlei_v1.03623-RA	32	31.782108060230293	OG0015292	1	1	1
Tlei_v1.10057-RA	58.0	56.73058510638298	OG0011808	1	1	1
Tlei_v1.18743-RA	49	48.24693520140105	OG0017838	1	0	1
Tlei_v1.18720-RA	49	47.34131086304999	OG0017839	1	0	1
Tlei_v1.29322-RA	51	50.9650067294751	OG0015362	1	1	1
Tlei_v1.22801-RA	54.0	53.48972602739726	OG0017832	1	0	1
Tlei_v1.18891-RA	53	52.79030439684329	OG0017830	1	0	1
Tlei_v1.29319-RB	57.0	52.89684826261568	OG0015363	1	1	1
Tlei_v1.28592-RB	60.0	58.94534679543459	OG0015739	1	1	1
Tlei_v1.17449-RA	34.0	33.987821380243574	OG0012242	1	1	1
Tlei_v1.17455-RA	52	48.636497424576895	OG0012243	1	1	1
Tlei_v1.17448-RA	48	45.4890234670704	OG0012240	1	1	1
Tlei_v1.17441-RA	46.0	45.09199318568995	OG0012241	1	1	1
Tlei_v1.04796-RA	54	52.75940893134133	OG0010232	1	1	1
Tlei_v1.17459-RA	52	51.86445656735208	OG0012247	1	1	1
Tlei_v1.17453-RA	47	47.833726629152295	OG0012244	1	1	1
Tlei_v1.17450-RA	46	39.727956254272044	OG0012245	1	1	1
Tlei_v1.17464-RA	51.0	49.91077504725898	OG0012248	1	1	1
Tlei_v1.17458-RA	38.0	35.43589743589744	OG0012249	1	1	1
Tlei_v1.18234-RA	39.0	38.94147084421236	OG0012718	1	1	1
Tlei_v1.18236-RA	55.0	53.46741370427615	OG0012719	1	1	1
Tlei_v1.29913-RA	43.0	43.710407239819006	OG0006926	1	1	1
Tlei_v1.29914-RA	58	59.25917387127762	OG0006927	1	1	1
Tlei_v1.29911-RA	57	55.6512055954353	OG0006924	1	1	1
Tlei_v1.29916-RA	35	35.30184147317854	OG0006925	1	1	1
Tlei_v1.29933-RA	48	47.64557846906676	OG0006922	1	1	1
Tlei_v1.29917-RA	36	36.0130835563485	OG0006923	1	1	1
Tlei_v1.29925-RA	42	42.2504009163803	OG0006920	1	1	1
Tlei_v1.29919-RA	58	57.03079604880883	OG0006921	1	1	1
Tlei_v1.02364-RA	43.0	43.10029791459782	OG0018400	0	1	1
Tlei_v1.01463-RA	49.0	49.94958275382476	OG0018507	0	1	1
Tlei_v1.02618-RA	60	57.99662731871838	OG0016408	0	1	2
Tlei_v1.15177-RA	69.0	67.22064056939502	OG0016408	0	1	2
Tlei_v1.11464-RA	62.0	62.1309937456567	OG0016409	0	2	1
Tlei_v1.29899-RA	49	49.42983751846381	OG0006928	1	1	1
Tlei_v1.29908-RA	52	50.14414545454545	OG0006929	1	1	1
Tlei_v1.25220-RA	1	5.162594656379483	OG0018057	0	1	1
Tlei_v1.23381-RA	56.0	53.51042378673958	OG0017590	1	0	1
Tlei_v1.19497-RA	49.0	46.981308411214954	OG0015084	1	1	1
Tlei_v1.11160-RA	44.0	47.48414023372287	OG0019300	0	1	1
Tlei_v1.24812-RA	52	53.14018009247992	OG0018059	0	1	1
Tlei_v1.19068-RA	58	51.62590896848909	OG0018952	0	1	1
Tlei_v1.21362-RA	50	49.55172804532578	OG0017738	1	0	1
Tlei_v1.12145-RA	41.0	38.84517390132111	OG0019269	0	1	1
Tlei_v1.02187-RA	57.0	56.77783452502553	OG0018405	0	1	1
Tlei_v1.12301-RA	48.0	46.386949924127464	OG0015151	1	1	1
Tlei_v1.00221-RA	48	45.813429472735464	OG0012444	1	1	1
Tlei_v1.13737-RA	54	55.69180859691809	OG0018050	0	1	1
Tlei_v1.08242-RA	53	52.80799616949964	OG0008630	1	1	1
Tlei_v1.08478-RA	53.0	49.09059233449477	OG0010696	1	0	2
Tlei_v1.11075-RA	57	57.048903878583474	OG0010696	1	0	2
Tlei_v1.00222-RA	51.0	50.760176651305684	OG0012445	1	1	1
Tlei_v1.09779-RA	47	44.677820025348545	OG0013932	1	1	1
Tlei_v1.11318-RA	53.0	52.325878155872665	OG0010814	1	1	1
Tlei_v1.00210-RA	52.0	48.68	OG0012446	1	1	1
Tlei_v1.26666-RA	47	47.004533434076315	OG0018829	0	1	1
Tlei_v1.12893-RA	47	44.648040885860304	OG0003253	2	1	1
Tlei_v1.12900-RA	37.0	40.44305435720449	OG0003252	2	1	1
Tlei_v1.12919-RA	29.0	29.15920608108108	OG0003251	1	1	2
Tlei_v1.12914-RA	24.0	23.775105485232068	OG0003251	1	1	2
Tlei_v1.12925-RA	49	46.42231947483589	OG0003250	2	1	1
Tlei_v1.26049-RA	55	54.649302325581395	OG0004977	2	1	1
Tlei_v1.27557-RA	42	38.6716244064152	OG0004976	2	1	1
Tlei_v1.04344-RA	57.0	57.33700155359917	OG0004975	1	2	1
Tlei_v1.12913-RA	0.0	1.4814385150812064	OG0003254	1	1	2
Tlei_v1.12918-RA	48	48.59115561118064	OG0003254	1	1	2
Tlei_v1.00224-RA	59	57.01584026218365	OG0012440	1	1	1
Tlei_v1.19577-RA	56	55.88519637462235	OG0003259	2	1	1
Tlei_v1.26474-RA	51.0	48.8921651221567	OG0003258	2	1	1
Tlei_v1.00230-RA	42.0	42.19370460048426	OG0012441	1	1	1
Tlei_v1.08234-RC	50	50.202408750153616	OG0008631	1	1	1
Tlei_v1.00228-RA	53.0	51.363910012674275	OG0012442	1	1	1
Tlei_v1.02057-RA	46	43.902515069632095	OG0006574	1	1	1
Tlei_v1.15848-RA	54.0	52.81503957783641	OG0010370	1	1	1
Tlei_v1.00219-RA	35	36.90326713645099	OG0012443	1	1	1
Tlei_v1.30936-RA	47.0	46.28073364177131	OG0009208	1	1	1
Tlei_v1.30946-RA	47.0	44.991833030852995	OG0009209	1	1	1
Tlei_v1.13913-RA	44	44.83614457831325	OG0002878	0	0	5
Tlei_v1.13912-RA	41	38.83855421686747	OG0002878	0	0	5
Tlei_v1.07445-RA	55	56.45542168674699	OG0002878	0	0	5
Tlei_v1.07484-RA	39	39.43401759530792	OG0002878	0	0	5
Tlei_v1.02885-RA	29	32.158357771260995	OG0002878	0	0	5
Tlei_v1.29786-RA	51	49.863464923309024	OG0006983	1	1	1
Tlei_v1.13536-RA	34	36.6542783059637	OG0002879	0	0	5
Tlei_v1.07464-RA	48.0	55.49671052631579	OG0002879	0	0	5
Tlei_v1.01765-RA	7.0	16.16223404255319	OG0002879	0	0	5
Tlei_v1.15245-RA	32.0	30.938483547925607	OG0002879	0	0	5
Tlei_v1.05106-RA	45.0	46.74739452008741	OG0002879	0	0	5
Tlei_v1.26287-RA	55.0	52.95378989361702	OG0015514	1	1	1
Tlei_v1.19801-RA	49.0	48.797912713472485	OG0007411	1	1	1
Tlei_v1.04299-RA	38.0	38.42642320085929	OG0019357	0	1	1
Tlei_v1.12685-RA	56.5	56.30006675567423	OG0010976	1	1	1
Tlei_v1.19791-RA	49.0	49.94790996784566	OG0007410	1	1	1
Tlei_v1.15826-RA	30.0	30.75890410958904	OG0010371	1	1	1
Tlei_v1.17893-RA	48	47.09931204798024	OG0016068	1	1	1
Tlei_v1.26078-RA	57	57.734225621414915	OG0019813	0	0	2
