og_id	Acom	Tfas	Tlei
OG0002480	2	1	2
OG0002486	2	1	2
OG0002493	2	1	2
OG0002496	1	1	2
OG0002505	2	1	2
OG0002507	1	1	2
OG0002508	1	1	9
OG0002513	1	2	4
OG0002519	2	1	2
OG0002521	1	1	2
OG0002543	2	1	2
OG0002556	1	1	2
OG0002562	1	1	2
OG0002566	2	1	2
OG0002570	1	1	6
OG0002571	2	1	2
OG0002576	1	1	3
OG0002615	1	1	5
OG0002618	2	1	2
OG0002625	1	1	3
OG0002631	2	1	2
OG0002648	1	1	2
OG0002659	1	1	2
OG0002661	1	1	2
OG0002678	2	1	2
OG0002693	1	1	2
OG0002696	1	1	2
OG0002700	1	1	3
OG0002704	1	1	2
OG0002705	2	1	2
OG0002710	2	1	2
OG0002714	1	1	2
OG0002719	2	1	2
OG0002727	2	1	2
OG0002728	1	1	3
OG0002736	1	2	3
OG0002737	1	1	2
OG0002741	2	1	2
OG0002750	1	1	2
OG0002756	2	1	2
OG0002760	1	1	2
OG0002765	2	1	2
OG0002768	2	1	2
OG0002770	0	1	3
OG0002783	0	1	8
OG0002784	0	1	6
OG0002803	0	1	3
OG0002805	0	1	5
OG0002810	0	3	4
OG0002811	0	1	3
OG0002816	0	2	3
OG0002824	0	2	3
OG0002829	0	1	3
OG0002830	0	1	5
OG0002831	0	2	4
OG0002835	0	1	4
OG0002840	0	1	3
OG0002841	0	1	10
OG0002845	0	1	3
OG0002849	0	1	4
OG0002851	0	1	2
OG0002852	0	1	3
OG0002853	0	2	4
OG0002854	0	1	6
OG0002856	0	2	3
OG0002926	1	1	2
OG0002932	1	1	4
OG0002942	1	1	2
OG0002954	1	1	2
OG0002957	1	1	2
OG0002964	1	1	2
OG0002984	1	1	2
OG0003018	1	1	2
OG0003034	1	1	2
OG0003044	1	1	2
OG0003066	1	1	2
OG0003080	1	1	3
OG0003104	1	1	2
OG0003186	1	1	3
OG0003189	1	1	2
OG0003234	1	1	2
OG0003261	1	1	2
OG0003269	1	1	2
OG0003329	1	1	2
OG0003340	1	1	2
OG0003349	1	1	2
OG0003381	1	1	2
OG0003419	1	1	2
OG0003435	1	1	2
OG0003436	1	1	2
OG0003438	1	1	2
OG0003440	1	1	2
OG0003446	1	1	2
OG0003461	1	1	2
OG0003472	1	1	2
OG0003542	1	1	2
OG0003582	1	1	2
OG0003594	1	1	2
OG0003648	1	1	5
OG0003705	1	1	3
OG0003713	1	1	2
OG0003721	1	1	2
OG0003824	1	1	2
OG0003849	1	1	2
OG0003921	1	1	4
OG0003923	1	1	2
OG0003936	1	1	2
OG0003978	1	1	2
OG0003989	1	1	2
OG0004015	1	1	2
OG0004079	1	1	2
OG0004144	1	1	2
OG0004148	1	1	2
OG0004225	1	1	2
OG0004229	1	1	2
OG0004307	1	1	2
OG0004381	1	1	3
OG0004383	1	1	3
OG0004403	1	1	3
OG0004409	1	1	2
OG0004430	1	1	2
OG0004436	1	1	4
OG0004469	1	1	2
OG0004479	1	1	2
OG0004490	1	1	2
OG0004494	1	1	2
OG0004557	1	1	2
OG0004577	1	1	2
OG0004583	1	1	2
OG0004602	1	1	2
OG0004606	1	1	2
OG0004650	1	1	2
OG0004701	1	1	2
OG0004708	1	1	2
OG0004711	1	1	2
OG0004726	1	1	2
OG0004731	1	1	2
OG0004758	1	1	2
OG0004764	1	1	2
OG0004805	1	1	2
OG0004812	1	1	2
OG0004892	1	1	2
OG0004903	1	1	2
OG0004906	1	1	7
OG0005003	1	1	2
OG0005024	1	1	2
OG0005027	1	1	2
OG0005047	1	1	2
OG0005054	1	1	2
OG0005063	1	1	2
OG0005074	1	1	2
OG0005091	1	1	2
OG0005095	1	1	2
OG0005104	1	1	2
OG0005112	1	1	2
OG0005123	1	1	2
OG0005148	1	1	2
OG0005155	1	1	2
OG0005192	1	1	2
OG0005208	1	1	7
OG0005216	1	1	2
OG0005224	1	1	3
OG0005248	1	1	2
OG0005249	1	1	2
OG0005251	1	1	2
OG0005253	1	1	2
OG0005264	1	1	2
OG0005283	1	1	2
OG0005285	1	1	2
OG0005311	1	1	2
OG0005327	1	1	2
OG0005336	1	1	2
OG0005339	1	1	2
OG0005352	1	1	2
OG0005361	1	1	2
OG0005384	1	1	2
OG0005402	1	1	2
OG0005412	1	1	2
OG0005414	1	1	2
OG0005415	1	1	2
OG0005423	1	1	2
OG0005424	1	1	2
OG0005427	1	1	2
OG0005441	1	1	2
OG0005442	1	1	2
OG0005443	1	1	2
OG0005446	0	1	2
OG0005482	0	1	5
OG0005485	0	1	4
OG0005488	0	1	2
OG0005489	0	1	2
OG0005493	0	1	3
OG0005497	0	1	3
OG0005506	0	1	3
OG0005509	0	1	2
OG0005511	0	1	2
OG0005521	0	1	2
OG0005525	0	1	3
OG0005533	0	1	3
OG0005535	0	1	2
OG0005537	0	1	2
OG0005538	0	1	2
OG0005544	0	1	3
OG0005547	0	1	3
OG0005550	0	1	2
OG0005554	0	1	3
OG0005560	0	1	2
OG0005562	0	1	2
OG0005563	0	1	2
OG0005568	0	1	3
OG0005569	0	2	3
OG0005571	0	1	20
OG0005572	0	1	3
OG0005577	0	1	3
OG0005585	0	1	2
OG0005586	0	1	3
OG0005588	0	1	4
OG0005589	0	1	2
OG0005591	0	1	2
OG0005600	0	1	3
OG0005601	0	1	3
OG0005602	0	1	2
OG0005603	0	1	2
OG0005604	0	1	3
OG0016098	0	1	2
OG0016105	0	1	2
OG0016120	0	1	2
OG0016190	0	1	2
OG0016206	0	1	2
OG0016210	0	1	2
OG0016215	0	1	2
OG0016229	0	1	2
OG0016233	0	1	2
OG0016240	0	1	2
OG0016246	0	1	2
OG0016252	0	1	2
OG0016254	0	1	2
OG0016266	0	1	2
OG0016282	0	1	2
OG0016287	0	1	2
OG0016295	0	1	2
OG0016296	0	1	2
OG0016301	0	1	2
OG0016305	0	1	2
OG0016311	0	1	2
OG0016325	0	1	2
OG0016329	0	1	2
OG0016330	0	1	2
OG0016337	0	1	2
OG0016341	0	1	2
OG0016349	0	1	2
OG0016350	0	1	2
OG0016359	0	1	2
OG0016361	0	1	2
OG0016366	0	1	2
OG0016372	0	1	2
OG0016383	0	1	2
OG0016386	0	1	2
OG0016387	0	1	2
OG0016389	0	1	2
OG0016397	0	1	2
OG0016408	0	1	2
OG0016410	0	1	2
OG0016411	0	1	2
OG0016416	0	1	2
OG0016417	0	1	2
OG0016430	0	1	3
OG0016431	0	1	2
OG0016435	0	1	3
OG0016437	0	1	2
OG0016444	0	1	2
OG0016446	0	1	2
OG0016448	0	1	2
