og_id	Acom	Tfas	Tlei
OG0001998	2	1	2
OG0001999	1	2	2
OG0002001	2	1	2
OG0002003	1	3	1
OG0002005	2	2	1
OG0002007	2	1	5
OG0002010	2	1	2
OG0002013	2	2	1
OG0002014	1	2	1
OG0002021	2	1	2
OG0002022	2	1	2
OG0002034	1	1	5
OG0002036	2	2	1
OG0002039	1	2	2
OG0002040	1	1	2
OG0002044	1	2	2
OG0002046	1	1	2
OG0002048	1	2	1
OG0002050	1	2	2
OG0002057	2	1	2
OG0002058	2	2	1
OG0002059	2	2	1
OG0002074	2	1	2
OG0002075	2	2	1
OG0002078	1	2	2
OG0002081	2	1	2
OG0002082	2	1	2
OG0002084	2	1	2
OG0002086	1	2	2
OG0002087	2	2	1
OG0002088	2	1	2
OG0002089	1	3	1
OG0002090	2	2	1
OG0002093	1	2	2
OG0002097	2	1	2
OG0002101	2	1	2
OG0002111	2	2	1
OG0002112	1	2	2
OG0002114	1	1	3
OG0002116	2	2	1
OG0002117	1	1	3
OG0002118	2	1	2
OG0002119	1	2	2
OG0002122	2	2	1
OG0002127	1	1	3
OG0002130	2	2	1
OG0002135	1	3	1
OG0002137	1	2	2
OG0002143	2	1	2
OG0002144	1	2	2
OG0002145	1	2	2
OG0002146	1	2	2
OG0002147	2	2	1
OG0002148	1	1	2
OG0002153	2	2	1
OG0002154	1	2	1
OG0002159	2	2	1
OG0002161	2	2	1
OG0002164	2	2	1
OG0002169	2	1	2
OG0002170	1	1	2
OG0002176	1	2	2
OG0002177	2	2	1
OG0002182	1	2	2
OG0002185	2	2	1
OG0002190	2	2	1
OG0002191	2	1	2
OG0002192	1	2	1
OG0002193	1	2	2
OG0002200	2	2	1
OG0002204	2	1	2
OG0002206	1	2	1
OG0002210	1	2	2
OG0002211	1	1	3
OG0002217	2	2	1
OG0002219	1	2	2
OG0002233	1	3	1
OG0002235	2	2	1
OG0002238	1	3	1
OG0002243	1	2	1
OG0002246	1	3	1
OG0002251	1	1	3
OG0002252	2	2	1
OG0002253	1	2	1
OG0002257	1	2	1
OG0002259	2	1	2
OG0002260	1	3	1
OG0002261	1	2	1
OG0002268	1	2	2
OG0002269	1	2	1
OG0002270	1	2	2
OG0002273	1	1	15
OG0002282	1	1	3
OG0002283	1	1	3
OG0002286	1	3	1
OG0002287	1	2	1
OG0002289	1	3	1
OG0002295	1	2	2
OG0002296	2	2	1
OG0002313	2	1	2
OG0002314	1	1	2
OG0002316	1	1	3
OG0002318	2	1	2
OG0002319	1	2	2
OG0002321	1	2	1
OG0002324	2	1	2
OG0002341	2	1	2
OG0002343	1	1	2
OG0002345	2	2	1
OG0002348	1	2	2
OG0002349	2	2	1
OG0002351	1	2	2
OG0002353	1	2	2
OG0002359	2	2	1
OG0002362	2	2	1
OG0002366	1	1	3
OG0002370	1	1	2
OG0002374	2	1	2
OG0002376	1	2	2
OG0002377	2	2	1
OG0002382	2	2	1
OG0002384	2	2	1
OG0002386	1	2	2
OG0002387	2	1	2
OG0002393	2	3	1
OG0002398	1	2	2
OG0002401	2	3	1
OG0002406	2	1	2
OG0002412	1	1	3
OG0002413	2	2	1
OG0002415	1	2	1
OG0002418	2	2	1
OG0002421	2	1	2
OG0002423	1	2	1
OG0002424	1	1	3
OG0002427	1	2	2
OG0002428	2	2	1
OG0002429	1	2	1
OG0002430	1	2	2
OG0002431	1	2	2
OG0002433	2	2	1
OG0002434	1	2	1
OG0002436	2	2	1
OG0002438	1	1	2
OG0002439	1	2	1
OG0002440	1	2	2
OG0002441	1	2	1
OG0002442	2	1	2
OG0002458	1	3	1
OG0002459	2	1	2
OG0002460	1	3	1
OG0002462	2	1	2
OG0002472	1	2	2
OG0002478	1	1	2
OG0002479	1	2	2
OG0002480	2	1	2
OG0002483	2	2	1
OG0002486	2	1	2
OG0002488	2	2	1
OG0002493	2	1	2
OG0002496	1	1	2
OG0002498	1	2	1
OG0002505	2	1	2
OG0002506	1	2	1
OG0002507	1	1	2
OG0002508	1	1	9
OG0002513	1	2	4
OG0002519	2	1	2
OG0002521	1	1	2
OG0002523	1	2	1
OG0002524	2	2	1
OG0002526	1	2	1
OG0002527	1	2	1
OG0002529	1	2	1
OG0002534	1	2	2
OG0002537	2	2	1
OG0002543	2	1	2
OG0002548	1	2	2
OG0002550	1	2	1
OG0002553	1	2	2
OG0002554	1	2	1
OG0002556	1	1	2
OG0002557	2	2	1
OG0002559	2	2	1
OG0002562	1	1	2
OG0002563	2	2	1
OG0002565	1	2	1
OG0002566	2	1	2
OG0002570	1	1	6
OG0002571	2	1	2
OG0002572	1	2	2
OG0002576	1	1	3
OG0002579	1	2	2
OG0002580	1	2	2
OG0002590	2	2	1
OG0002601	2	2	1
OG0002606	1	2	2
OG0002614	1	2	1
OG0002615	1	1	5
OG0002618	2	1	2
OG0002622	1	2	2
OG0002623	1	2	2
OG0002625	1	1	3
OG0002626	1	2	2
OG0002629	1	2	1
OG0002631	2	1	2
OG0002632	1	2	2
OG0002633	1	2	2
OG0002634	1	2	2
OG0002635	1	2	2
OG0002637	1	2	2
OG0002643	1	2	2
OG0002644	1	2	2
OG0002645	1	3	1
OG0002648	1	1	2
OG0002649	1	2	2
OG0002650	1	2	1
OG0002651	1	3	1
OG0002656	2	2	1
OG0002659	1	1	2
OG0002661	1	1	2
OG0002665	1	2	1
OG0002668	1	2	1
OG0002669	1	2	1
OG0002670	1	2	2
OG0002671	1	2	2
OG0002673	2	2	1
OG0002677	1	3	1
OG0002678	2	1	2
OG0002684	1	2	1
OG0002685	2	5	1
OG0002687	1	3	1
OG0002688	1	2	1
OG0002691	1	3	1
OG0002692	1	3	3
OG0002693	1	1	2
OG0002694	1	3	1
OG0002696	1	1	2
OG0002700	1	1	3
OG0002704	1	1	2
OG0002705	2	1	2
OG0002707	1	2	2
OG0002710	2	1	2
OG0002711	1	2	1
OG0002712	2	2	1
OG0002714	1	1	2
OG0002715	1	2	2
OG0002717	1	2	2
OG0002718	1	3	1
OG0002719	2	1	2
OG0002725	1	2	2
OG0002727	2	1	2
OG0002728	1	1	3
OG0002729	2	2	1
OG0002730	1	4	1
OG0002731	1	2	2
OG0002732	2	2	1
OG0002735	1	2	2
OG0002736	1	2	3
OG0002737	1	1	2
OG0002741	2	1	2
OG0002746	1	2	2
OG0002747	1	2	1
OG0002750	1	1	2
OG0002752	1	4	1
OG0002753	2	2	1
OG0002754	1	2	2
OG0002755	1	2	1
OG0002756	2	1	2
OG0002758	1	2	1
OG0002760	1	1	2
OG0002761	1	2	2
OG0002762	1	2	2
OG0002763	1	2	2
OG0002765	2	1	2
OG0002768	2	1	2
OG0002770	0	1	3
OG0002771	0	2	1
OG0002772	0	2	1
OG0002776	0	4	1
OG0002777	0	3	1
OG0002783	0	1	8
OG0002784	0	1	6
OG0002789	0	5	1
OG0002790	0	3	1
OG0002794	0	3	1
OG0002795	0	6	1
OG0002798	0	5	1
OG0002803	0	1	3
OG0002804	0	4	1
OG0002805	0	1	5
OG0002806	0	6	3
OG0002807	0	3	1
OG0002808	0	2	1
OG0002809	0	2	2
OG0002810	0	3	4
OG0002811	0	1	3
OG0002812	0	3	3
OG0002814	0	4	1
OG0002815	0	3	2
OG0002816	0	2	3
OG0002818	0	2	2
OG0002820	0	6	1
OG0002821	0	2	1
OG0002824	0	2	3
OG0002826	0	3	1
OG0002827	0	4	1
OG0002828	0	3	2
OG0002829	0	1	3
OG0002830	0	1	5
OG0002831	0	2	4
OG0002833	0	2	2
OG0002834	0	3	1
OG0002835	0	1	4
OG0002838	0	3	2
OG0002839	0	4	1
OG0002840	0	1	3
OG0002841	0	1	10
OG0002842	0	2	1
OG0002843	0	2	1
OG0002844	0	2	2
OG0002845	0	1	3
OG0002848	0	2	1
OG0002849	0	1	4
OG0002851	0	1	2
OG0002852	0	1	3
OG0002853	0	2	4
OG0002854	0	1	6
OG0002856	0	2	3
OG0002901	1	2	1
OG0002912	1	2	1
OG0002926	1	1	2
OG0002930	1	2	1
OG0002932	1	1	4
OG0002939	1	2	1
OG0002942	1	1	2
OG0002945	1	2	1
OG0002954	1	1	2
OG0002956	1	2	1
OG0002957	1	1	2
OG0002964	1	1	2
OG0002976	1	2	1
OG0002983	1	2	1
OG0002984	1	1	2
OG0003009	1	2	1
OG0003013	1	2	1
OG0003018	1	1	2
OG0003023	1	2	1
OG0003030	1	2	1
OG0003032	1	2	1
OG0003034	1	1	2
OG0003044	1	1	2
OG0003046	1	2	1
OG0003047	1	3	1
OG0003049	1	2	1
OG0003066	1	1	2
OG0003076	1	2	1
OG0003080	1	1	3
OG0003084	1	2	1
OG0003092	1	2	1
OG0003104	1	1	2
OG0003109	1	2	1
OG0003129	1	2	1
OG0003131	1	2	1
OG0003137	1	2	1
OG0003144	1	2	1
OG0003163	1	2	1
OG0003180	1	3	1
OG0003186	1	1	3
OG0003189	1	1	2
OG0003207	1	3	1
OG0003208	1	2	1
OG0003213	1	2	1
OG0003217	1	2	1
OG0003233	1	2	1
OG0003234	1	1	2
OG0003247	1	2	1
OG0003248	1	2	1
OG0003261	1	1	2
OG0003269	1	1	2
OG0003271	1	2	1
OG0003277	1	2	1
OG0003289	1	2	1
OG0003298	1	2	1
OG0003303	1	2	1
OG0003308	1	2	1
OG0003327	1	4	1
OG0003329	1	1	2
OG0003331	1	2	1
OG0003337	1	2	1
OG0003338	1	2	1
OG0003339	1	2	1
OG0003340	1	1	2
OG0003349	1	1	2
OG0003377	1	2	1
OG0003378	1	2	1
OG0003381	1	1	2
OG0003407	1	2	1
OG0003419	1	1	2
OG0003430	1	2	1
OG0003435	1	1	2
OG0003436	1	1	2
OG0003437	1	2	1
OG0003438	1	1	2
OG0003440	1	1	2
OG0003446	1	1	2
OG0003461	1	1	2
OG0003463	1	2	1
OG0003466	1	2	1
OG0003467	1	2	1
OG0003472	1	1	2
OG0003477	1	2	1
OG0003495	1	2	1
OG0003531	1	2	1
OG0003542	1	1	2
OG0003547	1	2	1
OG0003555	1	2	1
OG0003582	1	1	2
OG0003594	1	1	2
OG0003595	1	2	1
OG0003619	1	2	1
OG0003621	1	3	1
OG0003622	1	2	1
OG0003648	1	1	5
OG0003649	1	2	1
OG0003659	1	2	1
OG0003683	1	2	1
OG0003692	1	3	1
OG0003696	1	2	1
OG0003704	1	2	1
OG0003705	1	1	3
OG0003709	1	2	1
OG0003713	1	1	2
OG0003718	1	3	1
OG0003721	1	1	2
OG0003739	1	2	1
OG0003748	1	2	1
OG0003751	1	2	1
OG0003752	1	2	1
OG0003762	1	3	1
OG0003773	1	2	1
OG0003780	1	2	1
OG0003795	1	2	1
OG0003824	1	1	2
OG0003829	1	2	1
OG0003831	1	3	1
OG0003837	1	2	1
OG0003849	1	1	2
OG0003867	1	2	1
OG0003888	1	3	1
OG0003889	1	2	1
OG0003910	1	2	1
OG0003921	1	1	4
OG0003923	1	1	2
OG0003926	1	2	1
OG0003936	1	1	2
OG0003959	1	3	1
OG0003972	1	2	1
OG0003978	1	1	2
OG0003980	1	2	1
OG0003982	1	2	1
OG0003989	1	1	2
OG0003990	1	2	1
OG0003991	1	2	1
OG0004015	1	1	2
OG0004017	1	2	1
OG0004073	1	2	1
OG0004079	1	1	2
OG0004082	1	2	1
OG0004096	1	2	1
OG0004098	1	2	1
OG0004144	1	1	2
OG0004145	1	2	1
OG0004148	1	1	2
OG0004161	1	2	1
OG0004183	1	2	1
OG0004186	1	2	1
OG0004201	1	2	1
OG0004222	1	2	1
OG0004225	1	1	2
OG0004228	1	2	1
OG0004229	1	1	2
OG0004236	1	2	1
OG0004241	1	2	1
OG0004269	1	2	1
OG0004271	1	2	1
OG0004307	1	1	2
OG0004320	1	2	1
OG0004339	1	2	1
OG0004381	1	1	3
OG0004383	1	1	3
OG0004384	1	2	1
OG0004385	1	2	1
OG0004403	1	1	3
OG0004404	1	2	1
OG0004409	1	1	2
OG0004426	1	2	1
OG0004427	1	2	1
OG0004430	1	1	2
OG0004436	1	1	4
OG0004446	1	8	1
OG0004461	1	2	1
OG0004463	1	2	1
OG0004469	1	1	2
OG0004479	1	1	2
OG0004487	1	2	1
OG0004488	1	2	1
OG0004490	1	1	2
OG0004494	1	1	2
OG0004511	1	2	1
OG0004518	1	2	1
OG0004557	1	1	2
OG0004558	1	2	1
OG0004577	1	1	2
OG0004579	1	2	1
OG0004583	1	1	2
OG0004602	1	1	2
OG0004606	1	1	2
OG0004611	1	2	1
OG0004627	1	2	1
OG0004629	1	2	1
OG0004645	1	2	1
OG0004650	1	1	2
OG0004651	1	2	1
OG0004672	1	3	1
OG0004677	1	2	1
OG0004682	1	2	1
OG0004687	1	2	1
OG0004701	1	1	2
OG0004705	1	2	1
OG0004708	1	1	2
OG0004709	1	2	1
OG0004711	1	1	2
OG0004713	1	2	1
OG0004726	1	1	2
OG0004731	1	1	2
OG0004754	1	3	1
OG0004755	1	2	1
OG0004758	1	1	2
OG0004764	1	1	2
OG0004771	1	2	1
OG0004775	1	2	1
OG0004781	1	2	1
OG0004801	1	5	1
OG0004802	1	3	1
OG0004804	1	2	1
OG0004805	1	1	2
OG0004808	1	2	1
OG0004809	1	2	1
OG0004812	1	1	2
OG0004816	1	2	1
OG0004827	1	2	1
OG0004830	1	2	1
OG0004831	1	2	1
OG0004860	1	2	1
OG0004886	1	2	1
OG0004892	1	1	2
OG0004902	1	2	1
OG0004903	1	1	2
OG0004906	1	1	7
OG0004921	1	2	1
OG0004934	1	2	1
OG0004937	1	2	1
OG0004938	1	2	1
OG0004961	1	2	1
OG0004967	1	2	1
OG0004972	1	2	1
OG0004975	1	2	1
OG0004986	1	2	1
OG0004987	1	2	1
OG0004990	1	2	1
OG0004998	1	2	1
OG0005003	1	1	2
OG0005022	1	2	1
OG0005024	1	1	2
OG0005027	1	1	2
OG0005035	1	2	1
OG0005043	1	2	1
OG0005044	1	2	1
OG0005045	1	3	1
OG0005047	1	1	2
OG0005053	1	2	1
OG0005054	1	1	2
OG0005061	1	2	1
OG0005063	1	1	2
OG0005074	1	1	2
OG0005091	1	1	2
OG0005093	1	2	1
OG0005094	1	2	1
OG0005095	1	1	2
OG0005100	1	2	1
OG0005104	1	1	2
OG0005106	1	2	1
OG0005112	1	1	2
OG0005122	1	2	1
OG0005123	1	1	2
OG0005148	1	1	2
OG0005149	1	2	1
OG0005155	1	1	2
OG0005157	1	7	1
OG0005161	1	3	1
OG0005165	1	2	1
OG0005172	1	2	1
OG0005175	1	3	1
OG0005177	1	2	1
OG0005182	1	2	1
OG0005183	1	2	1
OG0005185	1	2	1
OG0005189	1	2	1
OG0005192	1	1	2
OG0005200	1	3	1
OG0005208	1	1	7
OG0005216	1	1	2
OG0005220	1	5	1
OG0005223	1	3	1
OG0005224	1	1	3
OG0005233	1	2	1
OG0005242	1	2	1
OG0005248	1	1	2
OG0005249	1	1	2
OG0005251	1	1	2
OG0005253	1	1	2
OG0005264	1	1	2
OG0005278	1	2	1
OG0005281	1	2	1
OG0005283	1	1	2
OG0005285	1	1	2
OG0005311	1	1	2
OG0005322	1	2	1
OG0005323	1	2	1
OG0005327	1	1	2
OG0005336	1	1	2
OG0005339	1	1	2
OG0005340	1	54	1
OG0005349	1	2	1
OG0005352	1	1	2
OG0005354	1	2	1
OG0005356	1	2	1
OG0005357	1	2	1
OG0005361	1	1	2
OG0005364	1	2	1
OG0005370	1	2	1
OG0005373	1	4	1
OG0005375	1	2	1
OG0005381	1	2	1
OG0005384	1	1	2
OG0005389	1	2	1
OG0005390	1	2	1
OG0005391	1	3	1
OG0005399	1	2	1
OG0005401	1	2	1
OG0005402	1	1	2
OG0005403	1	2	1
OG0005411	1	2	1
OG0005412	1	1	2
OG0005414	1	1	2
OG0005415	1	1	2
OG0005423	1	1	2
OG0005424	1	1	2
OG0005427	1	1	2
OG0005428	1	2	1
OG0005430	1	2	1
OG0005434	1	2	1
OG0005441	1	1	2
OG0005442	1	1	2
OG0005443	1	1	2
OG0005446	0	1	2
OG0005447	0	2	1
OG0005449	0	2	1
OG0005451	0	8	1
OG0005452	0	6	1
OG0005465	0	2	2
OG0005466	0	2	2
OG0005471	0	2	1
OG0005474	0	7	1
OG0005475	0	3	1
OG0005476	0	4	1
OG0005477	0	2	1
OG0005479	0	2	1
OG0005482	0	1	5
OG0005483	0	3	1
OG0005484	0	3	1
OG0005485	0	1	4
OG0005486	0	2	1
OG0005487	0	3	1
OG0005488	0	1	2
OG0005489	0	1	2
OG0005493	0	1	3
OG0005494	0	2	1
OG0005496	0	3	2
OG0005497	0	1	3
OG0005499	0	2	1
OG0005503	0	2	1
OG0005505	0	2	1
OG0005506	0	1	3
OG0005508	0	3	1
OG0005509	0	1	2
OG0005510	0	3	1
OG0005511	0	1	2
OG0005513	0	2	1
OG0005514	0	3	1
OG0005516	0	2	2
OG0005517	0	2	1
OG0005518	0	2	1
OG0005519	0	3	1
OG0005521	0	1	2
OG0005523	0	2	1
OG0005524	0	2	1
OG0005525	0	1	3
OG0005526	0	4	1
OG0005527	0	2	1
OG0005529	0	2	2
OG0005530	0	2	1
OG0005531	0	2	2
OG0005532	0	2	2
OG0005533	0	1	3
OG0005534	0	2	2
OG0005535	0	1	2
OG0005536	0	2	1
OG0005537	0	1	2
OG0005538	0	1	2
OG0005539	0	3	1
OG0005540	0	2	1
OG0005541	0	3	1
OG0005544	0	1	3
OG0005547	0	1	3
OG0005550	0	1	2
OG0005552	0	4	1
OG0005554	0	1	3
OG0005555	0	3	1
OG0005556	0	2	1
OG0005560	0	1	2
OG0005561	0	2	1
OG0005562	0	1	2
OG0005563	0	1	2
OG0005565	0	2	2
OG0005566	0	2	2
OG0005568	0	1	3
OG0005569	0	2	3
OG0005570	0	2	1
OG0005571	0	1	20
OG0005572	0	1	3
OG0005573	0	2	1
OG0005574	0	3	1
OG0005575	0	2	1
OG0005576	0	2	1
OG0005577	0	1	3
OG0005578	0	2	1
OG0005579	0	2	2
OG0005580	0	3	2
OG0005581	0	2	2
OG0005582	0	7	1
OG0005583	0	3	1
OG0005584	0	2	2
OG0005585	0	1	2
OG0005586	0	1	3
OG0005588	0	1	4
OG0005589	0	1	2
OG0005590	0	2	2
OG0005591	0	1	2
OG0005592	0	3	1
OG0005593	0	3	1
OG0005594	0	3	1
OG0005595	0	2	1
OG0005597	0	2	2
OG0005598	0	2	1
OG0005599	0	2	1
OG0005600	0	1	3
OG0005601	0	1	3
OG0005602	0	1	2
OG0005603	0	1	2
OG0005604	0	1	3
OG0005606	0	2	1
OG0016097	0	2	1
OG0016098	0	1	2
OG0016099	0	3	1
OG0016103	0	2	1
OG0016105	0	1	2
OG0016107	0	2	1
OG0016119	0	2	1
OG0016120	0	1	2
OG0016127	0	2	1
OG0016130	0	2	1
OG0016131	0	2	1
OG0016133	0	2	1
OG0016135	0	2	1
OG0016141	0	2	1
OG0016148	0	2	1
OG0016152	0	2	1
OG0016153	0	2	1
OG0016157	0	2	1
OG0016168	0	2	1
OG0016170	0	2	1
OG0016171	0	2	1
OG0016174	0	2	1
OG0016175	0	2	1
OG0016182	0	2	1
OG0016184	0	2	1
OG0016185	0	3	1
OG0016190	0	1	2
OG0016191	0	2	1
OG0016196	0	2	1
OG0016197	0	2	1
OG0016200	0	2	1
OG0016203	0	2	1
OG0016206	0	1	2
OG0016210	0	1	2
OG0016211	0	2	1
OG0016213	0	2	1
OG0016215	0	1	2
OG0016216	0	2	1
OG0016217	0	5	1
OG0016224	0	2	1
OG0016226	0	2	1
OG0016228	0	2	1
OG0016229	0	1	2
OG0016233	0	1	2
OG0016235	0	2	1
OG0016236	0	2	1
OG0016237	0	2	1
OG0016240	0	1	2
OG0016246	0	1	2
OG0016251	0	2	1
OG0016252	0	1	2
OG0016254	0	1	2
OG0016255	0	2	1
OG0016260	0	4	1
OG0016266	0	1	2
OG0016268	0	2	1
OG0016272	0	2	1
OG0016275	0	42	1
OG0016276	0	2	1
OG0016279	0	2	1
OG0016282	0	1	2
OG0016287	0	1	2
OG0016291	0	4	1
OG0016295	0	1	2
OG0016296	0	1	2
OG0016299	0	2	1
OG0016301	0	1	2
OG0016304	0	2	1
OG0016305	0	1	2
OG0016306	0	2	1
OG0016307	0	2	1
OG0016310	0	2	1
OG0016311	0	1	2
OG0016314	0	2	1
OG0016316	0	2	1
OG0016321	0	4	1
OG0016325	0	1	2
OG0016329	0	1	2
OG0016330	0	1	2
OG0016331	0	2	1
OG0016335	0	2	1
OG0016337	0	1	2
OG0016338	0	3	1
OG0016339	0	2	1
OG0016341	0	1	2
OG0016349	0	1	2
OG0016350	0	1	2
OG0016358	0	2	1
OG0016359	0	1	2
OG0016361	0	1	2
OG0016363	0	2	1
OG0016365	0	2	1
OG0016366	0	1	2
OG0016370	0	2	1
OG0016372	0	1	2
OG0016379	0	2	1
OG0016383	0	1	2
OG0016386	0	1	2
OG0016387	0	1	2
OG0016389	0	1	2
OG0016395	0	2	1
OG0016397	0	1	2
OG0016403	0	2	1
OG0016405	0	2	1
OG0016408	0	1	2
OG0016409	0	2	1
OG0016410	0	1	2
OG0016411	0	1	2
OG0016416	0	1	2
OG0016417	0	1	2
OG0016420	0	7	1
OG0016421	0	2	1
OG0016425	0	2	1
OG0016426	0	3	1
OG0016430	0	1	3
OG0016431	0	1	2
OG0016435	0	1	3
OG0016436	0	2	1
OG0016437	0	1	2
OG0016439	0	2	1
OG0016440	0	2	1
OG0016441	0	2	1
OG0016444	0	1	2
OG0016446	0	1	2
OG0016448	0	1	2
