gene_id	median_cov	mean_cov	og_id	Acom_count	Tfas_count	Tlei_count
Tfasc_v1.23378-RA	28	27.045592705167174	OG0015179	1	1	1
Tfasc_v1.25402-RA	8	8.841799709724238	OG0018257	0	1	1
Tfasc_v1.13980-RA	38.0	35.96148459383753	OG0002928	2	1	1
Tfasc_v1.02158-RA	37.0	36.49442755825734	OG0013292	1	1	1
Tfasc_v1.02165-RA	51.0	48.609756097560975	OG0013293	1	1	1
Tfasc_v1.24983-RA	42.0	42.42836304700162	OG0009602	1	1	1
Tfasc_v1.02149-RA	45.0	45.313389227642276	OG0013291	1	1	1
Tfasc_v1.02155-RA	42	41.40733637017502	OG0013296	1	1	1
Tfasc_v1.02166-RA	48.0	47.10733384262796	OG0013297	1	1	1
Tfasc_v1.02154-RA	47.0	47.009114166933166	OG0013294	1	1	1
Tfasc_v1.02162-RA	47.0	46.61104941699056	OG0013295	1	1	1
Tfasc_v1.12874-RA	41.0	43.95463165572575	OG0014509	1	1	1
Tfasc_v1.29596-RA	45.0	45.06828129559381	OG0014837	1	1	1
Tfasc_v1.21491-RA	31	31.744121715076073	OG0012077	1	1	1
Tfasc_v1.13344-RA	37	38.654595715272976	OG0015257	1	1	1
Tfasc_v1.19803-RA	47	50.5230350547528	OG0014890	1	1	1
Tfasc_v1.22813-RA	35	33.68337832626302	OG0015082	1	1	1
Tfasc_v1.24996-RA	48.0	46.521482510198766	OG0009603	1	1	1
Tfasc_v1.20145-RA	34.0	34.51300409117475	OG0019560	0	1	1
Tfasc_v1.29588-RA	43.0	42.15190615835777	OG0014836	1	1	1
Tfasc_v1.14006-RA	24	24.944289693593316	OG0005789	1	1	1
Tfasc_v1.14007-RA	38.0	29.09941897998709	OG0005788	1	1	1
Tfasc_v1.14029-RA	30	29.096908939014202	OG0005783	1	1	1
Tfasc_v1.14034-RA	39.0	38.21033454786353	OG0005782	1	1	1
Tfasc_v1.19380-RA	21.0	22.146687697160882	OG0004167	1	2	1
Tfasc_v1.19376-RA	18	18.09903201787044	OG0004167	1	2	1
Tfasc_v1.14041-RA	43.5	43.63177447552447	OG0005780	1	1	1
Tfasc_v1.14004-RA	39.0	38.94801026957638	OG0005787	1	1	1
Tfasc_v1.14001-RA	31.0	31.536585365853657	OG0005786	1	1	1
Tfasc_v1.14005-RA	39.0	38.49981003039514	OG0005785	1	1	1
Tfasc_v1.14030-RA	47	52.17762801146487	OG0005784	1	1	1
Tfasc_v1.17292-RA	33.5	32.4661408757139	OG0014020	1	1	1
Tfasc_v1.17287-RA	43	40.641725123408676	OG0014021	1	1	1
Tfasc_v1.14561-RA	39	37.72312703583062	OG0001499	2	2	2
Tfasc_v1.16040-RA	42	42.06180743659197	OG0001499	2	2	2
Tfasc_v1.24964-RA	33	36.71049723756906	OG0001498	2	2	2
Tfasc_v1.10797-RA	42	40.7093295827473	OG0001498	2	2	2
Tfasc_v1.17289-RA	42.0	41.03480113636363	OG0014024	1	1	1
Tfasc_v1.22470-RA	49	48.13093289689034	OG0007433	1	1	1
Tfasc_v1.25000-RA	18.5	19.66042780748663	OG0009600	1	1	1
Tfasc_v1.20547-RA	61.0	60.742798353909464	OG0014027	1	2	0
Tfasc_v1.20549-RA	43.0	41.95473251028807	OG0014027	1	2	0
Tfasc_v1.26799-RA	36.0	34.01969696969697	OG0001493	2	2	2
Tfasc_v1.25171-RA	34.0	32.79315707620529	OG0001493	2	2	2
Tfasc_v1.25213-RA	35.0	36.47959685349066	OG0001492	2	2	2
Tfasc_v1.05015-RA	40.0	38.334045964724744	OG0001492	2	2	2
Tfasc_v1.25238-RA	27	26.25814696485623	OG0001491	4	1	1
Tfasc_v1.25249-RA	37.0	37.16703256494694	OG0001490	2	2	2
Tfasc_v1.05071-RA	47.0	45.16971279373368	OG0001490	2	2	2
Tfasc_v1.24990-RA	46	46.037125940150425	OG0001497	2	2	2
Tfasc_v1.26913-RA	43	40.18458754335696	OG0001497	2	2	2
Tfasc_v1.26921-RA	52	53.8387988937179	OG0001496	3	2	1
Tfasc_v1.24998-RA	34.0	32.30423782416192	OG0001496	3	2	1
Tfasc_v1.11903-RA	40.0	39.70317782285328	OG0001495	3	2	1
Tfasc_v1.25010-RA	45	44.55836471221087	OG0001495	3	2	1
Tfasc_v1.25071-RA	29	30.250871080139373	OG0001494	1	3	2
Tfasc_v1.25070-RA	24.0	23.406474820143885	OG0001494	1	3	2
Tfasc_v1.23603-RA	33.0	33.02758620689655	OG0001494	1	3	2
Tfasc_v1.19989-RA	44.0	44.51175	OG0007639	1	1	1
Tfasc_v1.19979-RA	34	33.2010142923006	OG0007638	1	1	1
Tfasc_v1.16285-RA	45.0	44.19144981412639	OG0009769	1	1	1
Tfasc_v1.15835-RA	41.0	40.53350970017637	OG0014276	1	1	1
Tfasc_v1.19980-RA	37.0	36.94858019953952	OG0007631	1	1	1
Tfasc_v1.19986-RA	40.0	37.4357476635514	OG0007630	1	1	1
Tfasc_v1.20000-RA	23.0	20.99811320754717	OG0007633	1	1	1
Tfasc_v1.04272-RA	27	28.444987775061126	OG0007632	1	2	0
Tfasc_v1.28571-RA	25	29.14034229828851	OG0007632	1	2	0
Tfasc_v1.19994-RA	39.0	37.56149927219796	OG0007635	1	1	1
Tfasc_v1.19997-RA	45	44.49359701734479	OG0007634	1	1	1
Tfasc_v1.20002-RA	44	43.28712305273689	OG0007637	1	1	1
Tfasc_v1.19987-RA	46	44.46648210401424	OG0007636	1	1	1
Tfasc_v1.21454-RA	30.0	30.196029776674937	OG0004423	2	1	1
Tfasc_v1.00594-RA	24.0	25.793662490788503	OG0011299	1	1	1
Tfasc_v1.22452-RA	44.0	43.50802854594112	OG0007432	1	1	1
Tfasc_v1.24993-RA	42	42.04889611269132	OG0009601	1	1	1
Tfasc_v1.00710-RA	42.0	41.60901883052527	OG0011290	1	1	1
Tfasc_v1.06198-RA	38	38.74123539232053	OG0006203	1	1	1
Tfasc_v1.00701-RA	46.0	42.38773148148148	OG0011292	1	1	1
Tfasc_v1.00708-RA	36.0	35.006532897806814	OG0011293	1	1	1
Tfasc_v1.00700-RA	39	35.95408821253547	OG0011294	1	1	1
Tfasc_v1.19339-RA	46.0	41.70533758215495	OG0011295	1	1	1
Tfasc_v1.00606-RA	43.5	42.51012145748988	OG0011296	1	1	1
Tfasc_v1.00607-RA	21	21.107065452969223	OG0011297	1	1	1
Tfasc_v1.17703-RA	36.0	35.58912248628885	OG0010234	1	1	1
Tfasc_v1.24343-RA	49	46.86400613967767	OG0008953	1	1	1
Tfasc_v1.09888-RA	37	36.76823338735819	OG0014129	1	1	1
Tfasc_v1.09891-RA	47	48.366366366366364	OG0014128	1	1	1
Tfasc_v1.03849-RA	10	9.954791154791154	OG0005169	1	2	1
Tfasc_v1.03852-RA	20.0	21.6671568627451	OG0005169	1	2	1
Tfasc_v1.12631-RA	16.0	15.893617021276595	OG0005167	1	2	1
Tfasc_v1.12630-RA	19.0	18.182102628285357	OG0005167	1	2	1
Tfasc_v1.19032-RA	19.0	18.495951417004047	OG0005166	1	2	1
Tfasc_v1.19031-RA	20.0	20.732120451693852	OG0005166	1	2	1
Tfasc_v1.24914-RA	38.0	39.085223006457426	OG0005165	1	2	1
Tfasc_v1.24916-RA	30.0	28.88824569866538	OG0005165	1	2	1
Tfasc_v1.02898-RA	36.0	36.345014450867055	OG0005164	2	1	1
Tfasc_v1.07383-RA	26	25.446730833056755	OG0005163	1	2	1
Tfasc_v1.07382-RA	35.0	37.216486307420496	OG0005163	1	2	1
Tfasc_v1.07402-RA	22	21.853866580832058	OG0005162	1	2	1
Tfasc_v1.07399-RA	22.0	21.56387478849408	OG0005162	1	2	1
Tfasc_v1.19118-RA	60	60.948805460750854	OG0005161	1	2	1
Tfasc_v1.07405-RA	46.0	48.5319697213722	OG0005161	1	2	1
Tfasc_v1.15457-RA	43	41.33570734865652	OG0005160	2	1	1
Tfasc_v1.23093-RA	20.0	19.419224555735056	OG0011500	1	1	1
Tfasc_v1.23089-RA	42.0	40.30629669156884	OG0011501	1	1	1
Tfasc_v1.04620-RA	36	36.90905587668593	OG0016869	1	1	0
Tfasc_v1.14878-RA	54	53.86834733893557	OG0019442	0	1	1
Tfasc_v1.19220-RA	33.0	31.47472353870458	OG0015869	1	1	1
Tfasc_v1.28879-RA	40	39.99441340782123	OG0010237	1	1	1
Tfasc_v1.00424-RA	36	35.369409166206516	OG0004784	2	1	1
Tfasc_v1.02437-RA	13	12.831683168316832	OG0004785	1	2	1
Tfasc_v1.02439-RA	16.0	17.227156276686593	OG0004785	1	2	1
Tfasc_v1.02498-RA	16.0	16.599133782483158	OG0004786	1	2	1
Tfasc_v1.02460-RA	16.0	16.480097087378642	OG0004786	1	2	1
Tfasc_v1.02503-RA	10	9.777049180327868	OG0004787	1	2	1
Tfasc_v1.02501-RA	20	20.06290755657844	OG0004787	1	2	1
Tfasc_v1.02219-RA	26	25.108133971291867	OG0004780	2	1	1
Tfasc_v1.02215-RA	48.0	50.14945652173913	OG0004781	1	2	1
Tfasc_v1.02213-RA	41.0	39.85462962962963	OG0004781	1	2	1
Tfasc_v1.02220-RA	41	38.16966776566066	OG0004783	2	1	1
Tfasc_v1.23086-RA	26.0	26.39879759519038	OG0011504	1	1	1
Tfasc_v1.12033-RA	39	37.71502824858757	OG0019306	0	1	1
Tfasc_v1.02528-RA	23	23.2333616539224	OG0004788	1	2	1
Tfasc_v1.02524-RA	22.0	20.187972508591066	OG0004788	1	2	1
Tfasc_v1.01015-RA	17.0	17.318329278183292	OG0004789	1	2	1
Tfasc_v1.02519-RA	23	27.23363216517251	OG0004789	1	2	1
Tfasc_v1.04758-RA	47	47.317951453720994	OG0008692	1	1	1
Tfasc_v1.04761-RA	37.0	36.24573125463994	OG0008693	1	1	1
Tfasc_v1.04745-RA	37.5	36.518388791593694	OG0008690	1	1	1
Tfasc_v1.04748-RA	34.0	36.63095238095238	OG0008691	1	1	1
Tfasc_v1.04764-RA	44.0	42.18477157360406	OG0008696	1	1	1
Tfasc_v1.04766-RA	45	41.96455268869062	OG0008697	1	1	1
Tfasc_v1.04760-RA	45	44.64768683274021	OG0008694	1	1	1
Tfasc_v1.04759-RA	44.0	45.382541720154045	OG0008695	1	1	1
Tfasc_v1.22803-RA	17.0	17.61419068736142	OG0015089	1	1	1
Tfasc_v1.04771-RA	30.0	30.515087507543754	OG0008698	1	1	1
Tfasc_v1.04765-RA	48.0	52.28281832127986	OG0008699	1	1	1
Tfasc_v1.28891-RA	30.0	29.363275039745627	OG0010236	1	1	1
Tfasc_v1.13749-RA	17	17.042801556420233	OG0019193	0	1	1
Tfasc_v1.23067-RA	38	38.383364140480595	OG0011508	1	1	1
Tfasc_v1.13664-RA	39.0	39.260299625468164	OG0019191	0	1	1
Tfasc_v1.19369-RA	44.0	44.416534601162176	OG0011154	1	1	1
Tfasc_v1.13870-RA	23	22.231003039513677	OG0019197	0	1	1
Tfasc_v1.13817-RA	50	49.98984771573604	OG0019196	0	1	1
Tfasc_v1.09287-RA	37.0	38.85860237024929	OG0008439	1	1	1
Tfasc_v1.23073-RA	44	41.47730900798176	OG0011509	1	1	1
Tfasc_v1.12052-RB	33	33.36204690831556	OG0019307	0	1	1
Tfasc_v1.18028-RA	48	48.65473041709054	OG0016417	0	1	2
Tfasc_v1.09317-RA	42.0	39.76019350380097	OG0016861	1	1	0
Tfasc_v1.21831-RA	44.0	42.39806173725772	OG0015861	1	1	1
Tfasc_v1.20575-RA	28	29.379310344827587	OG0004595	2	1	1
Tfasc_v1.21853-RA	36	35.295728725138574	OG0015860	1	1	1
Tfasc_v1.03510-RA	34	32.98361598160391	OG0017022	1	1	0
Tfasc_v1.19238-RA	40	39.15050110412774	OG0015867	1	1	1
Tfasc_v1.28878-RA	42	41.84749772520473	OG0010231	1	1	1
Tfasc_v1.11118-RA	38.0	37.826771653543304	OG0019256	0	1	1
Tfasc_v1.21080-RA	21	21.941030222981897	OG0004045	1	2	1
Tfasc_v1.21079-RA	23	26.657067503029438	OG0004045	1	2	1
Tfasc_v1.17932-RA	30	34.91820256275233	OG0015866	1	1	1
Tfasc_v1.12477-RA	38.0	37.03418508287293	OG0011806	1	1	1
Tfasc_v1.17934-RA	44.0	44.43105320304017	OG0015865	1	1	1
Tfasc_v1.12014-RA	40.0	38.94086496028243	OG0019304	0	1	1
Tfasc_v1.17944-RA	51	51.71127406049496	OG0016416	0	1	2
Tfasc_v1.02316-RB	48	44.48751144239571	OG0015368	1	1	1
Tfasc_v1.17933-RA	45.0	44.30844342331993	OG0015864	1	1	1
Tfasc_v1.16620-RA	52.0	56.03192640692641	OG0004042	2	1	1
Tfasc_v1.26932-RA	19	20.2287841191067	OG0015733	1	1	1
Tfasc_v1.03416-RA	20	20.529411764705884	OG0017025	1	1	0
Tfasc_v1.26933-RA	47	45.46852537573513	OG0015732	1	1	1
Tfasc_v1.17707-RA	38.0	36.33525478441319	OG0010230	1	1	1
Tfasc_v1.00924-RA	43.0	44.30665573002109	OG0014523	1	1	1
Tfasc_v1.28320-RA	24	24.642771804062125	OG0004040	2	1	1
Tfasc_v1.26931-RA	48	46.365196725640345	OG0015731	1	1	1
Tfasc_v1.30660-RA	29	26.42177493138152	OG0013408	1	1	1
Tfasc_v1.26935-RA	43	44.31921824104234	OG0015730	1	1	1
Tfasc_v1.12019-RA	32	32.058261700095514	OG0019305	0	1	1
Tfasc_v1.17145-RA	31.0	31.42	OG0017882	1	1	0
Tfasc_v1.21428-RA	45.0	44.10740740740741	OG0004426	1	2	1
Tfasc_v1.07909-RA	47	48.51273599041055	OG0004426	1	2	1
Tfasc_v1.08983-RA	28.0	27.83903133903134	OG0016743	1	1	0
Tfasc_v1.08971-RA	39	38.63843376839767	OG0016741	1	1	0
Tfasc_v1.19385-RA	35	34.57045143638851	OG0011158	1	1	1
Tfasc_v1.02329-RA	36.0	33.8566763425254	OG0015366	1	1	1
Tfasc_v1.26936-RA	33.0	32.54138513513514	OG0015736	1	1	1
Tfasc_v1.29649-RA	42.0	40.822357723577234	OG0003640	2	1	1
Tfasc_v1.12326-RA	41	38.90485933503836	OG0003641	2	1	1
Tfasc_v1.29683-RA	44.0	43.2429676511955	OG0003642	2	1	1
Tfasc_v1.29723-RA	40.0	41.20737435415688	OG0003644	2	1	1
Tfasc_v1.29168-RA	36	36.07397260273972	OG0003645	2	1	1
Tfasc_v1.22776-RA	14.0	14.225	OG0003646	1	2	1
Tfasc_v1.22778-RA	9.0	10.12875	OG0003646	1	2	1
Tfasc_v1.29748-RA	21.0	20.109110169491526	OG0003647	1	2	1
Tfasc_v1.29746-RA	28	30.33315649867374	OG0003647	1	2	1
Tfasc_v1.29755-RA	43	43.93935354881706	OG0003648	1	1	2
Tfasc_v1.29757-RA	33.0	32.370598591549296	OG0003649	1	2	1
Tfasc_v1.29759-RA	43.0	44.89456282145481	OG0003649	1	2	1
Tfasc_v1.00040-RA	13	17.225204200700116	OG0015296	1	1	1
Tfasc_v1.00042-RA	46.0	46.01010101010101	OG0015297	1	1	1
Tfasc_v1.00065-RA	21.0	21.8305954825462	OG0015290	1	1	1
Tfasc_v1.00054-RA	35	33.833116036505864	OG0015291	1	1	1
Tfasc_v1.00055-RA	22.0	23.073939393939394	OG0015292	1	1	1
Tfasc_v1.12476-RA	49	47.38144051793903	OG0011808	1	1	1
Tfasc_v1.10968-RA	28.0	33.157869481765836	OG0019222	0	2	0
Tfasc_v1.14284-RA	21.0	20.742372881355934	OG0019222	0	2	0
Tfasc_v1.19613-RA	42	40.54890344039081	OG0016414	0	3	0
Tfasc_v1.19615-RA	46.0	40.830357142857146	OG0016414	0	3	0
Tfasc_v1.17692-RA	3	2.705627705627706	OG0016414	0	3	0
Tfasc_v1.28267-RA	40.0	40.583510638297874	OG0015362	1	1	1
Tfasc_v1.05588-RA	42	40.62679788039364	OG0017833	1	1	0
Tfasc_v1.28269-RA	44	42.58323487882892	OG0015363	1	1	1
Tfasc_v1.29426-RA	46.0	41.08994082840237	OG0017836	1	1	0
Tfasc_v1.26955-RA	49.0	47.93877785435332	OG0015739	1	1	1
Tfasc_v1.07979-RA	5.0	6.7599837000814995	OG0017027	1	1	0
Tfasc_v1.00936-RA	44.0	45.145508282356175	OG0017835	1	1	0
Tfasc_v1.21282-RA	20.0	19.989423076923078	OG0012242	1	1	1
Tfasc_v1.21275-RA	41.0	41.807761732851986	OG0012243	1	1	1
Tfasc_v1.21283-RA	43	42.33811320754717	OG0012240	1	1	1
Tfasc_v1.21289-RA	37.0	37.00215749730313	OG0012241	1	1	1
Tfasc_v1.17702-RB	44	42.635129215943934	OG0010232	1	1	1
Tfasc_v1.21271-RA	47	43.9439282803586	OG0012247	1	1	1
Tfasc_v1.21278-RA	40	38.91472448057814	OG0012244	1	1	1
Tfasc_v1.21281-RA	36.0	32.47950819672131	OG0012245	1	1	1
Tfasc_v1.21269-RA	45	43.44351682755022	OG0012248	1	1	1
Tfasc_v1.21273-RA	36.0	35.83404255319149	OG0012249	1	1	1
Tfasc_v1.20660-RA	37.0	36.35271317829457	OG0012718	1	1	1
Tfasc_v1.20657-RA	48	48.4773717733825	OG0012719	1	1	1
Tfasc_v1.27605-RA	36	37.51984457396614	OG0006926	1	1	1
Tfasc_v1.27606-RA	48.0	47.581973736569836	OG0006927	1	1	1
Tfasc_v1.27601-RA	44	46.241609493788246	OG0006924	1	1	1
Tfasc_v1.27608-RA	32.0	31.835398230088497	OG0006925	1	1	1
Tfasc_v1.27635-RA	42.0	41.601851851851855	OG0006922	1	1	1
Tfasc_v1.27609-RA	31	33.32988802756245	OG0006923	1	1	1
Tfasc_v1.27615-RA	34.0	33.562034078807244	OG0006920	1	1	1
Tfasc_v1.27611-RA	43.0	43.173415823022125	OG0006921	1	1	1
Tfasc_v1.01119-RA	44.0	44.98364888123924	OG0018400	0	1	1
Tfasc_v1.06156-RA	30.0	31.597029228557737	OG0018507	0	1	1
Tfasc_v1.11617-RB	19	18.71986970684039	OG0016408	0	1	2
Tfasc_v1.11658-RA	28.0	26.403757668711656	OG0016409	0	2	1
Tfasc_v1.11661-RA	46	44.320213985479555	OG0016409	0	2	1
Tfasc_v1.27590-RA	38	37.16625432953983	OG0006928	1	1	1
Tfasc_v1.27598-RA	41	39.75914210769943	OG0006929	1	1	1
Tfasc_v1.30316-RA	43.0	42.81720430107527	OG0016963	1	1	0
Tfasc_v1.06680-RA	49.0	50.43629152206247	OG0017317	1	1	0
Tfasc_v1.10070-RB	38	41.53671804170444	OG0018057	0	1	1
Tfasc_v1.08405-RA	23.0	22.746962115796997	OG0018950	0	2	0
Tfasc_v1.08406-RA	16	32.928574827504164	OG0018950	0	2	0
Tfasc_v1.14575-RA	45.0	40.63909090909091	OG0017736	1	1	0
