gene_id	median_cov	mean_cov	og_id	Acom_count	Tfas_count	Tlei_count
Tlei_v1.01494-RA	17	18.63225806451613	OG0006206	1	1	1
Tlei_v1.01508-RA	51.0	49.274009603841534	OG0006205	1	1	1
Tlei_v1.01503-RA	58.0	57.27497416465725	OG0006204	1	1	1
Tlei_v1.14432-RA	29	29.926447574334897	OG0005005	2	1	1
Tlei_v1.01504-RA	33.0	33.4776684330053	OG0006202	1	1	1
Tlei_v1.01501-RA	56	52.63626492942454	OG0006201	1	1	1
Tlei_v1.01506-RA	60.0	58.68384879725086	OG0006200	1	1	1
Tlei_v1.28680-RA	57	55.64637421665174	OG0009606	1	1	1
Tlei_v1.16158-RA	42.0	44.279798172124906	OG0015868	1	1	1
Tlei_v1.11426-RA	54.0	53.307182556648144	OG0013478	1	1	1
Tlei_v1.11436-RA	47.0	44.7185960591133	OG0013479	1	1	1
Tlei_v1.11433-RA	57	55.67097124253934	OG0013476	1	1	1
Tlei_v1.11432-RA	54	52.83195751616804	OG0013477	1	1	1
Tlei_v1.11414-RA	55.0	51.6541518224171	OG0013474	1	1	1
Tlei_v1.11424-RA	58	56.45084775542475	OG0013475	1	1	1
Tlei_v1.11415-RA	44	41.890427698574335	OG0013472	1	1	1
Tlei_v1.11413-RA	53	53.00104493207942	OG0013473	1	1	1
Tlei_v1.11406-RA	51	50.06277587052477	OG0013470	1	1	1
Tlei_v1.11407-RA	58	55.857235666720804	OG0013471	1	1	1
Tlei_v1.12598-RA	46.0	44.20896860986547	OG0010921	1	1	1
Tlei_v1.12593-RA	57.0	56.35274621212121	OG0010920	1	1	1
Tlei_v1.12618-RA	53.0	52.93583162217659	OG0010923	1	1	1
Tlei_v1.12597-RA	28.0	31.688925081433226	OG0010922	1	1	1
Tlei_v1.28588-RA	45	43.53658536585366	OG0015737	1	1	1
Tlei_v1.12619-RA	55	53.8529945553539	OG0010924	1	1	1
Tlei_v1.12612-RA	62	57.70888341910942	OG0010927	1	1	1
Tlei_v1.12606-RA	15	19.147477360931436	OG0010926	1	1	1
Tlei_v1.12605-RA	48	48.22127432684618	OG0010929	1	1	1
Tlei_v1.12607-RA	49.0	49.08041002277904	OG0010928	1	1	1
Tlei_v1.14435-RA	47.0	46.26303317535545	OG0005006	2	1	1
Tlei_v1.28581-RA	53	52.159217202222756	OG0015738	1	1	1
Tlei_v1.01663-RA	55	53.96100255585786	OG0006148	1	1	1
Tlei_v1.01661-RA	46	45.38693808312129	OG0006149	1	1	1
Tlei_v1.12057-RA	895	821.8486627527724	OG0017592	1	0	1
Tlei_v1.31850-RA	48	46.87449625791595	OG0017595	1	0	1
Tlei_v1.27667-RA	40	39.24413793103448	OG0015316	1	1	1
Tlei_v1.31919-RA	64.0	62.7511189258312	OG0017597	1	0	1
Tlei_v1.01667-RA	51.0	51.161352040816325	OG0006140	1	1	1
Tlei_v1.01650-RA	42.0	40.26420211247502	OG0006141	1	1	1
Tlei_v1.01664-RA	50.0	48.19095595126523	OG0006142	1	1	1
Tlei_v1.01655-RA	42.0	42.35261845386534	OG0006143	1	1	1
Tlei_v1.01665-RA	53.0	51.221623701423624	OG0006144	1	1	1
Tlei_v1.01657-RA	54	52.84052670080468	OG0006145	1	1	1
Tlei_v1.01662-RA	55.0	51.61006825938566	OG0006146	1	1	1
Tlei_v1.01658-RA	47	46.81414517415581	OG0006147	1	1	1
Tlei_v1.20474-RA	35.0	32.7295012679628	OG0016180	0	2	1
Tlei_v1.21566-RA	59.0	56.372345934748836	OG0016182	0	2	1
Tlei_v1.04489-RA	49.0	47.103053435114504	OG0013402	1	1	1
Tlei_v1.07725-RA	48	47.55452436194896	OG0016184	0	2	1
Tlei_v1.26361-RA	53	50.253266464299855	OG0014458	1	1	1
Tlei_v1.28686-RA	52.0	49.298984995586935	OG0009604	1	1	1
Tlei_v1.09190-RA	48.0	45.10090107002065	OG0014211	1	1	1
Tlei_v1.28807-RA	50	50.8987714987715	OG0010239	1	1	1
Tlei_v1.14719-RA	31	33.38281622911695	OG0019081	0	1	1
Tlei_v1.04366-RA	44	45.30882658359294	OG0019352	0	1	1
Tlei_v1.26186-RA	52	50.432432432432435	OG0005000	2	1	1
Tlei_v1.28685-RA	50.0	49.452496757457844	OG0009605	1	1	1
Tlei_v1.09499-RA	28	27.59942363112392	OG0009848	1	1	1
Tlei_v1.06125-RA	57.0	56.71604938271605	OG0019520	0	1	1
Tlei_v1.25564-RA	55	52.72425304623602	OG0008878	1	1	1
Tlei_v1.25557-RA	52	48.25557238692924	OG0008879	1	1	1
Tlei_v1.25565-RA	57	56.22843423083519	OG0008877	1	1	1
Tlei_v1.25566-RA	49.0	42.94639027877055	OG0008874	1	1	1
Tlei_v1.25558-RA	53.0	53.10820021299254	OG0008875	1	1	1
Tlei_v1.25553-RA	55	51.522658610271904	OG0008872	1	1	1
Tlei_v1.25552-RA	50.0	47.807235421166304	OG0008873	1	1	1
Tlei_v1.25548-RA	45	42.67238054424684	OG0008870	1	1	1
Tlei_v1.25551-RA	38.0	35.083769633507856	OG0008871	1	1	1
Tlei_v1.27047-RA	50	46.7201668984701	OG0013298	1	1	1
Tlei_v1.23401-RA	45.0	44.02712803376715	OG0015179	1	1	1
Tlei_v1.31642-RA	8.0	10.918367346938776	OG0018257	0	1	1
Tlei_v1.19313-RA	39.0	38.87235649546828	OG0002928	2	1	1
Tlei_v1.27041-RA	52.0	47.53218984962406	OG0013292	1	1	1
Tlei_v1.27036-RB	56	53.791117917304746	OG0013293	1	1	1
Tlei_v1.28682-RA	49	51.67815509376584	OG0009602	1	1	1
Tlei_v1.27051-RA	35.5	36.91319444444444	OG0013291	1	1	1
Tlei_v1.27045-RA	60	58.91221178479932	OG0013296	1	1	1
Tlei_v1.27035-RA	54	53.53294797687861	OG0013297	1	1	1
Tlei_v1.27046-RA	58	56.27514999302358	OG0013294	1	1	1
Tlei_v1.27037-RA	55	57.17476139978791	OG0013295	1	1	1
Tlei_v1.10690-RA	55.0	158.02743426581821	OG0014509	1	1	1
Tlei_v1.31234-RA	54	54.264459161147904	OG0014837	1	1	1
Tlei_v1.17240-RA	40	41.15666178623719	OG0012077	1	1	1
Tlei_v1.18501-RA	53	50.94434420541291	OG0015257	1	1	1
Tlei_v1.05992-RA	39.0	38.55491803278689	OG0014890	1	1	1
Tlei_v1.19494-RB	42.0	40.77268328090975	OG0015082	1	1	1
Tlei_v1.13962-RA	55.0	54.153333333333336	OG0017564	1	0	1
Tlei_v1.28696-RA	7	17.19945541184479	OG0009603	1	1	1
Tlei_v1.05504-RA	51.0	44.41617357001972	OG0019560	0	1	1
Tlei_v1.31240-RA	53	51.80023467292461	OG0014836	1	1	1
Tlei_v1.19290-RA	49	51.01944134078212	OG0005789	1	1	1
Tlei_v1.19289-RA	51	50.55065847234416	OG0005788	1	1	1
Tlei_v1.19270-RA	39	39.054662379421224	OG0005783	1	1	1
Tlei_v1.19265-RA	39.0	39.32721150902969	OG0005782	1	1	1
Tlei_v1.06581-RA	53.0	52.63305978898007	OG0004167	1	2	1
Tlei_v1.19258-RA	51	51.10604514007032	OG0005780	1	1	1
Tlei_v1.19293-RA	53.0	48.10560859188544	OG0005787	1	1	1
Tlei_v1.19296-RA	32	35.613046231792275	OG0005786	1	1	1
Tlei_v1.19292-RA	46	43.598050007862874	OG0005785	1	1	1
Tlei_v1.19269-RC	59.0	58.20525059665871	OG0005784	1	1	1
Tlei_v1.26212-RA	42	40.33747217992269	OG0014020	1	1	1
Tlei_v1.26206-RA	51.0	45.36881832378969	OG0014021	1	1	1
Tlei_v1.21341-RA	46	45.4977664326739	OG0001499	2	2	2
Tlei_v1.06599-RA	50	48.938447190487295	OG0001499	2	2	2
Tlei_v1.28662-RA	49.0	49.04716981132076	OG0001498	2	2	2
Tlei_v1.12733-RA	59	56.321668124817734	OG0001498	2	2	2
Tlei_v1.26209-RA	63.0	65.9842784952274	OG0014024	1	1	1
Tlei_v1.19822-RA	46	44.641782059000604	OG0007433	1	1	1
Tlei_v1.28701-RA	6.0	6.665775401069519	OG0009600	1	1	1
Tlei_v1.28441-RA	41.0	42.354506742370475	OG0001493	2	2	2
Tlei_v1.31486-RA	45.0	44.10554156171285	OG0001493	2	2	2
Tlei_v1.31523-RA	48	47.20999754962019	OG0001492	2	2	2
Tlei_v1.00147-RA	47.0	45.36647727272727	OG0001492	2	2	2
Tlei_v1.31547-RA	34	35.74718141441749	OG0001491	4	1	1
Tlei_v1.31559-RA	51.0	49.24644367550942	OG0001490	2	2	2
Tlei_v1.00199-RA	56.0	53.11278195488722	OG0001490	2	2	2
Tlei_v1.28687-RA	57.0	55.213609796827164	OG0001497	2	2	2
Tlei_v1.28551-RA	49.0	48.32965803771173	OG0001497	2	2	2
Tlei_v1.31336-RA	28	26.334059352028316	OG0001496	3	2	1
Tlei_v1.11249-RA	51.0	50.32331081081081	OG0001495	3	2	1
Tlei_v1.31394-RA	36.0	37.03448275862069	OG0001494	1	3	2
Tlei_v1.23029-RA	38	36.42412451361868	OG0001494	1	3	2
Tlei_v1.05649-RA	49	49.49062980030722	OG0007639	1	1	1
Tlei_v1.05658-RA	35.0	38.75329428989751	OG0007638	1	1	1
Tlei_v1.06857-RA	54.0	52.338909541511775	OG0009769	1	1	1
Tlei_v1.22585-RA	48.0	46.004710144927536	OG0014276	1	1	1
Tlei_v1.05657-RA	48	45.86142810564069	OG0007631	1	1	1
Tlei_v1.05652-RA	53	50.08721109399075	OG0007630	1	1	1
Tlei_v1.05638-RA	33.0	34.01698113207547	OG0007633	1	1	1
Tlei_v1.05643-RA	51	49.90975865687303	OG0007635	1	1	1
Tlei_v1.05641-RB	58.0	55.65583804143126	OG0007634	1	1	1
Tlei_v1.05636-RA	57	55.611989029646075	OG0007637	1	1	1
Tlei_v1.05651-RA	56	54.18665400142484	OG0007636	1	1	1
Tlei_v1.17271-RA	40	39.29359513791491	OG0004423	2	1	1
Tlei_v1.03278-RA	56	54.15444015444015	OG0011299	1	1	1
Tlei_v1.19840-RA	57.0	54.139464727722775	OG0007432	1	1	1
Tlei_v1.28690-RA	53.0	52.31057794273595	OG0009601	1	1	1
Tlei_v1.03020-RA	50.0	48.63177570093458	OG0011290	1	1	1
Tlei_v1.01502-RA	53.0	49.946917808219176	OG0006203	1	1	1
Tlei_v1.03029-RA	58.0	54.66744584696899	OG0011292	1	1	1
Tlei_v1.03022-RA	46.0	45.37148668639053	OG0011293	1	1	1
Tlei_v1.03030-RA	40.0	36.991467576791806	OG0011294	1	1	1
Tlei_v1.03291-RA	55.0	50.833086210548615	OG0011295	1	1	1
Tlei_v1.03282-RA	47	48.46423476665987	OG0011296	1	1	1
Tlei_v1.03283-RA	58.0	58.127161749745675	OG0011297	1	1	1
Tlei_v1.04795-RA	44	42.32877864200126	OG0010234	1	1	1
Tlei_v1.25688-RB	58	56.365351894818254	OG0008953	1	1	1
Tlei_v1.24555-RA	46	45.64991896272285	OG0014129	1	1	1
Tlei_v1.24558-RA	60.0	58.57121771217712	OG0014128	1	1	1
Tlei_v1.16528-RA	40	39.953800298062596	OG0005169	1	2	1
Tlei_v1.16509-RA	46	43.911797964568414	OG0005168	3	0	1
Tlei_v1.10197-RA	47	47.70971786833856	OG0005167	1	2	1
Tlei_v1.16530-RA	50.0	49.82833583208396	OG0005166	1	2	1
Tlei_v1.26149-RA	54.0	52.91544291804832	OG0005165	1	2	1
Tlei_v1.04031-RA	49.0	47.734974424552426	OG0005164	2	1	1
Tlei_v1.15356-RA	52.0	50.7497650691368	OG0005163	1	2	1
Tlei_v1.15365-RA	54	52.259991690901536	OG0005162	1	2	1
Tlei_v1.15382-RA	52.5	50.43333333333333	OG0005161	1	2	1
Tlei_v1.22163-RA	50.0	51.18342391304348	OG0005160	2	1	1
Tlei_v1.23694-RA	21	25.709519934906428	OG0011500	1	1	1
Tlei_v1.23697-RA	42.0	41.66025067144136	OG0011501	1	1	1
Tlei_v1.03971-RA	59.0	53.39636693914623	OG0017020	1	0	1
Tlei_v1.15459-RA	41.0	40.059288537549406	OG0019442	0	1	1
Tlei_v1.16165-RA	45	42.45224111282844	OG0015869	1	1	1
Tlei_v1.28812-RA	48.0	48.16158971918134	OG0010237	1	1	1
Tlei_v1.03118-RA	49	49.94351991931417	OG0004784	2	1	1
Tlei_v1.26786-RA	36.0	34.118161094224924	OG0004785	1	2	1
Tlei_v1.26764-RA	41	36.7245696400626	OG0004786	1	2	1
Tlei_v1.26759-RA	28.0	27.37012987012987	OG0004787	1	2	1
Tlei_v1.26998-RA	46	44.893464454005326	OG0004780	2	1	1
Tlei_v1.27003-RA	58.0	57.88611111111111	OG0004781	1	2	1
Tlei_v1.26997-RA	48.0	48.91170155662909	OG0004783	2	1	1
Tlei_v1.23699-RA	39	37.2429614181439	OG0011504	1	1	1
Tlei_v1.11119-RA	48.0	43.98408586232421	OG0019306	0	1	1
Tlei_v1.26730-RA	57.0	57.514357338195076	OG0004788	1	2	1
Tlei_v1.26738-RA	52	51.470344154259216	OG0004789	1	2	1
Tlei_v1.08128-RA	58	58.348603702541574	OG0008692	1	1	1
Tlei_v1.08124-RA	52.0	50.14150943396226	OG0008693	1	1	1
Tlei_v1.08139-RA	40	37.50648228176318	OG0008690	1	1	1
Tlei_v1.08135-RA	52	51.69043736100815	OG0008691	1	1	1
Tlei_v1.08122-RA	50.0	48.933595083646296	OG0008696	1	1	1
Tlei_v1.08120-RA	52.0	51.94565744784085	OG0008697	1	1	1
Tlei_v1.08126-RA	55.0	53.981474550898206	OG0008694	1	1	1
Tlei_v1.08127-RA	47	49.047673750717976	OG0008695	1	1	1
Tlei_v1.19500-RA	27	28.673012318029116	OG0015089	1	1	1
Tlei_v1.08113-RA	46.0	44.182614133833646	OG0008698	1	1	1
Tlei_v1.08121-RA	60	57.28642679016744	OG0008699	1	1	1
Tlei_v1.28799-RA	46.0	40.59402390438247	OG0010236	1	1	1
Tlei_v1.19052-RA	45	44.6420233463035	OG0019193	0	1	1
Tlei_v1.23714-RA	47	46.85522982265653	OG0011508	1	1	1
Tlei_v1.15169-RA	58.0	59.06153846153846	OG0019191	0	1	1
Tlei_v1.06587-RA	50	49.17032601463739	OG0011154	1	1	1
Tlei_v1.19166-RA	46.0	45.47744360902256	OG0019197	0	1	1
Tlei_v1.02401-RA	23	22.952095808383234	OG0019196	0	1	1
Tlei_v1.23913-RA	46.0	47.69640141915864	OG0008439	1	1	1
Tlei_v1.23709-RA	53	49.622505985634476	OG0011509	1	1	1
Tlei_v1.11099-RA	45.0	45.38556789069172	OG0019307	0	1	1
Tlei_v1.19491-RA	59	59.987281399046104	OG0016417	0	1	2
Tlei_v1.04276-RA	51	49.46110056925996	OG0016417	0	1	2
Tlei_v1.20390-RA	55	55.5267347291919	OG0015861	1	1	1
Tlei_v1.18299-RA	47	44.944106410074994	OG0004595	2	1	1
Tlei_v1.20412-RA	43	44.46411783140081	OG0015860	1	1	1
Tlei_v1.01768-RA	54	53.170212765957444	OG0004046	3	0	1
Tlei_v1.16151-RA	53.0	53.687393815834184	OG0015867	1	1	1
Tlei_v1.28813-RA	51	50.9105527638191	OG0010231	1	1	1
Tlei_v1.12375-RA	40.0	40.12307692307692	OG0019256	0	1	1
Tlei_v1.03087-RA	46.0	44.212340876944836	OG0004045	1	2	1
Tlei_v1.04469-RA	41	41.018961525741375	OG0015866	1	1	1
Tlei_v1.10059-RA	46.0	43.478193146417446	OG0011806	1	1	1
Tlei_v1.04452-RA	56	56.19007124798897	OG0015865	1	1	1
Tlei_v1.11138-RA	47.0	44.258230452674894	OG0019304	0	1	1
Tlei_v1.17605-RA	57	56.39774330042313	OG0016416	0	1	2
Tlei_v1.04440-RA	66.0	65.28484848484848	OG0016416	0	1	2
Tlei_v1.26911-RA	60.0	57.94925327644011	OG0015368	1	1	1
Tlei_v1.04453-RA	54	52.357796831855836	OG0015864	1	1	1
Tlei_v1.07187-RA	60.0	61.33171127331711	OG0004042	2	1	1
Tlei_v1.28573-RA	21.0	22.398111332007954	OG0015733	1	1	1
Tlei_v1.28574-RC	55.0	54.08453389830508	OG0015732	1	1	1
Tlei_v1.04793-RB	47	45.10775282577304	OG0010230	1	1	1
Tlei_v1.02689-RA	39	39.651921682378536	OG0014523	1	1	1
Tlei_v1.29272-RA	31.0	29.424821002386636	OG0004040	2	1	1
Tlei_v1.28572-RA	62.0	58.33699059561128	OG0015731	1	1	1
Tlei_v1.21240-RA	41	34.5790934320074	OG0013408	1	1	1
Tlei_v1.12879-RA	50	44.76714620274339	OG0016749	1	0	1
Tlei_v1.28576-RA	58.0	56.885672514619884	OG0015730	1	1	1
Tlei_v1.11132-RA	40	41.31628926223521	OG0019305	0	1	1
Tlei_v1.17293-RA	52	51.25663440524508	OG0004426	1	2	1
Tlei_v1.13049-RA	38	34.63554757630162	OG0016742	1	0	1
Tlei_v1.06576-RA	39	38.9671682626539	OG0011158	1	1	1
Tlei_v1.12960-RA	61.0	60.11013986013986	OG0016747	1	0	1
Tlei_v1.26900-RA	47.0	44.46186742694227	OG0015366	1	1	1
Tlei_v1.13048-RA	46	47.89244752218135	OG0016745	1	0	1
Tlei_v1.28577-RA	38	37.140489344909234	OG0015736	1	1	1
Tlei_v1.31190-RA	50	47.17400587136376	OG0003640	2	1	1
Tlei_v1.09924-RA	58	52.41670408621464	OG0003641	2	1	1
Tlei_v1.31153-RA	52.0	50.46852693056457	OG0003642	2	1	1
Tlei_v1.31270-RA	45	45.83301343570058	OG0003643	2	0	2
Tlei_v1.31274-RA	43	53.40844087896756	OG0003643	2	0	2
Tlei_v1.31113-RA	53	53.15001164686699	OG0003644	2	1	1
Tlei_v1.30747-RA	52.0	53.46067415730337	OG0003645	2	1	1
Tlei_v1.19525-RA	25.0	23.799748110831235	OG0003646	1	2	1
Tlei_v1.31089-RA	53.0	53.03937802907916	OG0003647	1	2	1
Tlei_v1.31081-RB	57.0	56.977257525083616	OG0003648	1	1	2
Tlei_v1.25299-RA	118	182.47847478474785	OG0003648	1	1	2
Tlei_v1.31079-RA	46	42.152600323915784	OG0003649	1	2	1
Tlei_v1.03633-RA	20	20.293544457978076	OG0015296	1	1	1
Tlei_v1.03632-RA	51.0	48.344042838018744	OG0015297	1	1	1
Tlei_v1.03615-RA	28	26.795854922279794	OG0015290	1	1	1
Tlei_v1.03624-RA	55	52.605360035340894	OG0015291	1	1	1
Tlei_v1.03623-RA	32.0	31.76637168141593	OG0015292	1	1	1
Tlei_v1.10057-RA	58	56.722946024993355	OG0011808	1	1	1
Tlei_v1.18743-RA	49.0	48.24300699300699	OG0017838	1	0	1
Tlei_v1.18720-RA	49.0	47.342251563585826	OG0017839	1	0	1
Tlei_v1.29322-RA	51.0	50.96405953134896	OG0015362	1	1	1
Tlei_v1.22801-RA	54	53.48134200616227	OG0017832	1	0	1
Tlei_v1.18891-RA	53.0	52.7854996243426	OG0017830	1	0	1
Tlei_v1.29319-RB	57	52.89680911432188	OG0015363	1	1	1
Tlei_v1.28592-RB	60	58.944145725886095	OG0015739	1	1	1
Tlei_v1.17449-RA	34	33.98918187964841	OG0012242	1	1	1
Tlei_v1.17455-RA	52.0	48.643382352941174	OG0012243	1	1	1
Tlei_v1.17448-RA	48.0	45.47806354009077	OG0012240	1	1	1
Tlei_v1.17441-RA	46	45.08556832694764	OG0012241	1	1	1
Tlei_v1.04796-RA	54.0	52.756897959183675	OG0010232	1	1	1
Tlei_v1.17459-RA	52.0	51.86312520980195	OG0012247	1	1	1
Tlei_v1.17453-RA	47.0	47.836479128856624	OG0012244	1	1	1
Tlei_v1.17450-RA	46.0	39.72232346241458	OG0012245	1	1	1
Tlei_v1.17464-RA	51	49.90625590625591	OG0012248	1	1	1
Tlei_v1.17458-RA	38	35.43270956165086	OG0012249	1	1	1
Tlei_v1.18234-RA	39	38.93691537959539	OG0012718	1	1	1
Tlei_v1.18236-RA	54	53.300959361862674	OG0012719	1	1	1
Tlei_v1.29913-RA	43	43.69525959367946	OG0006926	1	1	1
Tlei_v1.29914-RA	58.0	59.25701114099117	OG0006927	1	1	1
Tlei_v1.29911-RA	57.0	55.64777327935223	OG0006924	1	1	1
Tlei_v1.29916-RA	35.0	35.304	OG0006925	1	1	1
Tlei_v1.29933-RA	48.0	47.64884696016772	OG0006922	1	1	1
Tlei_v1.29917-RA	36.0	36.010701545778836	OG0006923	1	1	1
Tlei_v1.29925-RA	42.0	42.248053137883645	OG0006920	1	1	1
Tlei_v1.29919-RA	58.0	57.03001549186677	OG0006921	1	1	1
Tlei_v1.02364-RA	43	43.096774193548384	OG0018400	0	1	1
Tlei_v1.01463-RA	49	49.94403892944039	OG0018507	0	1	1
Tlei_v1.02618-RA	60.0	58	OG0016408	0	1	2
Tlei_v1.15177-RA	69	67.17939609236234	OG0016408	0	1	2
Tlei_v1.11464-RA	62	62.1229593608892	OG0016409	0	2	1
Tlei_v1.29899-RA	49.0	49.42618110236221	OG0006928	1	1	1
Tlei_v1.29908-RA	52.0	50.14194299011053	OG0006929	1	1	1
Tlei_v1.25220-RA	1	5.143253099927061	OG0018057	0	1	1
Tlei_v1.23381-RA	56	53.507602938663936	OG0017590	1	0	1
Tlei_v1.19497-RA	49	46.9851185326181	OG0015084	1	1	1
Tlei_v1.11160-RA	44	47.480111265646734	OG0019300	0	1	1
Tlei_v1.24812-RA	52.0	53.141849148418494	OG0018059	0	1	1
Tlei_v1.19068-RA	58.0	51.62843295638126	OG0018952	0	1	1
Tlei_v1.21362-RA	50.0	49.54849308860186	OG0017738	1	0	1
Tlei_v1.12145-RA	41	38.846060524364766	OG0019269	0	1	1
Tlei_v1.02187-RA	57	56.76978050025523	OG0018405	0	1	1
Tlei_v1.12301-RA	48	46.3870429373388	OG0015151	1	1	1
Tlei_v1.00221-RA	48.0	45.79369369369369	OG0012444	1	1	1
Tlei_v1.13737-RA	54.0	55.69854132901135	OG0018050	0	1	1
Tlei_v1.08242-RA	53.0	52.80397319291527	OG0008630	1	1	1
Tlei_v1.08478-RA	58.0	57.7972027972028	OG0010696	1	0	2
Tlei_v1.11075-RA	57.0	57.03872053872054	OG0010696	1	0	2
Tlei_v1.00222-RA	51	50.75734306008831	OG0012445	1	1	1
Tlei_v1.09779-RA	47	45.47404844290657	OG0013932	1	1	1
Tlei_v1.11318-RA	53	52.32693099190561	OG0010814	1	1	1
Tlei_v1.00210-RA	52	48.665797479356804	OG0012446	1	1	1
Tlei_v1.26666-RA	47.0	47.01132930513595	OG0018829	0	1	1
Tlei_v1.12893-RA	47.0	44.64271117166213	OG0003253	2	1	1
Tlei_v1.12900-RA	37	40.44070720137991	OG0003252	2	1	1
Tlei_v1.12919-RA	29	29.154073448712538	OG0003251	1	1	2
Tlei_v1.12914-RA	24	23.773091522564318	OG0003251	1	1	2
Tlei_v1.12925-RA	49.0	46.44541484716157	OG0003250	2	1	1
Tlei_v1.26049-RA	55.0	54.6486151302191	OG0004977	2	1	1
Tlei_v1.27557-RA	42.0	38.672370542913455	OG0004976	2	1	1
Tlei_v1.04344-RA	57	57.334886731391585	OG0004975	1	2	1
Tlei_v1.12913-RA	0	1.4797219003476245	OG0003254	1	1	2
Tlei_v1.12918-RA	48.0	48.59216013344454	OG0003254	1	1	2
Tlei_v1.00224-RA	59.0	57.01280495205729	OG0012440	1	1	1
Tlei_v1.19577-RA	56.0	55.88150557620818	OG0003259	2	1	1
Tlei_v1.26474-RA	51	48.89071383449147	OG0003258	2	1	1
Tlei_v1.00230-RA	42	42.195888754534465	OG0012441	1	1	1
Tlei_v1.08234-RC	50.0	50.19660850331777	OG0008631	1	1	1
Tlei_v1.00228-RA	53	51.36401077142405	OG0012442	1	1	1
Tlei_v1.02057-RA	46.0	43.90440565253533	OG0006574	1	1	1
Tlei_v1.15848-RA	54	52.820100237404375	OG0010370	1	1	1
Tlei_v1.00219-RA	35.0	36.89116517285532	OG0012443	1	1	1
Tlei_v1.30936-RA	47	46.281513299190486	OG0009208	1	1	1
Tlei_v1.30946-RA	47	45.002267573696145	OG0009209	1	1	1
Tlei_v1.13913-RA	44.0	44.80528846153846	OG0002878	0	0	5
Tlei_v1.13912-RA	41.0	38.88701923076923	OG0002878	0	0	5
Tlei_v1.07445-RA	55.0	56.44471153846154	OG0002878	0	0	5
Tlei_v1.07484-RA	39.0	39.47076023391813	OG0002878	0	0	5
Tlei_v1.02885-RA	29.0	32.13742690058479	OG0002878	0	0	5
Tlei_v1.29786-RA	51.0	49.86349924585219	OG0006983	1	1	1
Tlei_v1.13536-RA	34.0	36.67530224525043	OG0002879	0	0	5
Tlei_v1.07464-RA	48	55.557377049180324	OG0002879	0	0	5
Tlei_v1.01765-RA	7	16.163226541724704	OG0002879	0	0	5
Tlei_v1.15245-RA	32	30.954967834167263	OG0002879	0	0	5
Tlei_v1.05106-RA	45	46.74933815186788	OG0002879	0	0	5
Tlei_v1.26287-RA	55	52.954016620498614	OG0015514	1	1	1
Tlei_v1.19801-RA	49	48.81137440758294	OG0007411	1	1	1
Tlei_v1.04299-RA	38	38.42619431025228	OG0019357	0	1	1
Tlei_v1.12685-RA	57	56.30196863530197	OG0010976	1	1	1
Tlei_v1.19791-RA	49	49.94567663130826	OG0007410	1	1	1
Tlei_v1.15826-RA	30.0	30.776243093922652	OG0010371	1	1	1
Tlei_v1.17893-RA	48.0	47.09911816578483	OG0016068	1	1	1
Tlei_v1.26078-RA	57.0	57.72328244274809	OG0019813	0	0	2
