"gene_id" "median_cov" "mean_cov" "og_id" "Acom_count" "Tfas_count" "Tlei_count" "duplicated"
"312" "Tfasc_v1.29746-RA" 28 30.3331564986737 "OG0003647" 1 2 1 "multi-copy"
"314" "Tfasc_v1.29757-RA" 33 32.3705985915493 "OG0003649" 1 2 1 "multi-copy"
"357" "Tfasc_v1.11658-RA" 28 26.4037576687117 "OG0016409" 0 2 1 "multi-copy"
"443" "Tfasc_v1.15972-RA" 21 20.3212176283507 "OG0000690" 0 6 3 "multi-copy"
"444" "Tfasc_v1.16022-RA" 22 25.0365572826713 "OG0000690" 0 6 3 "multi-copy"
"445" "Tfasc_v1.16029-RA" 15 16.635593220339 "OG0000690" 0 6 3 "multi-copy"
"446" "Tfasc_v1.16026-RA" 21 20.2398540811674 "OG0000690" 0 6 3 "multi-copy"
"447" "Tfasc_v1.15970-RA" 16 16.168129330254 "OG0000690" 0 6 3 "multi-copy"
"448" "Tfasc_v1.16023-RA" 20 20.3490740740741 "OG0000690" 0 6 3 "multi-copy"
"472" "Tfasc_v1.24155-RA" 25 25.8556513844757 "OG0002120" 2 2 1 "multi-copy"
"473" "Tfasc_v1.24148-RA" 22 22.3296977959555 "OG0002120" 2 2 1 "multi-copy"
"474" "Tfasc_v1.00564-RA" 22 23.6481727574751 "OG0002126" 2 2 1 "multi-copy"
"475" "Tfasc_v1.00559-RA" 21 22.3256627393225 "OG0002126" 2 2 1 "multi-copy"
"532" "Tfasc_v1.03240-RA" 19 18.4620253164557 "OG0005318" 1 2 1 "multi-copy"
"533" "Tfasc_v1.27184-RA" 35 33.9655536770921 "OG0005318" 1 2 1 "multi-copy"
"543" "Tfasc_v1.13397-RA" 23 22.3400909581438 "OG0005312" 1 2 1 "multi-copy"
"544" "Tfasc_v1.13380-RA" 22 21.494180704441 "OG0005312" 1 2 1 "multi-copy"
"546" "Tfasc_v1.13350-RA" 23 22.3869778869779 "OG0005314" 1 2 1 "multi-copy"
"547" "Tfasc_v1.13348-RA" 21 21.0559480618675 "OG0005314" 1 2 1 "multi-copy"
"548" "Tfasc_v1.13349-RA" 23 23.9415751660567 "OG0005315" 1 2 1 "multi-copy"
"549" "Tfasc_v1.13347-RA" 21 20.4303430795691 "OG0005315" 1 2 1 "multi-copy"
"550" "Tfasc_v1.13327-RA" 18 18.2167125803489 "OG0005317" 1 2 1 "multi-copy"
"551" "Tfasc_v1.13319-RA" 16 17.0134061569017 "OG0005317" 1 2 1 "multi-copy"
"561" "Tfasc_v1.15113-RA" 20 19.2660550458716 "OG0003417" 1 2 1 "multi-copy"
"562" "Tfasc_v1.15110-RA" 22 23.045871559633 "OG0003417" 1 2 1 "multi-copy"
"563" "Tfasc_v1.30286-RA" 28 27.397604971957 "OG0003416" 1 2 1 "multi-copy"
"564" "Tfasc_v1.15106-RA" 22 22.35440351675 "OG0003416" 1 2 1 "multi-copy"
"566" "Tfasc_v1.22647-RA" 4 8.00900588846554 "OG0004370" 1 2 1 "multi-copy"
"568" "Tfasc_v1.15105-RA" 9 11.5796178343949 "OG0003413" 1 2 1 "multi-copy"
"570" "Tfasc_v1.15103-RA" 19 21.4439359267735 "OG0003412" 1 2 1 "multi-copy"
"571" "Tfasc_v1.15104-RA" 12 13.8673155737705 "OG0003412" 1 2 1 "multi-copy"
"597" "Tfasc_v1.14631-RA" 11 11.8635794743429 "OG0016429" 0 2 1 "multi-copy"
"598" "Tfasc_v1.14635-RA" 13 14.2277847309136 "OG0016429" 0 2 1 "multi-copy"
"602" "Tfasc_v1.19555-RA" 19 18.9398814563929 "OG0004190" 1 2 1 "multi-copy"
"603" "Tfasc_v1.19557-RA" 17 16.8536720044174 "OG0004190" 1 2 1 "multi-copy"
"605" "Tfasc_v1.13564-RA" 23 24.4528813151081 "OG0004192" 1 2 1 "multi-copy"
"606" "Tfasc_v1.13566-RA" 22 22.5126659760806 "OG0004192" 1 2 1 "multi-copy"
"630" "Tfasc_v1.23678-RA" 19 19.4466053748232 "OG0004703" 1 2 1 "multi-copy"
"631" "Tfasc_v1.23676-RA" 21 21.3792807168283 "OG0004703" 1 2 1 "multi-copy"
"649" "Tfasc_v1.04605-RA" 20 18.789662027833 "OG0000508" 2 5 3 "multi-copy"
"650" "Tfasc_v1.04603-RA" 25 29.1436464088398 "OG0000508" 2 5 3 "multi-copy"
"653" "Tfasc_v1.04601-RA" 34 33.1405433646813 "OG0000508" 2 5 3 "multi-copy"
"659" "Tfasc_v1.14841-RA" 17 17.6589299763965 "OG0000502" 1 6 3 "multi-copy"
"660" "Tfasc_v1.14834-RA" 26 26.4886067339304 "OG0000502" 1 6 3 "multi-copy"
"661" "Tfasc_v1.14844-RA" 16 16.7219836001562 "OG0000502" 1 6 3 "multi-copy"
"662" "Tfasc_v1.14842-RA" 17 18.1418326693227 "OG0000502" 1 6 3 "multi-copy"
"663" "Tfasc_v1.14840-RA" 18 19.0119521912351 "OG0000502" 1 6 3 "multi-copy"
"672" "Tfasc_v1.15346-RA" 20 19.3802022102046 "OG0000504" 5 3 2 "multi-copy"
"673" "Tfasc_v1.15353-RA" 17 17.0999736911339 "OG0000504" 5 3 2 "multi-copy"
"674" "Tfasc_v1.17228-RA" 35 32.6920572916667 "OG0000504" 5 3 2 "multi-copy"
"684" "Tfasc_v1.19541-RA" 30 32.8581879572313 "OG0001112" 2 2 3 "multi-copy"
"685" "Tfasc_v1.19543-RA" 32 32.583596214511 "OG0001112" 2 2 3 "multi-copy"
"695" "Tfasc_v1.12937-RA" 19 21.3769269020388 "OG0001114" 3 3 1 "multi-copy"
"696" "Tfasc_v1.12930-RA" 25 26.6904619076185 "OG0001114" 3 3 1 "multi-copy"
"697" "Tfasc_v1.12936-RA" 23 24.4745050989802 "OG0001114" 3 3 1 "multi-copy"
"705" "Tfasc_v1.03210-RA" 18 18.3996966249526 "OG0004884" 1 2 1 "multi-copy"
"706" "Tfasc_v1.03220-RA" 18 19.5544969512195 "OG0004884" 1 2 1 "multi-copy"
"717" "Tfasc_v1.03320-RA" 21 20.6671545055405 "OG0004889" 1 2 1 "multi-copy"
"718" "Tfasc_v1.03322-RA" 20 20.7236924359241 "OG0004889" 1 2 1 "multi-copy"
"734" "Tfasc_v1.03797-RA" 13 12.8378378378378 "OG0000449" 6 3 2 "multi-copy"
"735" "Tfasc_v1.03785-RA" 12 12.2239382239382 "OG0000449" 6 3 2 "multi-copy"
"737" "Tfasc_v1.13395-RA" 17 15.6681514476615 "OG0000448" 9 2 0 "multi-copy"
"751" "Tfasc_v1.04710-RA" 15 15.0362173038229 "OG0000998" 2 3 2 "multi-copy"
"752" "Tfasc_v1.04712-RA" 15 16.6458022851465 "OG0000998" 2 3 2 "multi-copy"
"755" "Tfasc_v1.19381-RA" 27 27.4339866679932 "OG0000995" 2 3 2 "multi-copy"
"756" "Tfasc_v1.19377-RA" 21 22.4447471995156 "OG0000995" 2 3 2 "multi-copy"
"763" "Tfasc_v1.09563-RA" 21 22.456 "OG0000991" 2 2 3 "multi-copy"
"764" "Tfasc_v1.09562-RA" 32 30.9592476489028 "OG0000991" 2 2 3 "multi-copy"
"770" "Tfasc_v1.09510-RA" 26 28.16740237691 "OG0000992" 2 4 1 "multi-copy"
"771" "Tfasc_v1.09511-RA" 27 31.0052739209988 "OG0000992" 2 4 1 "multi-copy"
"880" "Tfasc_v1.09548-RA" 20 18.7947558770344 "OG0006697" 1 2 0 "multi-copy"
"892" "Tfasc_v1.18766-RA" 14 15.3283018867925 "OG0014593" 1 2 0 "multi-copy"
"893" "Tfasc_v1.18759-RA" 6 5.80597014925373 "OG0014593" 1 2 0 "multi-copy"
"939" "Tfasc_v1.29070-RA" 30 28.5837773830669 "OG0001478" 3 2 1 "multi-copy"
"973" "Tfasc_v1.10306-RB" 20 21.0495081612799 "OG0005105" 1 2 1 "multi-copy"
"976" "Tfasc_v1.00912-RA" 16 16.9537695590327 "OG0005107" 1 2 1 "multi-copy"
"977" "Tfasc_v1.00910-RA" 19 18.6614509246088 "OG0005107" 1 2 1 "multi-copy"
"980" "Tfasc_v1.09961-RA" 23 22.3635185608659 "OG0005101" 1 2 1 "multi-copy"
"981" "Tfasc_v1.09960-RA" 23 21.9061762242023 "OG0005101" 1 2 1 "multi-copy"
"984" "Tfasc_v1.12884-RA" 18 18.1823802163833 "OG0005103" 1 2 1 "multi-copy"
"985" "Tfasc_v1.12883-RA" 19 17.6491499227202 "OG0005103" 1 2 1 "multi-copy"
"988" "Tfasc_v1.16890-RA" 23 23.9028447444552 "OG0005109" 1 2 1 "multi-copy"
"1058" "Tfasc_v1.13705-RA" 18 18.0223144784639 "OG0003626" 1 2 1 "multi-copy"
"1059" "Tfasc_v1.15214-RA" 18 18.1900397717448 "OG0003626" 1 2 1 "multi-copy"
"1060" "Tfasc_v1.13730-RA" 23 25.0091047040971 "OG0003627" 1 2 1 "multi-copy"
"1061" "Tfasc_v1.13727-RA" 25 24.0322423652512 "OG0003627" 1 2 1 "multi-copy"
"1067" "Tfasc_v1.16499-RA" 23 23.2072758037225 "OG0003620" 1 2 1 "multi-copy"
"1068" "Tfasc_v1.16511-RA" 18 22.6175972927242 "OG0003620" 1 2 1 "multi-copy"
"1076" "Tfasc_v1.13735-RA" 19 19.2258953168044 "OG0003628" 1 2 1 "multi-copy"
"1077" "Tfasc_v1.13733-RA" 20 20.2837465564738 "OG0003628" 1 2 1 "multi-copy"
"1078" "Tfasc_v1.13740-RA" 21 21.2073998642227 "OG0003629" 1 2 1 "multi-copy"
"1079" "Tfasc_v1.13737-RA" 21 20.5888037320893 "OG0003629" 1 2 1 "multi-copy"
"1081" "Tfasc_v1.00256-RA" 15 15.6916325336454 "OG0004300" 1 2 1 "multi-copy"
"1084" "Tfasc_v1.00254-RA" 23 26.1032836960672 "OG0004301" 1 2 1 "multi-copy"
"1085" "Tfasc_v1.15273-RA" 10 11.0259319286872 "OG0004301" 1 2 1 "multi-copy"
"1089" "Tfasc_v1.00250-RA" 12 11.9462962962963 "OG0004302" 1 2 1 "multi-copy"
"1090" "Tfasc_v1.00253-RA" 28 28.2906220984215 "OG0004302" 1 2 1 "multi-copy"
"1105" "Tfasc_v1.00252-RA" 28 26.6374807987711 "OG0004305" 1 2 1 "multi-copy"
"1106" "Tfasc_v1.00249-RA" 26 28.485609308022 "OG0004305" 1 2 1 "multi-copy"
"1196" "Tfasc_v1.08914-RA" 25 29.6135593220339 "OG0001905" 1 3 1 "multi-copy"
"1197" "Tfasc_v1.06193-RA" 13 12.649299719888 "OG0001905" 1 3 1 "multi-copy"
"1198" "Tfasc_v1.06190-RA" 8 7.85650723025584 "OG0001905" 1 3 1 "multi-copy"
"1200" "Tfasc_v1.06155-RA" 20 23.3704142011834 "OG0001907" 1 2 2 "multi-copy"
"1203" "Tfasc_v1.06016-RA" 20 20.5393474088292 "OG0001908" 2 2 1 "multi-copy"
"1204" "Tfasc_v1.08990-RA" 22 22.1611510791367 "OG0001908" 2 2 1 "multi-copy"
"1213" "Tfasc_v1.10006-RA" 24 22.3764940239044 "OG0011551" 1 2 0 "multi-copy"
"1214" "Tfasc_v1.09949-RA" 2 4.87219343696028 "OG0011551" 1 2 0 "multi-copy"
"1217" "Tfasc_v1.23007-RA" 26 32.0193628981886 "OG0011557" 1 2 0 "multi-copy"
"1247" "Tfasc_v1.04371-RA" 11 11.9361313868613 "OG0002106" 1 2 2 "multi-copy"
"1248" "Tfasc_v1.04364-RA" 14 15.3996350364964 "OG0002106" 1 2 2 "multi-copy"
"1250" "Tfasc_v1.03167-RA" 17 18.7918258212376 "OG0002107" 2 2 1 "multi-copy"
"1276" "Tfasc_v1.15246-RA" 22 21.7490039840637 "OG0016433" 0 2 1 "multi-copy"
"1277" "Tfasc_v1.15240-RA" 26 26.218006795017 "OG0016433" 0 2 1 "multi-copy"
"1309" "Tfasc_v1.10221-RA" 18 18.8339160839161 "OG0005378" 1 2 1 "multi-copy"
"1310" "Tfasc_v1.10165-RA" 17 17.12 "OG0005378" 1 2 1 "multi-copy"
"1312" "Tfasc_v1.30425-RA" 16 16.7427652733119 "OG0005376" 1 2 1 "multi-copy"
"1313" "Tfasc_v1.30421-RA" 20 20.7620578778135 "OG0005376" 1 2 1 "multi-copy"
"1314" "Tfasc_v1.30423-RA" 24 24.9261518849026 "OG0005377" 1 2 1 "multi-copy"
"1315" "Tfasc_v1.30427-RA" 22 20.9642857142857 "OG0005377" 1 2 1 "multi-copy"
"1316" "Tfasc_v1.04178-RA" 21 20.639715444045 "OG0005374" 1 2 1 "multi-copy"
"1317" "Tfasc_v1.04184-RA" 18 16.8966636609558 "OG0005374" 1 2 1 "multi-copy"
"1322" "Tfasc_v1.30512-RA" 28 28.0617042115573 "OG0005370" 1 2 1 "multi-copy"
"1323" "Tfasc_v1.24521-RA" 24 22.8475652787579 "OG0005371" 1 2 1 "multi-copy"
"1324" "Tfasc_v1.24520-RA" 15 14.2936585365854 "OG0005371" 1 2 1 "multi-copy"
"1325" "Tfasc_v1.21472-RA" 16 14.8643344709898 "OG0004421" 1 2 1 "multi-copy"
"1326" "Tfasc_v1.21476-RA" 14 12.641638225256 "OG0004421" 1 2 1 "multi-copy"
"1328" "Tfasc_v1.07454-RA" 23 23.125 "OG0002818" 0 3 2 "multi-copy"
"1329" "Tfasc_v1.19503-RA" 29 28.7027777777778 "OG0002818" 0 3 2 "multi-copy"
"1331" "Tfasc_v1.21477-RA" 20 19.9764 "OG0004422" 1 2 1 "multi-copy"
"1332" "Tfasc_v1.21473-RA" 23 21.2252614641995 "OG0004422" 1 2 1 "multi-copy"
"1334" "Tfasc_v1.21449-RA" 19 19.3230769230769 "OG0004424" 1 2 1 "multi-copy"
"1335" "Tfasc_v1.26096-RA" 14 13.7120822622108 "OG0004424" 1 2 1 "multi-copy"
"1338" "Tfasc_v1.15347-RA" 24 23.8148788927336 "OG0003434" 1 2 1 "multi-copy"
"1339" "Tfasc_v1.15348-RA" 34 33.4842834310069 "OG0003434" 1 2 1 "multi-copy"
"1350" "Tfasc_v1.25602-RA" 11 12.1895734597156 "OG0002811" 0 2 3 "multi-copy"
"1353" "Tfasc_v1.29210-RA" 18 17.9450549450549 "OG0002814" 0 4 1 "multi-copy"
"1356" "Tfasc_v1.17742-RA" 32 32.9512195121951 "OG0002814" 0 4 1 "multi-copy"
"1365" "Tfasc_v1.08342-RA" 14 13.3877745940783 "OG0016095" 0 2 1 "multi-copy"
"1366" "Tfasc_v1.03694-RA" 13 12.2217860647694 "OG0016095" 0 2 1 "multi-copy"
"1381" "Tfasc_v1.03687-RA" 25 27.018051738842 "OG0016094" 0 2 1 "multi-copy"
"1382" "Tfasc_v1.03691-RA" 30 29.9287454323995 "OG0016094" 0 2 1 "multi-copy"
"1394" "Tfasc_v1.03620-RA" 27 25.863287250384 "OG0016093" 0 2 1 "multi-copy"
"1395" "Tfasc_v1.03618-RA" 19 18.6625482625483 "OG0016093" 0 2 1 "multi-copy"
"1400" "Tfasc_v1.17157-RA" 29 29.2556598564329 "OG0005598" 0 3 1 "multi-copy"
"1401" "Tfasc_v1.18352-RA" 26 25.4890878567431 "OG0005598" 0 3 1 "multi-copy"
"1402" "Tfasc_v1.17172-RA" 17 16.76918767507 "OG0005598" 0 3 1 "multi-copy"
"1417" "Tfasc_v1.18065-RA" 14 14.3851326111319 "OG0005591" 0 2 2 "multi-copy"
"1425" "Tfasc_v1.15429-RA" 32 31.7270408163265 "OG0005594" 0 3 1 "multi-copy"
"1437" "Tfasc_v1.02440-RA" 6 13.3895495495495 "OG0001281" 1 3 2 "multi-copy"
"1439" "Tfasc_v1.05874-RA" 17 17.0639686684073 "OG0001287" 1 2 3 "multi-copy"
"1440" "Tfasc_v1.05882-RA" 18 18.9320705421293 "OG0001287" 1 2 3 "multi-copy"
"1455" "Tfasc_v1.07886-RA" 28 28.3832153690597 "OG0002740" 1 3 1 "multi-copy"
"1456" "Tfasc_v1.26234-RA" 20 20.4492462311558 "OG0002740" 1 3 1 "multi-copy"
"1457" "Tfasc_v1.26230-RA" 14 12.4475065616798 "OG0002740" 1 3 1 "multi-copy"
"1461" "Tfasc_v1.27438-RA" 24 23.9795860504678 "OG0002747" 1 3 1 "multi-copy"
"1462" "Tfasc_v1.27436-RA" 18 18.429247311828 "OG0002747" 1 3 1 "multi-copy"
"1463" "Tfasc_v1.27434-RA" 31 32.4058093626622 "OG0002747" 1 3 1 "multi-copy"
"1467" "Tfasc_v1.26145-RA" 20 19.5120317070869 "OG0002748" 2 2 0 "multi-copy"
"1468" "Tfasc_v1.26144-RA" 23 22.5894811511958 "OG0002748" 2 2 0 "multi-copy"
"1474" "Tfasc_v1.03010-RA" 24 24.4520807061791 "OG0000520" 3 5 2 "multi-copy"
"1475" "Tfasc_v1.03009-RA" 12 12.4003783102144 "OG0000520" 3 5 2 "multi-copy"
"1476" "Tfasc_v1.03003-RA" 14 13.3783102143758 "OG0000520" 3 5 2 "multi-copy"
"1477" "Tfasc_v1.17653-RA" 28 29.4725388601036 "OG0000520" 3 5 2 "multi-copy"
"1478" "Tfasc_v1.07407-RA" 30 30.5037688442211 "OG0000520" 3 5 2 "multi-copy"
"1494" "Tfasc_v1.27304-RA" 26 32.2233149053795 "OG0000525" 1 8 1 "multi-copy"
"1497" "Tfasc_v1.01960-RA" 24 25.6202054794521 "OG0000526" 4 3 3 "multi-copy"
"1502" "Tfasc_v1.23646-RA" 21 20.903309352518 "OG0000529" 1 7 2 "multi-copy"
"1503" "Tfasc_v1.23648-RA" 25 26.1709849237158 "OG0000529" 1 7 2 "multi-copy"
"1504" "Tfasc_v1.23816-RA" 28 29.1515513126492 "OG0000529" 1 7 2 "multi-copy"
"1505" "Tfasc_v1.23823-RA" 23 22.6249361267246 "OG0000529" 1 7 2 "multi-copy"
"1506" "Tfasc_v1.23821-RA" 20 21.454094292804 "OG0000529" 1 7 2 "multi-copy"
"1507" "Tfasc_v1.12063-RA" 25 23.8244047619048 "OG0000529" 1 7 2 "multi-copy"
"1508" "Tfasc_v1.12058-RA" 33 31.3825870646766 "OG0000529" 1 7 2 "multi-copy"
"1515" "Tfasc_v1.03305-RA" 22 23.8098207326578 "OG0001130" 3 2 2 "multi-copy"
"1516" "Tfasc_v1.11074-RA" 16 17.3439744612929 "OG0001130" 3 2 2 "multi-copy"
"1520" "Tfasc_v1.25789-RA" 20 21.1717146433041 "OG0001134" 4 2 1 "multi-copy"
"1521" "Tfasc_v1.25793-RA" 20 19.360374832664 "OG0001134" 4 2 1 "multi-copy"
"1522" "Tfasc_v1.25791-RA" 17 15.5025454545455 "OG0001135" 3 3 1 "multi-copy"
"1523" "Tfasc_v1.14576-RA" 37 32.8710204081633 "OG0001135" 3 3 1 "multi-copy"
"1524" "Tfasc_v1.25788-RA" 23 23.5167775732691 "OG0001135" 3 3 1 "multi-copy"
"1528" "Tfasc_v1.11079-RA" 23 22.5355225765709 "OG0001137" 2 3 2 "multi-copy"
"1529" "Tfasc_v1.11088-RA" 24 22.4995851999336 "OG0001137" 2 3 2 "multi-copy"
"1532" "Tfasc_v1.05205-RA" 30 28.8193268976461 "OG0001139" 2 2 3 "multi-copy"
"1555" "Tfasc_v1.03545-RA" 27 30.0345015682531 "OG0000428" 1 3 7 "multi-copy"
"1558" "Tfasc_v1.18013-RA" 17 20.4002751031637 "OG0000425" 8 2 1 "multi-copy"
"1559" "Tfasc_v1.18014-RA" 21 23.9968196756069 "OG0000425" 8 2 1 "multi-copy"
"1564" "Tfasc_v1.15425-RA" 20 20.0927773818009 "OG0000426" 3 6 2 "multi-copy"
"1565" "Tfasc_v1.15430-RA" 18 18.1276572549875 "OG0000426" 3 6 2 "multi-copy"
"1567" "Tfasc_v1.15435-RA" 23 23.429579093432 "OG0000426" 3 6 2 "multi-copy"
"1568" "Tfasc_v1.15434-RA" 10 11.2081934184016 "OG0000426" 3 6 2 "multi-copy"
"1569" "Tfasc_v1.18724-RA" 12 12.6453634085213 "OG0000421" 6 3 2 "multi-copy"
"1570" "Tfasc_v1.18732-RA" 12 11.8884711779449 "OG0000421" 6 3 2 "multi-copy"
"1571" "Tfasc_v1.18723-RA" 11 11.2600985221675 "OG0000421" 6 3 2 "multi-copy"
"1573" "Tfasc_v1.17474-RA" 34 31.4156958920907 "OG0000420" 4 4 3 "multi-copy"
"1574" "Tfasc_v1.15249-RA" 31 29.0959346095935 "OG0000420" 4 4 3 "multi-copy"
"1576" "Tfasc_v1.09571-RA" 16 18.2249701839181 "OG0000423" 1 8 2 "multi-copy"
"1577" "Tfasc_v1.09574-RA" 15 15.9824253075571 "OG0000423" 1 8 2 "multi-copy"
"1578" "Tfasc_v1.09576-RA" 21 23.0441567065073 "OG0000423" 1 8 2 "multi-copy"
"1579" "Tfasc_v1.04753-RA" 11 10.5677799607073 "OG0000423" 1 8 2 "multi-copy"
"1580" "Tfasc_v1.09575-RA" 22 21.9774436090226 "OG0000423" 1 8 2 "multi-copy"
"1581" "Tfasc_v1.09577-RA" 27 25.7118997912317 "OG0000423" 1 8 2 "multi-copy"
"1582" "Tfasc_v1.09578-RA" 18 19.1974169741697 "OG0000423" 1 8 2 "multi-copy"
"1583" "Tfasc_v1.09582-RA" 13 13.0407969639469 "OG0000423" 1 8 2 "multi-copy"
"1639" "Tfasc_v1.17628-RA" 33 32.3430379746835 "OG0016236" 0 2 1 "multi-copy"
"1643" "Tfasc_v1.15746-RA" 24 22.7453987730061 "OG0016234" 0 2 1 "multi-copy"
"1646" "Tfasc_v1.08686-RA" 15 14.0242510699001 "OG0003199" 1 2 1 "multi-copy"
"1647" "Tfasc_v1.08675-RA" 13 13.1288088642659 "OG0003199" 1 2 1 "multi-copy"
"1652" "Tfasc_v1.08580-RA" 14 14.6836097350851 "OG0003194" 1 2 1 "multi-copy"
"1653" "Tfasc_v1.08588-RA" 15 15.2285658989743 "OG0003194" 1 2 1 "multi-copy"
"1656" "Tfasc_v1.08683-RA" 12 13.1004636785162 "OG0003197" 1 2 1 "multi-copy"
"1657" "Tfasc_v1.08670-RA" 11 10.9858267716535 "OG0003197" 1 2 1 "multi-copy"
"1708" "Tfasc_v1.18859-RA" 7 6.17501815541031 "OG0001730" 2 3 1 "multi-copy"
"1709" "Tfasc_v1.18866-RA" 6 8.38045668233714 "OG0001730" 2 3 1 "multi-copy"
"1710" "Tfasc_v1.18861-RA" 14 15.0124537192864 "OG0001730" 2 3 1 "multi-copy"
"1713" "Tfasc_v1.30389-RA" 22 22.7428121307601 "OG0001736" 1 3 2 "multi-copy"
"1714" "Tfasc_v1.30381-RA" 23 22.6335832675612 "OG0001736" 1 3 2 "multi-copy"
"1715" "Tfasc_v1.18911-RA" 32 32.5496926823611 "OG0001737" 1 2 3 "multi-copy"
