"chrom" "V2" "V3" "percentage_masked"
"106" "Scaffold_2041" "8000001" "9e+06" "13.5947"
"107" "Scaffold_2041" "9000001" "1e+07" "10.1716"
"108" "Scaffold_2041" "10000001" "1.1e+07" "9.9297"
"109" "Scaffold_2041" "11000001" "1.2e+07" "12.9486"
"110" "Scaffold_2041" "12000001" "1.3e+07" "10.5362"
"111" "Scaffold_2041" "13000001" "1.4e+07" "8.0352"
"112" "Scaffold_2041" "14000001" "1.5e+07" "9.923"
"113" "Scaffold_2041" "15000001" "1.6e+07" "14.2585"
"114" "Scaffold_2041" "16000001" "1.7e+07" "15.6756"
"115" "Scaffold_2041" "17000001" "1.8e+07" "15.1201"
"116" "Scaffold_2041" "18000001" "1.9e+07" "7.3472"
"117" "Scaffold_2041" "19000001" "2e+07" "10.4995"
"118" "Scaffold_2041" "20000001" "2.1e+07" "12.5859"
"119" "Scaffold_2041" "21000001" "2.2e+07" "8.5877"
"120" "Scaffold_2041" "22000001" "2.3e+07" "5.4231"
"121" "Scaffold_2041" "23000001" "2.4e+07" "11.9771"
"122" "Scaffold_2041" "24000001" "2.5e+07" "4.2297"
"123" "Scaffold_2041" "25000001" "2.6e+07" "4.1111"
"124" "Scaffold_2041" "26000001" "2.7e+07" "2.1884"
"125" "Scaffold_2041" "27000001" "2.8e+07" "7.2055"
"126" "Scaffold_2041" "28000001" "2.9e+07" "1.908"
"127" "Scaffold_2041" "29000001" "3e+07" "4.4112"
"128" "Scaffold_2041" "30000001" "3.1e+07" "4.8326"
"129" "Scaffold_2096" "1" "1e+06" "2.6093"
"130" "Scaffold_2096" "1000001" "2e+06" "4.6669"
"131" "Scaffold_2096" "2000001" "3e+06" "3.9652"
"132" "Scaffold_2096" "3000001" "4e+06" "3.5848"
"133" "Scaffold_2096" "4000001" "5e+06" "5.8032"
"134" "Scaffold_2096" "5000001" "6e+06" "8.6681"
"135" "Scaffold_2096" "6000001" "7e+06" "11.1505"
"136" "Scaffold_2096" "7000001" "8e+06" "9.5472"
"137" "Scaffold_2096" "8000001" "9e+06" "14.6771"
"138" "Scaffold_2096" "9000001" "1e+07" "21.8246"
"139" "Scaffold_2096" "10000001" "1.1e+07" "14.8546"
"140" "Scaffold_2096" "11000001" "1.2e+07" "16.3848"
"141" "Scaffold_2096" "12000001" "1.3e+07" "15.9663"
"142" "Scaffold_2096" "13000001" "1.4e+07" "14.0512"
"143" "Scaffold_2096" "14000001" "1.5e+07" "11.8053"
"144" "Scaffold_2096" "15000001" "1.6e+07" "8.9488"
"145" "Scaffold_2096" "16000001" "1.7e+07" "16.2891"
"146" "Scaffold_2096" "17000001" "1.8e+07" "18.6354"
"147" "Scaffold_2096" "18000001" "1.9e+07" "18.7492"
"148" "Scaffold_2096" "19000001" "2e+07" "13.6868"
"149" "Scaffold_2096" "20000001" "2.1e+07" "13.6697"
"150" "Scaffold_2096" "21000001" "2.2e+07" "12.8091"
"151" "Scaffold_2096" "22000001" "2.3e+07" "7.5447"
"152" "Scaffold_2096" "23000001" "2.4e+07" "4.4396"
"153" "Scaffold_2096" "24000001" "2.5e+07" "10.3648"
"154" "Scaffold_2096" "25000001" "2.6e+07" "4.3586"
"155" "Scaffold_2096" "26000001" "2.7e+07" "6.0389"
"156" "Scaffold_2096" "27000001" "2.8e+07" "4.6297"
"157" "Scaffold_2096" "28000001" "2.9e+07" "1.2733"
"158" "Scaffold_2096" "29000001" "3e+07" "1.2855"
"159" "Scaffold_2096" "30000001" "3.1e+07" "0"
"160" "Scaffold_2315" "1" "1e+06" "6.2071"
"161" "Scaffold_2315" "1000001" "2e+06" "3.5334"
"162" "Scaffold_2315" "2000001" "3e+06" "5.7944"
"163" "Scaffold_2315" "3000001" "4e+06" "8.0005"
"164" "Scaffold_2315" "4000001" "5e+06" "4.6106"
"165" "Scaffold_2315" "5000001" "6e+06" "16.9066"
"166" "Scaffold_2315" "6000001" "7e+06" "21.8249"
"167" "Scaffold_2315" "7000001" "8e+06" "13.3004"
"168" "Scaffold_2315" "8000001" "9e+06" "7.9052"
"169" "Scaffold_2315" "9000001" "1e+07" "13.1337"
"170" "Scaffold_2315" "10000001" "1.1e+07" "21.365"
"171" "Scaffold_2315" "11000001" "1.2e+07" "13.3475"
"172" "Scaffold_2315" "12000001" "1.3e+07" "9.9595"
"173" "Scaffold_2315" "13000001" "1.4e+07" "16.7387"
"174" "Scaffold_2315" "14000001" "1.5e+07" "7.5815"
"175" "Scaffold_2315" "15000001" "1.6e+07" "11.8116"
"176" "Scaffold_2315" "16000001" "1.7e+07" "11.8956"
"177" "Scaffold_2315" "17000001" "1.8e+07" "20.4461"
"178" "Scaffold_2315" "18000001" "1.9e+07" "18.0178"
"179" "Scaffold_2315" "19000001" "2e+07" "19.4257"
"180" "Scaffold_2315" "20000001" "2.1e+07" "14.5072"
"181" "Scaffold_2315" "21000001" "2.2e+07" "17.3076"
"182" "Scaffold_2315" "22000001" "2.3e+07" "8.5563"
"183" "Scaffold_2315" "23000001" "2.4e+07" "9.2447"
"184" "Scaffold_2315" "24000001" "2.5e+07" "6.6837"
"185" "Scaffold_2315" "25000001" "2.6e+07" "7.9868"
"186" "Scaffold_2315" "26000001" "2.7e+07" "5.0166"
"187" "Scaffold_2315" "27000001" "2.8e+07" "5.0805"
"188" "Scaffold_2315" "28000001" "2.9e+07" "3.904"
"189" "Scaffold_2315" "29000001" "3e+07" "5.8576"
"190" "Scaffold_2317" "1" "1e+06" "2.465"
"191" "Scaffold_2317" "1000001" "2e+06" "4.7381"
"192" "Scaffold_2317" "2000001" "3e+06" "2.4665"
"193" "Scaffold_2317" "3000001" "4e+06" "3.639"
"194" "Scaffold_2317" "4000001" "5e+06" "0.7781"
"195" "Scaffold_2317" "5000001" "6e+06" "4.7709"
"196" "Scaffold_2317" "6000001" "7e+06" "15.2056"
"197" "Scaffold_2317" "7000001" "8e+06" "10.0422"
"198" "Scaffold_2317" "8000001" "9e+06" "10.8559"
"199" "Scaffold_2317" "9000001" "1e+07" "9.8835"
"200" "Scaffold_2317" "10000001" "1.1e+07" "12.0014"
"201" "Scaffold_2317" "11000001" "1.2e+07" "12.9165"
"202" "Scaffold_2317" "12000001" "1.3e+07" "15.1879"
"203" "Scaffold_2317" "13000001" "1.4e+07" "12.5177"
"204" "Scaffold_2317" "14000001" "1.5e+07" "6.5014"
"205" "Scaffold_2317" "15000001" "1.6e+07" "13.7865"
"206" "Scaffold_2317" "16000001" "1.7e+07" "10.6219"
"207" "Scaffold_2317" "17000001" "1.8e+07" "10.5673"
"208" "Scaffold_2317" "18000001" "1.9e+07" "9.8257"
"209" "Scaffold_2317" "19000001" "2e+07" "12.813"
"210" "Scaffold_2317" "20000001" "2.1e+07" "3.3131"
"211" "Scaffold_2317" "21000001" "2.2e+07" "10.3669"
"212" "Scaffold_2317" "22000001" "2.3e+07" "8.537"
"213" "Scaffold_2317" "23000001" "2.4e+07" "5.3987"
"214" "Scaffold_2317" "24000001" "2.5e+07" "6.5608"
"215" "Scaffold_2317" "25000001" "2.6e+07" "13.1885"
"216" "Scaffold_2317" "26000001" "2.7e+07" "4.412"
"217" "Scaffold_2317" "27000001" "2.8e+07" "1.1118"
"218" "Scaffold_2287" "1" "1e+06" "6.7276"
"219" "Scaffold_2287" "1000001" "2e+06" "3.5568"
"220" "Scaffold_2287" "2000001" "3e+06" "5.595"
"221" "Scaffold_2287" "3000001" "4e+06" "5.3509"
"222" "Scaffold_2287" "4000001" "5e+06" "10.6557"
"223" "Scaffold_2287" "5000001" "6e+06" "6.7191"
"224" "Scaffold_2287" "6000001" "7e+06" "9.4165"
"225" "Scaffold_2287" "7000001" "8e+06" "12.1431"
"226" "Scaffold_2287" "8000001" "9e+06" "13.948"
"227" "Scaffold_2287" "9000001" "1e+07" "17.0116"
"228" "Scaffold_2287" "10000001" "1.1e+07" "9.9881"
"229" "Scaffold_2287" "11000001" "1.2e+07" "7.9921"
"230" "Scaffold_2287" "12000001" "1.3e+07" "11.0398"
"231" "Scaffold_2287" "13000001" "1.4e+07" "19.1287"
"232" "Scaffold_2287" "14000001" "1.5e+07" "13.8572"
"233" "Scaffold_2287" "15000001" "1.6e+07" "10.1183"
"234" "Scaffold_2287" "16000001" "1.7e+07" "14.7822"
"235" "Scaffold_2287" "17000001" "1.8e+07" "16.9115"
"236" "Scaffold_2287" "18000001" "1.9e+07" "15.2594"
"237" "Scaffold_2287" "19000001" "2e+07" "10.0986"
"238" "Scaffold_2287" "20000001" "2.1e+07" "9.4256"
"239" "Scaffold_2287" "21000001" "2.2e+07" "8.4721"
"240" "Scaffold_2287" "22000001" "2.3e+07" "5.8756"
"241" "Scaffold_2287" "23000001" "2.4e+07" "7.7925"
"242" "Scaffold_2287" "24000001" "2.5e+07" "6.6194"
"243" "Scaffold_2287" "25000001" "2.6e+07" "6.3165"
"244" "Scaffold_2287" "26000001" "2.7e+07" "6.497"
"245" "Scaffold_2287" "27000001" "2.8e+07" "0.7015"
"246" "Scaffold_326" "1" "1e+06" "5.9698"
"247" "Scaffold_326" "1000001" "2e+06" "3.2456"
"248" "Scaffold_326" "2000001" "3e+06" "4.1339"
"249" "Scaffold_326" "3000001" "4e+06" "9.5036"
"250" "Scaffold_326" "4000001" "5e+06" "9.4034"
"251" "Scaffold_326" "5000001" "6e+06" "7.7948"
"252" "Scaffold_326" "6000001" "7e+06" "14.9479"
"253" "Scaffold_326" "7000001" "8e+06" "19.8108"
"254" "Scaffold_326" "8000001" "9e+06" "16.9644"
"255" "Scaffold_326" "9000001" "1e+07" "16.6743"
"256" "Scaffold_326" "10000001" "1.1e+07" "18.0683"
"257" "Scaffold_326" "11000001" "1.2e+07" "15.9511"
"258" "Scaffold_326" "12000001" "1.3e+07" "12.7819"
"259" "Scaffold_326" "13000001" "1.4e+07" "13.1047"
"260" "Scaffold_326" "14000001" "1.5e+07" "12.4783"
"261" "Scaffold_326" "15000001" "1.6e+07" "19.1798"
"262" "Scaffold_326" "16000001" "1.7e+07" "11.7708"
"263" "Scaffold_326" "17000001" "1.8e+07" "11.6978"
"264" "Scaffold_326" "18000001" "1.9e+07" "21.7093"
"265" "Scaffold_326" "19000001" "2e+07" "11.7643"
"266" "Scaffold_326" "20000001" "2.1e+07" "9.768"
"267" "Scaffold_326" "21000001" "2.2e+07" "7.0316"
"268" "Scaffold_326" "22000001" "2.3e+07" "7.4271"
"269" "Scaffold_326" "23000001" "2.4e+07" "8.2951"
"270" "Scaffold_326" "24000001" "2.5e+07" "10.046"
"271" "Scaffold_326" "25000001" "2.6e+07" "5.4398"
"272" "Scaffold_326" "26000001" "2.7e+07" "3.2567"
"273" "Scaffold_1174" "1" "1e+06" "7.1264"
"274" "Scaffold_1174" "1000001" "2e+06" "1.9955"
"275" "Scaffold_1174" "2000001" "3e+06" "4.7952"
"276" "Scaffold_1174" "3000001" "4e+06" "14.0649"
"277" "Scaffold_1174" "4000001" "5e+06" "20.7978"
"278" "Scaffold_1174" "5000001" "6e+06" "16.2822"
"279" "Scaffold_1174" "6000001" "7e+06" "14.4512"
"280" "Scaffold_1174" "7000001" "8e+06" "14.5358"
"281" "Scaffold_1174" "8000001" "9e+06" "10.5745"
"282" "Scaffold_1174" "9000001" "1e+07" "10.8063"
"283" "Scaffold_1174" "10000001" "1.1e+07" "14.3546"
"284" "Scaffold_1174" "11000001" "1.2e+07" "12.909"
"285" "Scaffold_1174" "12000001" "1.3e+07" "11.899"
"286" "Scaffold_1174" "13000001" "1.4e+07" "19.3469"
"287" "Scaffold_1174" "14000001" "1.5e+07" "11.2352"
"288" "Scaffold_1174" "15000001" "1.6e+07" "14.6591"
"289" "Scaffold_1174" "16000001" "1.7e+07" "12.6615"
"290" "Scaffold_1174" "17000001" "1.8e+07" "14.5219"
"291" "Scaffold_1174" "18000001" "1.9e+07" "12.6504"
"292" "Scaffold_1174" "19000001" "2e+07" "10.492"
"293" "Scaffold_1174" "20000001" "2.1e+07" "3.5382"
"294" "Scaffold_1174" "21000001" "2.2e+07" "5.3248"
"295" "Scaffold_1174" "22000001" "2.3e+07" "2.4296"
"296" "Scaffold_1174" "23000001" "2.4e+07" "0.7871"
"297" "Scaffold_1174" "24000001" "2.5e+07" "1.681"
"298" "Scaffold_1174" "25000001" "2.6e+07" "3.9904"
"299" "Scaffold_1174" "26000001" "2.7e+07" "0"
"300" "Scaffold_2314" "1" "1e+06" "3.4637"
"301" "Scaffold_2314" "1000001" "2e+06" "3.1697"
"302" "Scaffold_2314" "2000001" "3e+06" "3.9423"
"303" "Scaffold_2314" "3000001" "4e+06" "3.4294"
"304" "Scaffold_2314" "4000001" "5e+06" "5.5652"
"305" "Scaffold_2314" "5000001" "6e+06" "2.2398"
"306" "Scaffold_2314" "6000001" "7e+06" "2.0443"
"307" "Scaffold_2314" "7000001" "8e+06" "6.419"
"308" "Scaffold_2314" "8000001" "9e+06" "10.0795"
"309" "Scaffold_2314" "9000001" "1e+07" "7.9473"
"310" "Scaffold_2314" "10000001" "1.1e+07" "18.7685"
"311" "Scaffold_2314" "11000001" "1.2e+07" "7.7911"
"312" "Scaffold_2314" "12000001" "1.3e+07" "15.8278"
"313" "Scaffold_2314" "13000001" "1.4e+07" "6.5837"
"314" "Scaffold_2314" "14000001" "1.5e+07" "20.1249"
"315" "Scaffold_2314" "15000001" "1.6e+07" "18.4673"
"316" "Scaffold_2314" "16000001" "1.7e+07" "13.2971"
"317" "Scaffold_2314" "17000001" "1.8e+07" "22.2035"
"318" "Scaffold_2314" "18000001" "1.9e+07" "10.0309"
"319" "Scaffold_2314" "19000001" "2e+07" "11.1056"
"320" "Scaffold_2314" "20000001" "2.1e+07" "14.8675"
"321" "Scaffold_2314" "21000001" "2.2e+07" "18.7882"
"322" "Scaffold_2314" "22000001" "2.3e+07" "13.0198"
"323" "Scaffold_2314" "23000001" "2.4e+07" "3.9872"
"324" "Scaffold_2314" "24000001" "2.5e+07" "2.2293"
"325" "Scaffold_2314" "25000001" "2.6e+07" "5.3689"
"326" "Scaffold_2313" "1" "1e+06" "4.9914"
"327" "Scaffold_2313" "1000001" "2e+06" "4.6867"
"328" "Scaffold_2313" "2000001" "3e+06" "4.1412"
"329" "Scaffold_2313" "3000001" "4e+06" "6.5632"
"330" "Scaffold_2313" "4000001" "5e+06" "4.0785"
"331" "Scaffold_2313" "5000001" "6e+06" "10.4334"
"332" "Scaffold_2313" "6000001" "7e+06" "10.5712"
"333" "Scaffold_2313" "7000001" "8e+06" "12.4236"
"334" "Scaffold_2313" "8000001" "9e+06" "12.5022"
"335" "Scaffold_2313" "9000001" "1e+07" "20.7449"
"336" "Scaffold_2313" "10000001" "1.1e+07" "16.7141"
"337" "Scaffold_2313" "11000001" "1.2e+07" "18.2846"
"338" "Scaffold_2313" "12000001" "1.3e+07" "13.0884"
"339" "Scaffold_2313" "13000001" "1.4e+07" "8.3643"
"340" "Scaffold_2313" "14000001" "1.5e+07" "10.0079"
"341" "Scaffold_2313" "15000001" "1.6e+07" "11.7058"
"342" "Scaffold_2313" "16000001" "1.7e+07" "17.7919"
"343" "Scaffold_2313" "17000001" "1.8e+07" "17.9474"
"344" "Scaffold_2313" "18000001" "1.9e+07" "17.1396"
"345" "Scaffold_2313" "19000001" "2e+07" "13.6936"
"346" "Scaffold_2313" "20000001" "2.1e+07" "13.0467"
"347" "Scaffold_2313" "21000001" "2.2e+07" "10.2064"
"348" "Scaffold_2313" "22000001" "2.3e+07" "9.213"
"349" "Scaffold_2313" "23000001" "2.4e+07" "2.9455"
"350" "Scaffold_2313" "24000001" "2.5e+07" "4.7502"
"351" "Scaffold_2313" "25000001" "2.6e+07" "1.2257"
"352" "Scaffold_2225" "1" "1e+06" "1.8783"
"353" "Scaffold_2225" "1000001" "2e+06" "1.6245"
"354" "Scaffold_2225" "2000001" "3e+06" "3.072"
"355" "Scaffold_2225" "3000001" "4e+06" "3.1469"
"356" "Scaffold_2225" "4000001" "5e+06" "3.5217"
"357" "Scaffold_2225" "5000001" "6e+06" "5.8313"
"358" "Scaffold_2225" "6000001" "7e+06" "8.9062"
"359" "Scaffold_2225" "7000001" "8e+06" "12.9733"
"360" "Scaffold_2225" "8000001" "9e+06" "9.2181"
"361" "Scaffold_2225" "9000001" "1e+07" "11.1695"
"362" "Scaffold_2225" "10000001" "1.1e+07" "23.0626"
"363" "Scaffold_2225" "11000001" "1.2e+07" "15.7689"
"364" "Scaffold_2225" "12000001" "1.3e+07" "14.6418"
"365" "Scaffold_2225" "13000001" "1.4e+07" "20.3611"
"366" "Scaffold_2225" "14000001" "1.5e+07" "16.3236"
"367" "Scaffold_2225" "15000001" "1.6e+07" "13.4806"
"368" "Scaffold_2225" "16000001" "1.7e+07" "11.7244"
"369" "Scaffold_2225" "17000001" "1.8e+07" "14.1949"
"370" "Scaffold_2225" "18000001" "1.9e+07" "15.8024"
"371" "Scaffold_2225" "19000001" "2e+07" "10.0673"
"372" "Scaffold_2225" "20000001" "2.1e+07" "14.2728"
"373" "Scaffold_2225" "21000001" "2.2e+07" "4.4205"
"374" "Scaffold_2225" "22000001" "2.3e+07" "12.4305"
"375" "Scaffold_2225" "23000001" "2.4e+07" "8.1938"
"376" "Scaffold_2225" "24000001" "2.5e+07" "1.3202"
"377" "Scaffold_1383" "1" "1e+06" "2.1136"
"378" "Scaffold_1383" "1000001" "2e+06" "2.7616"
"379" "Scaffold_1383" "2000001" "3e+06" "4.2064"
"380" "Scaffold_1383" "3000001" "4e+06" "3.2818"
"381" "Scaffold_1383" "4000001" "5e+06" "7.0045"
"382" "Scaffold_1383" "5000001" "6e+06" "6.8188"
"383" "Scaffold_1383" "6000001" "7e+06" "18.4129"
"384" "Scaffold_1383" "7000001" "8e+06" "11.4082"
"385" "Scaffold_1383" "8000001" "9e+06" "9.4493"
"386" "Scaffold_1383" "9000001" "1e+07" "7.6048"
"387" "Scaffold_1383" "10000001" "1.1e+07" "16.1118"
"388" "Scaffold_1383" "11000001" "1.2e+07" "11.9049"
"389" "Scaffold_1383" "12000001" "1.3e+07" "8.5154"
"390" "Scaffold_1383" "13000001" "1.4e+07" "11.7138"
"391" "Scaffold_1383" "14000001" "1.5e+07" "13.4921"
"392" "Scaffold_1383" "15000001" "1.6e+07" "14.1021"
"393" "Scaffold_1383" "16000001" "1.7e+07" "20.6102"
"394" "Scaffold_1383" "17000001" "1.8e+07" "14.9906"
"395" "Scaffold_1383" "18000001" "1.9e+07" "10.4022"
"396" "Scaffold_1383" "19000001" "2e+07" "13.2035"
"397" "Scaffold_1383" "20000001" "2.1e+07" "11.4618"
"398" "Scaffold_1383" "21000001" "2.2e+07" "7.2471"
"399" "Scaffold_1383" "22000001" "2.3e+07" "7.5321"
"400" "Scaffold_1383" "23000001" "2.4e+07" "11.8734"
"401" "Scaffold_1383" "24000001" "2.5e+07" "4.2291"
"402" "Scaffold_819" "1" "1e+06" "4.2386"
"403" "Scaffold_819" "1000001" "2e+06" "3.3613"
"404" "Scaffold_819" "2000001" "3e+06" "11.7765"
"405" "Scaffold_819" "3000001" "4e+06" "7.1727"
"406" "Scaffold_819" "4000001" "5e+06" "9.1973"
"407" "Scaffold_819" "5000001" "6e+06" "14.3958"
"408" "Scaffold_819" "6000001" "7e+06" "12.6857"
"409" "Scaffold_819" "7000001" "8e+06" "10.8075"
"410" "Scaffold_819" "8000001" "9e+06" "11.2337"
"411" "Scaffold_819" "9000001" "1e+07" "7.9166"
"412" "Scaffold_819" "10000001" "1.1e+07" "8.981"
"413" "Scaffold_819" "11000001" "1.2e+07" "14.0994"
"414" "Scaffold_819" "12000001" "1.3e+07" "13.1086"
"415" "Scaffold_819" "13000001" "1.4e+07" "15.2869"
"416" "Scaffold_819" "14000001" "1.5e+07" "17.2176"
"417" "Scaffold_819" "15000001" "1.6e+07" "18.2899"
"418" "Scaffold_819" "16000001" "1.7e+07" "9.1098"
"419" "Scaffold_819" "17000001" "1.8e+07" "10.081"
"420" "Scaffold_819" "18000001" "1.9e+07" "4.2373"
"421" "Scaffold_819" "19000001" "2e+07" "2.6745"
"422" "Scaffold_819" "20000001" "2.1e+07" "2.5225"
"423" "Scaffold_819" "21000001" "2.2e+07" "3.0635"
"424" "Scaffold_819" "22000001" "2.3e+07" "5.2348"
"425" "Scaffold_819" "23000001" "2.4e+07" "2.1293"
"426" "Scaffold_15" "1" "1e+06" "3.5052"
"427" "Scaffold_15" "1000001" "2e+06" "2.539"
"428" "Scaffold_15" "2000001" "3e+06" "4.9586"
"429" "Scaffold_15" "3000001" "4e+06" "14.9004"
"430" "Scaffold_15" "4000001" "5e+06" "7.9255"
"431" "Scaffold_15" "5000001" "6e+06" "12.2439"
"432" "Scaffold_15" "6000001" "7e+06" "17.5932"
"433" "Scaffold_15" "7000001" "8e+06" "14.9876"
"434" "Scaffold_15" "8000001" "9e+06" "14.378"
"435" "Scaffold_15" "9000001" "1e+07" "11.1048"
"436" "Scaffold_15" "10000001" "1.1e+07" "12.8907"
"437" "Scaffold_15" "11000001" "1.2e+07" "10.0439"
"438" "Scaffold_15" "12000001" "1.3e+07" "13.5531"
"439" "Scaffold_15" "13000001" "1.4e+07" "13.4022"
