chrom	start_window	end_window	perc_te
Tfas_chr1	9100001	9200000	72.899
Tfas_chr1	9200001	9300000	87.414
Tfas_chr1	9300001	9400000	89.017
Tfas_chr1	9400001	9500000	57.842000000000006
Tfas_chr1	9500001	9600000	81.595
Tfas_chr1	9600001	9700000	73.827
Tfas_chr1	9700001	9800000	84.36
Tfas_chr1	9800001	9900000	88.857
Tfas_chr1	9900001	10000000	82.75
Tfas_chr1	10000001	10100000	75.801
Tfas_chr1	10100001	10200000	86.21600000000001
Tfas_chr1	10200001	10300000	85.2
Tfas_chr1	10300001	10400000	88.747
Tfas_chr1	10400001	10500000	80.934
Tfas_chr1	10500001	10600000	86.332
Tfas_chr1	10600001	10700000	66.103
Tfas_chr1	10700001	10800000	92.047
Tfas_chr1	10800001	10900000	79.88
Tfas_chr1	10900001	11000000	77.184
Tfas_chr1	11000001	11100000	75.598
Tfas_chr1	11100001	11200000	63.626000000000005
Tfas_chr1	11200001	11300000	51.229
Tfas_chr1	11300001	11400000	87.852
Tfas_chr1	11400001	11500000	80.5
Tfas_chr1	11500001	11600000	79.607
Tfas_chr1	11600001	11700000	87.681
Tfas_chr1	11700001	11800000	89.038
Tfas_chr1	11800001	11900000	82.814
Tfas_chr1	11900001	12000000	79.809
Tfas_chr1	12000001	12100000	83.977
Tfas_chr1	12100001	12200000	71.082
Tfas_chr1	12200001	12300000	71.39
Tfas_chr1	12300001	12400000	75.59700000000001
Tfas_chr1	12400001	12500000	76.715
Tfas_chr1	12500001	12600000	84.744
Tfas_chr1	12600001	12700000	85.05
Tfas_chr1	12700001	12800000	68.556
Tfas_chr1	12800001	12900000	76.87
Tfas_chr1	12900001	13000000	82.331
Tfas_chr1	13000001	13100000	84.14399999999999
Tfas_chr1	13100001	13200000	88.023
Tfas_chr1	13200001	13300000	75.558
Tfas_chr1	13300001	13400000	73.819
Tfas_chr1	13400001	13500000	88.322
Tfas_chr1	13500001	13600000	76.339
Tfas_chr1	13600001	13700000	89.08
Tfas_chr1	13700001	13800000	84.028
Tfas_chr1	13800001	13900000	63.302
Tfas_chr1	13900001	14000000	82.544
Tfas_chr1	14000001	14100000	92.742
Tfas_chr1	14100001	14200000	79.144
Tfas_chr1	14200001	14300000	71.64
Tfas_chr1	14300001	14400000	81.27499999999999
Tfas_chr1	14400001	14500000	76.338
Tfas_chr1	14500001	14600000	92.703
Tfas_chr1	14600001	14700000	78.23400000000001
Tfas_chr1	14700001	14800000	89.73400000000001
Tfas_chr1	14800001	14900000	83.26
Tfas_chr1	14900001	15000000	71.566
Tfas_chr1	15000001	15100000	81.715
Tfas_chr1	15100001	15200000	81.889
Tfas_chr1	15200001	15300000	89.51599999999999
Tfas_chr1	15300001	15400000	55.495000000000005
Tfas_chr1	15400001	15500000	85.71600000000001
Tfas_chr1	15500001	15600000	88.75
Tfas_chr1	15600001	15700000	88.004
Tfas_chr1	15700001	15800000	89.617
Tfas_chr1	15800001	15900000	77.672
Tfas_chr1	15900001	16000000	88.723
Tfas_chr1	16000001	16100000	89.934
Tfas_chr1	16100001	16200000	78.121
Tfas_chr1	16200001	16300000	77.88199999999999
Tfas_chr1	16300001	16400000	81.062
Tfas_chr1	16400001	16500000	81.895
Tfas_chr1	16500001	16600000	88.285
Tfas_chr1	16600001	16700000	85.575
Tfas_chr1	16700001	16800000	90.554
Tfas_chr1	16800001	16900000	87.144
Tfas_chr1	16900001	17000000	73.496
Tfas_chr1	17000001	17100000	84.881
Tfas_chr1	17100001	17200000	63.221000000000004
Tfas_chr1	17200001	17300000	71.418
Tfas_chr1	17300001	17400000	86.268
Tfas_chr1	17400001	17500000	84.635
Tfas_chr1	17500001	17600000	76.077
Tfas_chr1	17600001	17700000	65.938
Tfas_chr1	17700001	17800000	74.698
Tfas_chr1	17800001	17900000	80.57600000000001
Tfas_chr1	17900001	18000000	63.319
Tfas_chr1	18000001	18100000	80.199
Tfas_chr1	18100001	18200000	85.559
Tfas_chr1	18200001	18300000	60.068999999999996
Tfas_chr1	18300001	18400000	81.416
Tfas_chr1	18400001	18500000	88.697
Tfas_chr1	18500001	18600000	59.236999999999995
Tfas_chr1	18600001	18700000	93.554
Tfas_chr1	18700001	18800000	92.16499999999999
Tfas_chr1	18800001	18900000	78.723
Tfas_chr1	18900001	19000000	81.527
Tfas_chr1	19000001	19100000	86.459
Tfas_chr1	19100001	19200000	86.327
Tfas_chr1	19200001	19300000	80.437
Tfas_chr1	19300001	19400000	81.55799999999999
Tfas_chr1	19400001	19500000	76.866
Tfas_chr1	19500001	19600000	82.678
Tfas_chr1	19600001	19700000	75.57199999999999
Tfas_chr1	19700001	19800000	49.921
Tfas_chr1	19800001	19900000	84.54
Tfas_chr1	19900001	20000000	80.583
Tfas_chr1	20000001	20100000	69.41000000000001
Tfas_chr1	20100001	20200000	79.667
Tfas_chr1	20200001	20300000	71.749
Tfas_chr1	20300001	20400000	83.627
Tfas_chr1	20400001	20500000	67.465
Tfas_chr1	20500001	20600000	92.24900000000001
Tfas_chr1	20600001	20700000	64.12400000000001
Tfas_chr1	20700001	20800000	82.157
Tfas_chr1	20800001	20900000	77.11099999999999
Tfas_chr1	20900001	21000000	74.839
Tfas_chr1	21000001	21100000	70.712
Tfas_chr1	21100001	21200000	54.623999999999995
Tfas_chr1	21200001	21300000	69.601
Tfas_chr1	21300001	21400000	81.839
Tfas_chr1	21400001	21500000	81.82300000000001
Tfas_chr1	21500001	21600000	92.621
Tfas_chr1	21600001	21700000	79.608
Tfas_chr1	21700001	21800000	82.177
Tfas_chr1	21800001	21900000	85.03399999999999
Tfas_chr1	21900001	22000000	70.99600000000001
Tfas_chr1	22000001	22100000	70.86200000000001
Tfas_chr1	22100001	22200000	76.52600000000001
Tfas_chr1	22200001	22300000	64.241
Tfas_chr1	22300001	22400000	80.0
Tfas_chr1	22400001	22500000	76.92099999999999
Tfas_chr1	22500001	22600000	87.484
Tfas_chr1	22600001	22700000	77.43900000000001
Tfas_chr1	22700001	22800000	82.19800000000001
Tfas_chr1	22800001	22900000	85.555
Tfas_chr1	22900001	23000000	81.504
Tfas_chr1	23000001	23100000	87.336
Tfas_chr1	23100001	23200000	83.17099999999999
Tfas_chr1	23200001	23300000	68.069
Tfas_chr1	23300001	23400000	82.331
Tfas_chr1	23400001	23500000	76.905
Tfas_chr1	23500001	23600000	81.594
Tfas_chr1	23600001	23700000	87.08
Tfas_chr1	23700001	23800000	93.66600000000001
Tfas_chr1	23800001	23900000	72.122
Tfas_chr1	23900001	24000000	88.529
Tfas_chr1	24000001	24100000	91.708
Tfas_chr1	24100001	24200000	72.42
Tfas_chr1	24200001	24300000	81.023
Tfas_chr1	24300001	24400000	64.113
Tfas_chr1	24400001	24500000	75.505
Tfas_chr1	24500001	24600000	89.56
Tfas_chr1	24600001	24700000	86.054
Tfas_chr1	24700001	24800000	63.336000000000006
Tfas_chr1	24800001	24900000	62.132
Tfas_chr1	24900001	25000000	75.913
Tfas_chr1	25000001	25100000	46.63
Tfas_chr1	25100001	25200000	51.605999999999995
Tfas_chr1	25200001	25300000	78.127
Tfas_chr1	25300001	25400000	60.099999999999994
Tfas_chr1	25400001	25500000	66.377
Tfas_chr1	25500001	25600000	41.648
Tfas_chr1	25600001	25700000	63.24999999999999
Tfas_chr1	25700001	25800000	62.892
Tfas_chr1	25800001	25900000	56.948
Tfas_chr1	25900001	26000000	56.52199999999999
Tfas_chr1	26000001	26100000	84.54599999999999
Tfas_chr1	26100001	26200000	56.620000000000005
Tfas_chr1	26200001	26300000	67.801
Tfas_chr1	26300001	26400000	79.339
Tfas_chr1	26400001	26500000	87.39
Tfas_chr1	26500001	26600000	76.363
Tfas_chr1	26600001	26700000	59.424
Tfas_chr1	26700001	26800000	60.414
Tfas_chr1	26800001	26900000	58.329
Tfas_chr1	26900001	27000000	75.279
Tfas_chr1	27000001	27100000	56.062
Tfas_chr1	27100001	27200000	62.522
Tfas_chr1	27200001	27300000	52.209
Tfas_chr1	27300001	27400000	63.164
Tfas_chr1	27400001	27500000	54.1
Tfas_chr1	27500001	27600000	69.596
Tfas_chr1	27600001	27700000	26.253999999999998
Tfas_chr1	27700001	27800000	29.736
Tfas_chr1	27800001	27900000	61.363
Tfas_chr1	27900001	28000000	33.312999999999995
Tfas_chr1	28000001	28100000	42.978
Tfas_chr1	28100001	28200000	42.996
Tfas_chr1	28200001	28300000	31.501
Tfas_chr1	28300001	28400000	27.090999999999998
Tfas_chr1	28400001	28500000	28.906
Tfas_chr1	28500001	28600000	22.095000000000002
Tfas_chr1	28600001	28700000	28.687
Tfas_chr1	28700001	28800000	31.243
Tfas_chr1	28800001	28900000	28.463
Tfas_chr1	28900001	29000000	25.637999999999998
Tfas_chr1	29000001	29100000	31.438
Tfas_chr1	29100001	29200000	25.162000000000003
Tfas_chr1	29200001	29300000	37.456
Tfas_chr1	29300001	29400000	37.496
Tfas_chr1	29400001	29500000	11.927
Tfas_chr1	29500001	29600000	22.291
Tfas_chr1	29600001	29700000	25.494
Tfas_chr1	29700001	29800000	38.998
Tfas_chr1	29800001	29900000	19.85
Tfas_chr1	29900001	30000000	26.93
Tfas_chr1	30000001	30100000	15.967
Tfas_chr1	30100001	30200000	24.831
Tfas_chr1	30200001	30300000	24.083
Tfas_chr1	30300001	30400000	31.554
Tfas_chr1	30400001	30500000	26.834000000000003
Tfas_chr1	30500001	30600000	20.321
Tfas_chr1	30600001	30700000	23.844
Tfas_chr1	30700001	30800000	29.932
Tfas_chr1	30800001	30900000	9.568999999999999
Tfas_chr1	30900001	31000000	23.842
Tfas_chr1	31000001	31100000	19.945
Tfas_chr1	31100001	31200000	13.238
Tfas_chr1	31200001	31300000	14.975
Tfas_chr1	31300001	31400000	16.1
Tfas_chr1	31400001	31500000	14.902999999999999
Tfas_chr1	31500001	31600000	9.459
Tfas_chr1	31600001	31700000	23.052
Tfas_chr1	31700001	31800000	13.605
Tfas_chr1	31800001	31900000	19.849
Tfas_chr1	31900001	32000000	32.01
Tfas_chr1	32000001	32100000	29.298999999999996
Tfas_chr1	32100001	32200000	30.122
Tfas_chr2	1	100000	16.716
Tfas_chr2	100001	200000	24.925
Tfas_chr2	200001	300000	25.691000000000003
Tfas_chr2	300001	400000	23.976
Tfas_chr2	400001	500000	30.058
Tfas_chr2	500001	600000	32.910000000000004
Tfas_chr2	600001	700000	36.632999999999996
Tfas_chr2	700001	800000	47.654
Tfas_chr2	800001	900000	45.584
Tfas_chr2	900001	1000000	22.252
Tfas_chr2	1000001	1100000	27.309
Tfas_chr2	1100001	1200000	49.284
Tfas_chr2	1200001	1300000	40.410000000000004
Tfas_chr2	1300001	1400000	40.117999999999995
Tfas_chr2	1400001	1500000	30.272
Tfas_chr2	1500001	1600000	18.634999999999998
Tfas_chr2	1600001	1700000	30.781999999999996
Tfas_chr2	1700001	1800000	43.247
Tfas_chr2	1800001	1900000	22.124
Tfas_chr2	1900001	2000000	25.393
Tfas_chr2	2000001	2100000	28.862
Tfas_chr2	2100001	2200000	12.403
Tfas_chr2	2200001	2300000	27.11
Tfas_chr2	2300001	2400000	20.265
Tfas_chr2	2400001	2500000	36.754999999999995
Tfas_chr2	2500001	2600000	77.679
Tfas_chr2	2600001	2700000	39.245000000000005
Tfas_chr2	2700001	2800000	57.684000000000005
Tfas_chr2	2800001	2900000	41.281
Tfas_chr2	2900001	3000000	22.169
Tfas_chr2	3000001	3100000	35.971
Tfas_chr2	3100001	3200000	33.694
Tfas_chr2	3200001	3300000	28.608
Tfas_chr2	3300001	3400000	35.191
Tfas_chr2	3400001	3500000	25.971
Tfas_chr2	3500001	3600000	25.596999999999998
Tfas_chr2	3600001	3700000	23.724
Tfas_chr2	3700001	3800000	24.698
Tfas_chr2	3800001	3900000	20.835
Tfas_chr2	3900001	4000000	30.925000000000004
Tfas_chr2	4000001	4100000	37.488
Tfas_chr2	4100001	4200000	29.508000000000003
Tfas_chr2	4200001	4300000	29.558
Tfas_chr2	4300001	4400000	23.415
Tfas_chr2	4400001	4500000	23.919
Tfas_chr2	4500001	4600000	9.445
Tfas_chr2	4600001	4700000	24.55
Tfas_chr2	4700001	4800000	23.28
Tfas_chr2	4800001	4900000	29.720999999999997
Tfas_chr2	4900001	5000000	25.805
Tfas_chr2	5000001	5100000	28.769
Tfas_chr2	5100001	5200000	39.353
Tfas_chr2	5200001	5300000	46.617999999999995
Tfas_chr2	5300001	5400000	39.65
Tfas_chr2	5400001	5500000	27.578000000000003
Tfas_chr2	5500001	5600000	32.872
Tfas_chr2	5600001	5700000	13.531
Tfas_chr2	5700001	5800000	26.473000000000003
Tfas_chr2	5800001	5900000	16.095000000000002
Tfas_chr2	5900001	6000000	37.397999999999996
Tfas_chr2	6000001	6100000	39.169
Tfas_chr2	6100001	6200000	40.245
Tfas_chr2	6200001	6300000	38.49
Tfas_chr2	6300001	6400000	40.867
Tfas_chr2	6400001	6500000	45.98
Tfas_chr2	6500001	6600000	38.695
Tfas_chr2	6600001	6700000	42.857
Tfas_chr2	6700001	6800000	33.068
Tfas_chr2	6800001	6900000	51.611
Tfas_chr2	6900001	7000000	35.33
Tfas_chr2	7000001	7100000	55.11000000000001
Tfas_chr2	7100001	7200000	39.373999999999995
Tfas_chr2	7200001	7300000	47.063
Tfas_chr2	7300001	7400000	64.654
Tfas_chr2	7400001	7500000	61.855000000000004
Tfas_chr2	7500001	7600000	55.164
Tfas_chr2	7600001	7700000	46.161
Tfas_chr2	7700001	7800000	67.974
Tfas_chr2	7800001	7900000	51.251999999999995
Tfas_chr2	7900001	8000000	77.869
Tfas_chr2	8000001	8100000	55.123
Tfas_chr2	8100001	8200000	57.655
Tfas_chr2	8200001	8300000	67.321
Tfas_chr2	8300001	8400000	41.882999999999996
Tfas_chr2	8400001	8500000	47.269
Tfas_chr2	8500001	8600000	32.861000000000004
Tfas_chr2	8600001	8700000	48.117
Tfas_chr2	8700001	8800000	77.908
Tfas_chr2	8800001	8900000	57.655
Tfas_chr2	8900001	9000000	63.217999999999996
Tfas_chr2	9000001	9100000	55.120999999999995
Tfas_chr2	9100001	9200000	50.719
Tfas_chr2	9200001	9300000	48.597
Tfas_chr2	9300001	9400000	63.376999999999995
Tfas_chr2	9400001	9500000	73.969
Tfas_chr2	9500001	9600000	65.12599999999999
Tfas_chr2	9600001	9700000	85.15899999999999
Tfas_chr2	9700001	9800000	65.08500000000001
Tfas_chr2	9800001	9900000	62.849
Tfas_chr2	9900001	10000000	76.869
Tfas_chr2	10000001	10100000	70.468
Tfas_chr2	10100001	10200000	54.19199999999999
Tfas_chr2	10200001	10300000	67.74799999999999
Tfas_chr2	10300001	10400000	60.194
Tfas_chr2	10400001	10500000	83.64399999999999
Tfas_chr2	10500001	10600000	72.232
Tfas_chr2	10600001	10700000	66.411
Tfas_chr2	10700001	10800000	75.561
Tfas_chr2	10800001	10900000	71.574
Tfas_chr2	10900001	11000000	54.56999999999999
Tfas_chr2	11000001	11100000	64.588
Tfas_chr2	11100001	11200000	67.54
Tfas_chr2	11200001	11300000	49.275999999999996
Tfas_chr2	11300001	11400000	59.68599999999999
Tfas_chr2	11400001	11500000	67.857
Tfas_chr2	11500001	11600000	74.452
Tfas_chr2	11600001	11700000	84.763
Tfas_chr2	11700001	11800000	77.031
Tfas_chr2	11800001	11900000	68.554
Tfas_chr2	11900001	12000000	77.486
Tfas_chr2	12000001	12100000	84.314
Tfas_chr2	12100001	12200000	78.289
Tfas_chr2	12200001	12300000	82.753
Tfas_chr2	12300001	12400000	71.063
Tfas_chr2	12400001	12500000	76.93900000000001
Tfas_chr2	12500001	12600000	85.556
Tfas_chr2	12600001	12700000	78.448
Tfas_chr2	12700001	12800000	56.922
Tfas_chr2	12800001	12900000	59.953
Tfas_chr2	12900001	13000000	76.089
Tfas_chr2	13000001	13100000	75.372
Tfas_chr2	13100001	13200000	63.176
Tfas_chr2	13200001	13300000	66.339
Tfas_chr2	13300001	13400000	77.217
Tfas_chr2	13400001	13500000	83.842
Tfas_chr2	13500001	13600000	86.777
Tfas_chr2	13600001	13700000	76.074
Tfas_chr2	13700001	13800000	68.054
Tfas_chr2	13800001	13900000	81.83500000000001
Tfas_chr2	13900001	14000000	79.693
Tfas_chr2	14000001	14100000	68.271
Tfas_chr2	14100001	14200000	79.592
Tfas_chr2	14200001	14300000	88.822
Tfas_chr2	14300001	14400000	89.359
Tfas_chr2	14400001	14500000	83.807
Tfas_chr2	14500001	14600000	48.879
Tfas_chr2	14600001	14700000	52.051
Tfas_chr2	14700001	14800000	69.765
Tfas_chr2	14800001	14900000	61.757
Tfas_chr2	14900001	15000000	69.678
Tfas_chr2	15000001	15100000	80.113
Tfas_chr2	15100001	15200000	71.29100000000001
Tfas_chr2	15200001	15300000	73.452
Tfas_chr2	15300001	15400000	81.21000000000001
Tfas_chr2	15400001	15500000	71.926
Tfas_chr2	15500001	15600000	80.97
Tfas_chr2	15600001	15700000	72.921
Tfas_chr2	15700001	15800000	82.50800000000001
Tfas_chr2	15800001	15900000	88.03699999999999
Tfas_chr2	15900001	16000000	82.056
Tfas_chr2	16000001	16100000	85.861
Tfas_chr2	16100001	16200000	79.839
Tfas_chr2	16200001	16300000	85.958
Tfas_chr2	16300001	16400000	83.04899999999999
Tfas_chr2	16400001	16500000	70.919
Tfas_chr2	16500001	16600000	93.697
Tfas_chr2	16600001	16700000	86.402
Tfas_chr2	16700001	16800000	87.252
Tfas_chr2	16800001	16900000	92.53099999999999
Tfas_chr2	16900001	17000000	86.197
Tfas_chr2	17000001	17100000	91.716
Tfas_chr2	17100001	17200000	90.188
Tfas_chr2	17200001	17300000	84.98599999999999
Tfas_chr2	17300001	17400000	86.698
Tfas_chr2	17400001	17500000	81.217
Tfas_chr2	17500001	17600000	89.25
Tfas_chr2	17600001	17700000	82.074
Tfas_chr2	17700001	17800000	76.032
Tfas_chr2	17800001	17900000	61.129999999999995
Tfas_chr2	17900001	18000000	77.199
Tfas_chr2	18000001	18100000	84.369
Tfas_chr2	18100001	18200000	77.278
Tfas_chr2	18200001	18300000	76.822
Tfas_chr2	18300001	18400000	78.82900000000001
Tfas_chr2	18400001	18500000	73.394
Tfas_chr2	18500001	18600000	76.019
Tfas_chr2	18600001	18700000	50.958999999999996
Tfas_chr2	18700001	18800000	82.63000000000001
Tfas_chr2	18800001	18900000	76.084
Tfas_chr2	18900001	19000000	89.385
Tfas_chr2	19000001	19100000	86.816
Tfas_chr2	19100001	19200000	78.757
Tfas_chr2	19200001	19300000	74.735
Tfas_chr2	19300001	19400000	81.15400000000001
Tfas_chr2	19400001	19500000	67.314
Tfas_chr2	19500001	19600000	80.35900000000001
Tfas_chr2	19600001	19700000	85.979
Tfas_chr2	19700001	19800000	75.437
Tfas_chr2	19800001	19900000	67.393
Tfas_chr2	19900001	20000000	61.053999999999995
Tfas_chr2	20000001	20100000	74.504
Tfas_chr2	20100001	20200000	84.80799999999999
Tfas_chr2	20200001	20300000	76.455
Tfas_chr2	20300001	20400000	80.83
Tfas_chr2	20400001	20500000	88.79899999999999
Tfas_chr2	20500001	20600000	72.612
Tfas_chr2	20600001	20700000	63.998
Tfas_chr2	20700001	20800000	88.363
Tfas_chr2	20800001	20900000	91.473
Tfas_chr2	20900001	21000000	83.65599999999999
Tfas_chr2	21000001	21100000	82.538
Tfas_chr2	21100001	21200000	69.69300000000001
Tfas_chr2	21200001	21300000	67.11500000000001
Tfas_chr2	21300001	21400000	71.317
Tfas_chr2	21400001	21500000	81.964
Tfas_chr2	21500001	21600000	70.184
Tfas_chr2	21600001	21700000	85.973
Tfas_chr2	21700001	21800000	80.774
Tfas_chr2	21800001	21900000	91.34400000000001
Tfas_chr2	21900001	22000000	88.55199999999999
Tfas_chr2	22000001	22100000	87.302
Tfas_chr2	22100001	22200000	65.50200000000001
Tfas_chr2	22200001	22300000	69.422
Tfas_chr2	22300001	22400000	73.99799999999999
Tfas_chr2	22400001	22500000	68.271
Tfas_chr2	22500001	22600000	66.869
Tfas_chr2	22600001	22700000	88.49900000000001
Tfas_chr2	22700001	22800000	70.846
Tfas_chr2	22800001	22900000	77.35499999999999
Tfas_chr2	22900001	23000000	78.611
Tfas_chr2	23000001	23100000	46.104
Tfas_chr2	23100001	23200000	55.826
Tfas_chr2	23200001	23300000	79.296
Tfas_chr2	23300001	23400000	91.711
Tfas_chr2	23400001	23500000	66.13799999999999
Tfas_chr2	23500001	23600000	82.538
Tfas_chr2	23600001	23700000	65.16199999999999
Tfas_chr2	23700001	23800000	83.94800000000001
Tfas_chr2	23800001	23900000	77.93900000000001
Tfas_chr2	23900001	24000000	67.43599999999999
Tfas_chr2	24000001	24100000	76.875
Tfas_chr2	24100001	24200000	67.889
Tfas_chr2	24200001	24300000	59.556
Tfas_chr2	24300001	24400000	59.084
Tfas_chr2	24400001	24500000	71.0
Tfas_chr2	24500001	24600000	81.874
Tfas_chr2	24600001	24700000	72.721
Tfas_chr2	24700001	24800000	56.662
Tfas_chr2	24800001	24900000	66.646
Tfas_chr2	24900001	25000000	78.123
Tfas_chr2	25000001	25100000	83.135
Tfas_chr2	25100001	25200000	82.659
Tfas_chr2	25200001	25300000	89.904
Tfas_chr2	25300001	25400000	69.715
Tfas_chr2	25400001	25500000	75.937
Tfas_chr2	25500001	25600000	71.951
Tfas_chr2	25600001	25700000	59.785999999999994
Tfas_chr2	25700001	25800000	75.055
Tfas_chr2	25800001	25900000	57.945
Tfas_chr2	25900001	26000000	73.3
Tfas_chr2	26000001	26100000	66.83
Tfas_chr2	26100001	26200000	64.979
Tfas_chr2	26200001	26300000	48.789
Tfas_chr2	26300001	26400000	59.699000000000005
Tfas_chr2	26400001	26500000	62.558
Tfas_chr2	26500001	26600000	63.365
Tfas_chr2	26600001	26700000	66.762
Tfas_chr2	26700001	26800000	63.491
Tfas_chr2	26800001	26900000	57.321999999999996
Tfas_chr2	26900001	27000000	51.855
Tfas_chr2	27000001	27100000	49.043
Tfas_chr2	27100001	27200000	52.928
Tfas_chr2	27200001	27300000	75.213
Tfas_chr2	27300001	27400000	52.28
Tfas_chr2	27400001	27500000	57.141
Tfas_chr2	27500001	27600000	81.989
Tfas_chr2	27600001	27700000	71.798
Tfas_chr2	27700001	27800000	79.952
Tfas_chr2	27800001	27900000	62.897999999999996
Tfas_chr2	27900001	28000000	50.449999999999996
Tfas_chr2	28000001	28100000	42.349
Tfas_chr2	28100001	28200000	42.104
Tfas_chr2	28200001	28300000	43.671
Tfas_chr2	28300001	28400000	52.031000000000006
Tfas_chr2	28400001	28500000	28.845
Tfas_chr2	28500001	28600000	40.142
Tfas_chr2	28600001	28700000	41.845
Tfas_chr2	28700001	28800000	43.801
Tfas_chr2	28800001	28900000	46.400999999999996
Tfas_chr2	28900001	29000000	56.459
Tfas_chr2	29000001	29100000	35.015
Tfas_chr2	29100001	29200000	39.660000000000004
Tfas_chr2	29200001	29300000	40.207
Tfas_chr2	29300001	29400000	63.222
Tfas_chr2	29400001	29500000	47.838
Tfas_chr2	29500001	29600000	38.068000000000005
Tfas_chr2	29600001	29700000	33.579
Tfas_chr2	29700001	29800000	40.77
Tfas_chr2	29800001	29900000	44.342999999999996
Tfas_chr2	29900001	30000000	58.544
Tfas_chr2	30000001	30100000	59.467999999999996
Tfas_chr2	30100001	30200000	52.504
Tfas_chr2	30200001	30300000	29.037000000000003
Tfas_chr2	30300001	30400000	42.699999999999996
Tfas_chr2	30400001	30500000	28.864
Tfas_chr2	30500001	30600000	69.43599999999999
Tfas_chr2	30600001	30700000	62.631
Tfas_chr2	30700001	30800000	36.173
Tfas_chr2	30800001	30900000	20.678
Tfas_chr2	30900001	31000000	41.098
Tfas_chr2	31000001	31100000	48.776
Tfas_chr2	31100001	31200000	21.546000000000003
Tfas_chr2	31200001	31300000	27.325
Tfas_chr2	31300001	31400000	28.096
