"chrom" "start_window" "end_window" "percentage_te"
"122" "Scaffold_247" "2000001" "3e+06" "6.0112"
"123" "Scaffold_247" "3000001" "4e+06" "8.1371"
"124" "Scaffold_247" "4000001" "5e+06" "2.5708"
"125" "Scaffold_247" "5000001" "6e+06" "8.0006"
"126" "Scaffold_247" "6000001" "7e+06" "15.5903"
"127" "Scaffold_247" "7000001" "8e+06" "12.565"
"128" "Scaffold_247" "8000001" "9e+06" "10.208"
"129" "Scaffold_247" "9000001" "1e+07" "11.4561"
"130" "Scaffold_247" "10000001" "1.1e+07" "8.5569"
"131" "Scaffold_247" "11000001" "1.2e+07" "10.714"
"132" "Scaffold_247" "12000001" "1.3e+07" "12.5752"
"133" "Scaffold_247" "13000001" "1.4e+07" "9.4088"
"134" "Scaffold_247" "14000001" "1.5e+07" "5.0091"
"135" "Scaffold_247" "15000001" "1.6e+07" "10.0726"
"136" "Scaffold_247" "16000001" "1.7e+07" "15.4319"
"137" "Scaffold_247" "17000001" "1.8e+07" "12.6753"
"138" "Scaffold_247" "18000001" "1.9e+07" "8.5643"
"139" "Scaffold_247" "19000001" "2e+07" "10.6878"
"140" "Scaffold_247" "20000001" "2.1e+07" "12.3603"
"141" "Scaffold_247" "21000001" "2.2e+07" "6.7012"
"142" "Scaffold_247" "22000001" "2.3e+07" "17.5109"
"143" "Scaffold_247" "23000001" "2.4e+07" "16.9241"
"144" "Scaffold_247" "24000001" "2.5e+07" "3.8345"
"145" "Scaffold_247" "25000001" "2.6e+07" "9.4307"
"146" "Scaffold_247" "26000001" "2.7e+07" "11.1648"
"147" "Scaffold_247" "27000001" "2.8e+07" "8.2383"
"148" "Scaffold_247" "28000001" "2.9e+07" "6.9433"
"149" "Scaffold_247" "29000001" "3e+07" "11.8991"
"150" "Scaffold_247" "30000001" "3.1e+07" "9.459"
"151" "Scaffold_247" "31000001" "3.2e+07" "10.7563"
"152" "Scaffold_247" "32000001" "3.3e+07" "12.9314"
"153" "Scaffold_247" "33000001" "3.4e+07" "15.373"
"154" "Scaffold_247" "34000001" "3.5e+07" "8.5902"
"155" "Scaffold_247" "35000001" "3.6e+07" "10.0037"
"156" "Scaffold_247" "36000001" "3.7e+07" "9.7522"
"157" "Scaffold_247" "37000001" "3.8e+07" "10.8413"
"158" "Scaffold_247" "38000001" "3.9e+07" "5.2187"
"159" "Scaffold_247" "39000001" "4e+07" "9.3416"
"160" "Scaffold_247" "40000001" "4.1e+07" "12.3413"
"161" "Scaffold_247" "41000001" "4.2e+07" "9.9911"
"162" "Scaffold_247" "42000001" "4.3e+07" "8.5012"
"163" "Scaffold_247" "43000001" "4.4e+07" "12.401"
"164" "Scaffold_247" "44000001" "4.5e+07" "12.772"
"165" "Scaffold_247" "45000001" "4.6e+07" "11.1382"
"166" "Scaffold_247" "46000001" "4.7e+07" "16.6535"
"167" "Scaffold_247" "47000001" "4.8e+07" "9.7515"
"168" "Scaffold_247" "48000001" "4.9e+07" "11.3584"
"169" "Scaffold_247" "49000001" "5e+07" "12.1445"
"170" "Scaffold_247" "50000001" "5.1e+07" "5.0341"
"171" "Scaffold_247" "51000001" "5.2e+07" "4.9873"
"172" "Scaffold_247" "52000001" "5.3e+07" "2.4121"
"173" "Scaffold_247" "53000001" "5.4e+07" "0.8101"
"174" "Scaffold_247" "54000001" "5.5e+07" "6.1408"
"175" "Scaffold_247" "55000001" "5.6e+07" "2.1165"
"176" "Scaffold_4655" "1" "1e+06" "5.5044"
"177" "Scaffold_4655" "1000001" "2e+06" "3.1085"
"178" "Scaffold_4655" "2000001" "3e+06" "1.6529"
"179" "Scaffold_4655" "3000001" "4e+06" "2.1794"
"180" "Scaffold_4655" "4000001" "5e+06" "6.6782"
"181" "Scaffold_4655" "5000001" "6e+06" "8.5107"
"182" "Scaffold_4655" "6000001" "7e+06" "6.8923"
"183" "Scaffold_4655" "7000001" "8e+06" "9.3193"
"184" "Scaffold_4655" "8000001" "9e+06" "7.3108"
"185" "Scaffold_4655" "9000001" "1e+07" "14.8117"
"186" "Scaffold_4655" "10000001" "1.1e+07" "17.5879"
"187" "Scaffold_4655" "11000001" "1.2e+07" "6.5483"
"188" "Scaffold_4655" "12000001" "1.3e+07" "9.012"
"189" "Scaffold_4655" "13000001" "1.4e+07" "9.7131"
"190" "Scaffold_4655" "14000001" "1.5e+07" "15.7863"
"191" "Scaffold_4655" "15000001" "1.6e+07" "6.2754"
"192" "Scaffold_4655" "16000001" "1.7e+07" "9.4767"
"193" "Scaffold_4655" "17000001" "1.8e+07" "3.7656"
"194" "Scaffold_4655" "18000001" "1.9e+07" "11.8278"
"195" "Scaffold_4655" "19000001" "2e+07" "9.941"
"196" "Scaffold_4655" "20000001" "2.1e+07" "8.119"
"197" "Scaffold_4655" "21000001" "2.2e+07" "13.4119"
"198" "Scaffold_4655" "22000001" "2.3e+07" "4.9998"
"199" "Scaffold_4655" "23000001" "2.4e+07" "11.4892"
"200" "Scaffold_4655" "24000001" "2.5e+07" "13.716"
"201" "Scaffold_4655" "25000001" "2.6e+07" "13.5022"
"202" "Scaffold_4655" "26000001" "2.7e+07" "14.7188"
"203" "Scaffold_4655" "27000001" "2.8e+07" "6.5128"
"204" "Scaffold_4655" "28000001" "2.9e+07" "6.005"
"205" "Scaffold_4655" "29000001" "3e+07" "11.0826"
"206" "Scaffold_4655" "30000001" "3.1e+07" "9.5936"
"207" "Scaffold_4655" "31000001" "3.2e+07" "10.31"
"208" "Scaffold_4655" "32000001" "3.3e+07" "12.2671"
"209" "Scaffold_4655" "33000001" "3.4e+07" "15.091"
"210" "Scaffold_4655" "34000001" "3.5e+07" "9.9887"
"211" "Scaffold_4655" "35000001" "3.6e+07" "12.1743"
"212" "Scaffold_4655" "36000001" "3.7e+07" "9.2648"
"213" "Scaffold_4655" "37000001" "3.8e+07" "11.4224"
"214" "Scaffold_4655" "38000001" "3.9e+07" "9.7304"
"215" "Scaffold_4655" "39000001" "4e+07" "12.4814"
"216" "Scaffold_4655" "40000001" "4.1e+07" "14.0698"
"217" "Scaffold_4655" "41000001" "4.2e+07" "14.408"
"218" "Scaffold_4655" "42000001" "4.3e+07" "11.3074"
"219" "Scaffold_4655" "43000001" "4.4e+07" "11.8902"
"220" "Scaffold_4655" "44000001" "4.5e+07" "10.8119"
"221" "Scaffold_4655" "45000001" "4.6e+07" "17.5329"
"222" "Scaffold_4655" "46000001" "4.7e+07" "12.939"
"223" "Scaffold_4655" "47000001" "4.8e+07" "15.4083"
"224" "Scaffold_4655" "48000001" "4.9e+07" "11.1133"
"225" "Scaffold_4655" "49000001" "5e+07" "13.6634"
"226" "Scaffold_4655" "50000001" "5.1e+07" "19.2314"
"227" "Scaffold_4655" "51000001" "5.2e+07" "14.5485"
"228" "Scaffold_4655" "52000001" "5.3e+07" "5.5956"
"229" "Scaffold_4655" "53000001" "5.4e+07" "4.6841"
"230" "Scaffold_4655" "54000001" "5.5e+07" "3.6117"
"231" "Scaffold_4655" "55000001" "5.6e+07" "2.8219"
"232" "Scaffold_10302" "1" "1e+06" "4.3334"
"233" "Scaffold_10302" "1000001" "2e+06" "2.4665"
"234" "Scaffold_10302" "2000001" "3e+06" "10.7751"
"235" "Scaffold_10302" "3000001" "4e+06" "0.8127"
"236" "Scaffold_10302" "4000001" "5e+06" "9.2042"
"237" "Scaffold_10302" "5000001" "6e+06" "4.9086"
"238" "Scaffold_10302" "6000001" "7e+06" "7.5973"
"239" "Scaffold_10302" "7000001" "8e+06" "8.125"
"240" "Scaffold_10302" "8000001" "9e+06" "11.5396"
"241" "Scaffold_10302" "9000001" "1e+07" "12.2298"
"242" "Scaffold_10302" "10000001" "1.1e+07" "13.7101"
"243" "Scaffold_10302" "11000001" "1.2e+07" "10.2466"
"244" "Scaffold_10302" "12000001" "1.3e+07" "15.8124"
"245" "Scaffold_10302" "13000001" "1.4e+07" "10.293"
"246" "Scaffold_10302" "14000001" "1.5e+07" "13.5009"
"247" "Scaffold_10302" "15000001" "1.6e+07" "4.2639"
"248" "Scaffold_10302" "16000001" "1.7e+07" "9.6156"
"249" "Scaffold_10302" "17000001" "1.8e+07" "11.9459"
"250" "Scaffold_10302" "18000001" "1.9e+07" "8.3288"
"251" "Scaffold_10302" "19000001" "2e+07" "13.0773"
"252" "Scaffold_10302" "20000001" "2.1e+07" "16.4942"
"253" "Scaffold_10302" "21000001" "2.2e+07" "15.3164"
"254" "Scaffold_10302" "22000001" "2.3e+07" "10.4918"
"255" "Scaffold_10302" "23000001" "2.4e+07" "9.0181"
"256" "Scaffold_10302" "24000001" "2.5e+07" "12.3054"
"257" "Scaffold_10302" "25000001" "2.6e+07" "10.756"
"258" "Scaffold_10302" "26000001" "2.7e+07" "6.5073"
"259" "Scaffold_10302" "27000001" "2.8e+07" "8.5781"
"260" "Scaffold_10302" "28000001" "2.9e+07" "10.1886"
"261" "Scaffold_10302" "29000001" "3e+07" "8.619"
"262" "Scaffold_10302" "30000001" "3.1e+07" "16.119"
"263" "Scaffold_10302" "31000001" "3.2e+07" "6.8715"
"264" "Scaffold_10302" "32000001" "3.3e+07" "3.4876"
"265" "Scaffold_10302" "33000001" "3.4e+07" "14.1464"
"266" "Scaffold_10302" "34000001" "3.5e+07" "6.0046"
"267" "Scaffold_10302" "35000001" "3.6e+07" "7.1583"
"268" "Scaffold_10302" "36000001" "3.7e+07" "11.6185"
"269" "Scaffold_10302" "37000001" "3.8e+07" "13.8302"
"270" "Scaffold_10302" "38000001" "3.9e+07" "14.2867"
"271" "Scaffold_10302" "39000001" "4e+07" "9.5946"
"272" "Scaffold_10302" "40000001" "4.1e+07" "9.7664"
"273" "Scaffold_10302" "41000001" "4.2e+07" "7.2097"
"274" "Scaffold_10302" "42000001" "4.3e+07" "4.4208"
"275" "Scaffold_10302" "43000001" "4.4e+07" "16.0915"
"276" "Scaffold_10302" "44000001" "4.5e+07" "13.8179"
"277" "Scaffold_10302" "45000001" "4.6e+07" "16.4131"
"278" "Scaffold_10302" "46000001" "4.7e+07" "5.9807"
"279" "Scaffold_10302" "47000001" "4.8e+07" "8.5915"
"280" "Scaffold_10302" "48000001" "4.9e+07" "11.0713"
"281" "Scaffold_10302" "49000001" "5e+07" "8.7133"
"282" "Scaffold_10302" "50000001" "5.1e+07" "14.8021"
"283" "Scaffold_10302" "51000001" "5.2e+07" "9.6078"
"284" "Scaffold_10302" "52000001" "5.3e+07" "5.0592"
"285" "Scaffold_10302" "53000001" "5.4e+07" "4.0546"
"286" "Scaffold_10302" "54000001" "5.5e+07" "5.2372"
"287" "Scaffold_10429" "1" "1e+06" "2.7896"
"288" "Scaffold_10429" "1000001" "2e+06" "1.5212"
"289" "Scaffold_10429" "2000001" "3e+06" "3.755"
"290" "Scaffold_10429" "3000001" "4e+06" "3.7183"
"291" "Scaffold_10429" "4000001" "5e+06" "5.1147"
"292" "Scaffold_10429" "5000001" "6e+06" "7.5073"
"293" "Scaffold_10429" "6000001" "7e+06" "6.9776"
"294" "Scaffold_10429" "7000001" "8e+06" "7.5219"
"295" "Scaffold_10429" "8000001" "9e+06" "9.2644"
"296" "Scaffold_10429" "9000001" "1e+07" "20.7652"
"297" "Scaffold_10429" "10000001" "1.1e+07" "12.5398"
"298" "Scaffold_10429" "11000001" "1.2e+07" "17.1812"
"299" "Scaffold_10429" "12000001" "1.3e+07" "10.2381"
"300" "Scaffold_10429" "13000001" "1.4e+07" "12.7129"
"301" "Scaffold_10429" "14000001" "1.5e+07" "10.6812"
"302" "Scaffold_10429" "15000001" "1.6e+07" "7.6409"
"303" "Scaffold_10429" "16000001" "1.7e+07" "16.1999"
"304" "Scaffold_10429" "17000001" "1.8e+07" "7.0133"
"305" "Scaffold_10429" "18000001" "1.9e+07" "11.9125"
"306" "Scaffold_10429" "19000001" "2e+07" "8.2024"
"307" "Scaffold_10429" "20000001" "2.1e+07" "7.0859"
"308" "Scaffold_10429" "21000001" "2.2e+07" "11.3383"
"309" "Scaffold_10429" "22000001" "2.3e+07" "7.1467"
"310" "Scaffold_10429" "23000001" "2.4e+07" "10.4283"
"311" "Scaffold_10429" "24000001" "2.5e+07" "12.0168"
"312" "Scaffold_10429" "25000001" "2.6e+07" "11.5616"
"313" "Scaffold_10429" "26000001" "2.7e+07" "6.2091"
"314" "Scaffold_10429" "27000001" "2.8e+07" "12.8177"
"315" "Scaffold_10429" "28000001" "2.9e+07" "11.9482"
"316" "Scaffold_10429" "29000001" "3e+07" "7.853"
"317" "Scaffold_10429" "30000001" "3.1e+07" "15.0468"
"318" "Scaffold_10429" "31000001" "3.2e+07" "6.4355"
"319" "Scaffold_10429" "32000001" "3.3e+07" "15.4689"
"320" "Scaffold_10429" "33000001" "3.4e+07" "10.5068"
"321" "Scaffold_10429" "34000001" "3.5e+07" "7.4787"
"322" "Scaffold_10429" "35000001" "3.6e+07" "6.3738"
"323" "Scaffold_10429" "36000001" "3.7e+07" "13.8654"
"324" "Scaffold_10429" "37000001" "3.8e+07" "8.8885"
"325" "Scaffold_10429" "38000001" "3.9e+07" "17.255"
"326" "Scaffold_10429" "39000001" "4e+07" "7.217"
"327" "Scaffold_10429" "40000001" "4.1e+07" "10.3964"
"328" "Scaffold_10429" "41000001" "4.2e+07" "11.0946"
"329" "Scaffold_10429" "42000001" "4.3e+07" "7.9602"
"330" "Scaffold_10429" "43000001" "4.4e+07" "10.3166"
"331" "Scaffold_10429" "44000001" "4.5e+07" "9.7713"
"332" "Scaffold_10429" "45000001" "4.6e+07" "12.3995"
"333" "Scaffold_10429" "46000001" "4.7e+07" "6.3812"
"334" "Scaffold_10429" "47000001" "4.8e+07" "5.8335"
"335" "Scaffold_10429" "48000001" "4.9e+07" "6.2391"
"336" "Scaffold_10429" "49000001" "5e+07" "6.4681"
"337" "Scaffold_10429" "50000001" "5.1e+07" "0.9478"
"338" "Scaffold_10429" "51000001" "5.2e+07" "4.864"
"339" "Scaffold_10429" "52000001" "5.3e+07" "1.2129"
"340" "Scaffold_5555" "1" "1e+06" "2.4968"
"341" "Scaffold_5555" "1000001" "2e+06" "5.8079"
"342" "Scaffold_5555" "2000001" "3e+06" "2.4255"
"343" "Scaffold_5555" "3000001" "4e+06" "6.6881"
"344" "Scaffold_5555" "4000001" "5e+06" "7.4092"
"345" "Scaffold_5555" "5000001" "6e+06" "8.4121"
"346" "Scaffold_5555" "6000001" "7e+06" "11.1202"
"347" "Scaffold_5555" "7000001" "8e+06" "9.3665"
"348" "Scaffold_5555" "8000001" "9e+06" "9.087"
"349" "Scaffold_5555" "9000001" "1e+07" "10.4243"
"350" "Scaffold_5555" "10000001" "1.1e+07" "9.4086"
"351" "Scaffold_5555" "11000001" "1.2e+07" "8.0229"
"352" "Scaffold_5555" "12000001" "1.3e+07" "4.5535"
"353" "Scaffold_5555" "13000001" "1.4e+07" "4.3478"
"354" "Scaffold_5555" "14000001" "1.5e+07" "11.5381"
"355" "Scaffold_5555" "15000001" "1.6e+07" "11.2097"
"356" "Scaffold_5555" "16000001" "1.7e+07" "12.6148"
"357" "Scaffold_5555" "17000001" "1.8e+07" "12.064"
"358" "Scaffold_5555" "18000001" "1.9e+07" "11.7778"
"359" "Scaffold_5555" "19000001" "2e+07" "11.1413"
"360" "Scaffold_5555" "20000001" "2.1e+07" "11.053"
"361" "Scaffold_5555" "21000001" "2.2e+07" "10.4885"
"362" "Scaffold_5555" "22000001" "2.3e+07" "10.9742"
"363" "Scaffold_5555" "23000001" "2.4e+07" "8.4186"
"364" "Scaffold_5555" "24000001" "2.5e+07" "7.7365"
"365" "Scaffold_5555" "25000001" "2.6e+07" "11.552"
"366" "Scaffold_5555" "26000001" "2.7e+07" "19.3857"
"367" "Scaffold_5555" "27000001" "2.8e+07" "8.9782"
"368" "Scaffold_5555" "28000001" "2.9e+07" "15.1116"
"369" "Scaffold_5555" "29000001" "3e+07" "9.9561"
"370" "Scaffold_5555" "30000001" "3.1e+07" "12.4675"
"371" "Scaffold_5555" "31000001" "3.2e+07" "8.4431"
"372" "Scaffold_5555" "32000001" "3.3e+07" "7.0849"
"373" "Scaffold_5555" "33000001" "3.4e+07" "9.7199"
"374" "Scaffold_5555" "34000001" "3.5e+07" "7.7681"
"375" "Scaffold_5555" "35000001" "3.6e+07" "19.3211"
"376" "Scaffold_5555" "36000001" "3.7e+07" "12.5101"
"377" "Scaffold_5555" "37000001" "3.8e+07" "9.5799"
"378" "Scaffold_5555" "38000001" "3.9e+07" "8.8442"
"379" "Scaffold_5555" "39000001" "4e+07" "12.6922"
"380" "Scaffold_5555" "40000001" "4.1e+07" "12.3703"
"381" "Scaffold_5555" "41000001" "4.2e+07" "8.6017"
"382" "Scaffold_5555" "42000001" "4.3e+07" "16.94"
"383" "Scaffold_5555" "43000001" "4.4e+07" "9.0689"
"384" "Scaffold_5555" "44000001" "4.5e+07" "11.163"
"385" "Scaffold_5555" "45000001" "4.6e+07" "13.1653"
"386" "Scaffold_5555" "46000001" "4.7e+07" "16.2687"
"387" "Scaffold_5555" "47000001" "4.8e+07" "11.7812"
"388" "Scaffold_5555" "48000001" "4.9e+07" "11.2362"
"389" "Scaffold_5555" "49000001" "5e+07" "7.288"
"390" "Scaffold_5555" "50000001" "5.1e+07" "8.6389"
"391" "Scaffold_5555" "51000001" "5.2e+07" "2.0143"
"392" "Scaffold_5555" "52000001" "5.3e+07" "0.6865"
"393" "Scaffold_9938" "1" "1e+06" "1.6834"
"394" "Scaffold_9938" "1000001" "2e+06" "3.5923"
"395" "Scaffold_9938" "2000001" "3e+06" "7.8511"
"396" "Scaffold_9938" "3000001" "4e+06" "4.7206"
"397" "Scaffold_9938" "4000001" "5e+06" "10.5961"
"398" "Scaffold_9938" "5000001" "6e+06" "8.8014"
"399" "Scaffold_9938" "6000001" "7e+06" "10.933"
"400" "Scaffold_9938" "7000001" "8e+06" "7.055"
"401" "Scaffold_9938" "8000001" "9e+06" "11.2481"
"402" "Scaffold_9938" "9000001" "1e+07" "9.4697"
"403" "Scaffold_9938" "10000001" "1.1e+07" "12.3498"
"404" "Scaffold_9938" "11000001" "1.2e+07" "16.9267"
"405" "Scaffold_9938" "12000001" "1.3e+07" "11.0451"
"406" "Scaffold_9938" "13000001" "1.4e+07" "11.8661"
"407" "Scaffold_9938" "14000001" "1.5e+07" "4.94"
"408" "Scaffold_9938" "15000001" "1.6e+07" "16.4972"
"409" "Scaffold_9938" "16000001" "1.7e+07" "14.7576"
"410" "Scaffold_9938" "17000001" "1.8e+07" "14.6071"
"411" "Scaffold_9938" "18000001" "1.9e+07" "7.8266"
"412" "Scaffold_9938" "19000001" "2e+07" "10.5313"
"413" "Scaffold_9938" "20000001" "2.1e+07" "6.3338"
"414" "Scaffold_9938" "21000001" "2.2e+07" "17.4614"
"415" "Scaffold_9938" "22000001" "2.3e+07" "5.919"
"416" "Scaffold_9938" "23000001" "2.4e+07" "7.3458"
"417" "Scaffold_9938" "24000001" "2.5e+07" "4.8412"
"418" "Scaffold_9938" "25000001" "2.6e+07" "11.9128"
"419" "Scaffold_9938" "26000001" "2.7e+07" "11.564"
"420" "Scaffold_9938" "27000001" "2.8e+07" "3.4875"
"421" "Scaffold_9938" "28000001" "2.9e+07" "12.3842"
"422" "Scaffold_9938" "29000001" "3e+07" "14.1607"
"423" "Scaffold_9938" "30000001" "3.1e+07" "7.9772"
"424" "Scaffold_9938" "31000001" "3.2e+07" "5.1538"
"425" "Scaffold_9938" "32000001" "3.3e+07" "11.7313"
"426" "Scaffold_9938" "33000001" "3.4e+07" "11.4373"
"427" "Scaffold_9938" "34000001" "3.5e+07" "3.0378"
"428" "Scaffold_9938" "35000001" "3.6e+07" "8.8698"
"429" "Scaffold_9938" "36000001" "3.7e+07" "6.5112"
"430" "Scaffold_9938" "37000001" "3.8e+07" "8.0499"
"431" "Scaffold_9938" "38000001" "3.9e+07" "14.9148"
"432" "Scaffold_9938" "39000001" "4e+07" "6.6949"
"433" "Scaffold_9938" "40000001" "4.1e+07" "10.4036"
