"chrom" "V2" "V3" "V4"
"60" "Scaffold_658" "26000001" "2.7e+07" "7.9511"
"61" "Scaffold_658" "27000001" "2.8e+07" "17.7724"
"62" "Scaffold_658" "28000001" "2.9e+07" "36.6847"
"63" "Scaffold_658" "29000001" "3e+07" "27.7144"
"64" "Scaffold_658" "30000001" "3.1e+07" "31.6004"
"65" "Scaffold_658" "31000001" "3.2e+07" "29.8357"
"66" "Scaffold_2318" "1" "1e+06" "38"
"67" "Scaffold_2318" "1000001" "2e+06" "42.3407"
"68" "Scaffold_2318" "2000001" "3e+06" "42.277"
"69" "Scaffold_2318" "3000001" "4e+06" "24.5212"
"70" "Scaffold_2318" "4000001" "5e+06" "12.5135"
"71" "Scaffold_2318" "5000001" "6e+06" "12.3753"
"72" "Scaffold_2318" "6000001" "7e+06" "4.1212"
"73" "Scaffold_2318" "7000001" "8e+06" "9.8748"
"74" "Scaffold_2318" "8000001" "9e+06" "11.26"
"75" "Scaffold_2318" "9000001" "1e+07" "2.3103"
"76" "Scaffold_2318" "10000001" "1.1e+07" "13.4342"
"77" "Scaffold_2318" "11000001" "1.2e+07" "8.8495"
"78" "Scaffold_2318" "12000001" "1.3e+07" "0.8247"
"79" "Scaffold_2318" "13000001" "1.4e+07" "0.6091"
"80" "Scaffold_2318" "14000001" "1.5e+07" "2.6639"
"81" "Scaffold_2318" "15000001" "1.6e+07" "7.0208"
"82" "Scaffold_2318" "16000001" "1.7e+07" "8.8512"
"83" "Scaffold_2318" "17000001" "1.8e+07" "0.6935"
"84" "Scaffold_2318" "18000001" "1.9e+07" "0.8218"
"85" "Scaffold_2318" "19000001" "2e+07" "5.9745"
"86" "Scaffold_2318" "20000001" "2.1e+07" "12.686"
"87" "Scaffold_2318" "21000001" "2.2e+07" "8.4351"
"88" "Scaffold_2318" "22000001" "2.3e+07" "5.8748"
"89" "Scaffold_2318" "23000001" "2.4e+07" "14.3316"
"90" "Scaffold_2318" "24000001" "2.5e+07" "10.7584"
"91" "Scaffold_2318" "25000001" "2.6e+07" "13.2217"
"92" "Scaffold_2318" "26000001" "2.7e+07" "41.7692"
"93" "Scaffold_2318" "27000001" "2.8e+07" "35.5724"
"94" "Scaffold_2318" "28000001" "2.9e+07" "42.2952"
"95" "Scaffold_2318" "29000001" "3e+07" "42.6949"
"96" "Scaffold_2318" "30000001" "3.1e+07" "44.2173"
"97" "Scaffold_2318" "31000001" "3.2e+07" "7.5964"
"98" "Scaffold_2041" "1" "1e+06" "47.7037"
"99" "Scaffold_2041" "1000001" "2e+06" "38.0657"
"100" "Scaffold_2041" "2000001" "3e+06" "17.9568"
"101" "Scaffold_2041" "3000001" "4e+06" "13.6657"
"102" "Scaffold_2041" "4000001" "5e+06" "7.5336"
"103" "Scaffold_2041" "5000001" "6e+06" "15.4816"
"104" "Scaffold_2041" "6000001" "7e+06" "6.4352"
"105" "Scaffold_2041" "7000001" "8e+06" "9.346"
"106" "Scaffold_2041" "8000001" "9e+06" "8.2856"
"107" "Scaffold_2041" "9000001" "1e+07" "5.3306"
"108" "Scaffold_2041" "10000001" "1.1e+07" "11.3038"
"109" "Scaffold_2041" "11000001" "1.2e+07" "6.0097"
"110" "Scaffold_2041" "12000001" "1.3e+07" "4.5202"
"111" "Scaffold_2041" "13000001" "1.4e+07" "4.4018"
"112" "Scaffold_2041" "14000001" "1.5e+07" "2.9738"
"113" "Scaffold_2041" "15000001" "1.6e+07" "6.8521"
"114" "Scaffold_2041" "16000001" "1.7e+07" "4.8937"
"115" "Scaffold_2041" "17000001" "1.8e+07" "4.9918"
"116" "Scaffold_2041" "18000001" "1.9e+07" "4.806"
"117" "Scaffold_2041" "19000001" "2e+07" "5.2012"
"118" "Scaffold_2041" "20000001" "2.1e+07" "16.8309"
"119" "Scaffold_2041" "21000001" "2.2e+07" "7.1728"
"120" "Scaffold_2041" "22000001" "2.3e+07" "18.8398"
"121" "Scaffold_2041" "23000001" "2.4e+07" "20.323"
"122" "Scaffold_2041" "24000001" "2.5e+07" "30.7418"
"123" "Scaffold_2041" "25000001" "2.6e+07" "34.746"
"124" "Scaffold_2041" "26000001" "2.7e+07" "35.9017"
"125" "Scaffold_2041" "27000001" "2.8e+07" "40.1587"
"126" "Scaffold_2041" "28000001" "2.9e+07" "48.4271"
"127" "Scaffold_2041" "29000001" "3e+07" "35.2564"
"128" "Scaffold_2041" "30000001" "3.1e+07" "33.0707"
"129" "Scaffold_2041" "30000001" "3.1e+07" "33.0384"
"130" "Scaffold_2096" "1" "1e+06" "49.498"
"131" "Scaffold_2096" "1000001" "2e+06" "44.9631"
"132" "Scaffold_2096" "2000001" "3e+06" "47.8047"
"133" "Scaffold_2096" "3000001" "4e+06" "24.8874"
"134" "Scaffold_2096" "4000001" "5e+06" "28.8013"
"135" "Scaffold_2096" "5000001" "6e+06" "12.3082"
"136" "Scaffold_2096" "6000001" "7e+06" "4.0745"
"137" "Scaffold_2096" "7000001" "8e+06" "6.0254"
"138" "Scaffold_2096" "8000001" "9e+06" "8.8016"
"139" "Scaffold_2096" "9000001" "1e+07" "6.1543"
"140" "Scaffold_2096" "10000001" "1.1e+07" "5.5589"
"141" "Scaffold_2096" "11000001" "1.2e+07" "0.3082"
"142" "Scaffold_2096" "12000001" "1.3e+07" "0.6118"
"143" "Scaffold_2096" "13000001" "1.4e+07" "4.3103"
"144" "Scaffold_2096" "14000001" "1.5e+07" "7.2303"
"145" "Scaffold_2096" "15000001" "1.6e+07" "4.575"
"146" "Scaffold_2096" "16000001" "1.7e+07" "6.9476"
"147" "Scaffold_2096" "17000001" "1.8e+07" "7.4355"
"148" "Scaffold_2096" "18000001" "1.9e+07" "15.9467"
"149" "Scaffold_2096" "19000001" "2e+07" "6.6341"
"150" "Scaffold_2096" "20000001" "2.1e+07" "3.2954"
"151" "Scaffold_2096" "21000001" "2.2e+07" "12.9614"
"152" "Scaffold_2096" "22000001" "2.3e+07" "9.3557"
"153" "Scaffold_2096" "23000001" "2.4e+07" "11.0421"
"154" "Scaffold_2096" "24000001" "2.5e+07" "10.8642"
"155" "Scaffold_2096" "25000001" "2.6e+07" "12.4481"
"156" "Scaffold_2096" "26000001" "2.7e+07" "24.9243"
"157" "Scaffold_2096" "27000001" "2.8e+07" "36.8513"
"158" "Scaffold_2096" "28000001" "2.9e+07" "52.9125"
"159" "Scaffold_2096" "29000001" "3e+07" "50.4939"
"160" "Scaffold_2096" "30000001" "3.1e+07" "7.2096"
"161" "Scaffold_2315" "1" "1e+06" "36.914"
"162" "Scaffold_2315" "1000001" "2e+06" "45.3565"
"163" "Scaffold_2315" "2000001" "3e+06" "29.6008"
"164" "Scaffold_2315" "3000001" "4e+06" "16.3319"
"165" "Scaffold_2315" "4000001" "5e+06" "12.3679"
"166" "Scaffold_2315" "5000001" "6e+06" "3.7045"
"167" "Scaffold_2315" "6000001" "7e+06" "11.2651"
"168" "Scaffold_2315" "7000001" "8e+06" "4.1138"
"169" "Scaffold_2315" "8000001" "9e+06" "13.046"
"170" "Scaffold_2315" "9000001" "1e+07" "6.6813"
"171" "Scaffold_2315" "10000001" "1.1e+07" "8.1179"
"172" "Scaffold_2315" "11000001" "1.2e+07" "5.5184"
"173" "Scaffold_2315" "12000001" "1.3e+07" "3.6287"
"174" "Scaffold_2315" "13000001" "1.4e+07" "4.3083"
"175" "Scaffold_2315" "14000001" "1.5e+07" "2.8856"
"176" "Scaffold_2315" "15000001" "1.6e+07" "4.8963"
"177" "Scaffold_2315" "16000001" "1.7e+07" "7.0798"
"178" "Scaffold_2315" "17000001" "1.8e+07" "3.8923"
"179" "Scaffold_2315" "18000001" "1.9e+07" "3.5914"
"180" "Scaffold_2315" "19000001" "2e+07" "4.6753"
"181" "Scaffold_2315" "20000001" "2.1e+07" "8.7462"
"182" "Scaffold_2315" "21000001" "2.2e+07" "7.0904"
"183" "Scaffold_2315" "22000001" "2.3e+07" "3.2254"
"184" "Scaffold_2315" "23000001" "2.4e+07" "17.8161"
"185" "Scaffold_2315" "24000001" "2.5e+07" "25.4556"
"186" "Scaffold_2315" "25000001" "2.6e+07" "33.5001"
"187" "Scaffold_2315" "26000001" "2.7e+07" "44.1205"
"188" "Scaffold_2315" "27000001" "2.8e+07" "48.8076"
"189" "Scaffold_2315" "28000001" "2.9e+07" "50.3465"
"190" "Scaffold_2315" "29000001" "3e+07" "21.6339"
"191" "Scaffold_2317" "1" "1e+06" "47.2907"
"192" "Scaffold_2317" "1000001" "2e+06" "43.0379"
"193" "Scaffold_2317" "2000001" "3e+06" "44.5964"
"194" "Scaffold_2317" "3000001" "4e+06" "29.3351"
"195" "Scaffold_2317" "4000001" "5e+06" "23.9689"
"196" "Scaffold_2317" "5000001" "6e+06" "13.7867"
"197" "Scaffold_2317" "6000001" "7e+06" "6.2673"
"198" "Scaffold_2317" "7000001" "8e+06" "15.9471"
"199" "Scaffold_2317" "8000001" "9e+06" "8.986"
"200" "Scaffold_2317" "9000001" "1e+07" "19.3088"
"201" "Scaffold_2317" "10000001" "1.1e+07" "9.2163"
"202" "Scaffold_2317" "11000001" "1.2e+07" "12.311"
"203" "Scaffold_2317" "12000001" "1.3e+07" "14.4893"
"204" "Scaffold_2317" "13000001" "1.4e+07" "5.5945"
"205" "Scaffold_2317" "14000001" "1.5e+07" "10.3315"
"206" "Scaffold_2317" "15000001" "1.6e+07" "11.7675"
"207" "Scaffold_2317" "16000001" "1.7e+07" "9.413"
"208" "Scaffold_2317" "17000001" "1.8e+07" "13.7343"
"209" "Scaffold_2317" "18000001" "1.9e+07" "20.0457"
"210" "Scaffold_2317" "19000001" "2e+07" "10.9149"
"211" "Scaffold_2317" "20000001" "2.1e+07" "16.362"
"212" "Scaffold_2317" "21000001" "2.2e+07" "9.5215"
"213" "Scaffold_2317" "22000001" "2.3e+07" "17.2403"
"214" "Scaffold_2317" "23000001" "2.4e+07" "17.775"
"215" "Scaffold_2317" "24000001" "2.5e+07" "20.6661"
"216" "Scaffold_2317" "25000001" "2.6e+07" "22.3793"
"217" "Scaffold_2317" "26000001" "2.7e+07" "28.6796"
"218" "Scaffold_2317" "27000001" "2.8e+07" "0.8677"
"219" "Scaffold_2287" "1" "1e+06" "49.8613"
"220" "Scaffold_2287" "1000001" "2e+06" "51.95"
"221" "Scaffold_2287" "2000001" "3e+06" "32.3236"
"222" "Scaffold_2287" "3000001" "4e+06" "27.3474"
"223" "Scaffold_2287" "4000001" "5e+06" "21.6975"
"224" "Scaffold_2287" "5000001" "6e+06" "22.7292"
"225" "Scaffold_2287" "6000001" "7e+06" "13.4696"
"226" "Scaffold_2287" "7000001" "8e+06" "13.2501"
"227" "Scaffold_2287" "8000001" "9e+06" "3.2169"
"228" "Scaffold_2287" "9000001" "1e+07" "7.2414"
"229" "Scaffold_2287" "10000001" "1.1e+07" "12.4684"
"230" "Scaffold_2287" "11000001" "1.2e+07" "14.261"
"231" "Scaffold_2287" "12000001" "1.3e+07" "9.8086"
"232" "Scaffold_2287" "13000001" "1.4e+07" "2.3619"
"233" "Scaffold_2287" "14000001" "1.5e+07" "1.5816"
"234" "Scaffold_2287" "15000001" "1.6e+07" "4.1273"
"235" "Scaffold_2287" "16000001" "1.7e+07" "6.6715"
"236" "Scaffold_2287" "17000001" "1.8e+07" "3.5121"
"237" "Scaffold_2287" "18000001" "1.9e+07" "5.1782"
"238" "Scaffold_2287" "19000001" "2e+07" "8.6474"
"239" "Scaffold_2287" "20000001" "2.1e+07" "2.8094"
"240" "Scaffold_2287" "21000001" "2.2e+07" "14.7414"
"241" "Scaffold_2287" "22000001" "2.3e+07" "21.6654"
"242" "Scaffold_2287" "23000001" "2.4e+07" "25.7294"
"243" "Scaffold_2287" "24000001" "2.5e+07" "35.248"
"244" "Scaffold_2287" "25000001" "2.6e+07" "40.4611"
"245" "Scaffold_2287" "26000001" "2.7e+07" "47.3802"
"246" "Scaffold_2287" "27000001" "2.8e+07" "8.5482"
"247" "Scaffold_326" "1" "1e+06" "40.6894"
"248" "Scaffold_326" "1000001" "2e+06" "39.7394"
"249" "Scaffold_326" "2000001" "3e+06" "30.4057"
"250" "Scaffold_326" "3000001" "4e+06" "13.108"
"251" "Scaffold_326" "4000001" "5e+06" "18.8291"
"252" "Scaffold_326" "5000001" "6e+06" "15.945"
"253" "Scaffold_326" "6000001" "7e+06" "2.9316"
"254" "Scaffold_326" "7000001" "8e+06" "8.82"
"255" "Scaffold_326" "8000001" "9e+06" "2.1808"
"256" "Scaffold_326" "9000001" "1e+07" "2.758"
"257" "Scaffold_326" "10000001" "1.1e+07" "5.2763"
"258" "Scaffold_326" "11000001" "1.2e+07" "1.6391"
"259" "Scaffold_326" "12000001" "1.3e+07" "2.5608"
"260" "Scaffold_326" "13000001" "1.4e+07" "1.8275"
"261" "Scaffold_326" "14000001" "1.5e+07" "4.8921"
"262" "Scaffold_326" "15000001" "1.6e+07" "3.9692"
"263" "Scaffold_326" "16000001" "1.7e+07" "0.2454"
"264" "Scaffold_326" "17000001" "1.8e+07" "13.2483"
"265" "Scaffold_326" "18000001" "1.9e+07" "11.7823"
"266" "Scaffold_326" "19000001" "2e+07" "1.8014"
"267" "Scaffold_326" "20000001" "2.1e+07" "7.6865"
"268" "Scaffold_326" "21000001" "2.2e+07" "7.8885"
"269" "Scaffold_326" "22000001" "2.3e+07" "13.9295"
"270" "Scaffold_326" "23000001" "2.4e+07" "16.3263"
"271" "Scaffold_326" "24000001" "2.5e+07" "21.1912"
"272" "Scaffold_326" "25000001" "2.6e+07" "39.6401"
"273" "Scaffold_326" "26000001" "2.7e+07" "16.3562"
"274" "Scaffold_1174" "1" "1e+06" "40.9307"
"275" "Scaffold_1174" "1000001" "2e+06" "36.6031"
"276" "Scaffold_1174" "2000001" "3e+06" "16.1674"
"277" "Scaffold_1174" "3000001" "4e+06" "12.6386"
"278" "Scaffold_1174" "4000001" "5e+06" "11.0172"
"279" "Scaffold_1174" "5000001" "6e+06" "10.3989"
"280" "Scaffold_1174" "6000001" "7e+06" "6.9877"
"281" "Scaffold_1174" "7000001" "8e+06" "5.9578"
"282" "Scaffold_1174" "8000001" "9e+06" "15.5057"
"283" "Scaffold_1174" "9000001" "1e+07" "8.1247"
"284" "Scaffold_1174" "10000001" "1.1e+07" "10.3904"
"285" "Scaffold_1174" "11000001" "1.2e+07" "0.0813"
"286" "Scaffold_1174" "12000001" "1.3e+07" "4.0007"
"287" "Scaffold_1174" "13000001" "1.4e+07" "6.4943"
"288" "Scaffold_1174" "14000001" "1.5e+07" "7.3774"
"289" "Scaffold_1174" "15000001" "1.6e+07" "5.1664"
"290" "Scaffold_1174" "16000001" "1.7e+07" "8.5053"
"291" "Scaffold_1174" "17000001" "1.8e+07" "4.8717"
"292" "Scaffold_1174" "18000001" "1.9e+07" "16.5235"
"293" "Scaffold_1174" "19000001" "2e+07" "20.5576"
"294" "Scaffold_1174" "20000001" "2.1e+07" "37.9964"
"295" "Scaffold_1174" "21000001" "2.2e+07" "33.1549"
"296" "Scaffold_1174" "22000001" "2.3e+07" "35.6081"
"297" "Scaffold_1174" "23000001" "2.4e+07" "53.3077"
"298" "Scaffold_1174" "24000001" "2.5e+07" "48.1221"
"299" "Scaffold_1174" "25000001" "2.6e+07" "53.54"
"300" "Scaffold_1174" "26000001" "2.7e+07" "0"
"301" "Scaffold_2314" "1" "1e+06" "45.2034"
"302" "Scaffold_2314" "1000001" "2e+06" "37.2769"
"303" "Scaffold_2314" "2000001" "3e+06" "37.4381"
"304" "Scaffold_2314" "3000001" "4e+06" "45.0518"
"305" "Scaffold_2314" "4000001" "5e+06" "42.2401"
"306" "Scaffold_2314" "5000001" "6e+06" "35.124"
"307" "Scaffold_2314" "6000001" "7e+06" "29.3374"
"308" "Scaffold_2314" "7000001" "8e+06" "28.7549"
"309" "Scaffold_2314" "8000001" "9e+06" "15.9167"
"310" "Scaffold_2314" "9000001" "1e+07" "22.5615"
"311" "Scaffold_2314" "10000001" "1.1e+07" "9.0474"
"312" "Scaffold_2314" "11000001" "1.2e+07" "16.5993"
"313" "Scaffold_2314" "12000001" "1.3e+07" "11.4024"
"314" "Scaffold_2314" "13000001" "1.4e+07" "2.3558"
"315" "Scaffold_2314" "14000001" "1.5e+07" "2.4515"
"316" "Scaffold_2314" "15000001" "1.6e+07" "5.172"
"317" "Scaffold_2314" "16000001" "1.7e+07" "7.1104"
"318" "Scaffold_2314" "17000001" "1.8e+07" "5.5576"
"319" "Scaffold_2314" "18000001" "1.9e+07" "9.6963"
"320" "Scaffold_2314" "19000001" "2e+07" "11.8788"
"321" "Scaffold_2314" "20000001" "2.1e+07" "7.1377"
"322" "Scaffold_2314" "21000001" "2.2e+07" "4.0946"
"323" "Scaffold_2314" "22000001" "2.3e+07" "8.5748"
"324" "Scaffold_2314" "23000001" "2.4e+07" "26.6493"
"325" "Scaffold_2314" "24000001" "2.5e+07" "38.0847"
"326" "Scaffold_2314" "25000001" "2.6e+07" "27.1923"
"327" "Scaffold_2313" "1" "1e+06" "41.7477"
"328" "Scaffold_2313" "1000001" "2e+06" "36.6541"
"329" "Scaffold_2313" "2000001" "3e+06" "28.2109"
"330" "Scaffold_2313" "3000001" "4e+06" "26.9441"
"331" "Scaffold_2313" "4000001" "5e+06" "31.5825"
"332" "Scaffold_2313" "5000001" "6e+06" "14.2666"
"333" "Scaffold_2313" "6000001" "7e+06" "8.7718"
"334" "Scaffold_2313" "7000001" "8e+06" "5.5393"
"335" "Scaffold_2313" "8000001" "9e+06" "3.7368"
"336" "Scaffold_2313" "9000001" "1e+07" "7.4022"
"337" "Scaffold_2313" "10000001" "1.1e+07" "4.022"
"338" "Scaffold_2313" "11000001" "1.2e+07" "9.6657"
"339" "Scaffold_2313" "12000001" "1.3e+07" "6.1715"
"340" "Scaffold_2313" "13000001" "1.4e+07" "1.7444"
"341" "Scaffold_2313" "14000001" "1.5e+07" "9.7548"
"342" "Scaffold_2313" "15000001" "1.6e+07" "16.0149"
"343" "Scaffold_2313" "16000001" "1.7e+07" "7.817"
"344" "Scaffold_2313" "17000001" "1.8e+07" "4.7878"
"345" "Scaffold_2313" "18000001" "1.9e+07" "6.3571"
"346" "Scaffold_2313" "19000001" "2e+07" "5.3321"
"347" "Scaffold_2313" "20000001" "2.1e+07" "1.2023"
"348" "Scaffold_2313" "21000001" "2.2e+07" "17.2371"
"349" "Scaffold_2313" "22000001" "2.3e+07" "29.6014"
"350" "Scaffold_2313" "23000001" "2.4e+07" "27.9872"
"351" "Scaffold_2313" "24000001" "2.5e+07" "26.6635"
"352" "Scaffold_2313" "25000001" "2.6e+07" "15.1857"
"353" "Scaffold_2225" "1" "1e+06" "37.5045"
"354" "Scaffold_2225" "1000001" "2e+06" "44.6443"
"355" "Scaffold_2225" "2000001" "3e+06" "59.71"
"356" "Scaffold_2225" "3000001" "4e+06" "44.9215"
"357" "Scaffold_2225" "4000001" "5e+06" "34.6341"
"358" "Scaffold_2225" "5000001" "6e+06" "35.9549"
"359" "Scaffold_2225" "6000001" "7e+06" "26.9586"
"360" "Scaffold_2225" "7000001" "8e+06" "16.901"
"361" "Scaffold_2225" "8000001" "9e+06" "8.0846"
"362" "Scaffold_2225" "9000001" "1e+07" "6.5597"
"363" "Scaffold_2225" "10000001" "1.1e+07" "4.1862"
"364" "Scaffold_2225" "11000001" "1.2e+07" "5.5477"
"365" "Scaffold_2225" "12000001" "1.3e+07" "3.3188"
"366" "Scaffold_2225" "13000001" "1.4e+07" "5.0087"
"367" "Scaffold_2225" "14000001" "1.5e+07" "1.9612"
"368" "Scaffold_2225" "15000001" "1.6e+07" "3.9243"
"369" "Scaffold_2225" "16000001" "1.7e+07" "8.0513"
"370" "Scaffold_2225" "17000001" "1.8e+07" "8.4787"
"371" "Scaffold_2225" "18000001" "1.9e+07" "7.8296"
"372" "Scaffold_2225" "19000001" "2e+07" "9.9619"
"373" "Scaffold_2225" "20000001" "2.1e+07" "4.1454"
"374" "Scaffold_2225" "21000001" "2.2e+07" "7.1514"
"375" "Scaffold_2225" "22000001" "2.3e+07" "8.1702"
"376" "Scaffold_2225" "23000001" "2.4e+07" "29.312"
"377" "Scaffold_2225" "24000001" "2.5e+07" "33.9512"
"378" "Scaffold_1383" "1" "1e+06" "52.6402"
"379" "Scaffold_1383" "1000001" "2e+06" "53.6315"
"380" "Scaffold_1383" "2000001" "3e+06" "43.1253"
"381" "Scaffold_1383" "3000001" "4e+06" "30.7853"
"382" "Scaffold_1383" "4000001" "5e+06" "19.7201"
"383" "Scaffold_1383" "5000001" "6e+06" "10.2798"
"384" "Scaffold_1383" "6000001" "7e+06" "6.173"
"385" "Scaffold_1383" "7000001" "8e+06" "7.4491"
"386" "Scaffold_1383" "8000001" "9e+06" "9.8793"
"387" "Scaffold_1383" "9000001" "1e+07" "9.3528"
"388" "Scaffold_1383" "10000001" "1.1e+07" "13.7993"
"389" "Scaffold_1383" "11000001" "1.2e+07" "1.8022"
"390" "Scaffold_1383" "12000001" "1.3e+07" "4.6559"
"391" "Scaffold_1383" "13000001" "1.4e+07" "7.7143"
"392" "Scaffold_1383" "14000001" "1.5e+07" "0.7616"
"393" "Scaffold_1383" "15000001" "1.6e+07" "9.9047"
"394" "Scaffold_1383" "16000001" "1.7e+07" "1.7263"
"395" "Scaffold_1383" "17000001" "1.8e+07" "2.4427"
"396" "Scaffold_1383" "18000001" "1.9e+07" "6.1702"
"397" "Scaffold_1383" "19000001" "2e+07" "5.0653"
"398" "Scaffold_1383" "20000001" "2.1e+07" "7.3101"
"399" "Scaffold_1383" "21000001" "2.2e+07" "8.3864"
"400" "Scaffold_1383" "22000001" "2.3e+07" "10.7546"
"401" "Scaffold_1383" "23000001" "2.4e+07" "27.4376"
"402" "Scaffold_1383" "24000001" "2.5e+07" "16.5755"
"403" "Scaffold_819" "1" "1e+06" "27.5683"
"404" "Scaffold_819" "1000001" "2e+06" "24.1168"
"405" "Scaffold_819" "2000001" "3e+06" "13.6714"
"406" "Scaffold_819" "3000001" "4e+06" "8.1261"
"407" "Scaffold_819" "4000001" "5e+06" "11.1228"
"408" "Scaffold_819" "5000001" "6e+06" "4.4254"
"409" "Scaffold_819" "6000001" "7e+06" "5.9126"
"410" "Scaffold_819" "7000001" "8e+06" "13.1828"
"411" "Scaffold_819" "8000001" "9e+06" "10.1957"
"412" "Scaffold_819" "9000001" "1e+07" "7.2838"
"413" "Scaffold_819" "10000001" "1.1e+07" "6.2341"
"414" "Scaffold_819" "11000001" "1.2e+07" "7.3084"
"415" "Scaffold_819" "12000001" "1.3e+07" "9.272"
"416" "Scaffold_819" "13000001" "1.4e+07" "5.8796"
"417" "Scaffold_819" "14000001" "1.5e+07" "1.684"
"418" "Scaffold_819" "15000001" "1.6e+07" "10.7446"
"419" "Scaffold_819" "16000001" "1.7e+07" "13.0579"
"420" "Scaffold_819" "17000001" "1.8e+07" "14.6648"
"421" "Scaffold_819" "18000001" "1.9e+07" "15.7646"
"422" "Scaffold_819" "19000001" "2e+07" "40.4764"
"423" "Scaffold_819" "20000001" "2.1e+07" "41.0392"
"424" "Scaffold_819" "21000001" "2.2e+07" "35.6615"
"425" "Scaffold_819" "22000001" "2.3e+07" "43.5585"
"426" "Scaffold_819" "23000001" "2.4e+07" "30.4835"
"427" "Scaffold_15" "1" "1e+06" "33.9285"
"428" "Scaffold_15" "1000001" "2e+06" "17.7298"
"429" "Scaffold_15" "2000001" "3e+06" "26.3806"
"430" "Scaffold_15" "3000001" "4e+06" "15.8342"
"431" "Scaffold_15" "4000001" "5e+06" "10.4798"
"432" "Scaffold_15" "5000001" "6e+06" "3.672"
"433" "Scaffold_15" "6000001" "7e+06" "1.5134"
"434" "Scaffold_15" "7000001" "8e+06" "2.3001"
"435" "Scaffold_15" "8000001" "9e+06" "5.725"
"436" "Scaffold_15" "9000001" "1e+07" "11.5082"
"437" "Scaffold_15" "10000001" "1.1e+07" "6.3966"
"438" "Scaffold_15" "11000001" "1.2e+07" "5.4426"
"439" "Scaffold_15" "12000001" "1.3e+07" "5.5875"
