scaffold	length	orthocount_all	orthocount_one	ratio	order
Scaffold_66	205168	2	1	0.5	387
Scaffold_1	204748	2	0	0	388
Scaffold_65	204647	2	0	0	389
Scaffold_86	203914	6	1	0.166666666666667	390
Scaffold_2289	203729	3	0	0	391
Scaffold_2192	203134	5	0	0	392
Scaffold_262	202948	5	0	0	393
Scaffold_2276	202426	4	1	0.25	394
Scaffold_22	202138	1	0	0	395
Scaffold_69	202066	3	0	0	396
Scaffold_71	201976	1	0	0	397
Scaffold_900	201288	1	0	0	398
Scaffold_699	200875	1	0	0	399
Scaffold_100	200416	1	0	0	400
Scaffold_187	200287	3	0	0	401
Scaffold_24	200196	2	0	0	402
Scaffold_2165	200175	2	0	0	403
Scaffold_34	200051	4	0	0	404
Scaffold_2139	199955	3	0	0	405
Scaffold_2164	199669	3	0	0	406
Scaffold_912	199076	4	1	0.25	407
Scaffold_29	197799	1	0	0	408
Scaffold_60	197305	2	0	0	409
Scaffold_1217	197116	7	0	0	410
Scaffold_261	195619	3	0	0	411
Scaffold_25	195577	4	0	0	412
Scaffold_128	195108	5	1	0.2	413
Scaffold_26	195040	3	0	0	414
Scaffold_2061	194553	2	0	0	415
Scaffold_165	193864	1	0	0	416
Scaffold_2187	193280	7	0	0	417
Scaffold_994	192537	3	0	0	418
Scaffold_2143	192350	2	0	0	419
Scaffold_2083	192022	3	0	0	420
Scaffold_2171	190896	5	1	0.2	421
Scaffold_1077	190506	1	0	0	422
Scaffold_222	190151	1	0	0	423
Scaffold_30	188303	3	0	0	424
Scaffold_302	187261	1	0	0	425
Scaffold_2154	186563	2	1	0.5	426
Scaffold_553	185736	4	0	0	427
Scaffold_1058	185647	3	0	0	428
Scaffold_171	184381	3	0	0	429
Scaffold_237	184132	3	0	0	430
Scaffold_291	184002	6	0	0	431
Scaffold_2062	183749	3	0	0	432
Scaffold_884	183460	1	0	0	433
Scaffold_2009	180780	1	0	0	434
Scaffold_108	180399	12	0	0	435
Scaffold_2169	180276	5	0	0	436
Scaffold_2243	180251	7	1	0.142857142857143	437
Scaffold_1633	179965	2	1	0.5	438
Scaffold_292	179908	1	0	0	439
Scaffold_39	179881	7	1	0.142857142857143	440
Scaffold_2284	179813	1	0	0	441
Scaffold_253	179623	3	0	0	442
Scaffold_517	178885	1	0	0	443
Scaffold_2104	178424	3	0	0	444
Scaffold_2121	177822	1	0	0	445
Scaffold_396	177819	3	0	0	446
Scaffold_2292	176506	3	1	0.333333333333333	447
Scaffold_1588	175759	1	0	0	448
Scaffold_198	175320	5	0	0	449
Scaffold_622	174308	2	0	0	450
Scaffold_665	174063	1	0	0	451
Scaffold_2188	174049	2	0	0	452
Scaffold_126	173206	4	0	0	453
Scaffold_655	173021	1	0	0	454
Scaffold_283	171551	1	0	0	455
Scaffold_200	171155	3	0	0	456
Scaffold_2178	170753	1	1	1	457
Scaffold_192	169994	1	0	0	458
Scaffold_2015	169690	3	0	0	459
Scaffold_409	169651	1	0	0	460
Scaffold_41	169206	3	1	0.333333333333333	461
Scaffold_2274	168967	1	0	0	462
Scaffold_300	168793	1	0	0	463
Scaffold_233	168588	1	0	0	464
Scaffold_2176	167626	3	0	0	465
Scaffold_276	167545	1	0	0	466
Scaffold_363	167074	4	1	0.25	467
Scaffold_342	166616	2	0	0	468
Scaffold_90	165623	5	0	0	469
Scaffold_392	165355	3	0	0	470
Scaffold_737	165238	4	0	0	471
Scaffold_2197	164206	2	0	0	472
Scaffold_2310	162486	4	0	0	473
Scaffold_2207	161157	1	0	0	474
Scaffold_2032	160580	1	1	1	475
Scaffold_47	160478	2	0	0	476
Scaffold_1698	160007	4	0	0	477
Scaffold_2261	159780	1	0	0	478
Scaffold_2306	159749	2	1	0.5	479
Scaffold_569	159129	4	0	0	480
Scaffold_209	159052	2	0	0	481
Scaffold_2052	158808	2	0	0	482
Scaffold_395	158430	7	0	0	483
Scaffold_49	157302	1	0	0	484
Scaffold_99	157262	1	0	0	485
Scaffold_3	157058	1	0	0	486
Scaffold_1153	157011	2	0	0	487
Scaffold_50	156033	4	0	0	488
Scaffold_578	155307	1	0	0	489
Scaffold_1035	154592	1	0	0	490
Scaffold_2242	154477	1	0	0	491
Scaffold_2180	154206	5	1	0.2	492
Scaffold_2155	154203	5	0	0	493
Scaffold_672	152783	2	0	0	494
Scaffold_2127	152655	6	0	0	495
Scaffold_771	152580	1	0	0	496
Scaffold_864	152548	2	0	0	497
Scaffold_646	152239	2	0	0	498
Scaffold_203	152022	3	0	0	499
Scaffold_226	151857	1	0	0	500
Scaffold_2067	151808	1	0	0	501
Scaffold_2006	151303	28	4	0.142857142857143	502
Scaffold_332	150715	1	0	0	503
Scaffold_1246	150560	2	0	0	504
Scaffold_793	150423	2	0	0	505
Scaffold_194	149954	1	0	0	506
Scaffold_113	149853	2	0	0	507
Scaffold_1656	148685	1	0	0	508
Scaffold_2022	148564	3	1	0.333333333333333	509
Scaffold_2055	148530	4	0	0	510
Scaffold_193	147933	3	0	0	511
Scaffold_116	147896	3	0	0	512
Scaffold_761	147385	1	0	0	513
Scaffold_769	147376	2	0	0	514
Scaffold_2182	147339	3	0	0	515
Scaffold_2123	147133	1	0	0	516
Scaffold_239	147095	1	0	0	517
Scaffold_1310	146700	3	0	0	518
Scaffold_831	146067	2	0	0	519
Scaffold_1351	145515	2	0	0	520
Scaffold_1500	145471	1	0	0	521
Scaffold_2048	145438	2	0	0	522
Scaffold_243	145243	1	0	0	523
Scaffold_571	145224	3	0	0	524
Scaffold_497	145164	4	0	0	525
Scaffold_2294	145059	1	0	0	526
Scaffold_227	144359	9	1	0.111111111111111	527
Scaffold_2093	143858	4	0	0	528
Scaffold_2060	143831	3	0	0	529
Scaffold_364	143475	4	0	0	530
Scaffold_59	143467	2	0	0	531
Scaffold_954	143319	2	0	0	532
Scaffold_189	143087	1	0	0	533
Scaffold_2170	142801	1	0	0	534
Scaffold_2	142469	8	0	0	535
Scaffold_1192	142054	3	0	0	536
Scaffold_1297	142042	1	0	0	537
Scaffold_219	141795	3	0	0	538
Scaffold_2105	141706	2	0	0	539
Scaffold_62	141226	1	0	0	540
Scaffold_184	141171	4	0	0	541
Scaffold_64	140750	1	0	0	542
Scaffold_1826	139953	5	0	0	543
Scaffold_2147	139829	3	1	0.333333333333333	544
Scaffold_643	139447	2	0	0	545
Scaffold_259	139320	1	0	0	546
Scaffold_2135	138726	2	0	0	547
Scaffold_68	138243	4	0	0	548
Scaffold_712	138123	1	0	0	549
Scaffold_161	137663	1	0	0	550
Scaffold_1249	137474	2	0	0	551
Scaffold_862	137397	2	0	0	552
Scaffold_1053	137300	6	0	0	553
Scaffold_695	136424	2	0	0	554
Scaffold_301	135762	2	0	0	555
Scaffold_2205	135603	4	1	0.25	556
Scaffold_230	135414	8	0	0	557
Scaffold_486	134718	1	0	0	558
Scaffold_1092	134548	2	0	0	559
Scaffold_76	134249	3	0	0	560
Scaffold_2162	134012	4	0	0	561
Scaffold_2210	133904	1	0	0	562
Scaffold_2069	133418	3	0	0	563
Scaffold_77	133197	1	0	0	564
Scaffold_2179	133092	2	0	0	565
Scaffold_78	132725	3	0	0	566
Scaffold_80	132435	1	0	0	567
Scaffold_2004	132385	3	0	0	568
Scaffold_1325	132330	1	0	0	569
Scaffold_81	132322	3	0	0	570
Scaffold_130	131602	5	0	0	571
Scaffold_159	131597	1	0	0	572
Scaffold_2283	131137	2	0	0	573
Scaffold_2172	130725	1	0	0	574
Scaffold_2095	130320	7	0	0	575
Scaffold_87	129967	1	0	0	576
Scaffold_88	129743	4	0	0	577
Scaffold_89	129462	1	0	0	578
Scaffold_91	129012	1	0	0	579
Scaffold_373	128796	1	0	0	580
Scaffold_2021	128745	2	0	0	581
Scaffold_465	128732	4	0	0	582
Scaffold_92	128213	1	0	0	583
Scaffold_1665	128058	4	0	0	584
Scaffold_938	127581	1	0	0	585
Scaffold_158	126883	1	0	0	586
Scaffold_93	126613	3	0	0	587
Scaffold_94	126613	2	0	0	588
Scaffold_1102	126266	1	1	1	589
Scaffold_97	125507	2	1	0.5	590
Scaffold_98	125329	2	0	0	591
Scaffold_162	123929	1	0	0	592
Scaffold_157	123632	1	0	0	593
Scaffold_2231	122840	1	1	1	594
Scaffold_101	122832	1	0	0	595
Scaffold_102	122662	2	0	0	596
Scaffold_1467	122386	5	0	0	597
Scaffold_207	122235	1	0	0	598
Scaffold_2286	120421	1	0	0	599
Scaffold_2222	119972	1	1	1	600
Scaffold_620	119816	1	0	0	601
Scaffold_2177	119602	3	0	0	602
Scaffold_2148	119418	3	0	0	603
Scaffold_690	119297	2	0	0	604
Scaffold_516	119080	1	0	0	605
Scaffold_749	118947	3	0	0	606
Scaffold_2156	117833	1	0	0	607
Scaffold_768	117696	1	0	0	608
Scaffold_105	117468	1	0	0	609
Scaffold_106	117232	1	0	0	610
Scaffold_2012	116159	1	0	0	611
Scaffold_2119	115683	3	0	0	612
Scaffold_2118	115656	1	0	0	613
Scaffold_2140	115129	2	0	0	614
Scaffold_1293	115014	3	0	0	615
Scaffold_968	114635	1	0	0	616
Scaffold_2110	114134	1	0	0	617
Scaffold_114	114069	1	0	0	618
Scaffold_2126	114002	4	2	0.5	619
Scaffold_117	113934	1	0	0	620
Scaffold_1595	113819	4	0	0	621
Scaffold_120	113031	3	0	0	622
Scaffold_951	112238	1	0	0	623
Scaffold_2109	112080	1	0	0	624
Scaffold_2129	111972	1	1	1	625
Scaffold_123	111911	1	0	0	626
Scaffold_627	110513	3	0	0	627
Scaffold_125	110482	3	0	0	628
Scaffold_127	109871	2	0	0	629
Scaffold_4	109189	2	0	0	630
Scaffold_121	108594	1	0	0	631
Scaffold_131	107563	1	0	0	632
Scaffold_490	107472	3	0	0	633
Scaffold_501	106684	1	0	0	634
Scaffold_134	106669	1	0	0	635
Scaffold_1805	106572	4	1	0.25	636
Scaffold_136	106387	1	0	0	637
Scaffold_137	106209	1	0	0	638
Scaffold_138	106199	4	0	0	639
Scaffold_139	106003	1	0	0	640
Scaffold_140	105958	1	0	0	641
Scaffold_142	105675	1	0	0	642
Scaffold_147	104719	1	0	0	643
Scaffold_150	104213	2	0	0	644
Scaffold_151	104131	2	0	0	645
Scaffold_2219	104116	1	0	0	646
Scaffold_891	103864	2	0	0	647
Scaffold_155	103446	4	0	0	648
Scaffold_1401	103440	1	0	0	649
Scaffold_1575	103323	9	0	0	650
Scaffold_2233	103018	3	0	0	651
Scaffold_1114	102653	7	0	0	652
Scaffold_518	102644	2	0	0	653
Scaffold_163	102330	6	0	0	654
Scaffold_956	101864	3	0	0	655
Scaffold_170	101370	5	0	0	656
Scaffold_871	101201	3	0	0	657
Scaffold_172	101157	1	0	0	658
Scaffold_483	101023	1	0	0	659
Scaffold_174	100750	1	0	0	660
Scaffold_176	100475	6	0	0	661
Scaffold_2047	100194	2	0	0	662
Scaffold_178	100157	2	0	0	663
Scaffold_179	99936	2	0	0	664
Scaffold_375	99763	1	0	0	665
Scaffold_180	99648	4	0	0	666
Scaffold_182	99154	1	0	0	667
Scaffold_183	98870	1	0	0	668
Scaffold_1686	98447	1	0	0	669
Scaffold_188	98090	1	0	0	670
Scaffold_191	97446	2	0	0	671
Scaffold_721	97397	1	0	0	672
Scaffold_2234	96690	1	0	0	673
Scaffold_196	95969	4	0	0	674
Scaffold_619	95871	2	0	0	675
Scaffold_2221	94596	2	0	0	676
Scaffold_2228	93990	1	0	0	677
Scaffold_269	93642	1	0	0	678
Scaffold_204	93387	1	0	0	679
Scaffold_2300	93290	3	0	0	680
Scaffold_208	91847	10	0	0	681
Scaffold_592	91408	2	0	0	682
Scaffold_211	91347	3	0	0	683
Scaffold_213	90623	2	0	0	684
Scaffold_2103	90042	4	1	0.25	685
Scaffold_2211	89974	2	0	0	686
Scaffold_220	89755	1	0	0	687
Scaffold_221	89441	2	0	0	688
Scaffold_1018	89434	1	0	0	689
Scaffold_1472	89022	2	0	0	690
